osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name,bridge
472407651,2,tertiary,60,False,True,161.691,"LINESTRING (127.2041185 37.8982511, 127.2040245 37.8981544, 127.2035467 37.8976626, 127.2030057 37.8970921)",,,
"[1056351673, 643031494]",,primary,,False,False,152.339,"LINESTRING (127.2041185 37.8982511, 127.2042412 37.8981762, 127.2047854 37.8978438, 127.2049697 37.8977352, 127.2054944 37.8974156)",87,"['한내교', '포천로']",yes
1056351674,,primary,,False,True,107.91799999999999,"LINESTRING (127.2041185 37.8982511, 127.2039967 37.8983482, 127.2039218 37.898408, 127.2032189 37.8988379, 127.2031685 37.8988649)",87,포천로,
665318064,4,tertiary,60,False,True,7.642,"LINESTRING (127.2043898 37.8950357, 127.2043096 37.8950625)",,구절초로,
633854015,,primary,,True,False,239.70199999999997,"LINESTRING (127.2043898 37.8950357, 127.2045736 37.8953018, 127.2053715 37.8964486, 127.2057111 37.8969224)",43,호국로,
469013216,,secondary,,False,False,57.867,"LINESTRING (127.1981 37.89802, 127.1975143 37.8977808)",,왕방로,
469013216,,secondary,,False,True,10.463,"LINESTRING (127.1981 37.89802, 127.1981689 37.8980968)",,왕방로,
469068921,,secondary,,False,False,85.18,"LINESTRING (127.1981 37.89802, 127.1990683 37.8979654)",,,
816482744,2,residential,,False,False,18.684,"LINESTRING (127.2018766 37.8912282, 127.2020541 37.8911354)",,,
656434604,,primary,,True,False,115.155,"LINESTRING (127.2018766 37.8912282, 127.2021148 37.8914754, 127.2025088 37.8921304)",43,호국로,
656434604,,primary,,True,False,58.388000000000005,"LINESTRING (127.2014268 37.8908413, 127.2015649 37.8909634, 127.2018766 37.8912282)",43,호국로,
977529747,,primary_link,,True,False,66.466,"LINESTRING (127.2014268 37.8908413, 127.2015359 37.8908606, 127.201729 37.8910109, 127.2018711 37.8911083, 127.2019757 37.8911231, 127.2020541 37.8911354)",,,
643031493,,primary,,False,False,33.947,"LINESTRING (127.2058809 37.8971594, 127.2061899 37.8969757)",87,포천로,
643031493,,primary,,False,True,6.148,"LINESTRING (127.2058809 37.8971594, 127.2058234 37.897191)",87,포천로,
633854015,,primary,,True,False,38.848,"LINESTRING (127.2058809 37.8971594, 127.2059381 37.8972355, 127.2060096 37.8973307, 127.2061103 37.8974582)",43,호국로,
469011119,,secondary,,False,False,76.836,"LINESTRING (127.1984231 37.8983798, 127.198917 37.8989504)",,왕방로,
469012136,,tertiary,,False,False,72.995,"LINESTRING (127.1984231 37.8983798, 127.1990683 37.8979654)",,구절초로,
469013216,,secondary,,False,False,38.571,"LINESTRING (127.1984231 37.8983798, 127.1981689 37.8980968)",,왕방로,
469011119,,secondary,,False,False,31.832,"LINESTRING (127.198917 37.8989504, 127.1991476 37.8991714)",,왕방로,
469011119,,secondary,,False,True,76.836,"LINESTRING (127.198917 37.8989504, 127.1984231 37.8983798)",,왕방로,
469294876,,residential,,False,False,99.866,"LINESTRING (127.198917 37.8989504, 127.1997931 37.8983771)",,,
469294874,,residential,,False,False,14.897,"LINESTRING (127.2006886 37.899083, 127.2006744 37.8989495)",,,
"[469011578, 818047630]",,residential,,False,False,86.053,"LINESTRING (127.2006886 37.899083, 127.2011129 37.8991768, 127.2016445 37.8992521)",,,
469012136,,tertiary,,False,True,63.038,"LINESTRING (127.2008754 37.8968807, 127.2003165 37.8972369)",,구절초로,
469294853,,tertiary,,False,False,28.004,"LINESTRING (127.2008754 37.8968807, 127.201106 37.8967066)",,,
469051692,,residential,,False,False,28.599999999999998,"LINESTRING (127.2008754 37.8968807, 127.2007109 37.8966687, 127.2007033 37.8966625)",,,
469012136,,tertiary,,False,False,98.967,"LINESTRING (127.1990683 37.8979654, 127.199943 37.8974035)",,구절초로,
469012136,,tertiary,,False,True,72.995,"LINESTRING (127.1990683 37.8979654, 127.1984231 37.8983798)",,구절초로,
