osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed
558851049,77,시청로,primary,False,False,146.319,,"LINESTRING (126.8275696 37.1990605, 126.8265276 37.2000816)",
558851050,,남양로,secondary,False,False,206.251,,"LINESTRING (126.8275696 37.1990605, 126.8293908 37.2002164)",
1191889368,318,시청로,primary,False,True,105.002,,"LINESTRING (126.8275696 37.1990605, 126.8283051 37.1983199)",
"[481346120, 481346117, 403675631]",77,남양로,primary,False,True,176.672,yes,"LINESTRING (126.8275696 37.1990605, 126.8274298 37.198957, 126.8271688 37.1987887, 126.8260371 37.1980439)",
481300032,,시청로160번길,residential,False,False,102.175,,"LINESTRING (126.8260371 37.1980439, 126.8267798 37.1973408)",
"[481346120, 481346117, 403675631]",77,남양로,primary,False,False,176.672,yes,"LINESTRING (126.8260371 37.1980439, 126.8271688 37.1987887, 126.8274298 37.198957, 126.8275696 37.1990605)",
469635689,,역골중앙로41번길,residential,False,False,67.315,,"LINESTRING (126.8290528 37.2032718, 126.8285684 37.2037383)",
469635704,,,residential,False,False,42.399,,"LINESTRING (126.8290528 37.2032718, 126.8293555 37.2029764)",
469065173,,역골중앙로,tertiary,False,True,206.017,,"LINESTRING (126.8290528 37.2032718, 126.8283114 37.2031463, 126.8278195 37.2030702, 126.8273377 37.2029956, 126.8268857 37.2028051, 126.8268362 37.2027717)",
469635683,,역골로,residential,False,False,47.571,,"LINESTRING (126.8268362 37.2027717, 126.8271809 37.2024436)",
469065173,,역골중앙로,tertiary,False,False,206.017,,"LINESTRING (126.8268362 37.2027717, 126.8268857 37.2028051, 126.8273377 37.2029956, 126.8278195 37.2030702, 126.8283114 37.2031463, 126.8290528 37.2032718)",
469635683,,역골로,residential,False,True,142.351,,"LINESTRING (126.8268362 37.2027717, 126.826521 37.2030736, 126.8258085 37.203756)",
"[1191889369, 55952091]",318,시청로,primary,False,False,121.14,,"LINESTRING (126.8291795 37.1974835, 126.829111 37.1975703, 126.8286739 37.1979784, 126.8283051 37.1983199)",
55952091,318,시청로,primary,False,True,257.298,,"LINESTRING (126.8291795 37.1974835, 126.8297669 37.1970282, 126.8309552 37.1963233, 126.8314333 37.1960297)",
469635684,,,residential,True,False,199.175,,"LINESTRING (126.8291795 37.1974835, 126.8297491 37.1979468, 126.8306793 37.1988168)",10
"[481346128, 481346130, 481300032]",,시청로160번길,residential,False,True,59.43900000000001,yes,"LINESTRING (126.8291795 37.1974835, 126.8289809 37.1973491, 126.8288019 37.1972446, 126.8286777 37.1971316)",
469635684,,,residential,True,False,32.124,,"LINESTRING (126.8306793 37.1988168, 126.8309535 37.1986277)",10
469635686,,,residential,False,False,5.266,,"LINESTRING (126.8306793 37.1988168, 126.8306334 37.1988469)",
469635686,,,residential,False,False,91.309,,"LINESTRING (126.8296503 37.199482, 126.8295673 37.199563, 126.8295466 37.1996288, 126.8295509 37.1997256, 126.8295743 37.1998223, 126.8296001 37.1999038, 126.8296019 37.1999853, 126.8295407 37.2000806, 126.8293908 37.2002164)",
