osmid,name,highway,oneway,reversed,length,lanes,maxspeed,junction,geometry
970277081,중앙로,secondary,False,False,88.614,,,,"LINESTRING (129.1136799 37.5232309, 129.1140815 37.5225004)"
220119593,천곡로,secondary,True,False,36.585,2,30,roundabout,"LINESTRING (129.1136799 37.5232309, 129.1138053 37.5232877, 129.1138681 37.5233562, 129.1138963 37.5234356, 129.1138964 37.5234829)"
32056831,천곡로,secondary,False,False,80.36,6,60,,"LINESTRING (129.1189518 37.5250007, 129.1189071 37.5249874, 129.1180985 37.5247471)"
183554288,해안로,secondary,False,False,295.58500000000004,,,,"LINESTRING (129.1189518 37.5250007, 129.11974 37.5226025, 129.1197972 37.5224284)"
32056836,천곡1길,tertiary,False,False,82.305,,,,"LINESTRING (129.1125895 37.5261723, 129.1134532 37.5258918)"
32056836,천곡1길,tertiary,False,True,51.964,,,,"LINESTRING (129.1125895 37.5261723, 129.1120039 37.5262243)"
469362829,,residential,False,False,69.474,,,,"LINESTRING (129.1125895 37.5261723, 129.1124771 37.5255539)"
32056836,천곡1길,tertiary,False,False,37.473,,,,"LINESTRING (129.1134532 37.5258918, 129.1133985 37.5255576)"
32056836,천곡1길,tertiary,False,True,82.305,,,,"LINESTRING (129.1134532 37.5258918, 129.1125895 37.5261723)"
469362848,,residential,False,True,18.188,,,,"LINESTRING (129.1134532 37.5258918, 129.1134859 37.5260533)"
32056840,한섬로,tertiary,False,False,117.124,,,,"LINESTRING (129.1148518 37.5208734, 129.1160679 37.5212967)"
32056840,한섬로,tertiary,False,True,90.329,,,,"LINESTRING (129.1148518 37.5208734, 129.113885 37.5206052)"
970277081,중앙로,secondary,False,True,193.249,,,,"LINESTRING (129.1148518 37.5208734, 129.1140815 37.5225004)"
970277078,한섬로,tertiary,False,True,45.329,,,,"LINESTRING (129.1197972 37.5224284, 129.1193123 37.5222932)"
183554288,해안로,secondary,False,True,295.58500000000004,,,,"LINESTRING (129.1197972 37.5224284, 129.11974 37.5226025, 129.1189518 37.5250007)"
32056840,한섬로,tertiary,False,False,100.537,,,,"LINESTRING (129.1105879 37.5200184, 129.1117239 37.5200937)"
1177170591,,residential,False,False,55.721,,,,"LINESTRING (129.1105879 37.5200184, 129.1105373 37.5205179)"
38481095,,residential,False,True,318.602,,,,"LINESTRING (129.1105879 37.5200184, 129.1109729 37.5203042, 129.1115972 37.5207866, 129.112372 37.5214138, 129.113185 37.5220092)"
469804039,,residential,False,True,39.721,,,,"LINESTRING (129.116688 37.5282825, 129.1162411 37.5283272)"
582037718,평원로,secondary,False,False,64.066,,,,"LINESTRING (129.116688 37.5282825, 129.116509 37.5277241)"
582037718,평원로,secondary,False,True,64.789,,,,"LINESTRING (129.116688 37.5282825, 129.1166772 37.5288651)"
32056831,천곡로,secondary,False,True,123.012,6,60,,"LINESTRING (129.1160434 37.5241294, 129.116366 37.5242323, 129.1169521 37.5244065, 129.1173466 37.5245237)"
582037718,평원로,secondary,False,True,156.438,,,,"LINESTRING (129.1160434 37.5241294, 129.1158611 37.5245255, 129.1157819 37.5248694, 129.1158844 37.5254998)"
970277076,천곡로,secondary,False,False,98.69,6,60,,"LINESTRING (129.1160434 37.5241294, 129.1153689 37.5239432, 129.1149865 37.5238377)"
970277077,,secondary,False,False,187.20100000000002,,,,"LINESTRING (129.1160434 37.5241294, 129.1160664 37.5240804, 129.1161757 37.523847, 129.116594 37.5229542, 129.1167828 37.5225513)"
32056840,한섬로,tertiary,False,True,116.456,,,,"LINESTRING (129.1172903 37.5216928, 129.1160679 37.5212967)"
717488608,,secondary,False,False,80.423,,,,"LINESTRING (129.1172903 37.5216928, 129.1179607 37.5212025)"
970277077,,secondary,False,True,105.432,,,,"LINESTRING (129.1172903 37.5216928, 129.1167828 37.5225513)"
970277078,한섬로,tertiary,False,False,75.752,,,,"LINESTRING (129.1172903 37.5216928, 129.1180911 37.5219392)"
717488608,,secondary,False,True,122.745,,,,"LINESTRING (129.1189839 37.5204542, 129.1179607 37.5212025)"
469362817,,unclassified,False,True,57.7,,,,"LINESTRING (129.1189839 37.5204542, 129.1191259 37.5204985, 129.1195883 37.5206528)"
38481095,,residential,False,False,129.235,,,,"LINESTRING (129.1155424 37.5225915, 129.1140815 37.5225004)"
38481152,,residential,False,True,151.251,,,,"LINESTRING (129.1155424 37.5225915, 129.1160679 37.5212967)"
38481095,,residential,False,True,109.911,,,,"LINESTRING (129.1155424 37.5225915, 129.1164318 37.5225234, 129.1167828 37.5225513)"
38481152,,residential,False,False,146.989,,,,"LINESTRING (129.1155424 37.5225915, 129.1152902 37.5231497, 129.1149865 37.5238377)"
38481095,,residential,False,False,96.095,,,,"LINESTRING (129.1140815 37.5225004, 129.113185 37.5220092)"
38481095,,residential,False,True,129.235,,,,"LINESTRING (129.1140815 37.5225004, 129.1155424 37.5225915)"
970277081,중앙로,secondary,False,False,193.249,,,,"LINESTRING (129.1140815 37.5225004, 129.1148518 37.5208734)"
970277081,중앙로,secondary,False,True,88.614,,,,"LINESTRING (129.1140815 37.5225004, 129.1136799 37.5232309)"
38481095,,residential,False,False,107.833,,,,"LINESTRING (129.1191435 37.5214455, 129.1180911 37.5219392)"
469362811,,residential,False,False,96.479,,,,"LINESTRING (129.1191435 37.5214455, 129.1195883 37.5206528)"
469362811,,residential,False,True,83.995,,,,"LINESTRING (129.1191435 37.5214455, 129.1188149 37.5221545)"
38481095,,residential,False,False,133.959,,,,"LINESTRING (129.1180911 37.5219392, 129.1167828 37.5225513)"
38481095,,residential,False,True,107.833,,,,"LINESTRING (129.1180911 37.5219392, 129.1191435 37.5214455)"
970277078,한섬로,tertiary,False,False,68.174,,,,"LINESTRING (129.1180911 37.5219392, 129.1188149 37.5221545)"
970277078,한섬로,tertiary,False,True,75.752,,,,"LINESTRING (129.1180911 37.5219392, 129.1172903 37.5216928)"
469362814,,residential,False,True,198.074,,,,"LINESTRING (129.1180911 37.5219392, 129.1176481 37.5232407, 129.1181538 37.5234045)"
