osmid,name,highway,oneway,reversed,length,geometry,bridge,width,ref,access
378848045,문화공원로,residential,False,False,87.62,"LINESTRING (126.9725269 37.343574, 126.9726635 37.3433967, 126.9728139 37.3432016, 126.9728841 37.3430142, 126.9728868 37.3428585)",,,,
682100873,오봉로,tertiary,False,False,111.07000000000001,"LINESTRING (126.9725269 37.343574, 126.9723961 37.3435139, 126.9717193 37.3431552, 126.9715029 37.3429994)",,,,
682100873,오봉로,tertiary,False,True,141.292,"LINESTRING (126.9725269 37.343574, 126.9727305 37.3436627, 126.9739267 37.3441873)",,,,
167982107,시청로,tertiary,False,True,178.003,"LINESTRING (126.9704384 37.3451331, 126.9703672 37.3457795, 126.9704039 37.3462934, 126.9705186 37.346721)",,,,
378848037,청백리로,tertiary,False,False,225.16400000000002,"LINESTRING (126.9704384 37.3451331, 126.9724842 37.3453682, 126.9727614 37.3454742, 126.9729065 37.3455483)",,,,
682100874,시청로,tertiary,False,False,202.622,"LINESTRING (126.9704384 37.3451331, 126.9705948 37.3442764, 126.9707718 37.3439039, 126.9711472 37.343432)",,,,
187927688,오봉로,tertiary,False,False,214.765,"LINESTRING (126.9715029 37.3429994, 126.9714135 37.3428908, 126.9708495 37.341804, 126.970538 37.3412291)",,,,
682100873,오봉로,tertiary,False,True,111.07000000000001,"LINESTRING (126.9715029 37.3429994, 126.9717193 37.3431552, 126.9723961 37.3435139, 126.9725269 37.343574)",,,,
682100874,시청로,tertiary,False,True,57.519999999999996,"LINESTRING (126.9715029 37.3429994, 126.9713518 37.3431637, 126.9711472 37.343432)",,,,
167982107,시청로,tertiary,False,False,131.163,"LINESTRING (126.9707772 37.3478804, 126.9707164 37.3474109, 126.9705186 37.346721)",,,,
"[378848033, 378848034, 378848035]","['안골다리길', '안골교']",residential,False,True,180.698,"LINESTRING (126.9707772 37.3478804, 126.9708459 37.3479334, 126.9712382 37.3482174, 126.9712804 37.3482514, 126.9713414 37.3482907, 126.97146 37.3482657, 126.9721115 37.3480875, 126.9724827 37.3481692, 126.9725644 37.3481778)",yes,3.3,,
488390577,경수대로,primary,True,False,159.292,"LINESTRING (126.973692 37.3484837, 126.9744328 37.3471778)",,,1,
378848033,안골다리길,residential,False,False,106.035,"LINESTRING (126.973692 37.3484837, 126.9731586 37.3482862, 126.9727642 37.348198, 126.9725644 37.3481778)",,,,
947147030,안골로,tertiary,False,False,91.046,"LINESTRING (126.9705186 37.346721, 126.9694962 37.34682)",,,,
167982107,시청로,tertiary,False,False,178.003,"LINESTRING (126.9705186 37.346721, 126.9704039 37.3462934, 126.9703672 37.3457795, 126.9704384 37.3451331)",,,,
167982107,시청로,tertiary,False,True,131.163,"LINESTRING (126.9705186 37.346721, 126.9707164 37.3474109, 126.9707772 37.3478804)",,,,
70812139,골우물길,residential,False,False,25.234,"LINESTRING (126.970538 37.3412291, 126.9705095 37.3413901, 126.9705065 37.3414544)",,,,
187927688,오봉로,tertiary,False,True,214.76500000000001,"LINESTRING (126.970538 37.3412291, 126.9708495 37.341804, 126.9714135 37.3428908, 126.9715029 37.3429994)",,,,
70812139,골우물길,residential,False,True,230.595,"LINESTRING (126.9711472 37.343432, 126.9710211 37.3432517, 126.9707103 37.3427413, 126.9706311 37.3423436, 126.9706022 37.3421986, 126.9705752 37.3420632, 126.9704964 37.3416675, 126.9705065 37.3414544)",,,,
682100874,시청로,tertiary,False,False,57.519999999999996,"LINESTRING (126.9711472 37.343432, 126.9713518 37.3431637, 126.9715029 37.3429994)",,,,
682100874,시청로,tertiary,False,True,202.622,"LINESTRING (126.9711472 37.343432, 126.9707718 37.3439039, 126.9705948 37.3442764, 126.9704384 37.3451331)",,,,
"[378848033, 378848034, 378848035]","['안골다리길', '안골교']",residential,False,False,180.69799999999998,"LINESTRING (126.9725644 37.3481778, 126.9724827 37.3481692, 126.9721115 37.3480875, 126.97146 37.3482657, 126.9713414 37.3482907, 126.9712804 37.3482514, 126.9712382 37.3482174, 126.9708459 37.3479334, 126.9707772 37.3478804)",yes,3.3,,
378848033,안골다리길,residential,False,True,106.035,"LINESTRING (126.9725644 37.3481778, 126.9727642 37.348198, 126.9731586 37.3482862, 126.973692 37.3484837)",,,,
"[378848046, 378848047]","['안골남교', '안골다리남길']",residential,False,False,34.686,"LINESTRING (126.9725644 37.3481778, 126.9725596 37.3481412, 126.9725075 37.3478692)",yes,,,no
947147029,시청중심5로,tertiary,False,True,176.171,"LINESTRING (126.9729065 37.3455483, 126.9739267 37.3441873)",,,,
378848037,청백리로,tertiary,False,True,225.164,"LINESTRING (126.9729065 37.3455483, 126.9727614 37.3454742, 126.9724842 37.3453682, 126.9704384 37.3451331)",,,,
70812139,골우물길,residential,False,False,230.595,"LINESTRING (126.9705065 37.3414544, 126.9704964 37.3416675, 126.9705752 37.3420632, 126.9706022 37.3421986, 126.9706311 37.3423436, 126.9707103 37.3427413, 126.9710211 37.3432517, 126.9711472 37.343432)",,,,
70812139,골우물길,residential,False,True,25.234,"LINESTRING (126.9705065 37.3414544, 126.9705095 37.3413901, 126.970538 37.3412291)",,,,
378848045,문화공원로,residential,False,True,87.62,"LINESTRING (126.9728868 37.3428585, 126.9728841 37.3430142, 126.9728139 37.3432016, 126.9726635 37.3433967, 126.9725269 37.343574)",,,,
885808227,행복마을로,residential,False,False,156.602,"LINESTRING (126.9728868 37.3428585, 126.973224 37.3428609, 126.9734412 37.342895, 126.9745042 37.3433593)",,,,
"[378848046, 378848047]","['안골남교', '안골다리남길']",residential,False,True,34.686,"LINESTRING (126.9725075 37.3478692, 126.9725596 37.3481412, 126.9725644 37.3481778)",yes,,,no
867211575,행복마을3로,tertiary,False,False,105.276,"LINESTRING (126.9739267 37.3441873, 126.9745042 37.3433593)",,,,
947147029,시청중심5로,tertiary,False,False,176.171,"LINESTRING (126.9739267 37.3441873, 126.9729065 37.3455483)",,,,
682100873,오봉로,tertiary,False,False,141.292,"LINESTRING (126.9739267 37.3441873, 126.9727305 37.3436627, 126.9725269 37.343574)",,,,
867211575,행복마을3로,tertiary,False,True,105.276,"LINESTRING (126.9745042 37.3433593, 126.9739267 37.3441873)",,,,
