osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,junction,bridge
1144839359,True,강릉대로,tertiary,False,183.938,"LINESTRING (128.8786076 37.7516139, 128.8790527 37.7522049, 128.8793546 37.7525413, 128.8797749 37.7529844)",,,,
1144839360,True,,primary_link,False,83.065,"LINESTRING (128.8786076 37.7516139, 128.8791344 37.7512665, 128.8793353 37.7511375)",,,,
1144839362,True,강릉대로,tertiary,False,75.595,"LINESTRING (128.8789304 37.7522628, 128.8784808 37.7516833)",,,,
356865453,True,,tertiary_link,False,74.44,"LINESTRING (128.8789304 37.7522628, 128.8787676 37.7520922, 128.8786065 37.7519869, 128.8785016 37.7519445, 128.8783889 37.7519172, 128.8782573 37.7519211)",,,,
582370252,True,강릉대로,tertiary,False,84.382,"LINESTRING (128.8797749 37.7529844, 128.8803609 37.7535854)",,,,
1144839375,True,,tertiary_link,False,13.233,"LINESTRING (128.8797749 37.7529844, 128.8796505 37.7530514)",,,,
52873269,True,동해대로,primary,False,12.364,"LINESTRING (128.8810051 37.749797, 128.880955 37.7499009)",2,7,,
582370251,True,,primary_link,False,70.8,"LINESTRING (128.8789932 37.7533142, 128.8785906 37.7534298, 128.8782341 37.7535267)",,,,
1144839360,True,,primary_link,False,209.71599999999998,"LINESTRING (128.8793353 37.7511375, 128.8802575 37.7504554, 128.8805636 37.7501683, 128.8806582 37.7500569, 128.8810051 37.749797)",,,,
52873272,True,,tertiary_link,False,82.576,"LINESTRING (128.8801399 37.7523435, 128.8801152 37.7526001, 128.8799837 37.7528525, 128.8799148 37.7529087, 128.8797749 37.7529844)",,,,
52873273,True,,tertiary_link,False,80.957,"LINESTRING (128.8801399 37.7523435, 128.8801253 37.752691, 128.8801077 37.7528966, 128.8801149 37.7530708)",,,,
529919962,False,하슬라로40번길,residential,True,44.157,"LINESTRING (128.8774745 37.7550638, 128.8774779 37.7554609)",,,,
468965291,False,하슬라로,tertiary,False,104.69099999999999,"LINESTRING (128.8774745 37.7550638, 128.8779158 37.7550442, 128.8786146 37.7550181, 128.8786638 37.7550163)",,,,
468965291,False,하슬라로,tertiary,True,55.527,"LINESTRING (128.8774745 37.7550638, 128.8770223 37.7550748, 128.8768432 37.7550792)",,,,
468965293,True,,tertiary,False,6.818,"LINESTRING (128.8768192 37.7550226, 128.8768307 37.7550349, 128.8768387 37.7550489, 128.8768429 37.7550639, 128.8768432 37.7550792)",,,roundabout,
252007135,False,경강로,tertiary,True,42.516,"LINESTRING (128.8811571 37.7499513, 128.8808907 37.7502704)",,,,
252007135,False,경강로,tertiary,False,42.516,"LINESTRING (128.8808907 37.7502704, 128.8811571 37.7499513)",,,,
185200833,True,,residential,False,322.91400000000004,"LINESTRING (128.8808907 37.7502704, 128.8806041 37.7506949, 128.880437 37.7509797, 128.8802623 37.7518089, 128.8801671 37.7525641, 128.8801468 37.7529305, 128.8801149 37.7530708)",,,,
52873273,True,,tertiary_link,False,61.592999999999996,"LINESTRING (128.8801149 37.7530708, 128.8801175 37.7531337, 128.8803609 37.7535854)",,,,
529919962,False,하슬라로40번길,residential,False,44.157,"LINESTRING (128.8774779 37.7554609, 128.8774745 37.7550638)",,,,
529919962,False,하슬라로40번길,residential,True,83.574,"LINESTRING (128.8774779 37.7554609, 128.8771726 37.7557669, 128.8769081 37.7560622)",,,,
1225819866,False,,residential,False,209.56900000000002,"LINESTRING (128.8774779 37.7554609, 128.8782804 37.7558973, 128.8783917 37.7559259, 128.8786747 37.7557595, 128.8786638 37.7550163)",,,,
"[468965291, 77738508]",False,하슬라로,tertiary,"[False, True]",88.324,"LINESTRING (128.8796668 37.7549712, 128.8790956 37.7550002, 128.8786638 37.7550163)",,,,
77738508,False,,tertiary,True,115.108,"LINESTRING (128.8796668 37.7549712, 128.8806008 37.7549383, 128.8809747 37.7549233)",,,,
315569144,False,하슬라로20번길,residential,False,135.619,"LINESTRING (128.8796668 37.7549712, 128.8797021 37.7557335, 128.8797133 37.7558974, 128.8797144 37.7561901)",,,,
315569144,False,하슬라로20번길,residential,True,135.619,"LINESTRING (128.8797144 37.7561901, 128.8797133 37.7558974, 128.8797021 37.7557335, 128.8796668 37.7549712)",,,,
315595968,False,하슬라로10번길,residential,False,59.903,"LINESTRING (128.8809747 37.7549233, 128.8809893 37.7554619)",,,,
77738508,False,,tertiary,False,115.108,"LINESTRING (128.8809747 37.7549233, 128.8806008 37.7549383, 128.8796668 37.7549712)",,,,
315595968,False,하슬라로10번길,residential,True,79.362,"LINESTRING (128.8810441 37.7561743, 128.8809893 37.7554619)",,,,
315595972,False,,residential,False,14.124,"LINESTRING (128.8810441 37.7561743, 128.8812046 37.7561799)",,,,
315595972,False,,residential,True,14.124,"LINESTRING (128.8812046 37.7561799, 128.8810441 37.7561743)",,,,
315595968,False,하슬라로10번길,residential,False,79.362,"LINESTRING (128.8809893 37.7554619, 128.8810441 37.7561743)",,,,
315595968,False,하슬라로10번길,residential,True,59.903,"LINESTRING (128.8809893 37.7554619, 128.8809747 37.7549233)",,,,
1144839371,True,,primary_link,False,19.354,"LINESTRING (128.8782573 37.7519211, 128.8783397 37.7517597)",,,,
1144839372,True,,tertiary_link,False,9.449,"LINESTRING (128.8782573 37.7519211, 128.8781499 37.7519243)",,,,
1144839371,True,,primary_link,False,15.035,"LINESTRING (128.8783397 37.7517597, 128.8784808 37.7516833)",,,,
1144839373,True,,tertiary_link,False,45.295,"LINESTRING (128.8783397 37.7517597, 128.8783602 37.7516493, 128.8783206 37.7513552)",,,,
525073711,False,,unclassified,True,163.053,"LINESTRING (128.871699 37.7527079, 128.8713019 37.7528934, 128.8712852 37.7529278, 128.871314 37.7529777, 128.8716479 37.7532788, 128.8721301 37.7537544)",,,,
468965293,True,,tertiary,False,13.582000000000003,"LINESTRING (128.8766832 37.755127, 128.8766646 37.7551074, 128.876655 37.7550842, 128.8766553 37.7550598, 128.8766655 37.7550368, 128.8766845 37.7550175)",,,roundabout,
468965291,False,하슬라로,tertiary,False,55.527,"LINESTRING (128.8768432 37.7550792, 128.8770223 37.7550748, 128.8774745 37.7550638)",,,,
