osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access
220058587,True,4,6,새문안로,primary,60,False,14.598,"LINESTRING (126.9770645 37.5701365, 126.9772301 37.5701392)",,,
264034746,True,4,31,세종대로,secondary,50,False,55.979,"LINESTRING (126.9770645 37.5701365, 126.977058 37.5700472, 126.9770543 37.5699971, 126.9770279 37.5696339)",,,
198564929,True,,,세종대로18길,residential,,False,68.225,"LINESTRING (126.9769721 37.5639602, 126.9771404 37.5639218, 126.9777133 37.5637834)",,,
908622900,True,8,,세종대로,tertiary,60,False,85.37800000000001,"LINESTRING (126.9769721 37.5639602, 126.9770382 37.5641708, 126.977128 37.5644624, 126.9771818 37.5646201, 126.9771937 37.5646551, 126.9772037 37.5647055)",,,
378453707,True,8,31,세종대로,secondary,60,False,81.029,"LINESTRING (126.9772199 37.5688837, 126.9772157 37.5694057, 126.9772141 37.5696124)",,,
1199229108,True,2,,청계천로,secondary,,False,33.822,"LINESTRING (126.9772199 37.5688837, 126.9772483 37.5689674, 126.9772693 37.5689886, 126.9774622 37.5691023)",,,
377289802,True,,,무교로,secondary,,False,13.577,"LINESTRING (126.979338 37.5701409, 126.9793377 37.570263)",,,
474532059,True,4,6,종로,primary,60,False,49.78,"LINESTRING (126.979338 37.5701409, 126.9794995 37.570136, 126.9799027 37.5701342)",,,
184083199,True,4,6,종로,primary,60,False,53.300999999999995,"LINESTRING (126.9829675 37.5702599, 126.982834 37.5702687, 126.9828014 37.5702713, 126.9827894 37.5702723, 126.9823642 37.5702928)",,,
219053199,False,,,우정국로,secondary,,False,48.556,"LINESTRING (126.9829675 37.5702599, 126.9829761 37.5704046, 126.9829978 37.5706959)",,,
1084408281,False,,,우정국로,secondary,,True,11.396,"LINESTRING (126.9829675 37.5702599, 126.9829626 37.5702074, 126.9829601 37.5701576)",,,
520484567,False,,,남대문로,secondary,,False,16.393,"LINESTRING (126.9826478 37.5659058, 126.9826601 37.5660529)",,,
219096264,True,3,,을지로,secondary,60,False,65.95,"LINESTRING (126.9826478 37.5659058, 126.9827821 37.5659094, 126.9833916 37.5659674)",,,
219096265,False,,,남대문로,secondary,,True,53.497,"LINESTRING (126.9826478 37.5659058, 126.9826271 37.5657682, 126.982557 37.5654302)",,,
218923156,False,,,남대문로,secondary,,False,16.403,"LINESTRING (126.982681 37.5664871, 126.982684 37.5666346)",,,
184083174,True,1,,,secondary_link,,False,72.17699999999999,"LINESTRING (126.982681 37.5664871, 126.982219 37.5661404, 126.9820871 37.5660402)",,,
218923156,False,,,남대문로,secondary,,True,48.316,"LINESTRING (126.982681 37.5664871, 126.9826621 37.5661132, 126.9826601 37.5660529)",,,
393513868,True,,,,residential,,False,6.575,"LINESTRING (126.9734681 37.5651886, 126.9734578 37.565217, 126.9734345 37.5652401)",roundabout,,
393513868,True,,,,residential,,False,13.139999999999999,"LINESTRING (126.9732998 37.5652309, 126.9732819 37.565205, 126.9732777 37.5651757, 126.9732881 37.5651473, 126.9733114 37.5651242)",roundabout,,
183272324,False,,,덕수궁길,residential,,False,62.374,"LINESTRING (126.9743808 37.569519, 126.9744211 37.5698475, 126.9744552 37.5700768)",,,
1216351382,True,,,,residential,,False,14.596999999999998,"LINESTRING (126.9743808 37.569519, 126.9743481 37.5695151, 126.9743183 37.5695036, 126.9742941 37.5694857, 126.9742777 37.5694629, 126.9742705 37.5694372)",,,
620634306,False,3,,을지로,secondary,60,False,14.825,"LINESTRING (126.9789782 37.5660099, 126.9789049 37.5658899)",,,
