osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,bridge
468428982,당교3길,residential,False,True,28.152,,"LINESTRING (128.1919753 36.5858866, 128.1916711 36.58582)",,,
488864287,모전로,secondary,True,False,105.73400000000001,50,"LINESTRING (128.1919753 36.5858866, 128.1920826 36.585317, 128.1921284 36.584944)",,,
125579963,중앙로,secondary,False,False,101.81,40,"LINESTRING (128.1919905 36.5865957, 128.1925967 36.5873712)",924,,
1065882878,당교로,secondary,False,True,17.739,,"LINESTRING (128.1919905 36.5865957, 128.1917987 36.5865541)",32,,
1065882878,당교로,secondary,False,False,17.739,,"LINESTRING (128.1917987 36.5865541, 128.1919905 36.5865957)",32,,
1065882878,당교로,secondary,False,True,221.115,,"LINESTRING (128.1917987 36.5865541, 128.1894081 36.5860349)",32,,
488864287,모전로,secondary,True,False,76.152,50,"LINESTRING (128.1917987 36.5865541, 128.1919329 36.5861852, 128.1919753 36.5858866)",,,
125579813,매봉로,tertiary,False,False,45.78,,"LINESTRING (128.1822918 36.5844894, 128.1821767 36.5848906)",,,
232199188,,residential,False,True,40.582,,"LINESTRING (128.1822918 36.5844894, 128.1823983 36.5841346)",,4,
1065882878,당교로,secondary,False,False,118.495,,"LINESTRING (128.1822918 36.5844894, 128.1835729 36.5847676)",32,,
158822652,,tertiary,False,True,30.031,,"LINESTRING (128.1923677 36.5901563, 128.1921015 36.5903214)",,,yes
158822652,,tertiary,False,False,30.031,,"LINESTRING (128.1921015 36.5903214, 128.1923677 36.5901563)",,,yes
158822654,,residential,False,True,331.19100000000003,,"LINESTRING (128.1921015 36.5903214, 128.1922947 36.5894105, 128.1925598 36.5878191, 128.1925967 36.5873712)",,,
232199191,당교7길,residential,False,True,47.814,,"LINESTRING (128.1826397 36.58152, 128.1831705 36.5815768)",,2,
896110349,당교7길,residential,False,False,91.118,,"LINESTRING (128.1826397 36.58152, 128.1824025 36.582317)",,2,
232199191,당교7길,residential,False,False,129.209,,"LINESTRING (128.1826397 36.58152, 128.1825439 36.5815042, 128.1814729 36.5820546, 128.1814654 36.5821167)",,2,
232199188,,residential,False,False,97.195,,"LINESTRING (128.1831705 36.5815768, 128.1829141 36.5824263)",,4,
