osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,junction
907800811,182,천현로,tertiary,False,False,12.617,"LINESTRING (127.2146815 37.5356137, 127.2145962 37.5355226)",,,,
588544380,182,천현로,tertiary,False,True,50.215,"LINESTRING (127.2146815 37.5356137, 127.2148121 37.5357525, 127.215033 37.5359689)",,,,
"[388787872, 559655651, 575469702, 907800810, 576560633, 388787871]",43,"['하남대로', '덕풍1교']",primary,True,False,354.102,"LINESTRING (127.2146815 37.5356137, 127.2140229 37.5367855, 127.2139479 37.536919, 127.2136788 37.5373696, 127.2136141 37.5374852, 127.2133001 37.5379894, 127.2132337 37.5381006, 127.2130013 37.5385057)",60,8,yes,
468996846,,하남대로784번길,residential,False,True,49.782,"LINESTRING (127.211239 37.5419077, 127.2111554 37.5415229, 127.211158 37.5414657)",,2,,
469000018,,하남대로802번길,residential,False,False,172.07999999999998,"LINESTRING (127.211239 37.5419077, 127.2102956 37.5418503, 127.2099164 37.5418307, 127.2093334 37.5417851, 127.2092939 37.5417817)",,,,
469662116,,하남대로802번길,residential,False,False,99.857,"LINESTRING (127.211239 37.5419077, 127.2115019 37.5420817, 127.2120434 37.5424401, 127.2121166 37.542474)",,2,,
"[581460889, 388670643, 388670644, 558977358]",,,residential,False,True,182.231,"LINESTRING (127.2173924 37.5380546, 127.2173051 37.5381265, 127.2171777 37.5382315, 127.2166448 37.5386708, 127.2164856 37.5388021, 127.2160297 37.5391732, 127.2159833 37.5392108, 127.2159573 37.5392339)",,,yes,
551813207,182,천현로,tertiary,False,False,150.683,"LINESTRING (127.2173924 37.5380546, 127.2173091 37.5379905, 127.2163832 37.5372403, 127.2161873 37.537094)",,,,
551813207,182,천현로,tertiary,False,True,210.879,"LINESTRING (127.2173924 37.5380546, 127.217473 37.5381158, 127.2179904 37.5384995, 127.2181177 37.5385724, 127.2182775 37.538627, 127.2184057 37.538651, 127.2187976 37.5386883, 127.2195063 37.5387587)",,,,
552277140,,,residential,False,True,52.04,"LINESTRING (127.2149913 37.5400994, 127.2146244 37.540466)",,,,
469006630,,,residential,False,False,78.64099999999999,"LINESTRING (127.2149913 37.5400994, 127.2150652 37.5401156, 127.215593 37.5401999, 127.2158698 37.540204)",,,,
552277140,,,residential,False,False,75.222,"LINESTRING (127.2149913 37.5400994, 127.2152749 37.5398453, 127.2155567 37.5395928)",,,,
469662116,,하남대로802번길,residential,False,False,40.160000000000004,"LINESTRING (127.2121166 37.542474, 127.2122145 37.5424976, 127.2125674 37.5425086)",,2,,
469662116,,하남대로802번길,residential,False,True,99.857,"LINESTRING (127.2121166 37.542474, 127.2120434 37.5424401, 127.2115019 37.5420817, 127.211239 37.5419077)",,2,,
473345261,,하남대로802번길,residential,False,True,83.172,"LINESTRING (127.2125167 37.5432555, 127.2125674 37.5425086)",,4,,
"[557518498, 472435612]",184,신장동로,tertiary,False,False,336.5350000000001,"LINESTRING (127.2125167 37.5432555, 127.2126882 37.5432738, 127.2138774 37.5433508, 127.2141546 37.5433657, 127.2148709 37.5434028, 127.2152513 37.5434212, 127.2154641 37.5434309, 127.2161441 37.543463, 127.2163232 37.5434512)",30,,,
469000027,,대청로21번길,residential,False,False,59.636,"LINESTRING (127.2140119 37.5419585, 127.2134677 37.54164)",,,,
469000020,,하남대로802번길,residential,False,False,118.423,"LINESTRING (127.2140119 37.5419585, 127.2141698 37.5419375, 127.2142473 37.5419366, 127.2153514 37.5419814)",,3,,
469000020,,하남대로802번길,residential,False,True,98.389,"LINESTRING (127.2140119 37.5419585, 127.2139823 37.5420046, 127.2132873 37.5424726, 127.2132248 37.5424971, 127.213158 37.5425113)",,3,,
469006630,,,residential,False,True,51.841,"LINESTRING (127.2164577 37.5402112, 127.2158698 37.540204)",,,,
"[552277144, 558977357]",,,residential,False,False,121.16499999999999,"LINESTRING (127.2164577 37.5402112, 127.2164415 37.5400388, 127.2163569 37.5397574, 127.216243 37.5394869, 127.2160917 37.5393217, 127.2160555 37.5392953, 127.2160102 37.5392676, 127.2159573 37.5392339)",,,,
552277144,,,residential,False,True,53.668,"LINESTRING (127.2164577 37.5402112, 127.2164578 37.5404111, 127.2164463 37.5406259, 127.2164406 37.5406935)",,,,
552277145,,덕풍천서로,residential,False,False,72.605,"LINESTRING (127.2163564 37.5413718, 127.2162881 37.5420225)",,,,
552277145,,덕풍천서로,residential,False,True,65.03999999999999,"LINESTRING (127.2163564 37.5413718, 127.2163867 37.5412973, 127.2164368 37.5409039, 127.2164398 37.5408806, 127.2164377 37.5407928)",,,,
"[638967141, 556941190, 556941191]",,하남대로776번길,residential,False,True,86.557,"LINESTRING (127.2163564 37.5413718, 127.2162277 37.541366, 127.2159957 37.5413644, 127.2157929 37.5413633, 127.2153749 37.5413637)",,,,
552277145,,덕풍천서로,residential,False,True,72.605,"LINESTRING (127.2162881 37.5420225, 127.2163564 37.5413718)",,,,
469000020,,하남대로802번길,residential,False,True,82.713,"LINESTRING (127.2162881 37.5420225, 127.2160795 37.542014, 127.2153514 37.5419814)",,3,,
552277145,,덕풍천서로,residential,False,False,158.93800000000002,"LINESTRING (127.2162881 37.5420225, 127.2162884 37.5421588, 127.2162943 37.5427392, 127.2163275 37.5433244, 127.2163232 37.5434512)",,,,
552277145,,덕풍천서로,residential,False,True,158.93800000000002,"LINESTRING (127.2163232 37.5434512, 127.2163275 37.5433244, 127.2162943 37.5427392, 127.2162884 37.5421588, 127.2162881 37.5420225)",,,,
"[588251272, 557518498, 588251274]",184,"['신장동로', '덕풍5교']",tertiary,False,False,76.852,"LINESTRING (127.2163232 37.5434512, 127.2164175 37.5434441, 127.2168059 37.5434087, 127.2171262 37.5433635, 127.2171864 37.5433575)",,,yes,
