osmid,oneway,name,highway,reversed,length,geometry,junction,ref,lanes,maxspeed,bridge,access
963974818,False,Balfi út,residential,False,4.931,"LINESTRING (16.5973895 47.6842627, 16.5973587 47.6843019)",,,,,,
"[1241854483, 42254875]",False,Balfi út,residential,False,149.09799999999998,"LINESTRING (16.5973895 47.6842627, 16.5974498 47.684188, 16.597521 47.6841195, 16.5976287 47.684041, 16.5977857 47.6839478, 16.59795 47.6838823, 16.5981244 47.6838242, 16.5983596 47.6837596, 16.5985922 47.6837137, 16.5987874 47.6836857, 16.598947 47.6836667, 16.5990752 47.6836539)",,,,,,
116700265,True,Balfi út,residential,False,18.418,"LINESTRING (16.5990752 47.6836539, 16.5991598 47.6836282, 16.5992299 47.6836074, 16.5993 47.6835866)",,,,,,
"[42254875, 1241854483]",False,Balfi út,residential,True,149.098,"LINESTRING (16.5990752 47.6836539, 16.598947 47.6836667, 16.5987874 47.6836857, 16.5985922 47.6837137, 16.5983596 47.6837596, 16.5981244 47.6838242, 16.59795 47.6838823, 16.5977857 47.6839478, 16.5976287 47.684041, 16.597521 47.6841195, 16.5974498 47.684188, 16.5973895 47.6842627)",,,,,,
32662778,False,Fapiac utca,tertiary,False,7.449,"LINESTRING (16.5970871 47.6811019, 16.597024 47.6810501)",,,,,,
32662778,False,Fapiac utca,tertiary,True,66.58099999999999,"LINESTRING (16.5970871 47.6811019, 16.5971411 47.6811598, 16.5972191 47.6812616, 16.5972737 47.6813341, 16.5973106 47.6814112, 16.5973379 47.6814906, 16.5973571 47.6815702, 16.597373 47.6816232, 16.5973884 47.6816591)",,,,,,
37421084,True,,residential,False,55.515,"LINESTRING (16.5970871 47.6811019, 16.5973043 47.6811943, 16.5976476 47.6814246)",,,,,,
32662776,False,Magyar utca,tertiary,False,54.06,"LINESTRING (16.5949824 47.6795913, 16.5949062 47.6796323, 16.5948227 47.679656, 16.5947397 47.6796748, 16.5946568 47.6796827, 16.5945311 47.6796939, 16.5944279 47.6797219, 16.5943214 47.6797654)",,,,,,
32662822,False,Kőfaragó tér,tertiary,False,75.467,"LINESTRING (16.5949824 47.6795913, 16.5948635 47.6795072, 16.5947439 47.6794213, 16.5946881 47.6793762, 16.5946649 47.6793207, 16.5946641 47.6792679, 16.5946765 47.6792042, 16.5947114 47.6791398, 16.5948098 47.6790132)",,,,,,
116700305,False,Fapiac utca,tertiary,True,22.012,"LINESTRING (16.5949824 47.6795913, 16.5950762 47.6796565, 16.5951898 47.6797316)",,,,,,
32662776,False,Magyar utca,tertiary,False,167.617,"LINESTRING (16.5943214 47.6797654, 16.5942287 47.6798293, 16.5941583 47.6799048, 16.5940941 47.680006, 16.5940158 47.6801812, 16.5939087 47.6804168, 16.5938332 47.6805925, 16.5937542 47.6807863, 16.5937163 47.680911, 16.5936984 47.6809933, 16.5936777 47.6810594, 16.5936482 47.6811393, 16.5936282 47.6811826)",,,,,,
32662776,False,Magyar utca,tertiary,True,54.059999999999995,"LINESTRING (16.5943214 47.6797654, 16.5944279 47.6797219, 16.5945311 47.6796939, 16.5946568 47.6796827, 16.5947397 47.6796748, 16.5948227 47.679656, 16.5949062 47.6796323, 16.5949824 47.6795913)",,,,,,
89930978,False,Kőfaragó tér,residential,False,17.478,"LINESTRING (16.5943214 47.6797654, 16.5942985 47.6796879, 16.5942356 47.6796222)",,,,,,
37427325,True,Ötvös utca,tertiary,False,175.68200000000002,"LINESTRING (16.59276 47.6818733, 16.5927441 47.6819904, 16.5927369 47.682079, 16.5927285 47.6821502, 16.59272 47.6822171, 16.5926988 47.6823044, 16.5926398 47.6823955, 16.5925611 47.6824839, 16.5924619 47.6825761, 16.5921747 47.6828029, 16.5919977 47.6829381, 16.5918042 47.6831015, 16.5917856 47.6831201, 16.5917776 47.6831316, 16.5917242 47.6832334)",,,,,,
116700519,True,Kőszegi úti körförgalom,secondary,False,3.53,"LINESTRING (16.5948448 47.6770641, 16.5948263 47.6770933)",roundabout,,,,,
116700519,True,Kőszegi úti körförgalom,secondary,False,4.365,"LINESTRING (16.5946399 47.6771376, 16.5946134 47.6771294, 16.5945897 47.677118)",roundabout,,,,,
116700519,True,Kőszegi úti körförgalom,secondary,False,1.294,"LINESTRING (16.5945604 47.6769797, 16.5945706 47.6769703)",roundabout,,,,,
