osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width
71393591,6544,Kossuth Lajos utca,secondary,False,False,258.664,"LINESTRING (18.4180328 46.1585513, 18.417834 46.1584531, 18.4177024 46.1583714, 18.4175771 46.1582833, 18.4174365 46.1581724, 18.4172443 46.1579967, 18.4170452 46.1577733, 18.4164999 46.1571383, 18.4163668 46.1569492, 18.4161654 46.1566488)",,
71393592,6544,Kossuth Lajos utca,secondary,False,True,50.193000000000005,"LINESTRING (18.4180328 46.1585513, 18.4184466 46.1587327, 18.4185872 46.1587884)",,
83077979,,Szentháromság tér,residential,False,True,82.666,"LINESTRING (18.4180328 46.1585513, 18.4179609 46.1586316, 18.4177411 46.158877, 18.4174683 46.1591836)",,
34913457,,Vár utca,residential,False,False,225.026,"LINESTRING (18.4161654 46.1566488, 18.4161021 46.1567031, 18.4158681 46.1569871, 18.4153109 46.1576859, 18.4147767 46.1584273)",,
71393591,6544,Kossuth Lajos utca,secondary,False,True,258.66400000000004,"LINESTRING (18.4161654 46.1566488, 18.4163668 46.1569492, 18.4164999 46.1571383, 18.4170452 46.1577733, 18.4172443 46.1579967, 18.4174365 46.1581724, 18.4175771 46.1582833, 18.4177024 46.1583714, 18.417834 46.1584531, 18.4180328 46.1585513)",,
71393592,6544,Kossuth Lajos utca,secondary,False,False,23.168,"LINESTRING (18.4223493 46.1581321, 18.422081 46.1582263)",,
83077987,6544,Kossuth Lajos utca,secondary,False,True,169.642,"LINESTRING (18.4223493 46.1581321, 18.4226189 46.158056, 18.4228362 46.158017, 18.4230347 46.1579961, 18.4233175 46.1579819, 18.4245186 46.1579403)",,
169086875,,Bem utca,residential,False,False,287.747,"LINESTRING (18.4223493 46.1581321, 18.4224187 46.1583318, 18.4226175 46.1589008, 18.4227566 46.1593256, 18.4227768 46.1594206, 18.4227657 46.1595034, 18.4227479 46.1595915, 18.422504 46.1603809, 18.4223988 46.1606574)",,
83077982,,Vár utca,residential,False,False,22.624,"LINESTRING (18.4147767 46.1584273, 18.4146451 46.1586092)",,
34913457,,Vár utca,residential,False,True,225.02599999999998,"LINESTRING (18.4147767 46.1584273, 18.4153109 46.1576859, 18.4158681 46.1569871, 18.4161021 46.1567031, 18.4161654 46.1566488)",,
71393522,,Entz Béla utca,residential,False,False,161.313,"LINESTRING (18.4147767 46.1584273, 18.4149674 46.1584938, 18.4155238 46.1586826, 18.415715 46.1587802, 18.4165109 46.1592263)",,
