osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,lanes,junction
70091022,Rózsa utca,residential,False,True,81.387,,"LINESTRING (20.1100872 46.9304661, 20.1094559 46.9298746)",,,
887348987,Szabolcska Mihály utca,tertiary,False,False,104.194,46327,"LINESTRING (20.1100872 46.9304661, 20.1090684 46.9310938)",,,
70091028,Erkel fasor,residential,False,False,80.98,,"LINESTRING (20.1026203 46.9312058, 20.1031295 46.9318457)",,,
70091028,Erkel fasor,residential,False,True,52.411,,"LINESTRING (20.1026203 46.9312058, 20.1022757 46.9307974)",,,
192302935,Petőfi utca,residential,False,True,358.744,,"LINESTRING (20.1026203 46.9312058, 20.1025544 46.9312361, 20.0988333 46.9330442, 20.0987697 46.9330752)",,,
390925564,Erkel fasor,residential,False,True,39.161,,"LINESTRING (20.1043592 46.932969, 20.1040405 46.9326921)",,,
192302909,Erkel fasor,residential,False,False,78.248,,"LINESTRING (20.1043592 46.932969, 20.1042764 46.9330095, 20.1035602 46.9334132)",,,
390925564,Erkel fasor,residential,False,False,69.228,,"LINESTRING (20.1043592 46.932969, 20.1045755 46.9331427, 20.1047082 46.9332572, 20.1048101 46.9333378, 20.1048851 46.933396, 20.1049475 46.9334445)",,,
70091610,Strand út,residential,False,False,86.203,,"LINESTRING (20.1061588 46.9340821, 20.1071107 46.9345046)",40,,
70091610,Strand út,residential,False,True,91.598,,"LINESTRING (20.1061588 46.9340821, 20.105934 46.9339843, 20.1058307 46.9339486, 20.1056685 46.9339106, 20.1055618 46.9338776, 20.1054881 46.9338525, 20.1054317 46.9338227, 20.1053801 46.9337934, 20.1053124 46.9337458, 20.1052622 46.9337118, 20.1052373 46.9336949, 20.105164 46.9336374)",40,,
192302905,Dr. Bedő István utca,residential,False,False,72.007,,"LINESTRING (20.1061588 46.9340821, 20.1062362 46.9340454, 20.106533 46.9337716, 20.1067459 46.9335774)",,,
70091610,Strand út,residential,False,True,68.262,,"LINESTRING (20.1101719 46.934868, 20.1092827 46.9347774)",40,,
70091076,,residential,False,False,32.023,,"LINESTRING (20.1101719 46.934868, 20.1101846 46.9348186, 20.1102738 46.9345887)",,,
70091073,Móra Ferenc utca,residential,False,False,291.208,,"LINESTRING (20.111008 46.9325807, 20.1078907 46.9341063)",,,
192302984,,residential,False,True,105.636,,"LINESTRING (20.111008 46.9325807, 20.1109537 46.9325282, 20.1109162 46.9324944, 20.1102953 46.9317654)",,,
70091610,Strand út,residential,False,True,86.203,,"LINESTRING (20.1071107 46.9345046, 20.1061588 46.9340821)",40,,
70091073,Móra Ferenc utca,residential,False,True,58.172000000000004,,"LINESTRING (20.1071107 46.9345046, 20.1071708 46.934466, 20.1072143 46.9344435, 20.1077177 46.9341859)",,,
70091610,Strand út,residential,False,False,168.632,,"LINESTRING (20.1071107 46.9345046, 20.10743 46.9346017, 20.1077246 46.9346447, 20.1086786 46.9347259, 20.1092827 46.9347774)",40,,
698252940,Szabolcska Mihály utca,tertiary,False,False,61.942,46327,"LINESTRING (20.1021778 46.9353922, 20.1026916 46.9349595)",,2,
192302974,Zrínyi Miklós utca,residential,False,False,111.47999999999999,,"LINESTRING (20.1021778 46.9353922, 20.1021398 46.9353555, 20.1021236 46.9353399, 20.1013293 46.934574)",,,
698252940,Szabolcska Mihály utca,tertiary,False,False,11.093,46327,"LINESTRING (20.1026916 46.9349595, 20.1027915 46.9348867)",,2,
698252940,Szabolcska Mihály utca,tertiary,False,True,61.942,46327,"LINESTRING (20.1026916 46.9349595, 20.1021778 46.9353922)",,2,
192327595,Liget utca,residential,False,False,94.542,,"LINESTRING (20.1026916 46.9349595, 20.10279 46.9350121, 20.1028313 46.9350407, 20.1033443 46.9353961, 20.1035763 46.9355569)",,,
192302925,Kossuth utca,residential,False,True,5.627,,"LINESTRING (20.1016947 46.929878, 20.1017688 46.9298781)",,2,
70091028,Erkel fasor,residential,False,False,56.527,,"LINESTRING (20.1016947 46.929878, 20.1017682 46.9301207, 20.101935 46.930355)",,,
887348988,Kossuth utca,residential,False,False,44.230999999999995,,"LINESTRING (20.1016947 46.929878, 20.1014794 46.929864, 20.101114 46.9298806)",,2,
70091028,Erkel fasor,residential,False,False,55.581,,"LINESTRING (20.101935 46.930355, 20.1022757 46.9307974)",,,
70091028,Erkel fasor,residential,False,True,56.527,,"LINESTRING (20.101935 46.930355, 20.1017682 46.9301207, 20.1016947 46.929878)",,,
698252940,Szabolcska Mihály utca,tertiary,False,True,98.578,46327,"LINESTRING (20.1037045 46.9342564, 20.1027915 46.9348867)",,2,
