osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access
62069067,2,8102,Fő utca,secondary,50,False,False,302.10699999999997,"LINESTRING (18.9235635 47.5075013, 18.9244577 47.5078637, 18.924816 47.5080131, 18.9251275 47.5081566, 18.9254913 47.5083305, 18.9257812 47.5084752, 18.9263399 47.508808, 18.9266691 47.5090132, 18.9268025 47.5090971)",
"[587038496, 587038497, 25278975]",,1103,Temető utca,secondary,50,False,False,194.99599999999998,"LINESTRING (18.9303172 47.5112582, 18.9302001 47.5113215, 18.9300733 47.5113862, 18.9299635 47.5114422, 18.9291482 47.5118398, 18.9289515 47.5119398, 18.9287025 47.5120005, 18.9285301 47.5120253, 18.9280756 47.5120577)",
61605285,2,8102,Fő utca,secondary,40,False,False,268.034,"LINESTRING (18.9303172 47.5112582, 18.9303977 47.5113211, 18.9310717 47.5119064, 18.9312101 47.5120447, 18.9313041 47.5121385, 18.931629 47.512494, 18.9323016 47.5131723, 18.9323589 47.5132324)",
1103566849,2,8102,Fő utca,secondary,40,False,True,10.658,"LINESTRING (18.9303172 47.5112582, 18.9302615 47.5112101, 18.9302278 47.5111838)",
"[288771139, 870396956]",,1103,Temető utca,secondary,50,False,True,158.277,"LINESTRING (18.9241181 47.513752, 18.9244221 47.5136416, 18.924668 47.5135249, 18.9251519 47.5132721, 18.9258242 47.5129208)",
35469777,,,Kossuth köz,residential,30,False,True,218.57,"LINESTRING (18.93373 47.5102591, 18.934329 47.5107234, 18.935781 47.5116508)",
35469771,2,,Erdő utca,residential,30,False,False,140.646,"LINESTRING (18.9268025 47.5090971, 18.9268498 47.509066, 18.9269567 47.5089955, 18.9271393 47.5088758, 18.927356 47.5087611, 18.927587 47.508652, 18.9277544 47.5085902, 18.9279057 47.5085654, 18.9281503 47.5085589, 18.9284041 47.5085691)",
"[62069067, 1117125030, 766365695]",2,8102,Fő utca,secondary,"['40', '50']",False,False,346.61299999999994,"LINESTRING (18.9268025 47.5090971, 18.9270877 47.5092709, 18.9277184 47.5096366, 18.928323 47.5100015, 18.9284709 47.5100893, 18.9286219 47.5101867, 18.9287897 47.5102938, 18.9289556 47.5103911, 18.9291234 47.5104799, 18.9294345 47.5106679, 18.9295272 47.5107245, 18.929885 47.5109429, 18.9302278 47.5111838)",
62069067,2,8102,Fő utca,secondary,50,False,True,302.10699999999997,"LINESTRING (18.9268025 47.5090971, 18.9266691 47.5090132, 18.9263399 47.508808, 18.9257812 47.5084752, 18.9254913 47.5083305, 18.9251275 47.5081566, 18.924816 47.5080131, 18.9244577 47.5078637, 18.9235635 47.5075013)",
35469771,2,,Erdő utca,residential,30,False,False,304.306,"LINESTRING (18.9318371 47.5101242, 18.933649 47.5120404, 18.933783 47.5121457, 18.9340461 47.5124168)",
35469771,2,,Erdő utca,residential,30,False,True,161.52299999999997,"LINESTRING (18.9318371 47.5101242, 18.9315787 47.5098861, 18.9313294 47.5097044, 18.9310041 47.5094951, 18.9307839 47.509361, 18.9305681 47.5092294, 18.9303291 47.5090958)",
35469776,,,Rózsa köz,residential,30,False,False,168.944,"LINESTRING (18.9318371 47.5101242, 18.9305674 47.5109956, 18.9302278 47.5111838)",destination
61605285,2,8102,Fő utca,secondary,40,False,True,268.034,"LINESTRING (18.9323589 47.5132324, 18.9323016 47.5131723, 18.931629 47.512494, 18.9313041 47.5121385, 18.9312101 47.5120447, 18.9310717 47.5119064, 18.9303977 47.5113211, 18.9303172 47.5112582)",
