osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,tunnel
368028379,3,67,Berzsenyi Dániel utca,primary,50,False,True,5.073,"LINESTRING (17.7853163 46.3554107, 17.7853024 46.3553661)",,,
30115155,2,67,Berzsenyi Dániel utca,primary,50,True,False,54.266,"LINESTRING (17.7853163 46.3554107, 17.7854277 46.3557704, 17.785449 46.3558897)",,,
"[368028392, 368028388, 518942254]","['2', '3']",67,Berzsenyi Dániel utca,primary,50,True,False,145.896,"LINESTRING (17.785449 46.3558897, 17.7854457 46.3559719, 17.7854282 46.3560903, 17.7854114 46.3561928, 17.7853647 46.3563311, 17.7852675 46.3565181, 17.7851368 46.3567786, 17.7849526 46.3571487)",,,
122271646,,,,residential,50,False,False,12.439,"LINESTRING (17.7848413 46.3574049, 17.7846822 46.3573835)",,,
395998272,1,,Kontrássy Sándor utca,residential,50,True,False,26.229,"LINESTRING (17.7848413 46.3574049, 17.7851777 46.3574466)",,,
"[368028365, 368028389]","['2', '3']",67,Berzsenyi Dániel utca,primary,50,True,False,234.307,"LINESTRING (17.7848413 46.3574049, 17.7846627 46.3577735, 17.7844952 46.3581645, 17.7843322 46.3585685, 17.7841609 46.3590465, 17.7840635 46.3594398)",,,
4293085,1,,,primary_link,50,True,False,62.312999999999995,"LINESTRING (17.7852804 46.3561174, 17.7852659 46.3559888, 17.7852365 46.3559319, 17.7851734 46.3558846, 17.7851174 46.3558542, 17.7850385 46.3558218, 17.7849351 46.3557712, 17.7848829 46.3557342, 17.7848374 46.355689)",,,
368028391,1,67,Berzsenyi Dániel utca,primary,50,True,False,78.85499999999999,"LINESTRING (17.7852804 46.3561174, 17.7853114 46.3560025, 17.7853235 46.355905, 17.785328 46.3557897, 17.7853163 46.3554107)",,,
"[368028498, 372911722]",3,,,tertiary_link,50,False,False,100.744,"LINESTRING (17.7848374 46.355689, 17.7848068 46.3556379, 17.7847889 46.3555433, 17.7847895 46.3551712, 17.7847871 46.3550462, 17.7847857 46.354788)",,,
368028508,1,,,primary_link,50,True,False,71.113,"LINESTRING (17.7848374 46.355689, 17.7849355 46.3557234, 17.7850206 46.355744, 17.785077 46.3557479, 17.7851407 46.3557397, 17.7851994 46.3557139, 17.7852441 46.3556849, 17.7852723 46.3556349, 17.7852802 46.3555606, 17.7852688 46.3554273, 17.7853024 46.3553661)",,,
29906435,1,,,primary_link,50,True,False,54.294999999999995,"LINESTRING (17.7857887 46.3554707, 17.7857501 46.355568, 17.7857134 46.3556255, 17.7856404 46.355694, 17.7855491 46.3557589, 17.7854908 46.3558154, 17.785449 46.3558897)",,,
"[399810827, 372911715, 29906541, 718321462]",4,,,tertiary_link,50,False,False,70.775,"LINESTRING (17.7857887 46.3554707, 17.7858177 46.3554075, 17.7859479 46.3551024, 17.7860234 46.354936, 17.7860562 46.3548616)",,,
275230435,3,,,tertiary_link,50,False,False,30.456,"LINESTRING (17.7860562 46.3548616, 17.7861675 46.3545987)",,,
