osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes
59604809,Petőfi Sándor utca,residential,False,False,31.671,"LINESTRING (21.3681476 47.9573422, 21.3684029 47.9571144)",,,
59604809,Petőfi Sándor utca,residential,False,True,52.436,"LINESTRING (21.3681476 47.9573422, 21.3680916 47.9574358, 21.3680476 47.9575534, 21.3680375 47.9576684, 21.3680593 47.9578019)",,,
158228825,Lónyai utca,residential,False,False,42.58,"LINESTRING (21.3681476 47.9573422, 21.3677976 47.9573611, 21.3675803 47.9573868)",50,,
59604809,Petőfi Sándor utca,residential,False,True,209.496,"LINESTRING (21.3693062 47.9553305, 21.3691756 47.9555843, 21.369031 47.9558313, 21.3684029 47.9571144)",,,
231278317,Vörösvári utca,primary,False,False,417.045,"LINESTRING (21.3693062 47.9553305, 21.3693323 47.9555056, 21.3693938 47.9556391, 21.3695343 47.9559122, 21.3696114 47.9560059, 21.3696969 47.9560739, 21.3698164 47.9561325, 21.3700035 47.9561789, 21.3724253 47.9567967, 21.3731733 47.9569704, 21.3733356 47.9569941, 21.3735193 47.9569927, 21.3738413 47.9569654)",50,36,
231278319,Gépállomás utca,residential,False,True,104.04599999999999,"LINESTRING (21.3693062 47.9553305, 21.3696166 47.9553024, 21.3703419 47.9553171, 21.3705122 47.9553077, 21.3706961 47.9552834)",,,
292591236,Hősök utca,residential,False,True,144.076,"LINESTRING (21.3693062 47.9553305, 21.3690751 47.9553637, 21.368127 47.955558, 21.3674467 47.9556866)",,,
59604809,Petőfi Sándor utca,residential,False,True,31.671,"LINESTRING (21.3684029 47.9571144, 21.3681476 47.9573422)",,,
59604809,Petőfi Sándor utca,residential,False,False,209.496,"LINESTRING (21.3684029 47.9571144, 21.369031 47.9558313, 21.3691756 47.9555843, 21.3693062 47.9553305)",,,
158228885,,residential,False,True,116.244,"LINESTRING (21.3684029 47.9571144, 21.3687314 47.9570797, 21.3692627 47.95689, 21.369752 47.9566281)",,,
231277496,Kossuth Lajos utca,primary,False,True,27.441,"LINESTRING (21.3644645 47.9527752, 21.3641622 47.9529163)",50,36,2
231277496,Kossuth Lajos utca,primary,False,False,27.441,"LINESTRING (21.3641622 47.9529163, 21.3644645 47.9527752)",50,36,2
231277496,Kossuth Lajos utca,primary,False,True,35.084,"LINESTRING (21.3641622 47.9529163, 21.3637757 47.9530967)",50,36,2
158229044,Jókai utca,residential,False,False,394.42100000000005,"LINESTRING (21.3641622 47.9529163, 21.3642747 47.9530096, 21.3643153 47.9530453, 21.3647621 47.9534381, 21.365252 47.9538463, 21.3659139 47.9543184, 21.3665233 47.9547569, 21.3667742 47.9549665, 21.3673645 47.9555875, 21.3674467 47.9556866)",,,
158229020,,residential,False,True,254.92999999999998,"LINESTRING (21.3720487 47.9534568, 21.3724958 47.9533695, 21.3729669 47.9542401, 21.3730413 47.9544733, 21.3729939 47.9546385, 21.3727946 47.9548015, 21.3722445 47.9550372)",,,
158228673,Alberth Béla utca,residential,False,False,20.542,"LINESTRING (21.3623388 47.9535332, 21.3623473 47.9535553, 21.3624587 47.953699)",,,
158228673,Alberth Béla utca,residential,False,True,20.542,"LINESTRING (21.3624587 47.953699, 21.3623473 47.9535553, 21.3623388 47.9535332)",,,
