osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,ref
162217508,,Lajos köz,residential,,True,False,135.57399999999998,"LINESTRING (21.6561899 48.3916843, 21.6563136 48.3916915, 21.6563793 48.3916954, 21.6568438 48.3917239, 21.6571328 48.3917319, 21.6575761 48.391723, 21.6579593 48.3917005, 21.6580211 48.3916969)",,,
162217386,,Fejes István utca,residential,,False,True,3.381,"LINESTRING (21.6518449 48.3917064, 21.6518033 48.3916937)",,,
162217386,,Fejes István utca,residential,,False,False,24.799,"LINESTRING (21.6518449 48.3917064, 21.6520261 48.3917423, 21.6520834 48.3917518, 21.6521685 48.3917659)",,,
162217573,,Tokaji Ferenc utca,residential,30,False,True,254.85,"LINESTRING (21.6518449 48.3917064, 21.6518068 48.3917825, 21.6516252 48.3921458, 21.6515298 48.3923463, 21.6514344 48.3925621, 21.6512025 48.3929101, 21.6508887 48.3933983, 21.6507303 48.3936668, 21.6506879 48.393745, 21.650631 48.3938493)",,,
162217386,,Fejes István utca,residential,,False,False,100.122,"LINESTRING (21.6521685 48.3917659, 21.6534927 48.3919597)",,,
162217386,,Fejes István utca,residential,,False,True,24.799,"LINESTRING (21.6521685 48.3917659, 21.6520834 48.3917518, 21.6520261 48.3917423, 21.6518449 48.3917064)",,,
162217386,,Fejes István utca,residential,,False,True,100.122,"LINESTRING (21.6534927 48.3919597, 21.6521685 48.3917659)",,,
162217386,,Fejes István utca,residential,,False,False,47.239000000000004,"LINESTRING (21.6534927 48.3919597, 21.6538418 48.3920073, 21.6538725 48.3920109, 21.6540541 48.3920326, 21.6541208 48.3920403)",,,
162217386,,Fejes István utca,residential,,False,True,47.239000000000004,"LINESTRING (21.6541208 48.3920403, 21.6540541 48.3920326, 21.6538725 48.3920109, 21.6538418 48.3920073, 21.6534927 48.3919597)",,,
164422310,,Esze Tamás utca,tertiary,,False,False,200.559,"LINESTRING (21.6541208 48.3920403, 21.6540441 48.3921392, 21.6538642 48.3923606, 21.6537181 48.3925916, 21.653629 48.3927448, 21.6534812 48.3930627, 21.6533732 48.3933333, 21.6531999 48.3937304)",,,
387019044,,Fejes István utca,residential,,True,False,52.525,"LINESTRING (21.6541208 48.3920403, 21.6541824 48.3920473, 21.6548208 48.3921244)",,,
387019044,,Fejes István utca,residential,,True,False,97.184,"LINESTRING (21.6548208 48.3921244, 21.6556361 48.3921773, 21.656027 48.3922005, 21.6561311 48.392207)",,,
162217297,,Ady Endre utca,residential,,False,True,5.762,"LINESTRING (21.649605 48.3921902, 21.6496204 48.392241)",,,
162217599,,,residential,,False,True,18.413,"LINESTRING (21.6574222 48.3926266, 21.6573049 48.3926217, 21.6572578 48.3925914, 21.6572571 48.3925474)",,,
162217297,,Ady Endre utca,residential,,False,False,5.762,"LINESTRING (21.6496204 48.392241, 21.649605 48.3921902)",,,
162217297,,Ady Endre utca,residential,,False,True,91.21300000000001,"LINESTRING (21.6496204 48.392241, 21.6497039 48.3924131, 21.6497527 48.3925253, 21.6497997 48.3926793, 21.6498722 48.392924, 21.6499052 48.3930381)",,,
405958932,,,residential,,False,False,33.032,"LINESTRING (21.6572571 48.3925474, 21.657282 48.3922508)",,,
162217599,,,residential,,False,False,18.413,"LINESTRING (21.6572571 48.3925474, 21.6572578 48.3925914, 21.6573049 48.3926217, 21.6574222 48.3926266)",,,
162217599,,,residential,,False,True,49.54,"LINESTRING (21.6572571 48.3925474, 21.6572085 48.3925545, 21.657152 48.3925769, 21.6571021 48.3926038, 21.6570655 48.3926332, 21.6570467 48.3926642, 21.6570393 48.3929187)",,,
162217303,,Aradi vértanúk útja,residential,,True,False,137.397,"LINESTRING (21.6581479 48.3929289, 21.6581523 48.3927526, 21.6580916 48.3922222, 21.6580826 48.3921433, 21.6580211 48.3916969)",,,
162217629,,,residential,,False,False,81.862,"LINESTRING (21.6581479 48.3929289, 21.6580955 48.3929285, 21.6575423 48.3929239, 21.6572794 48.3929217, 21.6570393 48.3929187)",,,
162217599,,,residential,,False,False,49.54,"LINESTRING (21.6570393 48.3929187, 21.6570467 48.3926642, 21.6570655 48.3926332, 21.6571021 48.3926038, 21.657152 48.3925769, 21.6572085 48.3925545, 21.6572571 48.3925474)",,,
162217629,,,residential,,False,False,76.03899999999999,"LINESTRING (21.6570393 48.3929187, 21.6570032 48.3929517, 21.656984 48.3929864, 21.6569791 48.3930478, 21.6569639 48.3931814, 21.6569602 48.3932143, 21.6569205 48.3933004, 21.6568306 48.3934961, 21.6568029 48.393577)",,,
162217629,,,residential,,False,True,81.862,"LINESTRING (21.6570393 48.3929187, 21.6572794 48.3929217, 21.6575423 48.3929239, 21.6580955 48.3929285, 21.6581479 48.3929289)",,,
162217297,,Ady Endre utca,residential,,False,False,91.21300000000001,"LINESTRING (21.6499052 48.3930381, 21.6498722 48.392924, 21.6497997 48.3926793, 21.6497527 48.3925253, 21.6497039 48.3924131, 21.6496204 48.392241)",,,
162217297,,Ady Endre utca,residential,,False,True,34.073,"LINESTRING (21.6499052 48.3930381, 21.6499439 48.3931748, 21.64999 48.3933393)",,,
162217297,,Ady Endre utca,residential,,False,False,34.073,"LINESTRING (21.64999 48.3933393, 21.6499439 48.3931748, 21.6499052 48.3930381)",,,
162217297,,Ady Endre utca,residential,,False,True,75.43700000000001,"LINESTRING (21.64999 48.3933393, 21.650024 48.3934142, 21.6500922 48.3935132, 21.6501994 48.3935867, 21.6503007 48.3936569, 21.6504291 48.3937335, 21.6504747 48.3937607, 21.650631 48.3938493)",,,
415819060,,Kisfaludy utca,residential,,False,True,24.805,"LINESTRING (21.6615316 48.3932751, 21.6615558 48.3933559, 21.661597 48.3934939)",,,
415819060,,Kisfaludy utca,residential,,False,False,24.805,"LINESTRING (21.661597 48.3934939, 21.6615558 48.3933559, 21.6615316 48.3932751)",,,
"[1173785354, 415819069]",2,Árpád utca,residential,50,False,True,133.696,"LINESTRING (21.661597 48.3934939, 21.6608156 48.3939597, 21.6606994 48.394029, 21.6603936 48.3942113, 21.6602962 48.3942718, 21.6602572 48.3943022)",,,
1173785359,2,Árpád utca,residential,50,False,False,43.169,"LINESTRING (21.661597 48.3934939, 21.6618831 48.3933354, 21.6620524 48.3932506)",,,
162217629,,,residential,,False,False,27.992,"LINESTRING (21.6568029 48.393577, 21.6564238 48.3935795)",,,
809194528,,,residential,,False,False,20.977,"LINESTRING (21.6568029 48.393577, 21.657087 48.3935785)",,,
162217629,,,residential,,False,True,76.039,"LINESTRING (21.6568029 48.393577, 21.6568306 48.3934961, 21.6569205 48.3933004, 21.6569602 48.3932143, 21.6569639 48.3931814, 21.6569791 48.3930478, 21.656984 48.3929864, 21.6570032 48.3929517, 21.6570393 48.3929187)",,,
162217629,,,residential,,False,True,27.992,"LINESTRING (21.6564238 48.3935795, 21.6568029 48.393577)",,,
164422310,,Esze Tamás utca,tertiary,,False,False,39.785,"LINESTRING (21.6531999 48.3937304, 21.6530939 48.3939666, 21.6530725 48.3940128, 21.6530446 48.394073)",,,
164422310,,Esze Tamás utca,tertiary,,False,True,200.559,"LINESTRING (21.6531999 48.3937304, 21.6533732 48.3933333, 21.6534812 48.3930627, 21.653629 48.3927448, 21.6537181 48.3925916, 21.6538642 48.3923606, 21.6540441 48.3921392, 21.6541208 48.3920403)",,,
162217297,,Ady Endre utca,residential,,False,True,15.554,"LINESTRING (21.650631 48.3938493, 21.6507852 48.3939446)",,,
162217297,,Ady Endre utca,residential,,False,False,75.437,"LINESTRING (21.650631 48.3938493, 21.6504747 48.3937607, 21.6504291 48.3937335, 21.6503007 48.3936569, 21.6501994 48.3935867, 21.6500922 48.3935132, 21.650024 48.3934142, 21.64999 48.3933393)",,,
162217573,,Tokaji Ferenc utca,residential,30,False,False,254.85,"LINESTRING (21.650631 48.3938493, 21.6506879 48.393745, 21.6507303 48.3936668, 21.6508887 48.3933983, 21.6512025 48.3929101, 21.6514344 48.3925621, 21.6515298 48.3923463, 21.6516252 48.3921458, 21.6518068 48.3917825, 21.6518449 48.3917064)",,,
162217330,,Bercsényi utca,residential,,True,False,66.83500000000001,"LINESTRING (21.6540861 48.3938529, 21.6536078 48.3937865, 21.6532686 48.3937398, 21.6531999 48.3937304)",,,
162217331,,Bercsényi utca,residential,,True,False,200.73100000000002,"LINESTRING (21.6540861 48.3938529, 21.6543504 48.3932908, 21.6543846 48.3932159, 21.6543658 48.3931593, 21.6545134 48.3928242, 21.6545231 48.3927406, 21.6545503 48.39268, 21.6546083 48.3925595, 21.6548208 48.3921244)",,,
162217297,,Ady Endre utca,residential,,False,False,15.554,"LINESTRING (21.6507852 48.3939446, 21.650631 48.3938493)",,,
162217550,,Piac tér,residential,,False,True,2.891,"LINESTRING (21.6507852 48.3939446, 21.6508133 48.3939627)",,,
162217550,,Piac tér,residential,,False,False,22.416,"LINESTRING (21.6507852 48.3939446, 21.6507873 48.3939246, 21.6508149 48.393871, 21.6508612 48.3938266, 21.6508927 48.3938155, 21.6509629 48.393823)",,,
162217550,,Piac tér,residential,,False,False,2.891,"LINESTRING (21.6508133 48.3939627, 21.6507852 48.3939446)",,,
778197059,,Tompa utca,residential,,False,True,65.634,"LINESTRING (21.6508133 48.3939627, 21.6508234 48.3940224, 21.6509122 48.3945493)",,,
"[1234626661, 1234626662]",,Piac tér,residential,,False,True,162.62,"LINESTRING (21.6508133 48.3939627, 21.6509394 48.3940263, 21.6519084 48.3942191, 21.6521387 48.3942664, 21.6523924 48.3943186, 21.652662 48.3943792, 21.6528213 48.3944262, 21.6528818 48.3944453)",,,
164422310,,Esze Tamás utca,tertiary,,False,False,43.108,"LINESTRING (21.6530446 48.394073, 21.6528818 48.3944453)",,,
164422310,,Esze Tamás utca,tertiary,,False,True,39.785,"LINESTRING (21.6530446 48.394073, 21.6530725 48.3940128, 21.6530939 48.3939666, 21.6531999 48.3937304)",,,
100793527,2,Árpád utca,tertiary,50,False,False,8.386,"LINESTRING (21.6577144 48.3941165, 21.6578248 48.3941342)",,,
"[807525430, 100793527]",2,Árpád utca,tertiary,50,False,True,126.862,"LINESTRING (21.6577144 48.3941165, 21.6575188 48.3940947, 21.6573291 48.3940736, 21.656916 48.3940407, 21.656141 48.3940114, 21.656006 48.3940063)",,,
100793527,2,Árpád utca,tertiary,50,False,True,8.386,"LINESTRING (21.6578248 48.3941342, 21.6577144 48.3941165)",,,
"[1173785353, 100793527]",2,Árpád utca,tertiary,50,False,False,144.284,"LINESTRING (21.6578248 48.3941342, 21.6579372 48.3941529, 21.658017 48.3941627, 21.6581545 48.3941738, 21.6582712 48.3941827, 21.6584249 48.3941909, 21.6587529 48.3942039, 21.6590597 48.3942139, 21.6592381 48.394225, 21.6593441 48.3942339, 21.6594253 48.3942427, 21.6595124 48.3942522, 21.6597637 48.3942795)",,,
162217303,,Aradi vértanúk útja,residential,,True,False,136.257,"LINESTRING (21.6578248 48.3941342, 21.6578392 48.3940824, 21.6579604 48.3936465, 21.6580711 48.3933261, 21.6581258 48.3931006, 21.6581429 48.392968, 21.6581479 48.3929289)",,,
806398537,,Mikszáth Kálmán utca,residential,,False,False,149.48699999999997,"LINESTRING (21.6597637 48.3942795, 21.6597801 48.3941886, 21.6598988 48.3935282, 21.6599793 48.3929429)",,,
1173785353,2,Árpád utca,tertiary,,False,False,27.692999999999998,"LINESTRING (21.6597637 48.3942795, 21.659909 48.3943013, 21.6600392 48.3943265, 21.6600786 48.3943349, 21.6601254 48.3943448)",,,
"[1173785353, 100793527]",2,Árpád utca,tertiary,50,False,True,144.284,"LINESTRING (21.6597637 48.3942795, 21.6595124 48.3942522, 21.6594253 48.3942427, 21.6593441 48.3942339, 21.6592381 48.394225, 21.6590597 48.3942139, 21.6587529 48.3942039, 21.6584249 48.3941909, 21.6582712 48.3941827, 21.6581545 48.3941738, 21.658017 48.3941627, 21.6579372 48.3941529, 21.6578248 48.3941342)",,,
164422310,,Esze Tamás utca,tertiary,,False,True,43.108,"LINESTRING (21.6528818 48.3944453, 21.6530446 48.394073)",,,
164422310,,Esze Tamás utca,tertiary,,False,False,59.937,"LINESTRING (21.6528818 48.3944453, 21.6527846 48.3946656, 21.6527449 48.394785, 21.6527342 48.3948642, 21.6527402 48.3949718)",,,
"[1234626661, 1234626662]",,Piac tér,residential,,False,False,162.62,"LINESTRING (21.6528818 48.3944453, 21.6528213 48.3944262, 21.652662 48.3943792, 21.6523924 48.3943186, 21.6521387 48.3942664, 21.6519084 48.3942191, 21.6509394 48.3940263, 21.6508133 48.3939627)",,,
778197059,,Tompa utca,residential,,False,False,65.634,"LINESTRING (21.6509122 48.3945493, 21.6508234 48.3940224, 21.6508133 48.3939627)",,,
778197059,,Tompa utca,residential,,False,True,79.017,"LINESTRING (21.6509122 48.3945493, 21.6509199 48.3945918, 21.6509547 48.3947851, 21.6509713 48.3948776, 21.6510079 48.3950716, 21.6510452 48.3952544)",,,
405958931,,Károlyi Mihály utca,living_street,20,False,False,96.249,"LINESTRING (21.6608061 48.39442, 21.6610725 48.3944756, 21.6614319 48.3945573, 21.6617963 48.3946402, 21.6618644 48.3946584, 21.6618801 48.3946771, 21.6618867 48.3946959, 21.6618831 48.3947197, 21.6618628 48.3947769)",,,
405958931,,Károlyi Mihály utca,living_street,20,False,True,35.69,"LINESTRING (21.6608061 48.39442, 21.6606469 48.3943791, 21.6605504 48.3943666, 21.6604438 48.3943622, 21.6603364 48.3943661)",,,
405958931,,Károlyi Mihály utca,living_street,20,False,True,96.249,"LINESTRING (21.6618628 48.3947769, 21.6618831 48.3947197, 21.6618867 48.3946959, 21.6618801 48.3946771, 21.6618644 48.3946584, 21.6617963 48.3946402, 21.6614319 48.3945573, 21.6610725 48.3944756, 21.6608061 48.39442)",,,
405958954,,Károlyi Mihály utca,living_street,20,True,False,161.334,"LINESTRING (21.6618628 48.3947769, 21.6617769 48.3947624, 21.6617354 48.3947588, 21.6616879 48.3947618, 21.6616507 48.3947732, 21.6616303 48.3947951, 21.6614503 48.3953732, 21.6611584 48.3960347)",,,
162217480,,József Attila utca,residential,30,False,True,117.356,"LINESTRING (21.6549433 48.3948133, 21.6543796 48.3948385, 21.6540362 48.394859, 21.6533614 48.3949132)",,,
162217480,,József Attila utca,residential,30,False,False,117.356,"LINESTRING (21.6533614 48.3949132, 21.6540362 48.394859, 21.6543796 48.3948385, 21.6549433 48.3948133)",,,
1234626652,,Esze Tamás utca,tertiary,30,False,False,21.793,"LINESTRING (21.6527402 48.3949718, 21.6527842 48.3951656)",,,
164422310,,Esze Tamás utca,tertiary,,False,True,59.937,"LINESTRING (21.6527402 48.3949718, 21.6527342 48.3948642, 21.6527449 48.394785, 21.6527846 48.3946656, 21.6528818 48.3944453)",,,
1234626653,,József Attila utca,residential,30,True,False,46.325,"LINESTRING (21.6527402 48.3949718, 21.6528674 48.3949597, 21.6533614 48.3949132)",,,
1234626652,,Esze Tamás utca,tertiary,30,False,True,21.793,"LINESTRING (21.6527842 48.3951656, 21.6527402 48.3949718)",,,
162217343,,Báthory utca,residential,,False,False,128.889,"LINESTRING (21.6527842 48.3951656, 21.6526434 48.3951781, 21.6523644 48.3952029, 21.6519323 48.3952318, 21.6514939 48.3952479, 21.6510969 48.3952537, 21.6510452 48.3952544)",,,
"[1234626651, 1234626652, 1234626654]",,Esze Tamás utca,tertiary,30,False,False,173.42100000000002,"LINESTRING (21.6527842 48.3951656, 21.6528524 48.3954388, 21.652893 48.3956014, 21.6529096 48.3956913, 21.6529208 48.3957789, 21.6529208 48.3958706, 21.652912 48.3959489, 21.6528914 48.3960258, 21.6528604 48.3961565, 21.6527438 48.3965863, 21.6527006 48.3967049)",,,
162217343,,Báthory utca,residential,,False,True,128.889,"LINESTRING (21.6510452 48.3952544, 21.6510969 48.3952537, 21.6514939 48.3952479, 21.6519323 48.3952318, 21.6523644 48.3952029, 21.6526434 48.3951781, 21.6527842 48.3951656)",,,
778197059,,Tompa utca,residential,,False,False,79.01700000000001,"LINESTRING (21.6510452 48.3952544, 21.6510079 48.3950716, 21.6509713 48.3948776, 21.6509547 48.3947851, 21.6509199 48.3945918, 21.6509122 48.3945493)",,,
778197059,,Tompa utca,residential,,False,True,17.911,"LINESTRING (21.6510452 48.3952544, 21.6510528 48.395308, 21.6510351 48.3954146)",,,
162217628,,,residential,,False,True,37.79900000000001,"LINESTRING (21.6510351 48.3954146, 21.6509582 48.3955783, 21.6508571 48.3957328)",,,
778197059,,Tompa utca,residential,,False,False,17.911,"LINESTRING (21.6510351 48.3954146, 21.6510528 48.395308, 21.6510452 48.3952544)",,,
778215936,,Munkácsy Mihály utca,residential,,False,True,98.75399999999999,"LINESTRING (21.6563838 48.3954551, 21.6564187 48.3954589, 21.6566172 48.3954804, 21.6569416 48.3955155, 21.6570687 48.3955293, 21.6573009 48.3955544, 21.657417 48.395567, 21.6576304 48.3955901, 21.6577039 48.3955981)",,,
223232687,2,Vasvári Pál utca,tertiary,40,False,False,13.447,"LINESTRING (21.6597428 48.3957199, 21.6596678 48.3958301)",,,
181372237,,Munkácsy Mihály utca,residential,,True,False,151.571,"LINESTRING (21.6597428 48.3957199, 21.6596511 48.3956994, 21.6595877 48.3956852, 21.6593057 48.3956638, 21.6589559 48.3956536, 21.6583857 48.395637, 21.6580003 48.3956208, 21.6577695 48.3956031, 21.6577039 48.3955981)",,,
"[1173785352, 223232687]",2,Vasvári Pál utca,tertiary,40,False,True,146.65,"LINESTRING (21.6597428 48.3957199, 21.6597831 48.3956671, 21.659959 48.3953013, 21.6600679 48.3950578, 21.6601067 48.3949461, 21.6601141 48.3949113, 21.6601558 48.3947158, 21.6601795 48.3945607, 21.6602017 48.3944431)",,,
162217587,,Völgy utca,residential,,False,True,95.346,"LINESTRING (21.6508571 48.3957328, 21.6506873 48.3960001, 21.6505762 48.3961562, 21.6504033 48.3963732, 21.6503732 48.3964046, 21.6503155 48.396442, 21.650244 48.3964761)",,,
162217628,,,residential,,False,False,37.79900000000001,"LINESTRING (21.6508571 48.3957328, 21.6509582 48.3955783, 21.6510351 48.3954146)",,,
162217628,,,residential,,False,True,19.548000000000002,"LINESTRING (21.6508571 48.3957328, 21.6508792 48.3957786, 21.6509494 48.3958066, 21.6510074 48.395823, 21.6510548 48.3958227)",,,
162217628,,,residential,,False,False,19.548,"LINESTRING (21.6510548 48.3958227, 21.6510074 48.395823, 21.6509494 48.3958066, 21.6508792 48.3957786, 21.6508571 48.3957328)",,,
1234626657,,Tompa utca,residential,,True,False,45.425,"LINESTRING (21.6510548 48.3958227, 21.651046 48.3957004, 21.6510377 48.3956203, 21.6510326 48.395534, 21.6510351 48.3954146)",,,
223232687,2,Vasvári Pál utca,tertiary,40,False,True,13.447,"LINESTRING (21.6596678 48.3958301, 21.6597428 48.3957199)",,,
162217526,,Munkácsy Mihály utca,living_street,20,False,False,87.815,"LINESTRING (21.6596678 48.3958301, 21.6597946 48.3958511, 21.6602948 48.3959332, 21.6608262 48.3960088)",,,
223232687,2,Vasvári Pál utca,tertiary,40,False,False,174.40099999999998,"LINESTRING (21.6596678 48.3958301, 21.6596142 48.3959018, 21.6595524 48.3959899, 21.6595308 48.3960258, 21.6595157 48.3960607, 21.6595096 48.3960946, 21.6593672 48.3967386, 21.6593092 48.3969966, 21.6592428 48.3972635, 21.6591788 48.3973538)",,,
162217526,,Munkácsy Mihály utca,living_street,20,False,False,34.699,"LINESTRING (21.6611584 48.3960347, 21.6616229 48.3960822)",,,
162217526,,Munkácsy Mihály utca,living_street,20,False,True,24.695,"LINESTRING (21.6611584 48.3960347, 21.6608262 48.3960088)",,,
162217526,,Munkácsy Mihály utca,living_street,20,False,False,18.847,"LINESTRING (21.6616229 48.3960822, 21.6618693 48.3961265)",,,
162217526,,Munkácsy Mihály utca,living_street,20,False,True,34.699,"LINESTRING (21.6616229 48.3960822, 21.6611584 48.3960347)",,,
405958933,,Károlyi Mihály utca,living_street,20,True,False,148.853,"LINESTRING (21.6616229 48.3960822, 21.6617444 48.3957468, 21.6616887 48.3956609, 21.6616869 48.3956238, 21.6616697 48.3954288, 21.6616574 48.3953905, 21.6618628 48.3947769)",,,
162217587,,Völgy utca,residential,,False,False,95.346,"LINESTRING (21.650244 48.3964761, 21.6503155 48.396442, 21.6503732 48.3964046, 21.6504033 48.3963732, 21.6505762 48.3961562, 21.6506873 48.3960001, 21.6508571 48.3957328)",,,
778197058,,Felsőzsólyomka utca,residential,,False,False,38.463,"LINESTRING (21.650244 48.3964761, 21.6500656 48.3965073, 21.649894 48.3965242, 21.649733 48.3965411)",,,
778197058,,Felsőzsólyomka utca,residential,,False,True,38.463,"LINESTRING (21.649733 48.3965411, 21.649894 48.3965242, 21.6500656 48.3965073, 21.650244 48.3964761)",,,
162217411,,Hajnal utca,residential,,False,False,102.643,"LINESTRING (21.6575512 48.3965135, 21.6576028 48.3963602, 21.6576316 48.3962711, 21.657637 48.3962541, 21.6576668 48.3959621, 21.6577 48.3956365, 21.6577039 48.3955981)",,,
162217389,,Felsőzsólyomka utca,residential,,True,False,103.19899999999998,"LINESTRING (21.6516029 48.3966357, 21.6514909 48.39663, 21.6510326 48.3966192, 21.6506407 48.3965723, 21.650359 48.3965233, 21.650294 48.3965063, 21.650244 48.3964761)",,,
295149166,,Tompa utca,residential,,True,False,99.72300000000001,"LINESTRING (21.6516029 48.3966357, 21.6515292 48.3965785, 21.6514631 48.3964651, 21.6513829 48.3963046, 21.6513037 48.3962066, 21.6512066 48.3960864, 21.6511014 48.3959354, 21.6510548 48.3958227)",,,
1234626655,,Tompa utca,residential,,False,True,22.41,"LINESTRING (21.6516029 48.3966357, 21.6517315 48.3967171, 21.651818 48.3967778)",,,
162217530,,Mártírok útja,tertiary,,False,False,21.569,"LINESTRING (21.6527006 48.3967049, 21.6526643 48.3967926, 21.6526377 48.3968941)",,,
162217549,,Petőfi Sándor utca,residential,,False,True,201.70499999999998,"LINESTRING (21.6527006 48.3967049, 21.6527835 48.3967269, 21.652911 48.3967632, 21.6530456 48.3967994, 21.6532412 48.3968309, 21.6533814 48.3968557, 21.6536859 48.3969095, 21.6545479 48.397055, 21.6551457 48.3971545, 21.6553261 48.3971974)",,,
"[1234626651, 1234626652, 1234626654]",,Esze Tamás utca,tertiary,30,False,True,173.421,"LINESTRING (21.6527006 48.3967049, 21.6527438 48.3965863, 21.6528604 48.3961565, 21.6528914 48.3960258, 21.652912 48.3959489, 21.6529208 48.3958706, 21.6529208 48.3957789, 21.6529096 48.3956913, 21.652893 48.3956014, 21.6528524 48.3954388, 21.6527842 48.3951656)",,,
162217574,,Tompa utca,residential,,False,True,62.393,"LINESTRING (21.651818 48.3967778, 21.6518764 48.3968033, 21.6519358 48.3968199, 21.6521617 48.3968451, 21.6525532 48.3968854, 21.6525897 48.3968892, 21.6526377 48.3968941)",,,
1234626655,,Tompa utca,residential,,False,False,22.41,"LINESTRING (21.651818 48.3967778, 21.6517315 48.3967171, 21.6516029 48.3966357)",,,
162217530,,Mártírok útja,tertiary,,False,True,21.569,"LINESTRING (21.6526377 48.3968941, 21.6526643 48.3967926, 21.6527006 48.3967049)",,,
162217574,,Tompa utca,residential,,False,False,62.393,"LINESTRING (21.6526377 48.3968941, 21.6525897 48.3968892, 21.6525532 48.3968854, 21.6521617 48.3968451, 21.6519358 48.3968199, 21.6518764 48.3968033, 21.651818 48.3967778)",,,
295149165,,Mártírok útja,tertiary,,False,False,107.33,"LINESTRING (21.6526377 48.3968941, 21.6525366 48.3972339, 21.6524463 48.3974145, 21.6523985 48.3975175, 21.6523515 48.397648, 21.6522934 48.3978306)",,,
162217610,,,residential,,False,True,105.734,"LINESTRING (21.6588202 48.3968989, 21.6583207 48.3968116, 21.6579421 48.3967454, 21.6579078 48.3967439, 21.6578727 48.3967478, 21.6578407 48.3967615, 21.6578214 48.3967784, 21.6578059 48.3967959, 21.6577964 48.39682, 21.6577763 48.3968709, 21.6577163 48.397023)",,,
162217610,,,residential,,False,False,105.734,"LINESTRING (21.6577163 48.397023, 21.6577763 48.3968709, 21.6577964 48.39682, 21.6578059 48.3967959, 21.6578214 48.3967784, 21.6578407 48.3967615, 21.6578727 48.3967478, 21.6579078 48.3967439, 21.6579421 48.3967454, 21.6583207 48.3968116, 21.6588202 48.3968989)",,,
