osmid,ref,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,access,bridge
26688155,88100,tertiary,roundabout,True,False,17.579,"LINESTRING (16.9306364 47.2525756, 16.9306669 47.2525847, 16.9306943 47.2525975, 16.9307177 47.2526135, 16.9307364 47.2526322, 16.9307497 47.2526529, 16.930757 47.2526749, 16.9307582 47.2526975)",,,,,
55886251,,residential,,False,False,90.04799999999999,"LINESTRING (16.9306364 47.2525756, 16.930693 47.2524598, 16.9307233 47.2524088, 16.9310018 47.2519409, 16.9310909 47.2518279)",Árpád utca,,,,
96058853,88100,tertiary,,False,True,322.128,"LINESTRING (16.9307582 47.2526975, 16.9309065 47.2527158, 16.9310413 47.2527415, 16.9311798 47.2527742, 16.9313101 47.2528149, 16.9314732 47.2528723, 16.932289 47.2532166, 16.932443 47.2532733, 16.9325765 47.2533197, 16.9328941 47.2534221, 16.9334133 47.2535871, 16.934493 47.2538975, 16.9346068 47.2539238)",Batthyány Lajos utca,,,,
447736888,88100,tertiary,roundabout,True,False,22.473000000000003,"LINESTRING (16.9307582 47.2526975, 16.930754 47.2527175, 16.9307449 47.2527368, 16.9307313 47.2527547, 16.9307134 47.2527709, 16.9306918 47.2527848, 16.9306671 47.2527961, 16.93064 47.2528045, 16.9306112 47.2528097, 16.9305816 47.2528115, 16.9305519 47.25281)",,,,,
24983339,88100,tertiary,,False,False,156.627,"LINESTRING (16.9304032 47.2526749, 16.9302519 47.2526658, 16.9300535 47.252674, 16.9299404 47.2526857, 16.9298508 47.2527031, 16.9297532 47.2527278, 16.9293891 47.2528327, 16.9284607 47.2531149)",Batthyány Lajos utca,4,30,,
26688155,88100,tertiary,roundabout,True,False,23.701000000000004,"LINESTRING (16.9304032 47.2526749, 16.93041 47.2526541, 16.930422 47.2526344, 16.930439 47.2526164, 16.9304603 47.2526008, 16.9304853 47.2525879, 16.9305133 47.2525782, 16.9305433 47.252572, 16.9305745 47.2525695, 16.9306058 47.2525707, 16.9306364 47.2525756)",,,,,
96058853,88100,tertiary,,False,False,53.589,"LINESTRING (16.9353045 47.2540032, 16.9351596 47.2539938, 16.9349699 47.2539844, 16.9347744 47.2539575, 16.9346068 47.2539238)",Batthyány Lajos utca,,,,
265227681,,tertiary,,False,False,21.386,"LINESTRING (16.9353045 47.2540032, 16.935445 47.2539951, 16.9355273 47.2539869, 16.935584 47.2539754)",Kossuth Lajos tér,2,,,
298789221,,residential,,False,True,11.266,"LINESTRING (16.9381876 47.2533315, 16.9382641 47.2534185)",Deák Ferenc utca,,,,
96057459,84150,tertiary,,False,False,128.58,"LINESTRING (16.9381876 47.2533315, 16.9380908 47.2533617, 16.937992 47.253379, 16.9378981 47.253387, 16.937786 47.253383, 16.9373832 47.2533249, 16.936884 47.2532415, 16.9367713 47.2532351, 16.9366435 47.2532476, 16.9365291 47.2532723)",Várkerület,,,,
96057459,84150,tertiary,,False,True,193.905,"LINESTRING (16.9381876 47.2533315, 16.9382555 47.2532964, 16.938326 47.2532575, 16.9383875 47.2532134, 16.9384469 47.2531499, 16.9385366 47.2530222, 16.938955 47.2523072, 16.9390979 47.2520506, 16.9391326 47.2519893, 16.9391978 47.251897, 16.9393304 47.2517962)",Várkerület,,,,
265227681,,tertiary,,False,True,2.836,"LINESTRING (16.93562 47.2539681, 16.935584 47.2539754)",Kossuth Lajos tér,2,,,
96057464,84150,tertiary,,False,True,50.400000000000006,"LINESTRING (16.93562 47.2539681, 16.9357783 47.2539041, 16.9358758 47.2538451, 16.9359429 47.2537976, 16.9361018 47.2536614)",Kossuth Lajos tér,,,,
98287041,,tertiary,,True,False,24.654,"LINESTRING (16.93562 47.2539681, 16.9357159 47.2540495, 16.9358013 47.2541517)",Kossuth Lajos tér,1,,,
98287054,,tertiary,,False,False,129.03099999999998,"LINESTRING (16.9308741 47.2539443, 16.9308188 47.2537932, 16.9305847 47.2531557, 16.9305606 47.25308, 16.930552 47.2530047, 16.9305496 47.252934, 16.9305519 47.25281)",Hunyadi János utca,,,,
98287054,,tertiary,,False,True,51.282000000000004,"LINESTRING (16.9308741 47.2539443, 16.9309085 47.2540385, 16.9310378 47.2543919)",Hunyadi János utca,,,,
238882968,,residential,,False,False,60.31,"LINESTRING (16.9371799 47.2556931, 16.937468 47.2551872)",,,,,
265227678,,residential,,False,False,160.78300000000002,"LINESTRING (16.9371799 47.2556931, 16.9369219 47.2556218, 16.9363825 47.255511, 16.9351936 47.2551743)",Dózsa György utca,,,,
98287047,,residential,,False,True,71.227,"LINESTRING (16.9342931 47.2549826, 16.9351936 47.2551743)",Dózsa György utca,,,,
246623332,,residential,,False,True,138.966,"LINESTRING (16.9342931 47.2549826, 16.9336938 47.2561643)",Kisfaludy Sándor utca,,,,
98287046,,residential,,False,False,137.475,"LINESTRING (16.9342931 47.2549826, 16.9333362 47.2547857, 16.9332241 47.2547671, 16.9331225 47.2547538, 16.9329631 47.2547457, 16.9328025 47.2547444, 16.9326704 47.2547508, 16.9325231 47.2547695)",Dózsa György utca,,,,
49162833,,residential,,False,False,117.73599999999999,"LINESTRING (16.9325231 47.2547695, 16.9325433 47.2548345, 16.9325485 47.254906, 16.9324546 47.2558246)",Vörösmarty utca,,,,
98287046,,residential,,False,False,121.898,"LINESTRING (16.9325231 47.2547695, 16.9324101 47.254776, 16.9323094 47.2547739, 16.932218 47.2547602, 16.9321165 47.2547319, 16.9320115 47.254694, 16.9312786 47.2544292, 16.9311947 47.2544085, 16.9311152 47.2543964, 16.9310378 47.2543919)",Dózsa György utca,,,,
98287046,,residential,,False,True,137.475,"LINESTRING (16.9325231 47.2547695, 16.9326704 47.2547508, 16.9328025 47.2547444, 16.9329631 47.2547457, 16.9331225 47.2547538, 16.9332241 47.2547671, 16.9333362 47.2547857, 16.9342931 47.2549826)",Dózsa György utca,,,,
510718776,84150,tertiary,,False,False,72.61,"LINESTRING (16.9381393 47.2556787, 16.9381309 47.2555248, 16.9381004 47.2553826, 16.9380269 47.255251, 16.9378636 47.2550673)",Deák Ferenc utca,,,,
49163477,,residential,,False,False,148.922,"LINESTRING (16.9382441 47.2549236, 16.9383992 47.2549506, 16.9401553 47.2552567)",Móricz Zsigmond utca,,,,
118432364,,residential,,False,False,41.078,"LINESTRING (16.9382441 47.2549236, 16.9382725 47.2545926, 16.9382757 47.2545548)",Deák Ferenc utca,,,,
118432364,,residential,,False,True,32.863,"LINESTRING (16.9382441 47.2549236, 16.9380658 47.254991, 16.9378636 47.2550673)",Deák Ferenc utca,,,,
118432364,,residential,,False,True,104.679,"LINESTRING (16.9382899 47.2536136, 16.9382963 47.2539874, 16.9382854 47.2542878, 16.9382757 47.2545548)",Deák Ferenc utca,,,,
49163477,,residential,,False,True,49.142,"LINESTRING (16.9407884 47.25536, 16.9401553 47.2552567)",Móricz Zsigmond utca,,,,
49140609,,living_street,,True,False,309.802,"LINESTRING (16.935037 47.2526365, 16.9347567 47.2524968, 16.9332087 47.251786, 16.9316768 47.251037)",Nádasdy Ferenc utca,,,,
"[96055378, 332395718]",,residential,,False,True,133.591,"LINESTRING (16.935037 47.2526365, 16.9353215 47.2527658, 16.9356967 47.2529274, 16.93585 47.252983, 16.9360387 47.2530472, 16.9363832 47.253177, 16.9364891 47.2532339, 16.9365291 47.2532723)",Várkerület,,,,
334162562,,residential,,True,False,142.77800000000002,"LINESTRING (16.935037 47.2526365, 16.935112 47.2524913, 16.9351366 47.2521706, 16.935202 47.251442, 16.935216 47.2513635)",Várkerület,,,,
207974841,,residential,,False,False,102.376,"LINESTRING (16.935216 47.2513635, 16.9351163 47.2513282, 16.9350568 47.251302, 16.9350036 47.2512696, 16.9347244 47.2510847, 16.9344493 47.2509035, 16.9344001 47.2508772, 16.934289 47.2508401, 16.9341564 47.2508062)",Tizenháromváros utca,,,,
334162562,,residential,,True,False,365.162,"LINESTRING (16.935216 47.2513635, 16.9352725 47.2512832, 16.9353678 47.2511991, 16.9354802 47.2511255, 16.9356131 47.2510455, 16.9357508 47.2509753, 16.9357657 47.2509693, 16.9359301 47.2509039, 16.9363401 47.2507616, 16.9369353 47.2505643, 16.9369813 47.250549, 16.9373157 47.2504566, 16.9375575 47.2504008, 16.937708 47.2503772, 16.9378741 47.2503717, 16.9380186 47.2503755, 16.9381579 47.2503905, 16.9382976 47.2504361, 16.9384043 47.2504821, 16.9390364 47.2507547, 16.9391589 47.2508284, 16.9392391 47.250897, 16.9393043 47.2509627)",Várkerület,,,,
238654376,,residential,,False,True,7.466,"LINESTRING (16.9316768 47.251037, 16.9317004 47.2509718)",Árpád utca,,,,
262451946,,residential,,False,True,40.150999999999996,"LINESTRING (16.9316768 47.251037, 16.9316475 47.2510837, 16.9315944 47.2511764, 16.9315487 47.2512554, 16.9314663 47.2513683)",Árpád utca,,,,
231644788,,residential,,False,False,5.454,"LINESTRING (16.9308004 47.2506863, 16.9307373 47.2506624)",Nádasdy Ferenc utca,,,,
231644788,,residential,,False,True,75.113,"LINESTRING (16.9308004 47.2506863, 16.9309457 47.2507468, 16.9315095 47.2509064, 16.9317004 47.2509718)",Nádasdy Ferenc utca,,,,
238654375,,residential,,False,True,209.44299999999998,"LINESTRING (16.9308004 47.2506863, 16.9308558 47.2505752, 16.9309196 47.2504502, 16.9309908 47.2503049, 16.9310124 47.2502481, 16.9311062 47.2500021, 16.9311341 47.2499145, 16.9311512 47.2498803, 16.9311905 47.2498456, 16.931246 47.249816, 16.9312879 47.2498065, 16.9313402 47.2497974, 16.9318838 47.2497246, 16.9322296 47.2496906, 16.9326277 47.2496739)",Kató köz,,,,
"[96055378, 332395718]",,residential,,False,False,133.591,"LINESTRING (16.9365291 47.2532723, 16.9364891 47.2532339, 16.9363832 47.253177, 16.9360387 47.2530472, 16.93585 47.252983, 16.9356967 47.2529274, 16.9353215 47.2527658, 16.935037 47.2526365)",Várkerület,,,,
96057459,84150,tertiary,,False,True,128.57999999999998,"LINESTRING (16.9365291 47.2532723, 16.9366435 47.2532476, 16.9367713 47.2532351, 16.936884 47.2532415, 16.9373832 47.2533249, 16.937786 47.253383, 16.9378981 47.253387, 16.937992 47.253379, 16.9380908 47.2533617, 16.9381876 47.2533315)",Várkerület,,,,
96057464,84150,tertiary,,False,False,24.365000000000002,"LINESTRING (16.9365291 47.2532723, 16.936455 47.2533046, 16.9363794 47.2533487, 16.9363011 47.2534234)",Kossuth Lajos tér,,,,
504364681,84150,tertiary,,True,False,20.036,"LINESTRING (16.9358013 47.2541517, 16.9358488 47.2541874, 16.9360052 47.254266)",Ady Endre utca,1,,,
96057459,84150,tertiary,,False,False,193.90500000000003,"LINESTRING (16.9393304 47.2517962, 16.9391978 47.251897, 16.9391326 47.2519893, 16.9390979 47.2520506, 16.938955 47.2523072, 16.9385366 47.2530222, 16.9384469 47.2531499, 16.9383875 47.2532134, 16.938326 47.2532575, 16.9382555 47.2532964, 16.9381876 47.2533315)",Várkerület,,,,
"[98287042, 98287031]",,residential,,False,True,94.44299999999998,"LINESTRING (16.9393304 47.2517962, 16.9392951 47.2517453, 16.9392647 47.2517055, 16.9392829 47.2515778, 16.9392951 47.2514781, 16.9393413 47.251096, 16.9393334 47.2510255, 16.9393043 47.2509627)",Várkerület,,,,
"[49163458, 265227694]",,residential,,False,False,192.12199999999999,"LINESTRING (16.928531 47.2546804, 16.9285614 47.2550363, 16.9285499 47.2550756, 16.9285115 47.2551035, 16.9284546 47.2551126, 16.9282327 47.2551213, 16.9281677 47.2551335, 16.9281354 47.2551604, 16.9281269 47.255205, 16.9281873 47.2554602, 16.9287751 47.2554576, 16.929246 47.2554555)",Petőfi Sándor utca,,,,
