osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,tunnel,junction,access,bridge
22013008,False,2,Szeles utca,tertiary,True,93.21,"LINESTRING (20.7862878 48.1074384, 20.7874717 48.1071596)",,,,,,
22967084,False,4,Kazinczy Ferenc utca,tertiary,True,132.194,"LINESTRING (20.7862878 48.1074384, 20.7862573 48.1073655, 20.7858093 48.1062933)",,,,,,
22013008,False,2,Szeles utca,tertiary,False,17.838,"LINESTRING (20.7876983 48.1071063, 20.7874717 48.1071596)",,,,,,
154531616,False,,Szeles utca,tertiary,False,27.629,"LINESTRING (20.7876983 48.1071063, 20.7880588 48.1070447)",,,,,,
154714744,False,2,Szentpáli utca,tertiary,True,31.424,"LINESTRING (20.7876983 48.1071063, 20.7877718 48.1070056, 20.7878471 48.1068426)",,,,,,
190583599,True,,Madarász Viktor utca,residential,False,181.514,"LINESTRING (20.7882039 48.1059648, 20.7858093 48.1062933)",,,,,,
494029535,False,2,Szentpáli utca,tertiary,True,79.858,"LINESTRING (20.7882039 48.1059648, 20.7884595 48.1052672)",,,,,,
521650300,False,2,Szentpáli utca,tertiary,False,101.138,"LINESTRING (20.7882039 48.1059648, 20.7878471 48.1068426)",,,,,,
21507691,False,,Szűcs Sámuel utca,residential,True,94.122,"LINESTRING (20.7900409 48.1045815, 20.7898464 48.1045623, 20.7897542 48.1045498, 20.7897118 48.104543, 20.7894381 48.1045144, 20.7892483 48.1044859, 20.7888138 48.1043816)",,,,,,
118273577,False,,,residential,False,139.063,"LINESTRING (20.7900409 48.1045815, 20.7900919 48.1045106, 20.7901152 48.1044545, 20.7901228 48.1044362, 20.790138 48.1043567, 20.7901563 48.1042609, 20.790157 48.1042135, 20.7901574 48.1041858, 20.7901576 48.1041754, 20.7901571 48.1041219, 20.7901556 48.1039607, 20.7901553 48.1039338, 20.7901496 48.1033429)",,,,,,
931756182,False,,Horváth Lajos utca,residential,False,10.168,"LINESTRING (20.7907655 48.1052436, 20.7909018 48.1052524)",,,,,,
931756183,True,3,Ady Endre utca,primary,False,41.284,"LINESTRING (20.7907655 48.1052436, 20.7909229 48.1050271, 20.7909994 48.1049069)",26,50,,,,
"[21507728, 931758426, 299618886, 22438104]",False,,Horváth Lajos utca,residential,"[False, True]",171.284,"LINESTRING (20.7907655 48.1052436, 20.7907011 48.1052446, 20.7906551 48.1052443, 20.7903382 48.1052552, 20.7898756 48.1052639, 20.7894689 48.1052588, 20.7893038 48.1052603, 20.7890994 48.1052619, 20.7887289 48.105265, 20.7884595 48.1052672)",,,,,,
119928843,False,,Szeles utca,residential,False,9.94,"LINESTRING (20.7902121 48.1059765, 20.7903361 48.1060102)",,,,,,
"[21507760, 299618896, 262845878, 262845879, 1141831710]",True,,Madarász Viktor utca,residential,False,151.78400000000002,"LINESTRING (20.7902121 48.1059765, 20.7901507 48.1059496, 20.790122 48.1059371, 20.7900248 48.1059061, 20.7899309 48.1058943, 20.7897813 48.1058871, 20.7894534 48.1058917, 20.7892857 48.1058987, 20.7888019 48.1059133, 20.7882039 48.1059648)",,,,,,
154532407,True,,Ady Endre utca,primary,False,91.27299999999998,"LINESTRING (20.7902121 48.1059765, 20.7904339 48.1056927, 20.7905346 48.1055573, 20.7907197 48.1053058, 20.7907655 48.1052436)",26,50,,,,
613047656,False,6,Király utca,primary,False,38.374,"LINESTRING (20.7923109 48.0995025, 20.7923131 48.0991574)",3,50,,,,
1084642414,True,3,Király utca,primary,False,31.159999999999997,"LINESTRING (20.7923109 48.0995025, 20.7923494 48.0996194, 20.7924092 48.0997097, 20.7924654 48.0997588)",3,50,,,,
22014377,False,4,Uitz Béla utca,tertiary,False,9.652,"LINESTRING (20.7877629 48.100335, 20.7876366 48.1003555)",,50,,,,
521649872,True,,Corvin utca,tertiary,False,23.333,"LINESTRING (20.7877629 48.100335, 20.7879123 48.1005196)",,,,,,
521649873,False,4,Vörösmarty Mihály utca,tertiary,True,19.552,"LINESTRING (20.7877629 48.100335, 20.7878688 48.1003213, 20.7880214 48.1003016)",,50,,,,
23030260,False,4,Uitz Béla utca,tertiary,False,86.867,"LINESTRING (20.7852807 48.1008894, 20.7841444 48.101075)",,50,,,,
584464288,False,4,Uitz Béla utca,tertiary,True,155.887,"LINESTRING (20.7852807 48.1008894, 20.7872687 48.1004391)",,50,,,,
26481379,False,2,Szemere Bertalan utca,tertiary,False,89.538,"LINESTRING (20.7852807 48.1008894, 20.7852195 48.1004745, 20.7851663 48.1000878)",,,,,,
