osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
"[28346570, 426168741]",2,Budai út,tertiary,50,False,False,121.597,"LINESTRING (18.4138751 47.1886494, 18.4137673 47.1885248, 18.4133542 47.1880589, 18.4130325 47.1877179)",,
"[426168744, 360171699]",3,Várkörút,tertiary,50,False,True,162.32600000000002,"LINESTRING (18.4138751 47.1886494, 18.4138159 47.1887319, 18.4137523 47.1888271, 18.4133608 47.1894965, 18.4130718 47.1900029)",,
"[220014796, 426168742]","['2', '3']",Budai út,tertiary,50,False,True,133.101,"LINESTRING (18.4138751 47.1886494, 18.4140676 47.1887305, 18.4143611 47.1888213, 18.4149728 47.1890105, 18.4153739 47.1891346, 18.4154646 47.1891626)",,
"[420321751, 426168743]","['2', '4']",Prohászka Ottokár út,tertiary,50,False,True,271.46900000000005,"LINESTRING (18.4138751 47.1886494, 18.4140292 47.1884782, 18.414439 47.1879951, 18.4149248 47.1874419, 18.4154068 47.1868704, 18.415616 47.1866273, 18.4156892 47.1865423)",,
222001198,,Budai út,tertiary,50,True,False,27.58,"LINESTRING (18.4125422 47.1870578, 18.4126316 47.1870853, 18.4126832 47.1870973, 18.4127093 47.1871065, 18.4127331 47.1871183, 18.4127579 47.1871336, 18.4127784 47.1871525, 18.4127874 47.1871653, 18.4127948 47.1871794, 18.4128063 47.1872072)",,
292747048,5,Piac tér,secondary,50,False,True,29.04,"LINESTRING (18.4125422 47.1870578, 18.4124636 47.1871048, 18.4122301 47.1872093)",,
424117207,,Sütő utca,residential,50,True,False,28.256999999999998,"LINESTRING (18.4125422 47.1870578, 18.4124416 47.1869572, 18.4122815 47.1868816)",,
"[28457937, 324333883]",4,Mátyás király körút,residential,,False,False,98.73,"LINESTRING (18.4050829 47.1945057, 18.4051775 47.1943389, 18.4054491 47.1938543, 18.4054792 47.1938005, 18.4055276 47.1936716)",,
428550825,3,Mátyás király körút,secondary,50,False,True,26.826999999999998,"LINESTRING (18.4050829 47.1945057, 18.405187 47.1945708, 18.405355 47.1946604)",,
428550827,3,Szabadságharcos út,residential,50,False,True,29.854999999999997,"LINESTRING (18.4050829 47.1945057, 18.4050208 47.1946019, 18.4049811 47.1946714, 18.4049313 47.1947536)",,
323817038,,Ady Endre utca,residential,,False,False,167.787,"LINESTRING (18.4055276 47.1936716, 18.4056389 47.1936763, 18.4057141 47.1936787, 18.4059915 47.1936716, 18.4077423 47.1935781)",,
323817041,,Mátyás király körút,residential,30,False,False,210.8,"LINESTRING (18.4055276 47.1936716, 18.4055517 47.1935843, 18.4055839 47.193508, 18.4065704 47.1919158)",,
"[28457937, 324333883]",4,Mátyás király körút,residential,,False,True,98.73,"LINESTRING (18.4055276 47.1936716, 18.4054792 47.1938005, 18.4054491 47.1938543, 18.4051775 47.1943389, 18.4050829 47.1945057)",,
"[323813624, 216133225]",,Mátyás király körút,residential,5,False,True,140.57699999999997,"LINESTRING (18.4065704 47.1919158, 18.4064732 47.1918897, 18.4062024 47.1918168, 18.4059973 47.1917607, 18.4059382 47.1917525, 18.4058802 47.1917466, 18.4058148 47.1917196, 18.4057641 47.1916792, 18.4057327 47.1916165, 18.405696 47.1915522, 18.4056542 47.1914992, 18.4056119 47.1914645, 18.4055131 47.1914216, 18.4051822 47.1913004, 18.4050765 47.1912576)",,
323817041,,Mátyás király körút,residential,30,False,True,210.8,"LINESTRING (18.4065704 47.1919158, 18.4055839 47.193508, 18.4055517 47.1935843, 18.4055276 47.1936716)",,
"[323709960, 323817057]",,Mátyás király körút,residential,30,False,False,244.358,"LINESTRING (18.4065704 47.1919158, 18.406687 47.1917172, 18.4072589 47.1907965, 18.4074095 47.190554, 18.4078222 47.1898896)",,
323664082,,Mátyás király körút,residential,,True,False,42.044,"LINESTRING (18.4078222 47.1898896, 18.4078195 47.1898221, 18.4078275 47.1897839, 18.4078503 47.1897556, 18.4078892 47.1897474, 18.4079241 47.1897501, 18.4079455 47.1897638, 18.4079563 47.1897875, 18.4079536 47.1898121, 18.4079268 47.189834, 18.4078222 47.1898896)",,
