osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge
24550901,3708,Nagy Lajos utca,secondary,50,False,False,187.034,"LINESTRING (21.27219 48.4724668, 21.2730343 48.4718813, 21.2734351 48.4716028, 21.2737406 48.4713519, 21.2738357 48.4712826, 21.2739209 48.4712397)",,
102509348,,Károlyi Gáspár utca,residential,,False,True,245.43,"LINESTRING (21.27219 48.4724668, 21.2720198 48.4724249, 21.2713375 48.4722363, 21.2711143 48.4721476, 21.2709168 48.4720594, 21.2706823 48.4719214, 21.2696262 48.4712575, 21.269522 48.4711944)",,
102509453,3708,,secondary,,False,False,184.25900000000001,"LINESTRING (21.27219 48.4724668, 21.2719864 48.4726128, 21.2719044 48.4727105, 21.2718414 48.4728147, 21.2718011 48.4729046, 21.2717784 48.4730178, 21.2717321 48.473193, 21.2716764 48.4733092, 21.2715905 48.4734376, 21.271361 48.4737037, 21.2711314 48.473938)",,
102509521,,Károlyi Gáspár utca,residential,50,False,False,202.969,"LINESTRING (21.27219 48.4724668, 21.2725208 48.4725689, 21.2741489 48.4731958, 21.2746015 48.4733452)",,
102509359,,Széchenyi utca,residential,,False,True,141.675,"LINESTRING (21.2703651 48.4744852, 21.2701986 48.4743763, 21.2689709 48.4736083)",,
102509453,3708,,secondary,,False,True,83.321,"LINESTRING (21.2703651 48.4744852, 21.2705958 48.4743471, 21.27075 48.4742488, 21.2708784 48.4741614, 21.2709995 48.4740597, 21.2711314 48.473938)",,
102509451,3708,Kossuth utca,secondary,50,False,True,215.18599999999998,"LINESTRING (21.2766461 48.4718424, 21.2747715 48.4713045, 21.2743982 48.4712215, 21.2741334 48.47121, 21.2739209 48.4712397)",,
102509512,,Luther utca,residential,,False,True,225.78,"LINESTRING (21.2766461 48.4718424, 21.2765523 48.4719695, 21.2764983 48.4720213, 21.2764082 48.472089, 21.2746015 48.4733452)",,
102509407,,Dózsa György utca,residential,,False,True,492.03,"LINESTRING (21.2711314 48.473938, 21.2709865 48.4738468, 21.266521 48.4708474, 21.2665036 48.4707702)",,
102509453,3708,,secondary,,False,False,83.321,"LINESTRING (21.2711314 48.473938, 21.2709995 48.4740597, 21.2708784 48.4741614, 21.27075 48.4742488, 21.2705958 48.4743471, 21.2703651 48.4744852)",,
102509453,3708,,secondary,,False,True,184.25900000000001,"LINESTRING (21.2711314 48.473938, 21.271361 48.4737037, 21.2715905 48.4734376, 21.2716764 48.4733092, 21.2717321 48.473193, 21.2717784 48.4730178, 21.2718011 48.4729046, 21.2718414 48.4728147, 21.2719044 48.4727105, 21.2719864 48.4726128, 21.27219 48.4724668)",,
1004034953,,,residential,50,True,False,16.643,"LINESTRING (21.2786673 48.4719867, 21.2787202 48.4719879, 21.2787591 48.4720012, 21.278787 48.4720237, 21.2787994 48.4720517, 21.2787951 48.4720788)",roundabout,
490002566,,Szent István utca,residential,,False,False,4.686,"LINESTRING (21.2792163 48.4698232, 21.2792669 48.4698487)",,
102509477,,Szent István utca,residential,,False,True,224.749,"LINESTRING (21.2792163 48.4698232, 21.2791482 48.4697677, 21.2790671 48.4696745, 21.2790041 48.4696117, 21.2788674 48.469542, 21.2787675 48.4695107, 21.2786256 48.4694898, 21.2773064 48.4694375, 21.2771855 48.4694166, 21.2770961 48.4693957, 21.2770173 48.4693643, 21.2768123 48.4693504, 21.2767177 48.4693504, 21.2766388 48.4693678, 21.2764812 48.4694688)",,
197516170,,Szent István tér,residential,,False,False,202.902,"LINESTRING (21.2792163 48.4698232, 21.2790744 48.4698516, 21.2787128 48.4698863, 21.2786115 48.4699199, 21.2784374 48.4700689, 21.2783445 48.4700924, 21.2780742 48.4701585, 21.2779694 48.470228, 21.2779426 48.4702707, 21.2778934 48.4703489, 21.277841 48.4705282, 21.2778225 48.4709874, 21.2777002 48.4710318)",,
102509477,,Szent István utca,residential,,False,False,224.749,"LINESTRING (21.2764812 48.4694688, 21.2766388 48.4693678, 21.2767177 48.4693504, 21.2768123 48.4693504, 21.2770173 48.4693643, 21.2770961 48.4693957, 21.2771855 48.4694166, 21.2773064 48.4694375, 21.2786256 48.4694898, 21.2787675 48.4695107, 21.2788674 48.469542, 21.2790041 48.4696117, 21.2790671 48.4696745, 21.2791482 48.4697677, 21.2792163 48.4698232)",,
290861489,,József Attila utca,residential,,False,False,272.523,"LINESTRING (21.2764812 48.4694688, 21.2764181 48.4694061, 21.2761711 48.4691866, 21.2761027 48.4691587, 21.2759976 48.4691238, 21.2758662 48.469089, 21.2757033 48.4690716, 21.2754247 48.4691169, 21.2753091 48.4691308, 21.2740686 48.4690576, 21.273953 48.4690402, 21.2738479 48.4690123, 21.273685 48.4689775, 21.2735536 48.468967, 21.2734537 48.468967, 21.273317 48.4689705, 21.2731138 48.4690597)",,
290861489,,József Attila utca,residential,,False,True,200.97999999999996,"LINESTRING (21.2764812 48.4694688, 21.2765547 48.4696326, 21.2766073 48.4697337, 21.2767913 48.4699498, 21.2768596 48.4700299, 21.2769332 48.4700996, 21.2773282 48.4704152, 21.2775649 48.4706043, 21.2776724 48.4707468, 21.2777111 48.4709011, 21.2777216 48.4709743, 21.2777002 48.4710318)",,
102509407,,Dózsa György utca,residential,,False,False,492.03,"LINESTRING (21.2665036 48.4707702, 21.266521 48.4708474, 21.2709865 48.4738468, 21.2711314 48.473938)",,
102509524,37304,Petőfi Sándor utca,tertiary,,False,False,150.594,"LINESTRING (21.2665036 48.4707702, 21.2683362 48.4709715, 21.2685158 48.4710013)",,
24550901,3708,Nagy Lajos utca,secondary,50,False,True,187.034,"LINESTRING (21.2739209 48.4712397, 21.2738357 48.4712826, 21.2737406 48.4713519, 21.2734351 48.4716028, 21.2730343 48.4718813, 21.27219 48.4724668)",,
102509451,3708,Kossuth utca,secondary,50,False,False,215.186,"LINESTRING (21.2739209 48.4712397, 21.2741334 48.47121, 21.2743982 48.4712215, 21.2747715 48.4713045, 21.2766461 48.4718424)",,
102509457,37304,Kossuth utca,tertiary,,False,True,270.03,"LINESTRING (21.2739209 48.4712397, 21.2737468 48.4711484, 21.2726675 48.4709631, 21.2707669 48.4706368, 21.2706227 48.4706319, 21.270514 48.4706444, 21.2704142 48.4706716)",,
102509359,,Széchenyi utca,residential,,False,True,163.76,"LINESTRING (21.2689709 48.4736083, 21.2673946 48.4725706)",,
102509359,,Széchenyi utca,residential,,False,False,141.675,"LINESTRING (21.2689709 48.4736083, 21.2701986 48.4743763, 21.2703651 48.4744852)",,
102509508,,Béke utca,residential,,False,True,243.61,"LINESTRING (21.2689709 48.4736083, 21.2678674 48.4743333, 21.2676498 48.4744579, 21.2664713 48.4750332)",,
102509521,,Károlyi Gáspár utca,residential,50,False,True,156.86100000000002,"LINESTRING (21.2784462 48.4747168, 21.2778188 48.4744384, 21.2770035 48.4740977, 21.2766509 48.4739601)",,
102509359,,Széchenyi utca,residential,,False,False,163.76,"LINESTRING (21.2673946 48.4725706, 21.2689709 48.4736083)",,
102509468,,József Attila utca,residential,,False,False,50.567,"LINESTRING (21.2773299 48.4714146, 21.2777002 48.4710318)",,
102509494,,Rákóczi utca,residential,,False,True,237.30599999999998,"LINESTRING (21.2773299 48.4714146, 21.2771668 48.471417, 21.2767054 48.4714314, 21.2765089 48.4714229, 21.2763582 48.4713967, 21.2761477 48.4713557, 21.2754608 48.4711717, 21.2752813 48.4711194, 21.2750227 48.471067, 21.2748957 48.4710487, 21.2743261 48.470967, 21.2742273 48.470951)",,
290861492,,Rákóczi utca,residential,,False,False,116.175,"LINESTRING (21.2773299 48.4714146, 21.2774669 48.4714511, 21.2776512 48.4715241, 21.2785006 48.4719068, 21.2786197 48.472002)",,
