osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,tunnel,width
"[1232033152, 620937261, 172699278]",True,"['1', '2']",Fő utca,tertiary,50,False,39.491,"LINESTRING (19.0405547 47.4985582, 19.0404307 47.4986436, 19.0403544 47.4987403, 19.0402727 47.4988535)",,,,
1133079653,True,1,Clark Ádám tér,tertiary,50,False,21.396,"LINESTRING (19.0405547 47.4985582, 19.0404849 47.4985677, 19.0404137 47.4985667, 19.0403446 47.4985552, 19.0402808 47.4985338)",2;3;4;5;6;7;10,roundabout,,
8031412,False,2,Fő utca,tertiary,,False,69.133,"LINESTRING (19.0402727 47.4988535, 19.0400533 47.4994573)",,,,
"[156974369, 620937260]",True,1,Fő utca,tertiary,50,False,35.841,"LINESTRING (19.0402727 47.4988535, 19.0402857 47.4987564, 19.0403041 47.4986185, 19.0402996 47.4985857, 19.0402808 47.4985338)",,,,
"[24302440, 672656726, 378376559]",False,"['2', '4']",Attila út,secondary,50,True,209.238,"LINESTRING (19.0339211 47.4970875, 19.0340468 47.4969933, 19.0341902 47.4968858, 19.0344383 47.4967128, 19.0353114 47.4960843, 19.0357988 47.4956984)",,,,
"[1227297760, 262231155]",False,,Alagút utca,tertiary,50,True,72.611,"LINESTRING (19.0339211 47.4970875, 19.0340754 47.4971183, 19.0341706 47.4971372, 19.0343648 47.4971758, 19.0348482 47.4972721)",,,,
572309213,False,2,Fő utca,tertiary,,True,46.084,"LINESTRING (19.0399077 47.4998599, 19.0400533 47.4994573)",,,,
"[968780221, 386360855]",True,1,Jégverem utca,tertiary,50,False,24.035,"LINESTRING (19.0399077 47.4998599, 19.0399341 47.4999568, 19.039951 47.4999798, 19.0399786 47.5000016, 19.0400116 47.5000178, 19.0400568 47.5000363)",,,,
"[25427857, 568547102]",True,,Váralja utca,residential,"['50', '30']",False,269.734,"LINESTRING (19.0348482 47.4972721, 19.0350153 47.4971467, 19.0350823 47.4970895, 19.0356221 47.4966774, 19.0364337 47.4960851, 19.0368917 47.4958107, 19.0371294 47.495663, 19.0373417 47.4955311)",,,,
"[156974362, 156974363, 156974364, 1079579239]",False,2,"['Clark Ádám tér', 'Alagút utca', 'Budavári alagút']",tertiary,50,True,381.044,"LINESTRING (19.0348482 47.4972721, 19.0350961 47.4973214, 19.0395563 47.4981827, 19.0396167 47.4981957, 19.0397241 47.4982159)",,,yes,
"[1227297760, 262231155]",False,,Alagút utca,tertiary,50,False,72.611,"LINESTRING (19.0348482 47.4972721, 19.0343648 47.4971758, 19.0341706 47.4971372, 19.0340754 47.4971183, 19.0339211 47.4970875)",,,,
23605346,True,,Hunyadi János út,residential,50,False,116.11800000000001,"LINESTRING (19.0362328 47.5011093, 19.0361194 47.5012067, 19.0360409 47.5012829, 19.0359872 47.5013444, 19.035944 47.5014043, 19.0359253 47.5014493, 19.0358966 47.5015282, 19.0358758 47.5016052, 19.0358604 47.5016765, 19.0358439 47.5017482, 19.0358269 47.5018435, 19.0357694 47.502083)",,,,
23605354,False,,Donáti utca,residential,30,True,107.73499999999999,"LINESTRING (19.0362328 47.5011093, 19.0362772 47.5011338, 19.0364861 47.5012493, 19.0366967 47.5014218, 19.0367501 47.5015154, 19.0367791 47.5016079, 19.0367695 47.5017065, 19.0367215 47.5019347)",,,,
23897605,False,,Csónak utca,residential,50,False,119.52600000000001,"LINESTRING (19.0362328 47.5011093, 19.0361657 47.501064, 19.0359172 47.5008965, 19.0358585 47.5008569, 19.0363159 47.5002092)",,,,
474449786,False,,Szalag utca,residential,30,True,37.385000000000005,"LINESTRING (19.0372171 47.5004374, 19.0372253 47.5004609, 19.0373309 47.5007647)",,,,
1263705493,True,,Hunyadi János út,residential,50,False,105.287,"LINESTRING (19.0372171 47.5004374, 19.0371136 47.5004901, 19.0369702 47.5005753, 19.0362328 47.5011093)",,,,
24675214,False,,Ponty utca,residential,30,False,81.121,"LINESTRING (19.0374703 47.5013129, 19.0385104 47.5015091)",,,,5
23605351,True,,Szalag utca,residential,30,False,61.852000000000004,"LINESTRING (19.0374703 47.5013129, 19.0373629 47.5008785, 19.0373309 47.5007647)",,,,
24675214,False,,Ponty utca,residential,30,True,81.121,"LINESTRING (19.0385104 47.5015091, 19.0374703 47.5013129)",,,,5
517926116,False,,Ponty utca,residential,30,False,50.484,"LINESTRING (19.0385104 47.5015091, 19.0390164 47.5016056, 19.0390936 47.5016203, 19.0391572 47.5016324)",,,,6.7
23605354,False,,Donáti utca,residential,30,False,107.735,"LINESTRING (19.0367215 47.5019347, 19.0367695 47.5017065, 19.0367791 47.5016079, 19.0367501 47.5015154, 19.0366967 47.5014218, 19.0364861 47.5012493, 19.0362772 47.5011338, 19.0362328 47.5011093)",,,,
75387556,True,1,Fő utca,tertiary,30,False,83.812,"LINESTRING (19.0391572 47.5016324, 19.0394571 47.5009064)",,,,9.2
517926116,False,,Ponty utca,residential,30,True,50.484,"LINESTRING (19.0391572 47.5016324, 19.0390936 47.5016203, 19.0390164 47.5016056, 19.0385104 47.5015091)",,,,6.7
"[1231931461, 75502765, 303447142]",True,,"['Pala utca', 'Szőnyeg utca']",residential,30,False,120.10400000000001,"LINESTRING (19.0373309 47.5007647, 19.0379738 47.5004966, 19.0381186 47.5005384, 19.0387493 47.5007204)",,,,
474449786,False,,Szalag utca,residential,30,False,37.385000000000005,"LINESTRING (19.0373309 47.5007647, 19.0372253 47.5004609, 19.0372171 47.5004374)",,,,
"[1231931462, 303447406]",True,,Kapucinus utca,residential,30,False,89.929,"LINESTRING (19.0387493 47.5007204, 19.0386644 47.500878, 19.0386396 47.5010703, 19.0386288 47.5011537, 19.0385104 47.5015091)",,,,
75502768,False,1,Jégverem utca,residential,30,True,46.644999999999996,"LINESTRING (19.0398137 47.500102, 19.0397543 47.5000868, 19.039719 47.5000783, 19.0392295 47.4999599)",,,,
310208343,True,1,Jégverem utca,tertiary,50,False,20.859,"LINESTRING (19.0398137 47.500102, 19.0398774 47.5000561, 19.0399006 47.5000473, 19.0399437 47.5000398, 19.0399933 47.5000359, 19.0400568 47.5000363)",,,,5.9
968780222,True,1,Fő utca,tertiary,30,False,27.831,"LINESTRING (19.0398137 47.500102, 19.0398549 47.4999958, 19.0399077 47.4998599)",,,,
75502768,False,1,Jégverem utca,residential,30,True,15.487,"LINESTRING (19.0392295 47.4999599, 19.0390339 47.4999159)",,,,
23897495,True,,Kapucinus utca,residential,30,False,92.781,"LINESTRING (19.0392295 47.4999599, 19.0390112 47.5004395, 19.0388637 47.5006167, 19.0387493 47.5007204)",,,,
75502768,False,1,Jégverem utca,residential,30,False,46.644999999999996,"LINESTRING (19.0392295 47.4999599, 19.039719 47.5000783, 19.0397543 47.5000868, 19.0398137 47.500102)",,,,
23897559,False,,Apor Péter utca,residential,,False,19.951,"LINESTRING (19.0389808 47.4993132, 19.0390401 47.4993214, 19.0390661 47.499325, 19.039241 47.4993491)",,,,
466393862,True,,Hunyadi János út,residential,50,False,185.517,"LINESTRING (19.0389808 47.4993132, 19.0387114 47.4996356, 19.0385301 47.4998025, 19.0385134 47.499813, 19.0384949 47.4998246, 19.0375064 47.5003026, 19.0372171 47.5004374)",,,,
8031412,False,2,Fő utca,tertiary,,True,69.133,"LINESTRING (19.0400533 47.4994573, 19.0402727 47.4988535)",,,,
572309213,False,2,Fő utca,tertiary,,False,46.084,"LINESTRING (19.0400533 47.4994573, 19.0399077 47.4998599)",,,,
195071786,False,1,Apor Péter utca,residential,,True,26.625999999999998,"LINESTRING (19.0400533 47.4994573, 19.039993 47.4994516, 19.0397051 47.4994129)",,,,
1258452078,True,2,Krisztina körút,secondary,50,False,53.223,"LINESTRING (19.036372 47.4946122, 19.0368529 47.4943435, 19.0369188 47.4943079)",,,,
17275752,True,1,Krisztina körút,tertiary,50,False,63.113,"LINESTRING (19.0369044 47.4949898, 19.0366928 47.4950507, 19.0361851 47.4951404, 19.0361026 47.495155)",,,,
127253503,True,1,Attila út,secondary,50,False,114.489,"LINESTRING (19.0369044 47.4949898, 19.0363065 47.4953741, 19.0357988 47.4956984)",,,,
