osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref
219454373,False,2,Hegrabraut,tertiary,50,False,87.463,"LINESTRING (-19.6373115 65.7430551, -19.6389364 65.7426391)",
219454373,False,2,Hegrabraut,tertiary,50,True,90.108,"LINESTRING (-19.6373115 65.7430551, -19.6364334 65.7434707, -19.6360869 65.7436883)",
699316992,False,2,Sauðármýri,residential,50,True,237.935,"LINESTRING (-19.6373115 65.7430551, -19.6372209 65.742975, -19.6351082 65.7411162)",
436487692,False,2,Skagfirðingabraut,tertiary,30,False,88.169,"LINESTRING (-19.6442541 65.7454733, -19.6433913 65.744764)",
28800483,False,,Bárustígur,residential,30,False,149.85,"LINESTRING (-19.6442541 65.7454733, -19.6429292 65.745735, -19.6427716 65.7457748, -19.6427372 65.745794, -19.6426248 65.745857, -19.6419011 65.7463384)",
436487692,False,2,Skagfirðingabraut,tertiary,30,True,171.33599999999998,"LINESTRING (-19.6442541 65.7454733, -19.6449594 65.7460694, -19.6455408 65.7465312, -19.6457175 65.7466765, -19.6459306 65.7468516)",
791524000,True,1,Sæmundarhlíð,tertiary,50,False,97.283,"LINESTRING (-19.6434887 65.7402976, -19.6434841 65.7405575, -19.6437788 65.7410662, -19.6438478 65.7411538)",
48322575,False,2,Ártorg,residential,50,True,143.035,"LINESTRING (-19.6351082 65.7411162, -19.6354491 65.7410507, -19.6362649 65.7408941, -19.6364149 65.7408667, -19.6377191 65.7406284, -19.637959 65.7405846)",
699316992,False,2,Sauðármýri,residential,50,False,237.935,"LINESTRING (-19.6351082 65.7411162, -19.6372209 65.742975, -19.6373115 65.7430551)",
699316992,False,2,Sauðármýri,residential,50,True,210.96,"LINESTRING (-19.6351082 65.7411162, -19.6347512 65.7408055, -19.6345279 65.7406112, -19.6342689 65.7403857, -19.6342614 65.7403148, -19.6342976 65.7402527, -19.634353 65.7402203, -19.6344297 65.7401914, -19.6351383 65.7400576, -19.6353613 65.7400149, -19.6354255 65.7400026, -19.6361711 65.7398598, -19.6363559 65.7398248)",
28800560,False,,Sæmundargata,residential,30,True,97.365,"LINESTRING (-19.6450194 65.7484439, -19.6431647 65.7480122)",
235908489,False,,Knarrarstígur,residential,30,True,54.541,"LINESTRING (-19.6450194 65.7484439, -19.6459794 65.7482631, -19.6461162 65.7482554)",
28800479,False,,Skólastígur,residential,30,True,65.247,"LINESTRING (-19.6461162 65.7482554, -19.6465641 65.748272, -19.6474412 65.7480935)",
235908489,False,,Knarrarstígur,residential,30,False,54.541,"LINESTRING (-19.6461162 65.7482554, -19.6459794 65.7482631, -19.6450194 65.7484439)",
318621242,False,,Freyjugata,residential,30,True,147.591,"LINESTRING (-19.6461162 65.7482554, -19.6447596 65.7471067, -19.6446943 65.7470638)",
48322655,False,,Víðigrund,residential,30,False,260.38,"LINESTRING (-19.6393758 65.742983, -19.6395004 65.7430804, -19.6397041 65.7432398, -19.6402651 65.743678, -19.6405201 65.7438782, -19.6418078 65.7448957, -19.6418891 65.7449599, -19.6419695 65.7450052, -19.6420675 65.7450431)",
48322655,False,,Víðigrund,residential,30,True,43.188,"LINESTRING (-19.6393758 65.742983, -19.6390526 65.74273, -19.6389364 65.7426391)",
48322663,False,,Grundarstígur,residential,30,False,185.035,"LINESTRING (-19.6393758 65.742983, -19.6385568 65.7432092, -19.6380516 65.7433719, -19.6375346 65.7435833, -19.6370689 65.7438454, -19.6366973 65.7441171, -19.6366268 65.7441686)",
48322500,False,2,Borgarmýri,unclassified,50,False,70.032,"LINESTRING (-19.6340094 65.7439459, -19.6352663 65.7441785, -19.6354072 65.7442046)",
