osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,ref
100336328,False,2,Абайты Васойы уынг,tertiary,60,yes,True,95.591,"LINESTRING (43.9708184 42.2241244, 43.9696618 42.2240505)",
121230053,False,2,Сталины уынг,secondary,60,,True,209.831,"LINESTRING (43.9708184 42.2241244, 43.9712103 42.2222598)",
100013494,False,2,Сталины уынг,secondary,,,False,173.286,"LINESTRING (43.9708184 42.2241244, 43.9707506 42.224435, 43.9707073 42.2246713, 43.9706711 42.2248492, 43.9706098 42.2251487, 43.9705595 42.2253986, 43.9705053 42.2256654)",
100231356,False,2,Гогебашвилийы уынг,residential,60,yes,False,81.116,"LINESTRING (43.9708184 42.2241244, 43.9712517 42.2239415, 43.9713419 42.2239032, 43.9716962 42.2237967)",
105573692,False,4,Путины уынг,secondary,60,yes,False,67.233,"LINESTRING (43.9727114 42.2287618, 43.9718986 42.2287038)",ს 10
105573692,False,4,Путины уынг,secondary,60,yes,True,54.345,"LINESTRING (43.9727114 42.2287618, 43.9733686 42.2288071)",ს 10
90152903,False,2,Путины уынг,tertiary,60,yes,False,226.783,"LINESTRING (43.9698307 42.2286317, 43.969595 42.2286285, 43.9670764 42.2286261)",
100013494,False,2,Сталины уынг,secondary,,,True,89.815,"LINESTRING (43.9698307 42.2286317, 43.9698817 42.2284515, 43.9700137 42.2278356)",
105573692,False,4,Путины уынг,secondary,60,yes,True,77.37299999999999,"LINESTRING (43.9698307 42.2286317, 43.9700955 42.2286227, 43.9707701 42.2286279)",ს 10
105573692,False,4,Путины уынг,secondary,60,yes,False,21.467,"LINESTRING (43.9710297 42.2286458, 43.9707701 42.2286279)",ს 10
105573692,False,4,Путины уынг,secondary,60,yes,True,60.589,"LINESTRING (43.9710297 42.2286458, 43.9717624 42.2286963)",ს 10
103001346,False,2,Джиоты Аланы проспект,tertiary,30,yes,False,158.197,"LINESTRING (43.9670764 42.2286261, 43.9672011 42.2272064)",
90152903,False,2,Путины уынг,tertiary,60,yes,True,226.783,"LINESTRING (43.9670764 42.2286261, 43.969595 42.2286285, 43.9698307 42.2286317)",
100336328,False,2,Абайты Васойы уынг,tertiary,60,yes,False,52.96,"LINESTRING (43.967539 42.2239177, 43.9681808 42.2239487)",
100336321,False,2,Тæболты Солтанбеджы уынг,tertiary,60,yes,True,151.696,"LINESTRING (43.967539 42.2239177, 43.9670117 42.2238806, 43.9668474 42.2239109, 43.9657067 42.2238543)",
103001882,False,2,Джиоты Аланы проспект,tertiary,60,yes,False,160.067,"LINESTRING (43.967539 42.2239177, 43.9674731 42.2243966, 43.9674213 42.2248254, 43.9673575 42.2253509)",
103001882,False,2,Джиоты Аланы проспект,tertiary,60,yes,True,233.72699999999998,"LINESTRING (43.967539 42.2239177, 43.9676692 42.2228938, 43.9677762 42.2218232)",
111986650,False,2,Коцты Грийы уынг,residential,50,yes,False,106.703,"LINESTRING (43.9696597 42.2230909, 43.9696618 42.2240505)",
90156889,False,,,residential,,,True,226.29399999999998,"LINESTRING (43.9696597 42.2230909, 43.9683906 42.2229236, 43.9683154 42.2229334, 43.9682857 42.2229739, 43.9681808 42.2239487)",
111986650,False,2,Коцты Грийы уынг,residential,50,yes,True,115.205,"LINESTRING (43.9696597 42.2230909, 43.9696582 42.2224098, 43.9698334 42.2220794)",
121711624,False,2,Тельманы уынг,tertiary,50,yes,False,29.425,"LINESTRING (43.9733141 42.2238182, 43.9734148 42.2240721)",
92666221,False,,Сæудæджерадон уынг,residential,,,True,154.465,"LINESTRING (43.9733141 42.2238182, 43.9740657 42.2235598, 43.9742212 42.2234908, 43.9745325 42.2233584, 43.9746939 42.2232934, 43.9749955 42.2232073)",
121711624,False,2,Тельманы уынг,tertiary,50,yes,True,84.185,"LINESTRING (43.9733141 42.2238182, 43.9731915 42.2235619, 43.9731412 42.2233301, 43.9730872 42.2230829)",
96174038,False,2,Ленингоры уынг,residential,,,False,217.722,"LINESTRING (43.9730534 42.2207544, 43.9756934 42.2206473)",
103641994,False,2,Тельманы уынг,tertiary,50,yes,False,212.89900000000003,"LINESTRING (43.9730534 42.2207544, 43.9731082 42.221196, 43.9731293 42.2213168, 43.9731504 42.2214502, 43.9731616 42.2215393, 43.9731912 42.2218185, 43.9732069 42.2220164, 43.9732251 42.2222557, 43.973215 42.2223829, 43.97319 42.2224921, 43.973138 42.2226571)",
90156874,True,2,Тугъанты Махарбеджы уынг,tertiary,60,yes,False,130.022,"LINESTRING (43.9738908 42.2248217, 43.9737205 42.2251225, 43.9732518 42.2258909)",
90156883,False,2,13 коммунары уынг,tertiary,60,yes,True,118.995,"LINESTRING (43.9738908 42.2248217, 43.9745563 42.2244795, 43.974757 42.2244388, 43.9751833 42.2244228)",
121711624,False,2,Тельманы уынг,tertiary,50,yes,True,51.129000000000005,"LINESTRING (43.9738908 42.2248217, 43.9738027 42.2247457, 43.9736768 42.224572, 43.9736017 42.2244193)",
100336328,False,2,Абайты Васойы уынг,tertiary,60,yes,False,95.591,"LINESTRING (43.9696618 42.2240505, 43.9708184 42.2241244)",
100336328,False,2,Абайты Васойы уынг,tertiary,60,yes,True,122.474,"LINESTRING (43.9696618 42.2240505, 43.9681808 42.2239487)",
111986650,False,2,Коцты Грийы уынг,residential,50,yes,True,106.703,"LINESTRING (43.9696618 42.2240505, 43.9696597 42.2230909)",
121711624,False,2,Тельманы уынг,tertiary,50,yes,True,24.415,"LINESTRING (43.9730872 42.2230829, 43.9730944 42.2228634)",
100231356,False,2,Гогебашвилийы уынг,residential,60,yes,True,146.199,"LINESTRING (43.9730872 42.2230829, 43.972601 42.2231587, 43.9725045 42.2232024, 43.9724064 42.2233661, 43.9722903 42.2234759, 43.9719515 42.2236635, 43.9716962 42.2237967)",
121711624,False,2,Тельманы уынг,tertiary,50,yes,False,84.185,"LINESTRING (43.9730872 42.2230829, 43.9731412 42.2233301, 43.9731915 42.2235619, 43.9733141 42.2238182)",
100336304,False,2,Лужковы уынг,residential,60,,True,108.48,"LINESTRING (43.9656649 42.2262572, 43.9656819 42.2252817)",
100336310,False,2,Пушкины уынг,residential,60,yes,True,132.614,"LINESTRING (43.9656649 42.2262572, 43.9672676 42.226375)",
100013494,False,2,Сталины уынг,secondary,,,False,80.163,"LINESTRING (43.9702859 42.2267449, 43.9702604 42.2268706, 43.9701411 42.2274578)",
100013494,False,2,Сталины уынг,secondary,,,True,121.386,"LINESTRING (43.9702859 42.2267449, 43.9703913 42.2262265, 43.9704013 42.226177, 43.9704444 42.2259648, 43.9705053 42.2256654)",
100336310,False,2,Пушкины уынг,residential,60,yes,False,251.90500000000003,"LINESTRING (43.9702859 42.2267449, 43.968318 42.2265037, 43.9672676 42.226375)",
100013494,False,2,Сталины уынг,secondary,,,False,43.299,"LINESTRING (43.9701411 42.2274578, 43.9700137 42.2278356)",
100013494,False,2,Сталины уынг,secondary,,,True,80.163,"LINESTRING (43.9701411 42.2274578, 43.9702604 42.2268706, 43.9702859 42.2267449)",
101181121,False,2,Хъоцыты Къостайы уынг,residential,60,yes,False,243.694,"LINESTRING (43.9701411 42.2274578, 43.9693597 42.2273818, 43.9672011 42.2272064)",
100336304,False,2,Лужковы уынг,residential,60,,False,158.733,"LINESTRING (43.9657067 42.2238543, 43.9656819 42.2252817)",
100336304,False,2,Лужковы уынг,residential,60,,True,251.342,"LINESTRING (43.9657067 42.2238543, 43.9657132 42.2235172, 43.9657401 42.22194, 43.9657418 42.2216765, 43.9657424 42.2215941)",
100336321,False,2,Тæболты Солтанбеджы уынг,tertiary,60,yes,False,151.696,"LINESTRING (43.9657067 42.2238543, 43.9668474 42.2239109, 43.9670117 42.2238806, 43.967539 42.2239177)",
100013494,False,2,Сталины уынг,secondary,,,True,43.299,"LINESTRING (43.9700137 42.2278356, 43.9701411 42.2274578)",
100013494,False,2,Сталины уынг,secondary,,,False,89.815,"LINESTRING (43.9700137 42.2278356, 43.9698817 42.2284515, 43.9698307 42.2286317)",
100114434,False,2,Дзауы уынг,residential,50,yes,True,169.19299999999998,"LINESTRING (43.9700137 42.2278356, 43.9703159 42.2278581, 43.9706038 42.2278505, 43.9719477 42.227773, 43.9720622 42.2277644)",
100336328,False,2,Абайты Васойы уынг,tertiary,60,yes,False,122.474,"LINESTRING (43.9681808 42.2239487, 43.9696618 42.2240505)",
