osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,access,junction
150295820,residential,False,True,83.332,"LINESTRING (44.9625518 42.1130365, 44.9635606 42.1130765)",,,,,
104124962,residential,False,False,114.538,"LINESTRING (44.9655457 42.1121847, 44.9651806 42.1120766, 44.9642678 42.1119954, 44.9641918 42.1119927)",,,,,
104124962,residential,False,True,149.001,"LINESTRING (44.9655457 42.1121847, 44.9656565 42.1121498, 44.9656727 42.1120856, 44.9657098 42.1120037, 44.9657564 42.1118579, 44.9657942 42.1117478, 44.9658027 42.1116235, 44.9657667 42.1114935, 44.9658004 42.1113618, 44.9658703 42.1110826, 44.9659224 42.110927)",,,,,
172406184,residential,False,False,150.244,"LINESTRING (44.9655457 42.1121847, 44.9649463 42.1124837, 44.9645617 42.1127909, 44.9642519 42.1131135)",,,,,
104124984,tertiary,False,True,86.067,"LINESTRING (44.9702171 42.1120833, 44.9702978 42.1113116)",,,,,
104125019,residential,False,False,63.617,"LINESTRING (44.9702171 42.1120833, 44.970987 42.1120498)",,,,,
104124984,tertiary,False,False,48.263000000000005,"LINESTRING (44.9702171 42.1120833, 44.9701913 42.1122895, 44.9701317 42.1125121)",,,,,
104124772,residential,False,True,67.654,"LINESTRING (44.9685265 42.1129611, 44.9684789 42.1123537)",,,,,
150295820,residential,False,False,49.756,"LINESTRING (44.9685265 42.1129611, 44.9679494 42.1130913)",,,,,
104125225,residential,False,True,86.13199999999999,"LINESTRING (44.9685265 42.1129611, 44.9688026 42.112922, 44.9692442 42.1129688, 44.9693812 42.1130088, 44.9695184 42.113083)",,,,,
104125032,secondary,False,False,137.456,"LINESTRING (44.9678535 42.1081047, 44.9675486 42.1068894)",2,შ 30,რუსთაველის ქუჩა,yes,
104125008,residential,False,True,141.497,"LINESTRING (44.9678535 42.1081047, 44.9677645 42.1081128, 44.9674306 42.108145, 44.9669557 42.1081879, 44.9664923 42.1082697, 44.966238 42.1081089)",,,,,
104125032,secondary,False,True,35.238,"LINESTRING (44.9678535 42.1081047, 44.9678841 42.1083504, 44.9678936 42.1084202)",2,შ 30,რუსთაველის ქუჩა,yes,
104124984,tertiary,False,False,17.787,"LINESTRING (44.9701317 42.1125121, 44.9700625 42.1126636)",,,,,
104124780,residential,False,False,205.05100000000002,"LINESTRING (44.9701317 42.1125121, 44.9703106 42.1132704, 44.9705172 42.1139748, 44.9705869 42.1140982, 44.9707398 42.1142862)",,,,,
104124984,tertiary,False,True,48.263000000000005,"LINESTRING (44.9701317 42.1125121, 44.9701913 42.1122895, 44.9702171 42.1120833)",,,,,
104124831,residential,False,False,182.71699999999998,"LINESTRING (44.9677155 42.1057544, 44.9679732 42.1057679, 44.9690821 42.1057138, 44.9699254 42.1056717)",,,,,
104124831,residential,False,True,100.32900000000001,"LINESTRING (44.9677155 42.1057544, 44.9674943 42.1057683, 44.9671061 42.1057947, 44.9665047 42.1058389)",,,,,
104125032,secondary,False,True,119.977,"LINESTRING (44.9677155 42.1057544, 44.9675433 42.1066984, 44.9675377 42.1068247)",2,შ 30,რუსთაველის ქუჩა,yes,
104125127,residential,False,False,175.85199999999998,"LINESTRING (44.9650251 42.1085199, 44.9653226 42.1090135, 44.9654089 42.109229, 44.965372 42.1100445)",,,,,
104125127,residential,False,True,50.528,"LINESTRING (44.9650251 42.1085199, 44.9651047 42.108358, 44.965195 42.1082721, 44.965413 42.1082103)",,,,,
104125197,residential,False,True,234.417,"LINESTRING (44.9650251 42.1085199, 44.9644411 42.108657, 44.9629743 42.1086859, 44.9622251 42.1087883)",,,,,
104124746,residential,False,False,20.251,"LINESTRING (44.9666939 42.1109864, 44.9669394 42.110986)",,,,,
104124746,residential,False,True,156.032,"LINESTRING (44.9666939 42.1109864, 44.9666973 42.1107585, 44.9667841 42.1104961, 44.9668355 42.1103969, 44.9669755 42.1103153, 44.9671865 42.1102338, 44.9673842 42.1101527, 44.9676084 42.1100888, 44.9677591 42.1099972)",,,,,
104125606,residential,False,True,64.834,"LINESTRING (44.9666939 42.1109864, 44.9662744 42.1109798, 44.9659648 42.1109525, 44.9659224 42.110927)",,,,,
104124746,residential,False,True,20.251,"LINESTRING (44.9669394 42.110986, 44.9666939 42.1109864)",,,,,
104124746,residential,False,False,138.70800000000003,"LINESTRING (44.9669394 42.110986, 44.9674506 42.1109712, 44.9680525 42.1110367, 44.968391 42.1110863, 44.9686072 42.1110954)",,,,,
104125190,residential,False,False,77.602,"LINESTRING (44.9669394 42.110986, 44.9670297 42.1113359, 44.9672342 42.111642)",,,,,
104124775,secondary,True,False,45.459,"LINESTRING (44.9680107 42.1098884, 44.968251 42.110022, 44.9684473 42.1101378)",,შ 43,,,
104124999,secondary,True,False,15.494,"LINESTRING (44.9680107 42.1098884, 44.9680116 42.1099232, 44.9679985 42.1099567, 44.9679725 42.1099857, 44.967936 42.1100076)",,,,,roundabout
104124984,tertiary,False,True,17.787,"LINESTRING (44.9700625 42.1126636, 44.9701317 42.1125121)",,,,,
104124984,tertiary,False,False,65.829,"LINESTRING (44.9700625 42.1126636, 44.9699405 42.1128118, 44.9697903 42.1129401, 44.9695744 42.1130406, 44.9695184 42.113083)",,,,,
169112523,residential,False,False,173.469,"LINESTRING (44.9700625 42.1126636, 44.9698709 42.1124911, 44.9697484 42.1123344, 44.9696657 42.1122322, 44.9696382 42.1120914, 44.9696749 42.1119869, 44.9697055 42.1118166, 44.9697331 42.1116235, 44.9696657 42.111376, 44.9696141 42.111213)",,,,,
104124984,tertiary,False,False,111.112,"LINESTRING (44.9702969 42.110313, 44.9703214 42.1107456, 44.9702978 42.1113116)",,,,,
487684762,secondary,False,False,135.768,"LINESTRING (44.9702969 42.110313, 44.9697965 42.1103061, 44.9691867 42.1102707, 44.9686668 42.1101812)",,შ 43,,,
1000755065,secondary,False,True,192.936,"LINESTRING (44.9702969 42.110313, 44.9702889 42.1099345, 44.9702742 42.1095137, 44.970277 42.1089869, 44.9702948 42.1085783)",,შ 43,,,
104124888,residential,False,True,115.769,"LINESTRING (44.9666686 42.1071194, 44.9664889 42.1076183, 44.966238 42.1081089)",,,,,
104125123,residential,False,False,185.375,"LINESTRING (44.9666686 42.1071194, 44.966445 42.1070797, 44.9659582 42.1069985, 44.9656133 42.1069211, 44.9652911 42.106889, 44.9648865 42.1069259, 44.9644686 42.1069839)",,,,,
104125123,residential,False,True,44.56099999999999,"LINESTRING (44.9666686 42.1071194, 44.9668304 42.1070662, 44.9670538 42.106961, 44.9670758 42.1068897)",,,,,
104125066,residential,False,False,145.473,"LINESTRING (44.969312 42.1068836, 44.9675486 42.1068894)",2,,,yes,
104124783,residential,False,False,81.916,"LINESTRING (44.969312 42.1068836, 44.9692376 42.1070391, 44.968913 42.1071676, 44.9685208 42.1072352)",,,,,
104125066,residential,False,True,79.689,"LINESTRING (44.969312 42.1068836, 44.9697724 42.1068672, 44.9702541 42.1067546)",2,,,yes,
150295820,residential,False,False,76.713,"LINESTRING (44.9666942 42.1131567, 44.9661307 42.1131489, 44.9657643 42.1131513)",,,,,
150295820,residential,False,True,104.804,"LINESTRING (44.9666942 42.1131567, 44.9675335 42.1131749, 44.9679494 42.1130913)",,,,,
104125190,residential,False,True,77.602,"LINESTRING (44.9672342 42.111642, 44.9670297 42.1113359, 44.9669394 42.110986)",,,,,
104125008,residential,False,False,54.61200000000001,"LINESTRING (44.9644686 42.1069839, 44.964619 42.1070425, 44.9648151 42.1071908, 44.9649065 42.1073328)",,,,,
104125008,residential,False,True,112.43,"LINESTRING (44.9644686 42.1069839, 44.9637616 42.1069148, 44.963479 42.1068602, 44.9632403 42.1067503, 44.9631635 42.1067505)",,,,,
104125123,residential,False,True,185.375,"LINESTRING (44.9644686 42.1069839, 44.9648865 42.1069259, 44.9652911 42.106889, 44.9656133 42.1069211, 44.9659582 42.1069985, 44.966445 42.1070797, 44.9666686 42.1071194)",,,,,
104122683,secondary,False,False,63.053999999999995,"LINESTRING (44.9649007 42.1103894, 44.9648152 42.1104253, 44.9646428 42.1104586, 44.964158 42.1104999)",2,შ 27,,yes,
104122683,secondary,False,True,54.743,"LINESTRING (44.9649007 42.1103894, 44.9651486 42.1101902, 44.9652595 42.1101076, 44.965372 42.1100445)",2,შ 27,,yes,
104125606,residential,False,False,103.977,"LINESTRING (44.9649007 42.1103894, 44.965563 42.1106936, 44.9658696 42.110869, 44.9659224 42.110927)",,,,,
104125197,residential,False,False,25.293,"LINESTRING (44.9622017 42.1085615, 44.9622251 42.1087883)",,,,,
104125197,residential,False,True,90.625,"LINESTRING (44.9622017 42.1085615, 44.9621715 42.1077468)",,,,,
104125008,residential,False,False,12.738,"LINESTRING (44.965413 42.1082103, 44.9655664 42.1081972)",,,,,
104125008,residential,False,True,52.72,"LINESTRING (44.965413 42.1082103, 44.9651603 42.1080128, 44.9650544 42.1078269)",,,,,
104125127,residential,False,False,50.528,"LINESTRING (44.965413 42.1082103, 44.965195 42.1082721, 44.9651047 42.108358, 44.9650251 42.1085199)",,,,,
104124976,residential,False,False,13.234,"LINESTRING (44.9631212 42.1066357, 44.9631635 42.1067505)",,,,,
104124976,residential,False,True,127.43199999999999,"LINESTRING (44.9631212 42.1066357, 44.9630942 42.1064787, 44.9630661 42.1060245, 44.9630227 42.1054924)",,,,,
104125012,residential,False,True,142.165,"LINESTRING (44.9631212 42.1066357, 44.9637608 42.106492, 44.9644577 42.1062929, 44.9647121 42.1061638)",,,,,
