osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed,access,junction
112309798,ანტონ ჩეხოვის ქუჩა,residential,False,False,84.643,"LINESTRING (41.7751802 41.8085036, 41.7761622 41.8082946)",,,,,,
112309947,მერაბ კოსტავას ქუჩა,residential,False,True,73.578,"LINESTRING (41.7751802 41.8085036, 41.7754375 41.8091369)",,,,,,
112309778,შოთა რუსთაველის ქუჩა,tertiary,False,False,176.83100000000002,"LINESTRING (41.7781598 41.8139105, 41.7783113 41.8136999, 41.7789945 41.8129145, 41.7792876 41.8125613)",,,,,,
"[112309778, 112309875, 112309828]",შოთა რუსთაველის ქუჩა,tertiary,False,True,74.687,"LINESTRING (41.7781598 41.8139105, 41.7778673 41.8142326, 41.7777074 41.8144182, 41.7776564 41.8144674)",yes,2,,,,
112309897,შოთა რუსთაველის II შესახვევი,residential,False,False,26.697000000000003,"LINESTRING (41.7781598 41.8139105, 41.7782 41.8139905, 41.7782937 41.8141285)",,,,,,
112309869,აჭარის ქუჩა,residential,False,True,63.38,"LINESTRING (41.784881 41.8072851, 41.7842219 41.8075741)",,,,,,
112309945,თბილისის ქუჩა,residential,False,False,72.844,"LINESTRING (41.7761522 41.8111221, 41.7752858 41.8112323)",,,,,,
112309947,მერაბ კოსტავას ქუჩა,residential,False,True,73.074,"LINESTRING (41.7761522 41.8111221, 41.7763044 41.8117694)",,,,,,
112309945,თბილისის ქუჩა,residential,False,True,262.51800000000003,"LINESTRING (41.7761522 41.8111221, 41.7769545 41.8110124, 41.7776172 41.8108595, 41.7783578 41.8106742, 41.7786402 41.8109329, 41.7789149 41.8111789)",,,,,,
112309947,მერაბ კოსტავას ქუჩა,residential,False,False,229.25599999999997,"LINESTRING (41.7761522 41.8111221, 41.776013 41.8104424, 41.7754375 41.8091369)",,,,,,
"[112309913, 112309917, 112309919]",პოპოვის ქუჩა,residential,False,False,327.78799999999995,"LINESTRING (41.7817175 41.8092453, 41.7817649 41.8092318, 41.7818145 41.8092183, 41.7818554 41.8091178, 41.7818403 41.8089978, 41.7817924 41.8088844, 41.7813936 41.8083749, 41.7813793 41.8082892, 41.7814272 41.8082374, 41.7827545 41.8076954, 41.7829652 41.8076095, 41.7830839 41.8075214, 41.7831194 41.8074977, 41.7832925 41.8074306, 41.7834153 41.8073788, 41.7834947 41.8073433)",yes,,,,,
"[112309964, 874916582]",პოპოვის ქუჩა,residential,False,False,117.46499999999997,"LINESTRING (41.7817175 41.8092453, 41.7814156 41.8089743, 41.7813794 41.8089595, 41.781263 41.8089906, 41.7811001 41.8090801, 41.7809978 41.8092734, 41.7809098 41.8093317, 41.7807442 41.8093859)",,,,,,
112309964,პოპოვის ქუჩა,residential,False,True,207.36700000000002,"LINESTRING (41.7817175 41.8092453, 41.7820111 41.8094653, 41.7824738 41.8100853, 41.7826046 41.8102605, 41.7826722 41.8103962, 41.7827821 41.8108893)",,,,,,
112309964,პოპოვის ქუჩა,residential,False,False,79.188,"LINESTRING (41.7829103 41.8115844, 41.782839 41.8115016, 41.7827821 41.8108893)",,,,,,
112309964,პოპოვის ქუჩა,residential,False,True,79.937,"LINESTRING (41.7829103 41.8115844, 41.7832269 41.8115869, 41.7836787 41.8114845, 41.7838529 41.8114676)",,,,,,
874916580,,residential,False,False,59.803,"LINESTRING (41.7829103 41.8115844, 41.7828782 41.8116982, 41.7828884 41.8118291, 41.7827769 41.8119425, 41.7826067 41.8120222)",,,,,,
112309798,ანტონ ჩეხოვის ქუჩა,residential,False,True,62.23,"LINESTRING (41.7780359 41.8072678, 41.7774477 41.8073578, 41.7773039 41.8073905)",,,,,,
120150354,მემედ აბაშიძის ქუჩა,secondary,False,False,115.81,"LINESTRING (41.7780359 41.8072678, 41.7781243 41.8074436, 41.778235 41.8076636, 41.7783444 41.8078359, 41.7786335 41.8082059)",,2,შ 130,50,yes,
112309850,ანტონ ჩეხოვის I შესახვევი,residential,False,True,69.886,"LINESTRING (41.7768376 41.8088117, 41.7765027 41.8082349)",,,,,,
120150376,ზვიად გამსახურდიას ქუჩა,residential,False,True,121.546,"LINESTRING (41.7768376 41.8088117, 41.7754375 41.8091369)",,,,,,
112309850,ანტონ ჩეხოვის I შესახვევი,residential,False,False,261.601,"LINESTRING (41.7768376 41.8088117, 41.7770163 41.8090989, 41.7771472 41.8093002, 41.7772084 41.8093243, 41.7778086 41.8091233, 41.7778817 41.8091407, 41.778371 41.8098873, 41.778435 41.8098883, 41.7788332 41.8097341)",,,,,,
120150376,ზვიად გამსახურდიას ქუჩა,residential,False,False,163.387,"LINESTRING (41.7768376 41.8088117, 41.7781323 41.808381, 41.7786335 41.8082059)",,,,,,
112309945,თბილისის ქუჩა,residential,False,True,63.775,"LINESTRING (41.7733892 41.8114235, 41.774151 41.8113426)",,,,,,
112309877,მეგობრობის ქუჩა,tertiary,False,True,445.11199999999997,"LINESTRING (41.7733892 41.8114235, 41.7738058 41.8145418, 41.7738332 41.8146795, 41.7740764 41.8153867)",,,,,,
305839057,ივანე ჯავახიშვილის ქუჩა,secondary,False,False,54.139,"LINESTRING (41.7813988 41.8116834, 41.7808819 41.8113857)",,2,შ 2,,,
112309866,ივანე ჯავახიშვილის I შესახვევი,residential,False,True,78.882,"LINESTRING (41.7813988 41.8116834, 41.7810747 41.8119864, 41.7807652 41.8122109)",,,,,,
305839057,ივანე ჯავახიშვილის ქუჩა,secondary,False,True,209.548,"LINESTRING (41.7813988 41.8116834, 41.7819569 41.8120421, 41.7821411 41.8122543, 41.7829193 41.8131683)",,2,შ 2,,,
112309910,ივანე ჯავახიშვილის III შესახვევი,residential,False,False,92.428,"LINESTRING (41.7804128 41.8132004, 41.7799328 41.8124501)",,,,,,
112309910,ივანე ჯავახიშვილის III შესახვევი,residential,False,True,138.013,"LINESTRING (41.7804128 41.8132004, 41.7811662 41.8143073)",,,,,,
112309978,ივანე ჯავახიშვილის II შესახვევი,residential,False,True,70.63,"LINESTRING (41.7804128 41.8132004, 41.7812289 41.8130174)",,,,,,
112309947,მერაბ კოსტავას ქუჩა,residential,False,False,120.178,"LINESTRING (41.7765045 41.8128397, 41.7764028 41.8123575, 41.7763695 41.8121539, 41.7763044 41.8117694)",,,,,,
295784115,დავით აღმაშენებლის გამზირი,secondary,False,False,223.649,"LINESTRING (41.7765045 41.8128397, 41.776814 41.8126105, 41.7784723 41.8114636)",,2,შ 130,40,yes,
295784115,დავით აღმაშენებლის გამზირი,secondary,False,True,351.641,"LINESTRING (41.7765045 41.8128397, 41.7762805 41.8129897, 41.7753815 41.8136844, 41.7750911 41.8139258, 41.7749709 41.8140561, 41.774492 41.8146953, 41.7742034 41.8151375, 41.7740764 41.8153867)",,2,შ 130,40,yes,
112309869,აჭარის ქუჩა,residential,False,False,63.38,"LINESTRING (41.7842219 41.8075741, 41.784881 41.8072851)",,,,,,
112309869,აჭარის ქუჩა,residential,False,True,40.094,"LINESTRING (41.7842219 41.8075741, 41.7838 41.8077505)",,,,,,
112309949,ვაჟა-ფშაველას ქუჩა,residential,False,True,134.765,"LINESTRING (41.7842219 41.8075741, 41.7850136 41.8086327)",,,,,,
112309778,შოთა რუსთაველის ქუჩა,tertiary,False,False,150.908,"LINESTRING (41.7792876 41.8125613, 41.7802283 41.8113993)",,,,,,
112309866,ივანე ჯავახიშვილის I შესახვევი,residential,False,False,54.883,"LINESTRING (41.7792876 41.8125613, 41.7799328 41.8124501)",,,,,,
112309933,შოთა რუსთაველის I შესახვევი,residential,False,False,205.083,"LINESTRING (41.7792876 41.8125613, 41.7797691 41.8143704)",,,,,,
112309778,შოთა რუსთაველის ქუჩა,tertiary,False,True,176.831,"LINESTRING (41.7792876 41.8125613, 41.7789945 41.8129145, 41.7783113 41.8136999, 41.7781598 41.8139105)",,,,,,
112309790,თბილისის შესახვევი,residential,False,True,81.885,"LINESTRING (41.7742602 41.8120745, 41.774151 41.8113426)",,,,,,
120150376,ზვიად გამსახურდიას ქუჩა,residential,False,False,72.714,"LINESTRING (41.7745879 41.8093, 41.7754375 41.8091369)",,,,,,
120150376,ზვიად გამსახურდიას ქუჩა,residential,False,True,27.981,"LINESTRING (41.7745879 41.8093, 41.7742601 41.8093602)",,,,,,
112309842,სოხუმის ქუჩა,residential,False,True,224.39,"LINESTRING (41.7745879 41.8093, 41.7752652 41.8107486, 41.7752858 41.8112323)",,,,,,
472867906,26 მაისის ქუჩა,residential,False,False,50.733,"LINESTRING (41.7736257 41.8069005, 41.7737649 41.8073448)",,,,,,
112309935,კონსტანტინე ლესელიძის შესახვევი,residential,False,True,106.616,"LINESTRING (41.7773794 41.8144085, 41.7769008 41.8135185)",,,,,,
112309883,ილია ჭავჭავაძის ქუჩა,residential,False,True,24.425,"LINESTRING (41.7773794 41.8144085, 41.7775614 41.8144238, 41.7776564 41.8144674)",,,,,,
112309964,პოპოვის ქუჩა,residential,False,False,207.367,"LINESTRING (41.7827821 41.8108893, 41.7826722 41.8103962, 41.7826046 41.8102605, 41.7824738 41.8100853, 41.7820111 41.8094653, 41.7817175 41.8092453)",,,,,,
112309964,პოპოვის ქუჩა,residential,False,True,79.188,"LINESTRING (41.7827821 41.8108893, 41.782839 41.8115016, 41.7829103 41.8115844)",,,,,,
660243767,,residential,False,False,189.421,"LINESTRING (41.7827821 41.8108893, 41.783061 41.8108738, 41.7847609 41.8100802)",,,,,,
112309910,ივანე ჯავახიშვილის III შესახვევი,residential,False,False,138.013,"LINESTRING (41.7811662 41.8143073, 41.7804128 41.8132004)",,,,,,
112309858,გულო კაიკაციშვილის ქუჩა,secondary,False,True,11.091,"LINESTRING (41.7834869 41.8130263, 41.7834257 41.813115)",,,,,,
112309858,გულო კაიკაციშვილის ქუჩა,secondary,False,False,176.841,"LINESTRING (41.7834869 41.8130263, 41.783514 41.8129531, 41.7836975 41.8122345, 41.7837216 41.8118352, 41.7837417 41.8117008, 41.7837808 41.8115953, 41.7838529 41.8114676)",,,,,,
112309866,ივანე ჯავახიშვილის I შესახვევი,residential,False,True,73.937,"LINESTRING (41.7807652 41.8122109, 41.7799328 41.8124501)",,,,,,
112309924,ივანე ჯავახიშვილის II შესახვევი,residential,False,False,97.566,"LINESTRING (41.7807652 41.8122109, 41.7812289 41.8130174)",,,,,,
112309866,ივანე ჯავახიშვილის I შესახვევი,residential,False,False,78.882,"LINESTRING (41.7807652 41.8122109, 41.7810747 41.8119864, 41.7813988 41.8116834)",,,,,,
112309918,ივანე ჯავახიშვილის ქუჩა,residential,False,True,229.158,"LINESTRING (41.7844751 41.814872, 41.7840929 41.8144562, 41.7833598 41.8136517, 41.7829193 41.8131683)",,,,,,
112309846,,residential,False,True,62.290000000000006,"LINESTRING (41.7788411 41.8119362, 41.7787902 41.8117576, 41.7784723 41.8114636)",,,,,,
112309947,მერაბ კოსტავას ქუჩა,residential,False,False,73.578,"LINESTRING (41.7754375 41.8091369, 41.7751802 41.8085036)",,,,,,
120150376,ზვიად გამსახურდიას ქუჩა,residential,False,False,121.546,"LINESTRING (41.7754375 41.8091369, 41.7768376 41.8088117)",,,,,,
120150376,ზვიად გამსახურდიას ქუჩა,residential,False,True,72.714,"LINESTRING (41.7754375 41.8091369, 41.7745879 41.8093)",,,,,,
112309947,მერაბ კოსტავას ქუჩა,residential,False,True,229.25599999999997,"LINESTRING (41.7754375 41.8091369, 41.776013 41.8104424, 41.7761522 41.8111221)",,,,,,
112309945,თბილისის ქუჩა,residential,False,False,53.522,"LINESTRING (41.7752858 41.8112323, 41.7746453 41.8112938)",,,,,,
112309945,თბილისის ქუჩა,residential,False,True,72.844,"LINESTRING (41.7752858 41.8112323, 41.7761522 41.8111221)",,,,,,
112309842,სოხუმის ქუჩა,residential,False,False,224.39,"LINESTRING (41.7752858 41.8112323, 41.7752652 41.8107486, 41.7745879 41.8093)",,,,,,
112309842,სოხუმის ქუჩა,residential,False,True,108.50800000000001,"LINESTRING (41.7752858 41.8112323, 41.775246 41.8116016, 41.775271 41.8118162, 41.7753306 41.8122036)",,,,,,
