osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access
31792047,False,2,შ 150,მირიან მეფის ქუჩა,tertiary,50,True,59.584,"LINESTRING (44.7203252 41.8458291, 44.7201342 41.8458166, 44.7200624 41.8458203, 44.7197246 41.8458379, 44.7196079 41.845844)",
31792526,True,1,შ 64,დავით აღმაშენებლის ქუჩა,secondary,50,False,49.034000000000006,"LINESTRING (44.7203252 41.8458291, 44.720293 41.8456445, 44.7202416 41.8454376, 44.7202346 41.8453935)",
"[1267322669, 1267322670]",False,2,შ 64,დავით აღმაშენებლის ქუჩა,secondary,30,False,312.47,"LINESTRING (44.7203252 41.8458291, 44.7203153 41.8459083, 44.7203049 41.8459918, 44.7202955 41.8460673, 44.7201116 41.8475399, 44.7200889 41.8478111, 44.7200203 41.8486297)",
1211306297,True,,,მერაბ კოსტავას ქუჩა,residential,30,False,30.664,"LINESTRING (44.7206902 41.8443828, 44.7208048 41.8444485, 44.7209008 41.8444644, 44.7210214 41.8444342)",
1267136272,True,1,შ 64,მერაბ კოსტავას ქუჩა,secondary,30,False,36.78,"LINESTRING (44.7206902 41.8443828, 44.720752 41.8444663, 44.7207839 41.8445363, 44.7207899 41.8446053, 44.7207666 41.844696)",
200140449,True,1,შ 64,მერაბ კოსტავას ქუჩა,secondary,50,False,147.326,"LINESTRING (44.7183734 41.8425899, 44.7190568 41.8431126, 44.7191517 41.8431893, 44.7191633 41.8431984, 44.7194897 41.8434559, 44.7196077 41.8435437)",
202976727,False,,,არსუკიძის ქუჩა,residential,,False,87.927,"LINESTRING (44.7183734 41.8425899, 44.7183248 41.8425964, 44.7174785 41.8427093, 44.7173885 41.8427546, 44.7173523 41.8427728)",
202976727,False,,,არსუკიძის ქუჩა,residential,,True,87.927,"LINESTRING (44.7173523 41.8427728, 44.7173885 41.8427546, 44.7174785 41.8427093, 44.7183248 41.8425964, 44.7183734 41.8425899)",
31792526,True,1,შ 64,დავით აღმაშენებლის ქუჩა,secondary,50,False,99.854,"LINESTRING (44.7181697 41.8434328, 44.7173523 41.8427728)",
136159793,False,2,,ივანე ჯავახიშვილის ქუჩა,residential,50,True,70.381,"LINESTRING (44.7181697 41.8434328, 44.7181203 41.8434623, 44.7178752 41.8436085, 44.7174688 41.8437878)",
31792510,False,,,მიხეილ მრევლიშვილის ქუჩა,residential,,True,134.976,"LINESTRING (44.7152293 41.8441189, 44.7146826 41.8429754)",
136159793,False,2,,ივანე ჯავახიშვილის ქუჩა,residential,50,False,49.445,"LINESTRING (44.7152293 41.8441189, 44.7157744 41.8439377)",
136159793,False,2,,ივანე ჯავახიშვილის ქუჩა,residential,50,True,59.119,"LINESTRING (44.7152293 41.8441189, 44.7149634 41.8443147, 44.7146793 41.8444536)",
31792465,False,,,წმინდა ნინოს ქუჩა,residential,,False,80.401,"LINESTRING (44.7157744 41.8439377, 44.7159734 41.8446454)",
136159793,False,2,,ივანე ჯავახიშვილის ქუჩა,residential,50,True,49.445,"LINESTRING (44.7157744 41.8439377, 44.7152293 41.8441189)",
31792465,False,,,წმინდა ნინოს ქუჩა,residential,,True,126.69200000000001,"LINESTRING (44.7157744 41.8439377, 44.7156711 41.8436999, 44.7154807 41.8432733, 44.7152339 41.8428737)",
136159793,False,2,,ივანე ჯავახიშვილის ქუჩა,residential,50,False,105.459,"LINESTRING (44.7157744 41.8439377, 44.7169184 41.8437484, 44.717019 41.8437401)",
136159793,False,2,,ივანე ჯავახიშვილის ქუჩა,residential,50,False,17.703,"LINESTRING (44.7172551 41.8437863, 44.7174688 41.8437878)",
31792533,False,,,,residential,,False,72.67099999999999,"LINESTRING (44.7172551 41.8437863, 44.7173128 41.8439337, 44.7173497 41.8440497, 44.7173754 41.8441934, 44.7174088 41.8444279)",
136159793,False,2,,ივანე ჯავახიშვილის ქუჩა,residential,50,True,20.221,"LINESTRING (44.7172551 41.8437863, 44.7171603 41.8437678, 44.717019 41.8437401)",
31792031,False,2,შ 150,,tertiary,50,False,162.50900000000001,"LINESTRING (44.7135488 41.844739, 44.7139488 41.8452866, 44.7142962 41.8457524, 44.7145008 41.8460168)",
31792031,False,2,შ 150,,tertiary,50,True,162.50900000000001,"LINESTRING (44.7145008 41.8460168, 44.7142962 41.8457524, 44.7139488 41.8452866, 44.7135488 41.844739)",
31792047,False,2,შ 150,მირიან მეფის ქუჩა,tertiary,50,False,215.231,"LINESTRING (44.7145008 41.8460168, 44.7146304 41.8459815, 44.7149756 41.8458672, 44.715372 41.8457718, 44.7157795 41.8456624, 44.7159464 41.8456323, 44.7161151 41.8456245, 44.7170064 41.845653)",
1085438827,False,,,მირიან მეფის ქუჩა,residential,,False,71.578,"LINESTRING (44.7158535 41.847027, 44.7151102 41.8473553)",
