osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,maxspeed,tunnel,ref
99687660,False,2,ბეთლემის ქუჩა,tertiary,True,14.973,"LINESTRING (42.7232318 43.0437202, 42.7234056 43.0437649)",,,,
99687494,False,,ვიტორიო სელას ქუჩა,residential,False,130.479,"LINESTRING (42.7232318 43.0437202, 42.7231977 43.0437588, 42.7231037 43.0438654, 42.7230151 43.0439331, 42.7226964 43.0440336, 42.7225073 43.0440858, 42.7220001 43.0441855, 42.7218454 43.0442306)",,,,
974338353,False,2,ბეთლემის ქუჩა,tertiary,False,164.691,"LINESTRING (42.7232318 43.0437202, 42.7220174 43.0434259, 42.7218125 43.0433729, 42.7213133 43.0432432)",,,,
99687304,False,,ჩართოლანის ქუჩა,residential,True,32.916,"LINESTRING (42.7203127 43.0467945, 42.7202658 43.0467569, 42.7202229 43.0467145, 42.7200029 43.0466088)",,,,
99687622,False,,უშბის ქუჩა,residential,True,29.947,"LINESTRING (42.728508 43.0449655, 42.7284566 43.0450073, 42.7282618 43.0451659)",,,,
132902810,False,2,თამარ მეფის ქუჩა,tertiary,False,118.035,"LINESTRING (42.728508 43.0449655, 42.7286675 43.0450101, 42.7289018 43.0450715, 42.72918 43.0451494, 42.729431 43.0452196, 42.7298748 43.0453238)",,,,
132902810,False,2,თამარ მეფის ქუჩა,tertiary,True,62.523,"LINESTRING (42.728508 43.0449655, 42.727898 43.0448028, 42.7278832 43.0447978, 42.7277893 43.0447656)",,,,
99687347,False,,ჯაფარიძის ქუჩა,residential,False,41.781,"LINESTRING (42.7249584 43.0427837, 42.7248956 43.0428623, 42.7248502 43.0428688, 42.7247103 43.0428696, 42.7245629 43.0428527, 42.7245204 43.0428281)",no,,,
99687558,False,,ჯაფარიძის ქუჩა,residential,True,60.578,"LINESTRING (42.7249584 43.0427837, 42.724874 43.0427115, 42.7248103 43.042646, 42.7247532 43.0425998, 42.7247136 43.0425948, 42.7246647 43.0426377, 42.7245722 43.0427148, 42.7245204 43.0428281)",,,,
99687558,False,,ჯაფარიძის ქუჩა,residential,False,40.024,"LINESTRING (42.7249584 43.0427837, 42.7250463 43.0427987, 42.7251796 43.0428023, 42.7254462 43.0427769)",,,,
99687875,False,,სენაკის ქუჩა,residential,True,22.662,"LINESTRING (42.7281415 43.0445655, 42.7278903 43.044477)",,,,
99687881,False,,სეტის მოედანი,residential,True,12.416,"LINESTRING (42.7259663 43.043322, 42.7258269 43.0432763)",,,,
974338355,False,2,სეტის მოედანი,tertiary,False,40.604,"LINESTRING (42.7259663 43.043322, 42.7263807 43.043118)",,,,
974338355,False,2,სეტის მოედანი,tertiary,True,47.873000000000005,"LINESTRING (42.7259663 43.043322, 42.725934 43.0435259, 42.7259102 43.0437505)",,,,
99687576,False,,ჩართოლანის ქუჩა,residential,False,244.90900000000002,"LINESTRING (42.7204739 43.0456723, 42.7205675 43.0456599, 42.7209962 43.0456762, 42.7213174 43.0456879, 42.721765 43.0457168, 42.7218876 43.0456041, 42.7223518 43.045183, 42.722722 43.04468)",,,,
99687617,False,,ჩართოლანის ქუჩა,residential,False,117.04500000000002,"LINESTRING (42.7204739 43.0456723, 42.7204125 43.0457038, 42.7203163 43.0457959, 42.7202926 43.0458302, 42.720194 43.0459797, 42.7201153 43.0461083, 42.7201053 43.0461303, 42.7201095 43.046158, 42.7201725 43.0462644, 42.720178 43.0462894, 42.7201714 43.0463102, 42.7200029 43.0466088)",,,,
963339254,False,,ვიტორიო სელას ქუჩა,residential,True,121.301,"LINESTRING (42.7204739 43.0456723, 42.72044 43.0456198, 42.7204111 43.0455913, 42.720356 43.0455478, 42.7202756 43.0454988, 42.7203384 43.0454073, 42.72033 43.0453617, 42.7203401 43.0452925, 42.7203756 43.0452209, 42.7204213 43.0451579, 42.7204505 43.0451237, 42.7205013 43.0451004, 42.7205636 43.0450989, 42.7206053 43.0450974, 42.7206868 43.0450769, 42.7207584 43.0449538, 42.7207323 43.0448159)",,,,
124031835,False,2,ავთანდილ იოსელიანის ქუჩა,tertiary,False,76.36099999999999,"LINESTRING (42.7279738 43.0424668, 42.7278911 43.042335, 42.7277774 43.0422111, 42.7276817 43.0421103, 42.7276477 43.0420546, 42.7276486 43.0419905, 42.7276721 43.0419528, 42.7277234 43.0419229, 42.727798 43.0419132)",,,,
"[967264842, 425339079]",False,,რევაზ მარგიანის ქუჩა,residential,False,159.295,"LINESTRING (42.7279738 43.0424668, 42.728154 43.0426413, 42.7283607 43.0428025, 42.728732 43.0430563, 42.7290423 43.0431629, 42.7292046 43.0431987, 42.7293591 43.0432282, 42.7295352 43.0432485)",,,,
"[99687577, 432380619, 99687373]",False,"['1', '2']",ავთანდილ იოსელიანის ქუჩა,tertiary,True,150.058,"LINESTRING (42.7279738 43.0424668, 42.7278531 43.0425356, 42.7276478 43.0426464, 42.7273911 43.0427835, 42.7272521 43.0428511, 42.7271189 43.0428932, 42.726982 43.0429187, 42.726705 43.0429748, 42.7265199 43.0430476, 42.7263807 43.043118)",yes,30,,
"[1157592305, 99688174]",False,,ხერგიანის ქუჩა,residential,"[False, True]",114.77599999999998,"LINESTRING (42.7298748 43.0453238, 42.7298976 43.0453787, 42.7299342 43.0454056, 42.7300007 43.0454428, 42.7301091 43.0455027, 42.7302899 43.0456135, 42.7304328 43.04569, 42.7305299 43.045752, 42.7305681 43.0457866, 42.7306317 43.0458957, 42.7306702 43.0459626, 42.7307048 43.0460535, 42.7307452 43.0460942)",,,,
132902810,False,2,თამარ მეფის ქუჩა,tertiary,True,118.03500000000001,"LINESTRING (42.7298748 43.0453238, 42.729431 43.0452196, 42.72918 43.0451494, 42.7289018 43.0450715, 42.7286675 43.0450101, 42.728508 43.0449655)",,,,
99687441,False,,უშბის ქუჩა,residential,False,20.337,"LINESTRING (42.7282618 43.0451659, 42.7280117 43.0451594)",,,,
99687622,False,,უშბის ქუჩა,residential,False,29.947,"LINESTRING (42.7282618 43.0451659, 42.7284566 43.0450073, 42.728508 43.0449655)",,,,
99687622,False,,უშბის ქუჩა,residential,True,102.955,"LINESTRING (42.7282618 43.0451659, 42.7282394 43.0454851, 42.728189 43.0456538, 42.7281287 43.045868, 42.7280787 43.0459794, 42.7280619 43.0460763)",,,,
99688198,False,,ჯაფარიძის ქუჩა,residential,True,90.43900000000001,"LINESTRING (42.7261228 43.0423155, 42.7261236 43.0423749, 42.7260815 43.0423934, 42.7260366 43.0424198, 42.7260045 43.0424757, 42.7259924 43.0425394, 42.7260109 43.0425852, 42.7260594 43.0426158, 42.726179 43.0426584, 42.7262194 43.0427143, 42.7262891 43.0428279, 42.7263397 43.0429148, 42.7263642 43.0429897)",,,,
