osmid,oneway,highway,junction,reversed,length,geometry,ref,name,width,bridge
26325695,True,secondary,roundabout,False,14.850999999999999,"LINESTRING (45.7957791 41.7439447, 45.7958264 41.7439483, 45.7958515 41.743955, 45.7958801 41.7439734, 45.7958985 41.7439943, 45.7959079 41.7440183)",,,,
118020492,True,secondary,,False,95.11,"LINESTRING (45.7957791 41.7439447, 45.7958674 41.7438508, 45.7959056 41.7438008, 45.7959388 41.7437195, 45.7959651 41.7436159, 45.795987 41.7432279, 45.7959977 41.7431239)",შ 42,თავისუფლების ქუჩა,,
26325695,True,secondary,roundabout,False,7.85,"LINESTRING (45.795682 41.7440347, 45.795683 41.7440107, 45.7956942 41.7439907, 45.7957141 41.7439707)",,,,
26325695,True,secondary,roundabout,False,6.184,"LINESTRING (45.7957141 41.7439707, 45.795738 41.7439567, 45.7957661 41.743948, 45.7957791 41.7439447)",,,,
101733081,False,residential,,True,110.015,"LINESTRING (45.7957141 41.7439707, 45.7951296 41.7437104, 45.7948755 41.7435548, 45.7945925 41.7434489)",,აღმაშენებლის ქუჩა (Aghmashenebeli St),,
101733059,False,residential,,False,37.669,"LINESTRING (45.79777 41.74283, 45.798079 41.7430782)",,სანაპიროს ქუჩა (Sanapiro St),,
95254274,False,residential,,True,31.94,"LINESTRING (45.79777 41.74283, 45.79758 41.74296, 45.7974806 41.7430192)",,,,
101733059,False,residential,,True,77.10499999999999,"LINESTRING (45.79777 41.74283, 45.797639 41.7427221, 45.797616 41.7427032, 45.7971421 41.7423188)",,სანაპიროს ქუჩა (Sanapiro St),,
95253179,False,residential,,False,72.125,"LINESTRING (45.7975815 41.7447369, 45.79715 41.7453)",,,,
101734478,True,tertiary,,False,73.475,"LINESTRING (45.7975815 41.7447369, 45.7977567 41.7448035, 45.79788 41.74485, 45.7983804 41.7450218)",,ნონეშვილის გამზირი (Noneshvili Ave),,
95253222,False,residential,,False,26.334,"LINESTRING (45.7967 41.74502, 45.79653 41.74522)",,,,
95253222,False,residential,,True,61.497,"LINESTRING (45.7967 41.74502, 45.7970555 41.7445347)",,,,
95254088,False,living_street,,False,20.304,"LINESTRING (45.7967 41.74502, 45.79692 41.7451)",,,,
95253222,False,residential,,False,61.497,"LINESTRING (45.7970555 41.7445347, 45.7967 41.74502)",,,,
101734478,True,tertiary,,False,49.091,"LINESTRING (45.7970555 41.7445347, 45.7975815 41.7447369)",,ნონეშვილის გამზირი (Noneshvili Ave),,
95253644,False,residential,,True,20.087,"LINESTRING (45.7943347 41.7444276, 45.7944012 41.7442539)",,,,
1065942960,True,secondary,roundabout,False,4.720000000000001,"LINESTRING (45.7943347 41.7444276, 45.7943658 41.7444311, 45.7943898 41.7444374)",,,,
95253071,False,residential,,False,181.04800000000003,"LINESTRING (45.79537 41.74236, 45.79558 41.74214, 45.79584 41.74225, 45.79619 41.74249, 45.79582 41.74294, 45.79582 41.74303, 45.7959977 41.7431239)",,,,
95253071,False,residential,,True,26.753999999999998,"LINESTRING (45.79537 41.74236, 45.7952 41.74251, 45.7951577 41.7425409)",,,,
95253474,False,residential,,False,24.432000000000002,"LINESTRING (45.79537 41.74236, 45.7952 41.74234, 45.79509 41.74238)",,,,
95253837,False,living_street,,False,26.253,"LINESTRING (45.79829 41.74618, 45.79857 41.74629)",,,,
"[101734408, 95253350]",False,residential,,"[False, True]",95.077,"LINESTRING (45.796656 41.744383, 45.7962661 41.7448786, 45.7961519 41.7450229, 45.7960773 41.745121)",,,,
101734478,True,tertiary,,False,37.19,"LINESTRING (45.796656 41.744383, 45.796905 41.7444775, 45.7970555 41.7445347)",,ნონეშვილის გამზირი (Noneshvili Ave),,
95253293,False,living_street,,True,25.883,"LINESTRING (45.7980886 41.7453895, 45.79837 41.74549)",,,,
101732868,False,residential,,True,47.516,"LINESTRING (45.7980886 41.7453895, 45.7983804 41.7450218)",,შოთა რუსთაველის ქუჩა,,
101732868,False,residential,,False,87.616,"LINESTRING (45.7980886 41.7453895, 45.7978706 41.745692, 45.7975885 41.7460835)",,შოთა რუსთაველის ქუჩა,,
95253071,False,residential,,True,181.048,"LINESTRING (45.7959977 41.7431239, 45.79582 41.74303, 45.79582 41.74294, 45.79619 41.74249, 45.79584 41.74225, 45.79558 41.74214, 45.79537 41.74236)",,,,
95253615,False,residential,,False,31.179,"LINESTRING (45.794 41.74335, 45.79402 41.74307)",,,,
101733081,False,residential,,False,50.417,"LINESTRING (45.794 41.74335, 45.7942482 41.7433819, 45.7945925 41.7434489)",,აღმაშენებლის ქუჩა (Aghmashenebeli St),,
95254125,False,residential,,True,41.151,"LINESTRING (45.7905169 41.7477694, 45.79097 41.74792)",,,,
101734743,False,residential,,False,10.786,"LINESTRING (45.7905169 41.7477694, 45.7904424 41.7478489)",,კ. მარჯანიშვილის ქუჩა (K. Marjanishvili St),,
