osmid,highway,oneway,reversed,length,name,geometry,ref,lanes,maxspeed
102224400,residential,False,True,75.794,,"LINESTRING (42.2070218 42.2051402, 42.2063694 42.2046595)",,,
102224639,residential,False,True,27.231,კაჭარავას ქუჩა,"LINESTRING (42.2070218 42.2051402, 42.2068556 42.2053519)",,,
162845277,tertiary,False,False,30.16,,"LINESTRING (42.1982174 42.2061847, 42.1979619 42.206379)",,,
162845277,tertiary,False,True,52.21,,"LINESTRING (42.1982174 42.2061847, 42.1987513 42.2059316)",,,
102224792,residential,False,False,83.845,,"LINESTRING (42.2047151 42.2030537, 42.2051975 42.2036168, 42.2052627 42.2036893)",,,
102224706,secondary,False,False,79.484,კონსტანტინე გამსახურდიას ქუჩა,"LINESTRING (42.2058345 42.2068026, 42.2064008 42.2073814)",შ 4,,
102224706,secondary,False,True,171.307,კონსტანტინე გამსახურდიას ქუჩა,"LINESTRING (42.2058345 42.2068026, 42.2045834 42.2055719)",შ 4,,
102224639,residential,False,False,181.96,კაჭარავას ქუჩა,"LINESTRING (42.2058345 42.2068026, 42.2060813 42.2064216, 42.2063352 42.2060597, 42.2068556 42.2053519)",,,
"[102224812, 1181708559]",tertiary,False,False,225.99499999999995,ილიას ქუჩა (Ilia St),"LINESTRING (42.1974777 42.20222, 42.1977176 42.2024543, 42.1979002 42.2026882, 42.1980302 42.2029263, 42.1981936 42.2030808, 42.1983314 42.2031797, 42.1985102 42.20327, 42.1987796 42.2033428, 42.1990957 42.2034654, 42.1993571 42.2036001)",,,
102223895,tertiary,False,True,81.462,ცომაიას ქუჩა (Tsomaia St),"LINESTRING (42.2034065 42.2031005, 42.2026763 42.2035946)",,,
162845291,residential,False,False,226.962,ცომაიას ქუჩა (Tsomaia St),"LINESTRING (42.2034065 42.2031005, 42.2054663 42.2017448)",,,
102224224,tertiary,False,False,9.24,,"LINESTRING (42.2036177 42.2069804, 42.2037255 42.2070034)",,,
102224947,residential,False,False,230.982,,"LINESTRING (42.2036177 42.2069804, 42.2034502 42.2079614, 42.2023313 42.208667)",,,
992793797,tertiary,False,True,77.65599999999999,,"LINESTRING (42.2036177 42.2069804, 42.2032988 42.2068451, 42.2030172 42.2066388, 42.2028898 42.2065454)",,,
74342161,trunk,False,False,45.297000000000004,თბილისი-სენაკი-ლესელიძე,"LINESTRING (42.2026322 42.2049661, 42.2022649 42.2051387, 42.2021706 42.2051874)",ს 1,2,50
74342161,trunk,False,True,259.228,თბილისი-სენაკი-ლესელიძე,"LINESTRING (42.2026322 42.2049661, 42.2032712 42.2046587, 42.2035184 42.2045489, 42.2036551 42.2044586, 42.2052627 42.2036893)",ს 1,2,50
