osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access
420511586,ს 11,ახალციხე-ნინოწმინდა,trunk,50,False,True,19.782,"LINESTRING (43.2541091 41.5700749, 43.254141 41.5698986)",,
98868348,,,residential,,False,False,302.8419999999999,"LINESTRING (43.2541091 41.5700749, 43.2536305 41.5699906, 43.2533037 41.569938, 43.2530905 41.5698549, 43.2528551 41.5696805, 43.2526751 41.5695586, 43.2522598 41.5693233, 43.2520659 41.5691606, 43.2518617 41.5689391, 43.2517371 41.5689148, 43.2515578 41.5689284, 43.2514706 41.5689598, 43.251118 41.5691335)",,
420511586,ს 11,ახალციხე-ნინოწმინდა,trunk,50,False,False,284.991,"LINESTRING (43.2541091 41.5700749, 43.2540724 41.570318, 43.2540318 41.5705315, 43.2539717 41.570699, 43.2539114 41.5708076, 43.2538366 41.5709134, 43.2536112 41.5711492, 43.2533729 41.5713436, 43.2530249 41.571591, 43.2526929 41.571817, 43.2525043 41.5719696, 43.2523237 41.5721625)",,
98868429,,,residential,,False,False,166.033,"LINESTRING (43.2523237 41.5721625, 43.2519621 41.5717317, 43.2512486 41.5709045)",,
"[98868435, 98868429]",,,residential,,False,True,256.584,"LINESTRING (43.2523237 41.5721625, 43.2525167 41.5723808, 43.2526828 41.5726231, 43.2527895 41.5729328, 43.2529185 41.5734033, 43.2529311 41.5737804, 43.2529233 41.5739768, 43.2527441 41.5743533)",,
420511586,ს 11,ახალციხე-ნინოწმინდა,trunk,50,False,False,113.11699999999999,"LINESTRING (43.2523237 41.5721625, 43.2518874 41.5726357, 43.2516494 41.5728922, 43.2515323 41.5729885)",,
420511586,ს 11,ახალციხე-ნინოწმინდა,trunk,50,False,True,284.991,"LINESTRING (43.2523237 41.5721625, 43.2525043 41.5719696, 43.2526929 41.571817, 43.2530249 41.571591, 43.2533729 41.5713436, 43.2536112 41.5711492, 43.2538366 41.5709134, 43.2539114 41.5708076, 43.2539717 41.570699, 43.2540318 41.5705315, 43.2540724 41.570318, 43.2541091 41.5700749)",,
98868326,,,residential,,False,False,345.30199999999996,"LINESTRING (43.2515323 41.5729885, 43.2514777 41.5729118, 43.2510636 41.5723626, 43.2502281 41.5711779, 43.249805 41.5705708, 43.2495914 41.570244)",,
"[98868424, 98868335]",,ჯავახიშვილის ქუჩა,residential,,False,"[False, True]",263.24,"LINESTRING (43.2515323 41.5729885, 43.2509199 41.5737171, 43.252453 41.5742291, 43.2527441 41.5743533)",,
420511586,ს 11,ახალციხე-ნინოწმინდა,trunk,50,False,False,142.752,"LINESTRING (43.2515323 41.5729885, 43.2511753 41.5731067, 43.2507126 41.5732047, 43.2502721 41.5732965, 43.2498856 41.5733172)",,
420511586,ს 11,ახალციხე-ნინოწმინდა,trunk,50,False,True,113.11699999999999,"LINESTRING (43.2515323 41.5729885, 43.2516494 41.5728922, 43.2518874 41.5726357, 43.2523237 41.5721625)",,
420511586,ს 11,ახალციხე-ნინოწმინდა,trunk,50,False,False,10.977,"LINESTRING (43.2483553 41.573236, 43.2482274 41.5732603)",,
420511586,ს 11,ახალციხე-ნინოწმინდა,trunk,50,False,True,24.554,"LINESTRING (43.2483553 41.573236, 43.2486504 41.5732312)",,
799282989,,,tertiary,,True,False,31.343,"LINESTRING (43.2483553 41.573236, 43.2484415 41.5729616)",,
