osmid,highway,oneway,reversed,length,name,geometry,bridge,ref
100292259,residential,False,False,100.989,,"LINESTRING (42.9755475 42.1799101, 42.9743221 42.1799265)",,
100291904,residential,False,False,56.409,თამარ მეფის ქუჩა,"LINESTRING (42.9755475 42.1799101, 42.9756094 42.1796716, 42.975634 42.1794078)",,
100291904,residential,False,True,83.643,თამარ მეფის ქუჩა,"LINESTRING (42.9755475 42.1799101, 42.9754787 42.1801418, 42.9754179 42.1806548)",,
100291416,residential,False,False,59.088,სოფრომაძის ქუჩა,"LINESTRING (42.9743868 42.1830181, 42.9751028 42.1830478)",,
100291416,residential,False,True,58.486,სოფრომაძის ქუჩა,"LINESTRING (42.9743868 42.1830181, 42.9736819 42.1829563)",,
100291607,residential,False,False,99.735,ტაბიძის ქუჩა (Tabidze St),"LINESTRING (42.9743868 42.1830181, 42.9742062 42.183905)",,
100291723,residential,False,True,220.42600000000002,ბარათაშვილის ქუჩა,"LINESTRING (42.9743868 42.1830181, 42.974483 42.1827646, 42.9745665 42.1820067, 42.9745839 42.1810482)",,
100292115,residential,False,True,48.4,ჭავჭავაძის ქუჩა,"LINESTRING (42.9725764 42.180679, 42.9731211 42.1808419)",,
100290992,residential,False,False,277.778,,"LINESTRING (42.9725764 42.180679, 42.9730807 42.1817373, 42.9731392 42.1819731, 42.9730992 42.1822165, 42.9729914 42.1826574, 42.9729109 42.1829071, 42.9729545 42.1829693, 42.9731002 42.1830115)",,
100292115,residential,False,False,170.928,ჭავჭავაძის ქუჩა,"LINESTRING (42.9725764 42.180679, 42.9724399 42.1806041, 42.9722764 42.1806592, 42.9721377 42.1807714, 42.9719682 42.1809559, 42.9716632 42.1813787, 42.9716319 42.1816062, 42.9716206 42.1818008)",,
100291543,residential,False,True,49.888999999999996,,"LINESTRING (42.9736144 42.1833997, 42.9736319 42.1830914, 42.9736819 42.1829563)",,
"[100290665, 100291460, 100291863]",tertiary,False,True,166.79399999999998,ჯაბიძის ქუჩა (Jabidze St),"LINESTRING (42.9827289 42.1848507, 42.9824343 42.1848635, 42.9821376 42.1848699, 42.9814427 42.1847928, 42.9811758 42.1847747, 42.9810084 42.1847548, 42.9808977 42.1847424, 42.9807254 42.1847032)",yes,
100291904,residential,False,True,50.319,თამარ მეფის ქუჩა,"LINESTRING (42.9754179 42.1806548, 42.9753522 42.1811047)",,
100291904,residential,False,False,83.643,თამარ მეფის ქუჩა,"LINESTRING (42.9754179 42.1806548, 42.9754787 42.1801418, 42.9755475 42.1799101)",,
100292270,residential,False,True,169.009,ლეონიძის ქუჩა,"LINESTRING (42.9754179 42.1806548, 42.9763062 42.1807152, 42.9763504 42.1807182, 42.9768776 42.1807647, 42.9774588 42.1808052)",,
100290497,residential,False,False,9.926,,"LINESTRING (42.9794906 42.1845163, 42.9795261 42.184431)",,
100291460,tertiary,False,False,104.137,ჯაბიძის ქუჩა (Jabidze St),"LINESTRING (42.9794906 42.1845163, 42.9795829 42.1845279, 42.9797381 42.1845501, 42.9803045 42.1846063, 42.9807254 42.1847032)",,
100291460,tertiary,False,True,184.95,ჯაბიძის ქუჩა (Jabidze St),"LINESTRING (42.9794906 42.1845163, 42.9788921 42.184546, 42.9772536 42.1846531)",,
100291322,residential,False,False,219.183,ბარათაშვილის ქუჩა (Baratashvili St),"LINESTRING (42.9747772 42.1853951, 42.9761754 42.1851743, 42.9768062 42.1850745, 42.977377 42.1849776)",,
100291607,residential,False,True,172.34400000000002,ტაბიძის ქუჩა (Tabidze St),"LINESTRING (42.9747772 42.1853951, 42.9745681 42.1848553, 42.9743798 42.1843802, 42.9742786 42.1841447, 42.9742308 42.1840173, 42.9742062 42.183905)",,
100290971,residential,False,True,80.838,,"LINESTRING (42.9773596 42.1814989, 42.9763811 42.1814463)",,
205021915,primary,True,False,77.568,,"LINESTRING (42.9773596 42.1814989, 42.9774588 42.1808052)",,შ 19
83673003,primary,False,False,37.488,,"LINESTRING (42.977377 42.1849776, 42.9772536 42.1846531)",,შ 19
83673003,primary,False,True,43.193,,"LINESTRING (42.977377 42.1849776, 42.9775319 42.1853487)",,შ 19
100291322,residential,False,True,219.183,ბარათაშვილის ქუჩა (Baratashvili St),"LINESTRING (42.977377 42.1849776, 42.9768062 42.1850745, 42.9761754 42.1851743, 42.9747772 42.1853951)",,
100291318,residential,False,False,292.74100000000004,,"LINESTRING (42.9726834 42.1783434, 42.9727501 42.1784611, 42.9728213 42.178591, 42.9728613 42.1787533, 42.9727867 42.1789982, 42.9727519 42.1791957, 42.9728137 42.1793774, 42.9729268 42.1795218, 42.9731095 42.1797234, 42.9731828 42.1798484, 42.9732274 42.1799814, 42.9732831 42.1803077, 42.9732476 42.180547, 42.9731211 42.1808419)",,
100291798,tertiary,False,False,119.55900000000001,,"LINESTRING (42.9726834 42.1783434, 42.9723702 42.1783364, 42.971993 42.1782765, 42.9718928 42.1782722, 42.9717102 42.1782975, 42.9714945 42.1783514, 42.9712724 42.1784149)",,
100291798,tertiary,False,True,115.16,,"LINESTRING (42.9726834 42.1783434, 42.972833 42.1782509, 42.9730399 42.1780834, 42.9735736 42.1775498)",,
100290971,residential,False,False,80.838,,"LINESTRING (42.9763811 42.1814463, 42.9773596 42.1814989)",,
100290971,residential,False,True,32.413,,"LINESTRING (42.9763811 42.1814463, 42.9759895 42.1814187)",,
100292267,residential,False,True,106.853,,"LINESTRING (42.9763811 42.1814463, 42.9761895 42.1823967)",,
100291269,residential,False,True,148.113,,"LINESTRING (42.9739319 42.1801909, 42.9740153 42.1797783, 42.9741074 42.1795348, 42.9742388 42.1793573, 42.9744244 42.1789189)",,
100292270,residential,False,True,14.38,ლეონიძის ქუჩა,"LINESTRING (42.9774588 42.1808052, 42.9776325 42.1808177)",,
205021915,primary,True,False,14.363,,"LINESTRING (42.9774588 42.1808052, 42.9774736 42.1806765)",,შ 19
100292270,residential,False,False,169.009,ლეონიძის ქუჩა,"LINESTRING (42.9774588 42.1808052, 42.9768776 42.1807647, 42.9763504 42.1807182, 42.9763062 42.1807152, 42.9754179 42.1806548)",,
100291350,residential,True,False,211.793,,"LINESTRING (42.9740092 42.177289, 42.9739356 42.1778146, 42.9738586 42.1781502, 42.9738264 42.1783957, 42.9738065 42.1786419, 42.973854 42.1786964, 42.9744244 42.1789189)",,
100291798,tertiary,False,False,46.52,,"LINESTRING (42.9740092 42.177289, 42.973829 42.1773641, 42.9735736 42.1775498)",,
100291798,tertiary,False,True,110.231,,"LINESTRING (42.9740092 42.177289, 42.97454 42.1771623, 42.9748693 42.1771477, 42.9753187 42.177167)",,
83673003,primary,False,True,37.488,,"LINESTRING (42.9772536 42.1846531, 42.977377 42.1849776)",,შ 19
83673003,primary,False,False,133.91500000000002,,"LINESTRING (42.9772536 42.1846531, 42.9771866 42.18435, 42.9771544 42.18404, 42.977149 42.1838243, 42.9771941 42.1834897, 42.9771987 42.1834556)",,შ 19
100291460,tertiary,False,False,184.95,ჯაბიძის ქუჩა (Jabidze St),"LINESTRING (42.9772536 42.1846531, 42.9788921 42.184546, 42.9794906 42.1845163)",,
875065667,residential,False,True,63.618,ბარათაშვილის ქუჩა,"LINESTRING (42.9745839 42.1810482, 42.9753522 42.1811047)",,
100291723,residential,False,False,220.42600000000002,ბარათაშვილის ქუჩა,"LINESTRING (42.9745839 42.1810482, 42.9745665 42.1820067, 42.974483 42.1827646, 42.9743868 42.1830181)",,
100292115,residential,False,False,122.932,ჭავჭავაძის ქუჩა,"LINESTRING (42.9745839 42.1810482, 42.9738387 42.1809667, 42.9733661 42.1809018, 42.9731211 42.1808419)",,
100291965,primary,True,False,222.265,,"LINESTRING (42.9775809 42.1786993, 42.9777378 42.1794874, 42.9777338 42.1797667, 42.9776935 42.1802646, 42.9776499 42.1806875)",,შ 19
205021916,primary,False,False,185.56099999999998,,"LINESTRING (42.9775809 42.1786993, 42.9775608 42.1785831, 42.9774575 42.1780702, 42.977365 42.1777095, 42.9772148 42.1772285, 42.9771531 42.1770625)",,შ 19
100292259,residential,False,True,100.989,,"LINESTRING (42.9743221 42.1799265, 42.9755475 42.1799101)",,
100290541,residential,False,True,30.614,სოფრომაძის ქუჩა (Sopromadze St),"LINESTRING (42.9727657 42.1838207, 42.972859 42.1840872)",,
100290541,residential,False,False,94.124,სოფრომაძის ქუჩა (Sopromadze St),"LINESTRING (42.9727657 42.1838207, 42.9729124 42.1834777, 42.9730442 42.1831322, 42.9731002 42.1830115)",,
