osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed,access,bridge
104238306,residential,False,False,75.795,,"LINESTRING (44.6437575 42.6616058, 44.644672 42.6614945)",,,,,
104238228,residential,False,False,87.051,დავით აღმაშენებლის ქუჩა,"LINESTRING (44.6437575 42.6616058, 44.6438002 42.6617368, 44.6439596 42.6620702, 44.6440863 42.6622699, 44.6441428 42.6623316)",,,,,
104238228,residential,False,True,65.009,დავით აღმაშენებლის ქუჩა,"LINESTRING (44.6437575 42.6616058, 44.6436243 42.661309, 44.6434967 42.6610536)",,,,,
1094525708,residential,False,True,71.418,ილია ჭავჭავაძის ქუჩა,"LINESTRING (44.6446854 42.6608067, 44.6443198 42.6602234)",,,,,
104238227,residential,False,False,63.91,,"LINESTRING (44.6446854 42.6608067, 44.6451228 42.6606681, 44.6453486 42.660517)",,,,,
1094525708,residential,False,False,84.359,ილია ჭავჭავაძის ქუჩა,"LINESTRING (44.6446854 42.6608067, 44.6448374 42.6611086, 44.6448313 42.6611275, 44.6448094 42.6611417, 44.6447194 42.6611862, 44.6446945 42.6612075, 44.6446855 42.6612341, 44.644672 42.6614945)",,,,,
265765553,residential,False,True,104.345,ილია II-ის ქუჩა,"LINESTRING (44.6456267 42.6568278, 44.6456269 42.6577662)",,,,,
265765553,residential,False,False,275.595,ილია II-ის ქუჩა,"LINESTRING (44.6456267 42.6568278, 44.6456671 42.6563372, 44.6456709 42.6557408, 44.6456501 42.6543503)",,,,,
395224718,residential,False,True,106.589,თბილისის ქუჩა,"LINESTRING (44.6456267 42.6568278, 44.6449761 42.656823, 44.6443233 42.6568232)",,,,,
266290677,residential,False,False,99.739,სტეფანწმინდის ქუჩა,"LINESTRING (44.6456501 42.6543503, 44.6468697 42.6543453)",,,,,
266290677,residential,False,True,61.209,სტეფანწმინდის ქუჩა,"LINESTRING (44.6456501 42.6543503, 44.6449018 42.6543619)",,,,,
265765553,residential,False,True,275.59499999999997,ილია II-ის ქუჩა,"LINESTRING (44.6456501 42.6543503, 44.6456709 42.6557408, 44.6456671 42.6563372, 44.6456267 42.6568278)",,,,,
104238220,residential,False,True,101.878,ალექსანდრე ყაზბეგის ქუჩა,"LINESTRING (44.6420833 42.6572078, 44.6408647 42.6573983)",,,,,
279482223,residential,False,False,21.3,ვაჟა ფშაველას ქუჩა,"LINESTRING (44.6420833 42.6572078, 44.6421013 42.6570167)",,,,,
279482223,residential,False,True,208.697,ვაჟა ფშაველას ქუჩა,"LINESTRING (44.6420833 42.6572078, 44.6421241 42.6574582, 44.6421672 42.6577229, 44.6422394 42.6580185, 44.6422512 42.6580435, 44.6423671 42.658288, 44.6426872 42.6590236)",,,,,
104238260,residential,False,False,52.568,,"LINESTRING (44.6398796 42.6550962, 44.6402106 42.655299, 44.6402446 42.6554529)",,,,,
266290677,residential,False,False,87.526,სტეფანწმინდის ქუჩა,"LINESTRING (44.6438346 42.6544215, 44.6449018 42.6543619)",,,,,
266290677,residential,False,True,96.824,სტეფანწმინდის ქუჩა,"LINESTRING (44.6438346 42.6544215, 44.6426534 42.6544811)",,,,,
294509827,residential,False,False,270.11,მერაბ კოსტავას ქუჩა,"LINESTRING (44.6438346 42.6544215, 44.6442015 42.6563791, 44.6443233 42.6568232)",,,,,
104238260,residential,False,True,22.655,,"LINESTRING (44.6405201 42.6554315, 44.6402446 42.6554529)",,,,,
1215594687,trunk,False,False,79.733,ალექსანდრე ყაზბეგის ქუჩა,"LINESTRING (44.6405201 42.6554315, 44.6406274 42.6561442)",2,ს 3,90,yes,
1215594687,trunk,False,True,81.057,ალექსანდრე ყაზბეგის ქუჩა,"LINESTRING (44.6405201 42.6554315, 44.6404404 42.6547049)",2,ს 3,90,yes,
104238332,residential,False,False,44.028,,"LINESTRING (44.6406274 42.6561442, 44.6411612 42.6560926)",,,,,
1215594687,trunk,False,True,79.733,ალექსანდრე ყაზბეგის ქუჩა,"LINESTRING (44.6406274 42.6561442, 44.6405201 42.6554315)",2,ს 3,90,yes,
1215594687,trunk,False,False,140.794,ალექსანდრე ყაზბეგის ქუჩა,"LINESTRING (44.6406274 42.6561442, 44.6408531 42.6573309, 44.6408647 42.6573983)",2,ს 3,90,yes,
265765550,residential,False,False,47.367,,"LINESTRING (44.6425518 42.6602351, 44.6431012 42.6601001)",,,,,
"[303293461, 104238351]",residential,False,False,153.591,"['ალექსანდრე ყაზბეგის ქუჩა', 'დავით აღმაშენებლის ქუჩა']","LINESTRING (44.6425518 42.6602351, 44.6426521 42.6604938, 44.6429363 42.6611503, 44.6434967 42.6610536)",,,,,
303293461,residential,False,True,120.18299999999999,ალექსანდრე ყაზბეგის ქუჩა,"LINESTRING (44.6425518 42.6602351, 44.64233 42.6597641, 44.6422217 42.6595646, 44.6421397 42.6594622, 44.6420147 42.6593707, 44.6419168 42.6592759)",,,,,
104238227,residential,False,True,63.91,,"LINESTRING (44.6453486 42.660517, 44.6451228 42.6606681, 44.6446854 42.6608067)",,,,,
294509827,residential,False,False,113.49199999999999,მერაბ კოსტავას ქუჩა,"LINESTRING (44.6453486 42.660517, 44.6455407 42.6607821, 44.6457159 42.6612713, 44.6457902 42.6614786)",,,,,
