osmid,ref,highway,oneway,reversed,length,name,geometry,maxspeed,junction
39342866,შ 12,secondary,False,True,71.192,,"LINESTRING (42.421444 42.3243217, 42.4222295 42.3240522)",,
1270074213,შ 12,secondary,False,True,165.729,,"LINESTRING (42.421444 42.3243217, 42.4205912 42.3229712)",,
240980038,შ 5,secondary,False,True,107.282,სენაკი-ნოქალაქევი-ბანძა-ხონი,"LINESTRING (42.421444 42.3243217, 42.4203912 42.3247179, 42.4202778 42.3247543)",,
"[810736298, 1264128495]",შ 5,secondary,False,False,102.14699999999999,,"LINESTRING (42.421444 42.3243217, 42.4217516 42.3247953, 42.4220205 42.3251346)",,
240980038,შ 5,secondary,False,False,64.246,სენაკი-ნოქალაქევი-ბანძა-ხონი,"LINESTRING (42.419573 42.3250039, 42.4202778 42.3247543)",,
99252968,,residential,False,False,194.67700000000002,ბაგრატიონის ქუჩა (Bagrationi St),"LINESTRING (42.419573 42.3250039, 42.4194126 42.3248018, 42.418723 42.3243177, 42.4179502 42.3237388)",,
1270063037,შ 12,secondary,False,True,35.468,ქუთაისი-ხონი-სამტრედია,"LINESTRING (42.4268268 42.3216365, 42.4264334 42.3217674)",,
39342866,შ 12,secondary,False,False,23.0,,"LINESTRING (42.4225915 42.3239236, 42.4223398 42.3240139)",,
1270065515,შ 12,secondary,False,False,35.259,ქუთაისი-ხონი-სამტრედია,"LINESTRING (42.4225915 42.3239236, 42.4229444 42.3237434)",,
509878151,შ 53,secondary,False,True,34.55500000000001,,"LINESTRING (42.4225915 42.3239236, 42.4226296 42.324068, 42.4226692 42.324229)",,
235251887,შ 53,secondary,False,False,20.342,ხონი-მათხოჯი-მარტვილი,"LINESTRING (42.4232103 42.3272887, 42.4233341 42.3274471)",,
99252871,,unclassified,False,True,270.397,,"LINESTRING (42.4232103 42.3272887, 42.4236356 42.3271555, 42.4239333 42.3270979, 42.4241192 42.3270785, 42.4249906 42.3270182, 42.4255587 42.3269949, 42.4259947 42.3269968, 42.4264453 42.3270194)",,
235251887,შ 53,secondary,False,True,115.333,ხონი-მათხოჯი-მარტვილი,"LINESTRING (42.4232103 42.3272887, 42.4231014 42.3271013, 42.4230206 42.3269468, 42.4228681 42.326671, 42.4226999 42.3263229)",,
