osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,access,junction
168400506,unclassified,False,False,256.655,"LINESTRING (44.4869516 42.1228023, 44.4870765 42.122815, 44.4872174 42.1228906, 44.4874844 42.1229915, 44.4879477 42.1232105, 44.488205 42.1233113, 44.4884867 42.1234338, 44.4887634 42.1235238, 44.4890869 42.1235785, 44.4895045 42.1236974, 44.4896598 42.1238559)",,,,,,
312491281,tertiary,False,False,59.28,"LINESTRING (44.4869516 42.1228023, 44.4867378 42.1232746, 44.4867291 42.1233089)",2,შ 28,Октябрьская улица,50,yes,
312491281,tertiary,False,True,71.363,"LINESTRING (44.4869516 42.1228023, 44.487036 42.1225324, 44.4872122 42.1221919)",2,შ 28,Октябрьская улица,50,yes,
104276530,tertiary,False,False,104.433,"LINESTRING (44.486487 42.1254376, 44.4863655 42.125662, 44.4862944 42.1258023, 44.4862551 42.1259875, 44.4861971 42.1261595, 44.4861666 42.1263408)",,შ 28,,,,
"[312491281, 104276530]",tertiary,False,True,227.142,"LINESTRING (44.486487 42.1254376, 44.4865728 42.1253521, 44.4866333 42.1252587, 44.4866836 42.1251603, 44.4867444 42.1249834, 44.4867883 42.1248405, 44.4868551 42.1245524, 44.4868638 42.1243786, 44.4867308 42.1239152, 44.4866911 42.123458)",2,შ 28,Октябрьская улица,50,yes,
168400530,residential,False,False,169.612,"LINESTRING (44.486487 42.1254376, 44.4860614 42.1253364, 44.485493 42.1252583, 44.4849035 42.1251282, 44.4844896 42.1250933)",,,улица Бараташвили,,,
168400510,secondary,False,False,22.813,"LINESTRING (44.4872122 42.1221919, 44.4869408 42.1221523)",,,площадь Победы,,,
312491281,tertiary,False,False,71.363,"LINESTRING (44.4872122 42.1221919, 44.487036 42.1225324, 44.4869516 42.1228023)",2,შ 28,Октябрьская улица,50,yes,
168400526,residential,False,False,132.16,"LINESTRING (44.4838839 42.1182837, 44.4837927 42.118976, 44.483728 42.1194666)",,,Московская улица,,,
168400527,residential,False,True,163.507,"LINESTRING (44.4799559 42.1186789, 44.4798436 42.1188038, 44.4797735 42.1189704, 44.4797735 42.1190954, 44.4798647 42.1191786, 44.4798858 42.1194077, 44.4798436 42.1196836, 44.4798296 42.1198918, 44.4798296 42.1200896)",,,Заводская улица,,,
168400513,residential,False,False,197.896,"LINESTRING (44.4860762 42.1191016, 44.4858336 42.1208722)",,,улица Коста Хетагурова,,,
168400522,residential,False,True,87.543,"LINESTRING (44.4860762 42.1191016, 44.4871307 42.1191912)",,,Физкультурный переулок,,,
"[168400522, 238428462]",residential,False,"[False, True]",269.177,"LINESTRING (44.4860762 42.1191016, 44.485237 42.1190303, 44.4851342 42.1197788, 44.4850031 42.1208161)",,,"['улица Ленина', 'Физкультурный переулок']",,,
168400522,residential,False,False,87.543,"LINESTRING (44.4871307 42.1191912, 44.4860762 42.1191016)",,,Физкультурный переулок,,,
168400523,residential,False,False,196.314,"LINESTRING (44.4871307 42.1191912, 44.4872741 42.1192702, 44.4871437 42.120055, 44.4870278 42.1208496, 44.4870298 42.1208926)",,,улица Ериставов,,,
168400511,residential,False,True,246.527,"LINESTRING (44.483728 42.1194666, 44.4838231 42.1194762, 44.484095 42.1195014, 44.4842164 42.1195482, 44.4843136 42.1195807, 44.4843767 42.1196527, 44.484367 42.1198832, 44.4843475 42.1201533, 44.4843281 42.1204019, 44.4844058 42.1207116, 44.4844932 42.1209673, 44.4845952 42.121115, 44.4846826 42.121187, 44.48477 42.1212411)",,,,,,
168400526,residential,False,False,261.202,"LINESTRING (44.483728 42.1194666, 44.4836404 42.1197755, 44.4835822 42.1199806, 44.4834839 42.1209645, 44.4834006 42.1217994)",,,Московская улица,,,
168400526,residential,False,True,132.16,"LINESTRING (44.483728 42.1194666, 44.4837927 42.118976, 44.4838839 42.1182837)",,,Московская улица,,,
168400508,residential,False,False,185.487,"LINESTRING (44.4813314 42.1200167, 44.4812315 42.1201954, 44.4812121 42.1202301, 44.481163 42.120329, 44.4810251 42.1206784, 44.4809595 42.1208444, 44.4808191 42.1211619, 44.4807068 42.1215158, 44.4807464 42.1216082)",,,улица Васо Абаева,,,
168400527,residential,False,False,163.507,"LINESTRING (44.4798296 42.1200896, 44.4798296 42.1198918, 44.4798436 42.1196836, 44.4798858 42.1194077, 44.4798647 42.1191786, 44.4797735 42.1190954, 44.4797735 42.1189704, 44.4798436 42.1188038, 44.4799559 42.1186789)",,,Заводская улица,,,
168400527,residential,False,True,167.629,"LINESTRING (44.4798296 42.1200896, 44.4798296 42.120251, 44.4797243 42.1205425, 44.4796471 42.1207194, 44.4794857 42.1212712, 44.4794366 42.1215627)",,,Заводская улица,,,
168400520,residential,False,True,68.781,"LINESTRING (44.4850031 42.1208161, 44.4858336 42.1208722)",,,,,,
"[168400522, 238428462]",residential,False,"[False, True]",269.17699999999996,"LINESTRING (44.4850031 42.1208161, 44.4851342 42.1197788, 44.485237 42.1190303, 44.4860762 42.1191016)",,,"['улица Ленина', 'Физкультурный переулок']",,,
238428462,residential,False,True,53.844,"LINESTRING (44.4850031 42.1208161, 44.4849545 42.1212555, 44.4849594 42.1212987)",,,улица Ленина,,,
168400513,residential,False,True,197.896,"LINESTRING (44.4858336 42.1208722, 44.4860762 42.1191016)",,,улица Коста Хетагурова,,,
168400520,residential,False,False,68.781,"LINESTRING (44.4858336 42.1208722, 44.4850031 42.1208161)",,,,,,
168400520,residential,False,True,98.685,"LINESTRING (44.4858336 42.1208722, 44.4870298 42.1208926)",,,,,,
168400520,residential,False,False,98.685,"LINESTRING (44.4870298 42.1208926, 44.4858336 42.1208722)",,,,,,
168400523,residential,False,False,129.553,"LINESTRING (44.4870298 42.1208926, 44.4869465 42.1213935, 44.4867269 42.1220335)",,,улица Ериставов,,,
168400523,residential,False,True,196.31400000000002,"LINESTRING (44.4870298 42.1208926, 44.4870278 42.1208496, 44.4871437 42.120055, 44.4872741 42.1192702, 44.4871307 42.1191912)",,,улица Ериставов,,,
168400511,residential,False,False,16.883,"LINESTRING (44.4849594 42.1212987, 44.48477 42.1212411)",,,,,,
238428462,residential,False,True,8.006,"LINESTRING (44.4849594 42.1212987, 44.4849594 42.1213707)",,,улица Ленина,,,
238428462,residential,False,False,53.844,"LINESTRING (44.4849594 42.1212987, 44.4849545 42.1212555, 44.4850031 42.1208161)",,,улица Ленина,,,
168400517,residential,True,False,25.749,"LINESTRING (44.4849594 42.1213707, 44.4849847 42.1216015)",,,улица Ленина,,,
238428462,residential,False,False,8.006,"LINESTRING (44.4849594 42.1213707, 44.4849594 42.1212987)",,,улица Ленина,,,
168400509,residential,False,True,108.481,"LINESTRING (44.4794366 42.1215627, 44.4796612 42.1215887, 44.4798998 42.1215991, 44.4803717 42.1215812, 44.4807464 42.1216082)",,,улица Гагарина,,,
168400527,residential,False,False,167.629,"LINESTRING (44.4794366 42.1215627, 44.4794857 42.1212712, 44.4796471 42.1207194, 44.4797243 42.1205425, 44.4798296 42.120251, 44.4798296 42.1200896)",,,Заводская улица,,,
168400508,residential,False,False,108.337,"LINESTRING (44.4807464 42.1216082, 44.480777 42.121698, 44.4806788 42.1219479, 44.4805805 42.1220884, 44.4805103 42.1221769, 44.4804191 42.1225309)",,,улица Васо Абаева,,,
168400508,residential,False,True,185.48699999999997,"LINESTRING (44.4807464 42.1216082, 44.4807068 42.1215158, 44.4808191 42.1211619, 44.4809595 42.1208444, 44.4810251 42.1206784, 44.481163 42.120329, 44.4812121 42.1202301, 44.4812315 42.1201954, 44.4813314 42.1200167)",,,улица Васо Абаева,,,
168400509,residential,False,False,108.48100000000001,"LINESTRING (44.4807464 42.1216082, 44.4803717 42.1215812, 44.4798998 42.1215991, 44.4796612 42.1215887, 44.4794366 42.1215627)",,,улица Гагарина,,,
168400509,residential,False,True,94.48899999999999,"LINESTRING (44.4807464 42.1216082, 44.4808206 42.1216135, 44.4817776 42.1216824, 44.4818867 42.1216903)",,,улица Гагарина,,,
168400509,residential,False,False,94.48899999999999,"LINESTRING (44.4818867 42.1216903, 44.4817776 42.1216824, 44.4808206 42.1216135, 44.4807464 42.1216082)",,,улица Гагарина,,,
168400509,residential,False,True,125.44800000000001,"LINESTRING (44.4818867 42.1216903, 44.4824081 42.1217279, 44.4834006 42.1217994)",,,улица Гагарина,,,
168400525,residential,False,False,104.23400000000001,"LINESTRING (44.4818867 42.1216903, 44.4818157 42.121868, 44.4816403 42.1222532, 44.4811771 42.1222168)",,,,,,
168400526,residential,False,False,72.159,"LINESTRING (44.4834006 42.1217994, 44.4833133 42.1224451)",,,Московская улица,,,
168400509,residential,False,False,125.44800000000001,"LINESTRING (44.4834006 42.1217994, 44.4824081 42.1217279, 44.4818867 42.1216903)",,,улица Гагарина,,,
168400509,residential,False,True,124.475,"LINESTRING (44.4834006 42.1217994, 44.4840894 42.121849, 44.4849028 42.1219074)",,,улица Гагарина,,,
168400526,residential,False,True,261.202,"LINESTRING (44.4834006 42.1217994, 44.4834839 42.1209645, 44.4835822 42.1199806, 44.4836404 42.1197755, 44.483728 42.1194666)",,,Московская улица,,,
238428459,secondary,False,False,12.518,"LINESTRING (44.4849028 42.1219074, 44.484885 42.1220192)",,,улица Ленина,,,
168400509,residential,False,False,124.475,"LINESTRING (44.4849028 42.1219074, 44.4840894 42.121849, 44.4834006 42.1217994)",,,улица Гагарина,,,
168400523,residential,False,True,129.553,"LINESTRING (44.4867269 42.1220335, 44.4869465 42.1213935, 44.4870298 42.1208926)",,,улица Ериставов,,,
238428464,secondary,True,False,22.146,"LINESTRING (44.4867269 42.1220335, 44.4868801 42.1221072, 44.4869408 42.1221523)",,,площадь Победы,,,
168400525,residential,False,True,104.23400000000001,"LINESTRING (44.4811771 42.1222168, 44.4816403 42.1222532, 44.4818157 42.121868, 44.4818867 42.1216903)",,,,,,
168400508,residential,False,True,108.33699999999999,"LINESTRING (44.4804191 42.1225309, 44.4805103 42.1221769, 44.4805805 42.1220884, 44.4806788 42.1219479, 44.480777 42.121698, 44.4807464 42.1216082)",,,улица Васо Абаева,,,
312491281,tertiary,False,True,16.873,"LINESTRING (44.4866911 42.123458, 44.4867291 42.1233089)",2,შ 28,Октябрьская улица,50,yes,
168400529,residential,False,False,56.291000000000004,"LINESTRING (44.4866911 42.123458, 44.4864838 42.1235063, 44.4860355 42.1235986)",,,улица Чавчавадзе,,,
