osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,junction
95504491,residential,False,False,97.989,"LINESTRING (44.81091 41.47141, 44.81072 41.47178, 44.810441 41.4722174)",,,,
95504496,residential,False,True,92.667,"LINESTRING (44.81091 41.47141, 44.8111702 41.4713416, 44.81188 41.47101)",ტიციან ტაბიძის ქუჩა,,,
95504919,residential,False,False,7.503,"LINESTRING (44.8152152 41.473975, 44.8152846 41.474018)",აბდულა შაიგის ქუჩა,,,
"[614961794, 95504605]",residential,False,"[False, True]",112.12400000000001,"LINESTRING (44.8152152 41.473975, 44.8146 41.47369, 44.81435 41.47362, 44.8140496 41.4734774)",აბდულა შაიგის ქუჩა,,,
95504864,residential,False,False,182.812,"LINESTRING (44.8152152 41.473975, 44.8157536 41.4734661, 44.8160691 41.4731922, 44.8161015 41.4731641, 44.8166 41.4727)",აბდულა შაიგის ქუჩა,,,
95504919,residential,False,True,7.503,"LINESTRING (44.8152846 41.474018, 44.8152152 41.473975)",აბდულა შაიგის ქუჩა,,,
95505203,residential,False,False,67.128,"LINESTRING (44.8152846 41.474018, 44.8156309 41.4741761, 44.8158503 41.4742494, 44.8160064 41.4742232)",აბდულა შაიგის ქუჩა,,,
1253152398,residential,False,False,35.473,"LINESTRING (44.8152846 41.474018, 44.8152216 41.4741221, 44.8152086 41.4742001, 44.8152076 41.4743262)",,,,
95504294,residential,False,False,115.279,"LINESTRING (44.81089 41.47287, 44.81137 41.4727, 44.8118602 41.4721772)",გიორგაძის ქუჩა,,,
95504294,residential,False,True,69.221,"LINESTRING (44.81089 41.47287, 44.81081 41.47307, 44.81046 41.47339)",გიორგაძის ქუჩა,,,
101879342,residential,False,False,83.08,"LINESTRING (44.81089 41.47287, 44.81083 41.47268, 44.8107971 41.472593, 44.8106391 41.4724488, 44.810441 41.4722174)",,,,
95504665,residential,False,False,68.762,"LINESTRING (44.8197211 41.4703082, 44.82001 41.4703, 44.82044 41.47006)",,,,
95505224,residential,False,False,96.002,"LINESTRING (44.8197211 41.4703082, 44.8199355 41.4705787, 44.82001 41.47064, 44.8202 41.47071, 44.82061 41.47071)",,,,
95505274,residential,False,False,124.81200000000001,"LINESTRING (44.8197211 41.4703082, 44.81917 41.46965, 44.8189 41.46937)",,,,
95505274,residential,False,True,58.984,"LINESTRING (44.8197211 41.4703082, 44.8196429 41.4703632, 44.81926 41.47071)",,,,
95504371,residential,False,False,93.244,"LINESTRING (44.8119 41.46933, 44.81081 41.46914)",წერეთლის ქუჩა,,,
95504371,residential,False,True,55.868,"LINESTRING (44.8119 41.46933, 44.81257 41.46931)",წერეთლის ქუჩა,,,
95505125,residential,False,False,97.561,"LINESTRING (44.8119 41.46933, 44.81235 41.46852)",,,,
95505154,residential,False,True,67.901,"LINESTRING (44.8129022 41.474486, 44.8135883 41.4748156)",,,,
321362804,secondary,False,False,76.753,"LINESTRING (44.8129022 41.474486, 44.813494 41.473957)",რუსთაველის ქუჩა,2,შ 163,
321362804,secondary,False,True,65.157,"LINESTRING (44.8129022 41.474486, 44.812869 41.4745177, 44.8124081 41.4749402)",რუსთაველის ქუჩა,2,შ 163,
95505200,residential,False,True,214.753,"LINESTRING (44.81988 41.47422, 44.82007 41.47414, 44.82052 41.47386, 44.82089 41.47343, 44.82096 41.47319, 44.820761 41.4726373)",,,,
321362804,secondary,False,False,11.022,"LINESTRING (44.8113575 41.4759275, 44.8114418 41.4758511)",რუსთაველის ქუჩა,2,შ 163,
1252923199,residential,False,False,36.697,"LINESTRING (44.8113575 41.4759275, 44.8110102 41.4757245)",,,,
95505307,residential,False,True,73.347,"LINESTRING (44.81402 41.47109, 44.81484 41.47133)",Eqvtime Thayaishvili 2 Dead end,,,
"[95505128, 614961795, 614961796, 95504189]",residential,False,False,590.164,"LINESTRING (44.8164859 41.476032, 44.81619 41.47508, 44.81611 41.47502, 44.81624 41.47478, 44.8165916 41.4744019, 44.81705 41.47401, 44.81819 41.47356, 44.8187285 41.47347, 44.8187658 41.4734498, 44.818786 41.4734037, 44.8188061 41.4732999, 44.818798 41.4731763, 44.8188237 41.4730346, 44.8187988 41.4728219, 44.8187247 41.4724971, 44.8186594 41.472093, 44.8186263 41.4720267, 44.8185756 41.4719728, 44.8184736 41.471938)",,,,
95504189,residential,False,True,42.429,"LINESTRING (44.8164859 41.476032, 44.8164222 41.4761109, 44.8163418 41.4762777, 44.8162025 41.4763184)",,,,
95505155,residential,False,False,58.722,"LINESTRING (44.8192 41.46772, 44.81862 41.46742)",,,,
95504195,residential,False,True,103.295,"LINESTRING (44.8192 41.46772, 44.81961 41.46787, 44.81988 41.46792, 44.82006 41.46789, 44.82033 41.46776)",,,,
"[95504809, 95504925]",residential,False,True,199.26100000000002,"LINESTRING (44.8192 41.46772, 44.81894 41.46813, 44.81909 41.46834, 44.81926 41.46878, 44.81978 41.46929)",,,,
95504222,residential,False,True,93.47,"LINESTRING (44.81126 41.46837, 44.81081 41.46914)",,,,
95505080,residential,False,False,34.231,"LINESTRING (44.81063 41.47438, 44.81085 41.47412)",,,,
95505080,residential,False,True,100.15,"LINESTRING (44.81063 41.47438, 44.81048 41.47461, 44.81001 41.47515)",,,,
95504557,residential,False,True,107.46600000000001,"LINESTRING (44.81688 41.46744, 44.81703 41.46753, 44.81714 41.46768, 44.8172 41.4677, 44.81746 41.4677, 44.817814 41.4676305, 44.8179593 41.467554)",Samed Vurgun 1 Dead end,,,
95505237,residential,False,False,14.723,"LINESTRING (44.82044 41.47006, 44.82059 41.47013)",,,,
95504665,residential,False,True,68.762,"LINESTRING (44.82044 41.47006, 44.82001 41.4703, 44.8197211 41.4703082)",,,,
95504320,residential,False,False,26.115,"LINESTRING (44.81937 41.47154, 44.8192534 41.471322)",,,,
95504320,residential,False,True,219.891,"LINESTRING (44.81937 41.47154, 44.820131 41.4727825, 44.8201746 41.4728585, 44.8202591 41.4728908, 44.8203891 41.4728498, 44.8205281 41.4727819, 44.820761 41.4726373)",,,,
95505147,residential,False,False,60.872,"LINESTRING (44.81937 41.47154, 44.81965 41.47139, 44.81982 41.47113)",,,,
95504417,residential,False,False,178.719,"LINESTRING (44.8151 41.46978, 44.81525 41.47032, 44.81484 41.47133)",Eqvthime Thayaishvili 2 Dead end,,,
744979049,residential,False,False,145.173,"LINESTRING (44.8151 41.46978, 44.8147762 41.4697396, 44.8145484 41.4696051, 44.813644 41.4694964, 44.813436 41.4694908)",ექვთიმე თაყაიშვილის ქუჩა,,,
744979049,residential,False,True,144.918,"LINESTRING (44.8151 41.46978, 44.81546 41.46968, 44.8155493 41.4697037, 44.81595 41.46981, 44.8167112 41.4700682)",ექვთიმე თაყაიშვილის ქუჩა,,,
95505125,residential,False,True,97.561,"LINESTRING (44.81235 41.46852, 44.8119 41.46933)",,,,
