osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,access,junction
"[1033106483, 23341101]",False,2,residential,False,83.815,"LINESTRING (-21.9183759 64.0849559, -21.9175894 64.085444, -21.9173829 64.0855722)",,Hagaflöt,30,,
23341101,False,2,residential,True,85.767,"LINESTRING (-21.9183759 64.0849559, -21.919302 64.0843753, -21.9193561 64.0843163)",,Hagaflöt,30,,
23341139,False,2,residential,True,308.554,"LINESTRING (-21.9275035 64.0860793, -21.927246 64.0861168, -21.926628 64.0863044, -21.9264016 64.0863984, -21.9262847 64.0864469, -21.9236354 64.0881291, -21.9235337 64.0881937)",,Stekkjarflöt,30,,
23341139,False,2,residential,False,308.554,"LINESTRING (-21.9235337 64.0881937, -21.9236354 64.0881291, -21.9262847 64.0864469, -21.9264016 64.0863984, -21.926628 64.0863044, -21.927246 64.0861168, -21.9275035 64.0860793)",,Stekkjarflöt,30,,
23341139,False,2,residential,True,49.66,"LINESTRING (-21.9235337 64.0881937, -21.9234683 64.0882379, -21.923068 64.088489, -21.9230553 64.0884986, -21.9230427 64.0885082, -21.9229438 64.0885578)",,Stekkjarflöt,30,,
23341145,False,2,residential,False,83.643,"LINESTRING (-21.9235337 64.0881937, -21.9232107 64.0880955, -21.9221207 64.0877641)",,Garðaflöt,30,,
23341145,False,2,residential,False,81.864,"LINESTRING (-21.9221207 64.0877641, -21.9207315 64.0873476)",,Garðaflöt,30,,
23341149,False,2,residential,False,571.357,"LINESTRING (-21.9221207 64.0877641, -21.924915 64.0860051, -21.9249319 64.085963, -21.9249271 64.0859213, -21.924907 64.0858881, -21.9248686 64.0858563, -21.9243373 64.0856985, -21.9238385 64.0855467, -21.9237836 64.0855431, -21.9237266 64.0855414, -21.9236682 64.0855455, -21.9236024 64.0855536, -21.923516 64.0855854, -21.9234532 64.0856237, -21.9207315 64.0873476)",,Smáraflöt,30,,
23341145,False,2,residential,True,83.643,"LINESTRING (-21.9221207 64.0877641, -21.9232107 64.0880955, -21.9235337 64.0881937)",,Garðaflöt,30,,
23341145,False,2,residential,True,81.864,"LINESTRING (-21.9207315 64.0873476, -21.9221207 64.0877641)",,Garðaflöt,30,,
23341149,False,2,residential,True,571.357,"LINESTRING (-21.9207315 64.0873476, -21.9234532 64.0856237, -21.923516 64.0855854, -21.9236024 64.0855536, -21.9236682 64.0855455, -21.9237266 64.0855414, -21.9237836 64.0855431, -21.9238385 64.0855467, -21.9243373 64.0856985, -21.9248686 64.0858563, -21.924907 64.0858881, -21.9249271 64.0859213, -21.9249319 64.085963, -21.924915 64.0860051, -21.9221207 64.0877641)",,Smáraflöt,30,,
23341145,False,2,residential,False,81.60400000000001,"LINESTRING (-21.9207315 64.0873476, -21.9204215 64.0872498, -21.9201366 64.0871642, -21.9196182 64.0870085, -21.9193538 64.086928)",,Garðaflöt,30,,
23341145,False,2,residential,False,81.255,"LINESTRING (-21.9193538 64.086928, -21.917984 64.0865089)",,Garðaflöt,30,,
23341152,False,2,residential,False,571.0609999999999,"LINESTRING (-21.9193538 64.086928, -21.9221144 64.0851872, -21.9221657 64.0851456, -21.9221749 64.0851227, -21.9221832 64.0851021, -21.9221722 64.0850643, -21.922115 64.085026, -21.9215937 64.084867, -21.9210938 64.0847146, -21.9209939 64.084704, -21.9209137 64.0847064, -21.9208326 64.0847214, -21.92077 64.0847439, -21.917984 64.0865089)",,Lindarflöt,30,,
23341145,False,2,residential,True,81.60400000000001,"LINESTRING (-21.9193538 64.086928, -21.9196182 64.0870085, -21.9201366 64.0871642, -21.9204215 64.0872498, -21.9207315 64.0873476)",,Garðaflöt,30,,
23341145,False,2,residential,True,81.255,"LINESTRING (-21.917984 64.0865089, -21.9193538 64.086928)",,Garðaflöt,30,,
23341152,False,2,residential,True,571.061,"LINESTRING (-21.917984 64.0865089, -21.92077 64.0847439, -21.9208326 64.0847214, -21.9209137 64.0847064, -21.9209939 64.084704, -21.9210938 64.0847146, -21.9215937 64.084867, -21.922115 64.085026, -21.9221722 64.0850643, -21.9221832 64.0851021, -21.9221749 64.0851227, -21.9221657 64.0851456, -21.9221144 64.0851872, -21.9193538 64.086928)",,Lindarflöt,30,,
"[23341145, 1033106483]",False,2,residential,"[False, True]",146.78599999999997,"LINESTRING (-21.917984 64.0865089, -21.916736 64.086143, -21.9167079 64.0861195, -21.9166931 64.0860827, -21.9166945 64.0860412, -21.9167406 64.0859946, -21.9173829 64.0855722)",,"['Garðaflöt', 'Hagaflöt']",30,,
48318221,False,,residential,False,67.753,"LINESTRING (-21.917149 64.0916452, -21.9172008 64.0917039, -21.9172968 64.0918126, -21.9173313 64.0919104, -21.9173302 64.0919866, -21.9173269 64.0920251, -21.9173068 64.0920743, -21.9172667 64.0921245, -21.9171565 64.0922268)",,Krókamýri,30,,
511846241,False,2,tertiary,False,96.206,"LINESTRING (-21.917149 64.0916452, -21.9168446 64.0916822, -21.9164159 64.0917226, -21.916116 64.0917366, -21.9158058 64.0917438, -21.9151924 64.0917415)",,Bæjarbraut,50,,
511846241,False,2,tertiary,True,155.07299999999998,"LINESTRING (-21.917149 64.0916452, -21.9176445 64.0915434, -21.9178763 64.0914867, -21.918066 64.0914377, -21.9182132 64.0913913, -21.918253 64.0913787, -21.9184415 64.091308, -21.918709 64.0911863, -21.918866 64.0911018, -21.9189778 64.0910416, -21.919183 64.0909224, -21.9194721 64.0907309)",,Bæjarbraut,50,,
511846241,False,2,tertiary,True,96.206,"LINESTRING (-21.9151924 64.0917415, -21.9158058 64.0917438, -21.916116 64.0917366, -21.9164159 64.0917226, -21.9168446 64.0916822, -21.917149 64.0916452)",,Bæjarbraut,50,,
514019177,True,1,tertiary,False,45.715,"LINESTRING (-21.9151924 64.0917415, -21.9150567 64.0917103, -21.9145558 64.0916988, -21.9142702 64.0916923)",,Bæjarbraut,50,,
514019178,True,2,tertiary,False,73.70400000000001,"LINESTRING (-21.9127605 64.0916867, -21.9130821 64.0917313, -21.9142596 64.0917622)",,Bæjarbraut,50,,
27150920,False,2,tertiary,False,72.922,"LINESTRING (-21.9111839 64.0872931, -21.9114861 64.0873829, -21.9117335 64.0874572, -21.91197 64.0875332, -21.9121777 64.0876022, -21.9123955 64.0876795)",,Hofsstaðabraut,30,,
27150920,False,2,tertiary,True,83.98400000000001,"LINESTRING (-21.9111839 64.0872931, -21.9108412 64.0872231, -21.9106117 64.0871723, -21.9104156 64.0871319, -21.9101059 64.0870746, -21.9096012 64.0869911)",,Hofsstaðabraut,30,,
261707833,False,,residential,True,147.168,"LINESTRING (-21.9111839 64.0872931, -21.9112187 64.0872473, -21.9119925 64.0862289, -21.9121402 64.0860373)",,Hörgslundur,30,,
27150923,False,,residential,False,37.752,"LINESTRING (-21.911446 64.0858849, -21.9121402 64.0860373)",,Hörgslundur,30,,
27150923,False,,residential,True,37.752,"LINESTRING (-21.9121402 64.0860373, -21.911446 64.0858849)",,Hörgslundur,30,,
27150923,False,,residential,False,21.694000000000003,"LINESTRING (-21.9121402 64.0860373, -21.9123462 64.0860825, -21.9125391 64.0861249)",,Hörgslundur,30,,
261707833,False,,residential,False,147.168,"LINESTRING (-21.9121402 64.0860373, -21.9119925 64.0862289, -21.9112187 64.0872473, -21.9111839 64.0872931)",,Hörgslundur,30,,
27150920,False,2,tertiary,False,7.79,"LINESTRING (-21.9142702 64.0916923, -21.9142596 64.0917622)",,Hofsstaðabraut,30,,
27150920,False,2,tertiary,True,134.129,"LINESTRING (-21.9142702 64.0916923, -21.9142832 64.091606, -21.9143073 64.0914466, -21.9143051 64.0912683, -21.9142753 64.0911496, -21.9142348 64.0910336, -21.9141625 64.0909172, -21.9140794 64.0908188, -21.9138973 64.0906265, -21.9137925 64.090525)",,Hofsstaðabraut,30,,
514019177,True,1,tertiary,False,73.618,"LINESTRING (-21.9142702 64.0916923, -21.9130773 64.0916649, -21.9127605 64.0916867)",,Bæjarbraut,50,,
27150952,False,,residential,False,121.624,"LINESTRING (-21.9163621 64.0887378, -21.9158979 64.0890075, -21.9157818 64.0890259, -21.9156731 64.0890362, -21.9155683 64.0890329, -21.9154865 64.0890174, -21.9151936 64.0889286, -21.9150039 64.0888711, -21.9146959 64.0887777, -21.9144169 64.0886931)",,Kirkjulundur,30,,
27150920,False,2,tertiary,False,94.42399999999999,"LINESTRING (-21.9135 64.0884491, -21.9135795 64.0885835, -21.9136176 64.0887159, -21.9136251 64.0888111, -21.9136072 64.0889055, -21.9135755 64.0890119, -21.9135714 64.0890261, -21.9135296 64.0891256, -21.9134586 64.0892868)",,Hofsstaðabraut,30,,
27150920,False,2,tertiary,True,102.495,"LINESTRING (-21.9135 64.0884491, -21.9134089 64.0883276, -21.9133783 64.0882867, -21.9132683 64.0881697, -21.913097 64.088035, -21.9129493 64.0879447, -21.9127968 64.0878626, -21.9126336 64.0877864, -21.9123955 64.0876795)",,Hofsstaðabraut,30,,
27150952,False,,residential,True,52.163,"LINESTRING (-21.9135 64.0884491, -21.9136311 64.088484, -21.9144169 64.0886931)",,Kirkjulundur,30,,
27150937,False,,residential,True,20.97,"LINESTRING (-21.9194721 64.0907309, -21.9193844 64.0907051, -21.9191142 64.0906255)",,Hrísmóar,30,,
511846241,False,2,tertiary,False,155.07300000000004,"LINESTRING (-21.9194721 64.0907309, -21.919183 64.0909224, -21.9189778 64.0910416, -21.918866 64.0911018, -21.918709 64.0911863, -21.9184415 64.091308, -21.918253 64.0913787, -21.9182132 64.0913913, -21.918066 64.0914377, -21.9178763 64.0914867, -21.9176445 64.0915434, -21.917149 64.0916452)",,Bæjarbraut,50,,
511846241,False,2,tertiary,True,250.72500000000002,"LINESTRING (-21.9194721 64.0907309, -21.9200303 64.090391, -21.9209937 64.0897827, -21.9210642 64.0897367, -21.921856 64.0892195, -21.9221473 64.0890373, -21.9224217 64.0888812)",,Bæjarbraut,50,,
27150952,False,,residential,False,52.163,"LINESTRING (-21.9144169 64.0886931, -21.9136311 64.088484, -21.9135 64.0884491)",,Kirkjulundur,30,,
27150952,False,,residential,True,121.624,"LINESTRING (-21.9144169 64.0886931, -21.9146959 64.0887777, -21.9150039 64.0888711, -21.9151936 64.0889286, -21.9154865 64.0890174, -21.9155683 64.0890329, -21.9156731 64.0890362, -21.9157818 64.0890259, -21.9158979 64.0890075, -21.9163621 64.0887378)",,Kirkjulundur,30,,
27152397,False,,residential,False,217.10999999999996,"LINESTRING (-21.9144169 64.0886931, -21.9146495 64.088533, -21.9146817 64.0885108, -21.9149212 64.0883536, -21.9149961 64.0883124, -21.9150965 64.0882536, -21.9151579 64.0882233, -21.9152248 64.0881757, -21.9152865 64.0881096, -21.9152927 64.0880595, -21.9153046 64.0879852, -21.9153041 64.0879345, -21.9153111 64.0878897, -21.9153259 64.0878468, -21.9153479 64.087812, -21.915369 64.087788, -21.9153915 64.0877656, -21.9154486 64.0877253, -21.9156806 64.0875765, -21.915772 64.0875194, -21.916158 64.0872779, -21.9161706 64.08727, -21.9162732 64.0872058, -21.9165614 64.08702)",,Kirkjulundur,30,,
27152412,False,,residential,False,40.727,"LINESTRING (-21.9097452 64.0855843, -21.910523 64.0857207)",,Reynilundur,30,,
27152412,False,,residential,False,18.492,"LINESTRING (-21.910523 64.0857207, -21.9108762 64.0857826)",,Reynilundur,30,,
27152412,False,,residential,True,40.727,"LINESTRING (-21.910523 64.0857207, -21.9097452 64.0855843)",,Reynilundur,30,,
261707845,False,,residential,False,148.19500000000002,"LINESTRING (-21.910523 64.0857207, -21.9104176 64.0858658, -21.9096387 64.0869394, -21.9096012 64.0869911)",,Reynilundur,30,,
27150920,False,2,tertiary,False,83.98400000000001,"LINESTRING (-21.9096012 64.0869911, -21.9101059 64.0870746, -21.9104156 64.0871319, -21.9106117 64.0871723, -21.9108412 64.0872231, -21.9111839 64.0872931)",,Hofsstaðabraut,30,,
48506623,False,,residential,True,286.725,"LINESTRING (-21.9096012 64.0869911, -21.909552 64.0870594, -21.909193 64.0875579, -21.9090165 64.0878031, -21.9090031 64.0878371, -21.9090069 64.0878694, -21.9090152 64.0878958, -21.9090357 64.0879207, -21.9090864 64.0879441, -21.9091513 64.0879644, -21.9092015 64.0879777, -21.9092557 64.0879871, -21.9095297 64.0880236, -21.9097459 64.0880467, -21.9099538 64.0880611, -21.9101741 64.0880697, -21.9103105 64.0880701, -21.9104591 64.088066, -21.9106634 64.0880594, -21.9107906 64.0880514, -21.9109106 64.0880396, -21.9110697 64.0880226, -21.9112346 64.0880011, -21.9113703 64.0879805, -21.9114619 64.0879648, -21.9115484 64.0879458, -21.9117569 64.0878999, -21.9118546 64.0878768, -21.9119446 64.0878503, -21.9121074 64.0877965, -21.9122091 64.0877585, -21.9122989 64.0877204, -21.9123955 64.0876795)",,Heiðarlundur,30,,
261707845,False,,residential,True,148.195,"LINESTRING (-21.9096012 64.0869911, -21.9096387 64.0869394, -21.9104176 64.0858658, -21.910523 64.0857207)",,Reynilundur,30,,
27596304,False,,residential,True,41.496,"LINESTRING (-21.9137061 64.0864323, -21.9129927 64.0862272)",,Hofslundur,30,,
102908079,False,,residential,False,29.663,"LINESTRING (-21.9137061 64.0864323, -21.9142161 64.0865789)",,Hofslundur,30,,
261707848,False,,residential,False,154.611,"LINESTRING (-21.9137061 64.0864323, -21.9135896 64.0865905, -21.9131864 64.0871381, -21.9131607 64.0871734, -21.9131219 64.087219, -21.9130882 64.0872489, -21.9130345 64.0873002, -21.9129232 64.0873909, -21.9127687 64.0874941, -21.9126261 64.0875755, -21.9124852 64.087639, -21.9123955 64.0876795)",,Hofslundur,30,,
27150920,False,2,tertiary,False,102.49499999999999,"LINESTRING (-21.9123955 64.0876795, -21.9126336 64.0877864, -21.9127968 64.0878626, -21.9129493 64.0879447, -21.913097 64.088035, -21.9132683 64.0881697, -21.9133783 64.0882867, -21.9134089 64.0883276, -21.9135 64.0884491)",,Hofsstaðabraut,30,,
27150920,False,2,tertiary,True,72.922,"LINESTRING (-21.9123955 64.0876795, -21.9121777 64.0876022, -21.91197 64.0875332, -21.9117335 64.0874572, -21.9114861 64.0873829, -21.9111839 64.0872931)",,Hofsstaðabraut,30,,
48506623,False,,residential,False,286.72499999999997,"LINESTRING (-21.9123955 64.0876795, -21.9122989 64.0877204, -21.9122091 64.0877585, -21.9121074 64.0877965, -21.9119446 64.0878503, -21.9118546 64.0878768, -21.9117569 64.0878999, -21.9115484 64.0879458, -21.9114619 64.0879648, -21.9113703 64.0879805, -21.9112346 64.0880011, -21.9110697 64.0880226, -21.9109106 64.0880396, -21.9107906 64.0880514, -21.9106634 64.0880594, -21.9104591 64.088066, -21.9103105 64.0880701, -21.9101741 64.0880697, -21.9099538 64.0880611, -21.9097459 64.0880467, -21.9095297 64.0880236, -21.9092557 64.0879871, -21.9092015 64.0879777, -21.9091513 64.0879644, -21.9090864 64.0879441, -21.9090357 64.0879207, -21.9090152 64.0878958, -21.9090069 64.0878694, -21.9090031 64.0878371, -21.9090165 64.0878031, -21.909193 64.0875579, -21.909552 64.0870594, -21.9096012 64.0869911)",,Heiðarlundur,30,,
261707848,False,,residential,True,154.611,"LINESTRING (-21.9123955 64.0876795, -21.9124852 64.087639, -21.9126261 64.0875755, -21.9127687 64.0874941, -21.9129232 64.0873909, -21.9130345 64.0873002, -21.9130882 64.0872489, -21.9131219 64.087219, -21.9131607 64.0871734, -21.9131864 64.0871381, -21.9135896 64.0865905, -21.9137061 64.0864323)",,Hofslundur,30,,
48318223,False,,residential,False,67.618,"LINESTRING (-21.9256868 64.0913022, -21.9250797 64.0918494)",,Silfurtún,30,,
536636694,False,,residential,False,77.253,"LINESTRING (-21.9256868 64.0913022, -21.9244102 64.0910456, -21.9242416 64.0910125)",,Goðatún,30,,
"[536636694, 48318311]",False,,residential,True,26.012999999999998,"LINESTRING (-21.9256868 64.0913022, -21.9258722 64.091339, -21.9261722 64.0914009)",,Goðatún,30,,
48318223,False,,residential,True,71.951,"LINESTRING (-21.9244348 64.0924319, -21.9250797 64.0918494)",,Silfurtún,30,,
48318308,True,,residential,False,149.011,"LINESTRING (-21.9244348 64.0924319, -21.9218065 64.0919168, -21.9217553 64.0919059, -21.9217163 64.0919005, -21.9216729 64.0919, -21.9216294 64.0919054)",,Faxatún,30,,
48318223,False,,residential,False,71.951,"LINESTRING (-21.9250797 64.0918494, -21.9244348 64.0924319)",,Silfurtún,30,,
48318223,False,,residential,True,67.618,"LINESTRING (-21.9250797 64.0918494, -21.9256868 64.0913022)",,Silfurtún,30,,
48318320,False,,residential,True,283.71099999999996,"LINESTRING (-21.9185104 64.0907984, -21.9185331 64.0909045, -21.9185179 64.0909526, -21.9184875 64.0909962, -21.9184448 64.091036, -21.9182279 64.0911711, -21.9181741 64.0912016, -21.9181181 64.0912203, -21.9179955 64.0912419, -21.9179692 64.091245, -21.9176421 64.0912842, -21.9174731 64.0913045, -21.9165281 64.0914075, -21.9162859 64.0914336, -21.915943 64.091459, -21.9158901 64.0914607, -21.9154824 64.0914739, -21.9153617 64.0914645, -21.9152887 64.0914498, -21.9151306 64.0914095, -21.9148375 64.0913128, -21.914791 64.0912863, -21.9147567 64.0912573, -21.9145546 64.0907707)",,Lyngmóar,30,,
48318320,False,,residential,False,164.94099999999997,"LINESTRING (-21.9177267 64.0907481, -21.9169979 64.0905452, -21.9169447 64.0905324, -21.9169018 64.090529, -21.9168431 64.0905286, -21.9165758 64.0905497, -21.9157716 64.0906183, -21.9155096 64.0906403, -21.9153263 64.0906863, -21.9152341 64.0907042, -21.9151486 64.0907187, -21.9150603 64.090727, -21.9145546 64.0907707)",,Lyngmóar,30,,
48318320,False,,residential,False,283.71099999999996,"LINESTRING (-21.9145546 64.0907707, -21.9147567 64.0912573, -21.914791 64.0912863, -21.9148375 64.0913128, -21.9151306 64.0914095, -21.9152887 64.0914498, -21.9153617 64.0914645, -21.9154824 64.0914739, -21.9158901 64.0914607, -21.915943 64.091459, -21.9162859 64.0914336, -21.9165281 64.0914075, -21.9174731 64.0913045, -21.9176421 64.0912842, -21.9179692 64.091245, -21.9179955 64.0912419, -21.9181181 64.0912203, -21.9181741 64.0912016, -21.9182279 64.0911711, -21.9184448 64.091036, -21.9184875 64.0909962, -21.9185179 64.0909526, -21.9185331 64.0909045, -21.9185104 64.0907984)",,Lyngmóar,30,,
48318320,False,,residential,True,164.941,"LINESTRING (-21.9145546 64.0907707, -21.9150603 64.090727, -21.9151486 64.0907187, -21.9152341 64.0907042, -21.9153263 64.0906863, -21.9155096 64.0906403, -21.9157716 64.0906183, -21.9165758 64.0905497, -21.9168431 64.0905286, -21.9169018 64.090529, -21.9169447 64.0905324, -21.9169979 64.0905452, -21.9177267 64.0907481)",,Lyngmóar,30,,
48506815,False,,residential,False,37.961,"LINESTRING (-21.9145546 64.0907707, -21.9144595 64.0906065, -21.9143185 64.0904459)",,Lyngmóar,30,,
48318221,False,,residential,True,67.75299999999999,"LINESTRING (-21.9171565 64.0922268, -21.9172667 64.0921245, -21.9173068 64.0920743, -21.9173269 64.0920251, -21.9173302 64.0919866, -21.9173313 64.0919104, -21.9172968 64.0918126, -21.9172008 64.0917039, -21.917149 64.0916452)",,Krókamýri,30,,
27150920,False,2,tertiary,False,141.765,"LINESTRING (-21.9134586 64.0892868, -21.9134175 64.0893931, -21.9133446 64.0896249, -21.91333 64.0897509, -21.9133339 64.0898574, -21.9133834 64.0900226, -21.9134331 64.0901042, -21.9136253 64.09035, -21.9136868 64.0904183, -21.9137437 64.0904751, -21.9137925 64.090525)",,Hofsstaðabraut,30,,
27150920,False,2,tertiary,True,94.424,"LINESTRING (-21.9134586 64.0892868, -21.9135296 64.0891256, -21.9135714 64.0890261, -21.9135755 64.0890119, -21.9136072 64.0889055, -21.9136251 64.0888111, -21.9136176 64.0887159, -21.9135795 64.0885835, -21.9135 64.0884491)",,Hofsstaðabraut,30,,
48318317,False,,residential,False,401.323,"LINESTRING (-21.9143185 64.0904459, -21.9144363 64.0904095, -21.9145039 64.0903887, -21.914728 64.0903167, -21.9147929 64.0902983, -21.9148475 64.090288, -21.9148927 64.0902824, -21.916005 64.0901562, -21.9161219 64.0901403, -21.9161796 64.0901148, -21.9162225 64.0900661, -21.9162329 64.0900159, -21.916159 64.0898273, -21.9161239 64.0897376, -21.9160997 64.0896792, -21.9160103 64.0894639, -21.9159872 64.0894366, -21.9159544 64.0894143, -21.915905 64.0893836, -21.9158517 64.089367, -21.9157842 64.0893516, -21.9157281 64.0893468, -21.9157079 64.0893431, -21.9151964 64.0893404, -21.9145813 64.0893355, -21.9143335 64.0893358, -21.9142394 64.089342, -21.9141606 64.0893522, -21.9140723 64.0893735, -21.913988 64.0894082, -21.913945 64.089437, -21.9139165 64.0894624, -21.9138928 64.0894943, -21.9138704 64.0895384, -21.9138348 64.0896475, -21.913831 64.089718, -21.913831 64.0897786, -21.9138274 64.0897906, -21.91387 64.0899417, -21.9139355 64.0900708, -21.9139671 64.0901208, -21.9140932 64.0902584, -21.9143185 64.0904459)",,Kjarrmóar,30,,
48318317,False,,residential,True,401.323,"LINESTRING (-21.9143185 64.0904459, -21.9140932 64.0902584, -21.9139671 64.0901208, -21.9139355 64.0900708, -21.91387 64.0899417, -21.9138274 64.0897906, -21.913831 64.0897786, -21.913831 64.089718, -21.9138348 64.0896475, -21.9138704 64.0895384, -21.9138928 64.0894943, -21.9139165 64.0894624, -21.913945 64.089437, -21.913988 64.0894082, -21.9140723 64.0893735, -21.9141606 64.0893522, -21.9142394 64.089342, -21.9143335 64.0893358, -21.9145813 64.0893355, -21.9151964 64.0893404, -21.9157079 64.0893431, -21.9157281 64.0893468, -21.9157842 64.0893516, -21.9158517 64.089367, -21.915905 64.0893836, -21.9159544 64.0894143, -21.9159872 64.0894366, -21.9160103 64.0894639, -21.9160997 64.0896792, -21.9161239 64.0897376, -21.916159 64.0898273, -21.9162329 64.0900159, -21.9162225 64.0900661, -21.9161796 64.0901148, -21.9161219 64.0901403, -21.916005 64.0901562, -21.9148927 64.0902824, -21.9148475 64.090288, -21.9147929 64.0902983, -21.914728 64.0903167, -21.9145039 64.0903887, -21.9144363 64.0904095, -21.9143185 64.0904459)",,Kjarrmóar,30,,
48318317,False,,residential,True,27.433999999999997,"LINESTRING (-21.9143185 64.0904459, -21.9141017 64.0904972, -21.9139428 64.0905202, -21.9137925 64.090525)",,Kjarrmóar,30,,
48506815,False,,residential,True,37.961,"LINESTRING (-21.9143185 64.0904459, -21.9144595 64.0906065, -21.9145546 64.0907707)",,Lyngmóar,30,,
56774707,False,,residential,False,8.848,"LINESTRING (-21.9206486 64.0878798, -21.9205452 64.0879453)",,Garðatorg,,,
"[511852462, 511852463]",True,2,secondary,False,218.685,"LINESTRING (-21.9206486 64.0878798, -21.9203158 64.0877798, -21.9187944 64.0873383, -21.9169065 64.0867873)",412,Vífilsstaðavegur,50,,
1160529871,False,,residential,True,10.593,"LINESTRING (-21.9169065 64.0867873, -21.9167871 64.086867)",,Kirkjulundur,,,
511853035,True,1,secondary,False,127.994,"LINESTRING (-21.9169065 64.0867873, -21.9161086 64.0865456, -21.915619 64.0863951, -21.9149784 64.0862015, -21.9147393 64.0861332)",412,Vífilsstaðavegur,50,,
"[27152397, 1160529871]",False,,residential,False,20.247,"LINESTRING (-21.9165614 64.08702, -21.9166926 64.0869274, -21.9167871 64.086867)",,Kirkjulundur,30,,
