osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,width,bridge
23848063,Heiðmörk,residential,30,False,True,107.43199999999999,"LINESTRING (-21.1960357 64.0017907, -21.1950357 64.0013999, -21.1943904 64.0011478)",,,,,
150212901,Suðurlandsvegur,trunk,90,True,False,15.211000000000002,"LINESTRING (-21.1933445 63.9952502, -21.1933409 63.9952123, -21.1933205 63.9951754, -21.1932546 63.9951218)",1,1,roundabout,,
516235993,Þorlákshafnarvegur,primary,,True,False,29.681,"LINESTRING (-21.1932546 63.9951218, -21.1934331 63.9948666)",1,38,,,
150212901,Suðurlandsvegur,trunk,90,True,False,14.011,"LINESTRING (-21.1932546 63.9951218, -21.1931983 63.9950952, -21.1931176 63.9950674, -21.1930212 63.9950528)",1,1,roundabout,,
150212901,Suðurlandsvegur,trunk,90,True,False,15.424,"LINESTRING (-21.1930212 63.9950528, -21.192902 63.9950459, -21.1927805 63.9950537, -21.1927121 63.9950653)",1,1,roundabout,,
36951399,Suðurlandsvegur,trunk,90,True,False,32.07,"LINESTRING (-21.1927121 63.9950653, -21.1920641 63.9950157)",1,1,,,
150212901,Suðurlandsvegur,trunk,90,True,False,19.778,"LINESTRING (-21.1927121 63.9950653, -21.1926009 63.9950991, -21.1925183 63.995146, -21.192472 63.9952017)",1,1,roundabout,,
150212901,Suðurlandsvegur,trunk,90,True,False,18.313000000000002,"LINESTRING (-21.1927793 63.9954245, -21.192913 63.9954324, -21.1930319 63.9954242, -21.1931413 63.9954022)",1,1,roundabout,,
38531500,Grænamörk,tertiary,50,False,True,170.579,"LINESTRING (-21.1822834 63.9947762, -21.1820149 63.9948779, -21.1814731 63.9950826, -21.1801019 63.9955546, -21.1795687 63.9957435)",2,,,,
564126335,Grænamörk,tertiary,50,False,False,136.64999999999998,"LINESTRING (-21.1822834 63.9947762, -21.1828523 63.994404, -21.1832362 63.9941528, -21.1837412 63.9938224, -21.1838437 63.9937553)",2,,,,
1014977387,Austurmörk,residential,50,False,False,58.556000000000004,"LINESTRING (-21.1822834 63.9947762, -21.1823696 63.9948084, -21.1830954 63.9950564, -21.1832276 63.9951016)",,,,,
150212909,Austurmörk,residential,50,False,True,60.446,"LINESTRING (-21.1898768 63.9974322, -21.1891018 63.9972184, -21.1888282 63.9971421)",,,,,
246100185,Breiðamörk,tertiary,50,False,True,133.645,"LINESTRING (-21.1898768 63.9974322, -21.190055 63.9972974, -21.1903891 63.9970447, -21.1905679 63.9969095, -21.191132 63.9964829, -21.1912517 63.9963924)",2,376,,,
673160620,Breiðamörk,tertiary,50,True,False,82.242,"LINESTRING (-21.1898768 63.9974322, -21.1897013 63.9975153, -21.1896023 63.9975864, -21.1895215 63.9976443, -21.1890768 63.9979629, -21.1890181 63.9980098, -21.1890089 63.9980578)",1,376,,,
688062083,Breiðamörk,tertiary,50,False,False,82.125,"LINESTRING (-21.1885159 63.9984213, -21.1876548 63.9990561)",2,376,,,
8107866,Þelamörk,tertiary,50,False,False,133.805,"LINESTRING (-21.1885159 63.9984213, -21.1895564 63.9986789, -21.1908982 63.999019)",2,,,,
8107866,Þelamörk,tertiary,50,False,True,230.358,"LINESTRING (-21.1885159 63.9984213, -21.187771 63.998231, -21.1844333 63.9973781)",2,,,,
688062083,Breiðamörk,tertiary,50,False,True,47.025000000000006,"LINESTRING (-21.1885159 63.9984213, -21.1889171 63.9981255, -21.1890089 63.9980578)",2,376,,,
23848059,Reykjamörk,tertiary,50,False,False,91.635,"LINESTRING (-21.1861007 63.9961928, -21.1858503 63.9962959, -21.1850856 63.99688)",2,377,,,
150212909,Austurmörk,residential,50,False,False,170.74699999999999,"LINESTRING (-21.1861007 63.9961928, -21.1867427 63.996487, -21.187197 63.9966737, -21.1877174 63.9968398, -21.1883002 63.9969984, -21.1888282 63.9971421)",,,,,
"[150212883, 1014977388, 150212909, 23848047]",Austurmörk,residential,50,False,True,107.82000000000001,"LINESTRING (-21.1861007 63.9961928, -21.1857819 63.996059, -21.1854314 63.9959181, -21.1852574 63.995848, -21.1850292 63.9957506, -21.1847548 63.9956335, -21.1846286 63.9955861, -21.1846048 63.9955771, -21.1844837 63.9955316)",,,,,
23848059,Reykjamörk,tertiary,50,False,False,89.108,"LINESTRING (-21.1818612 63.9993424, -21.181351 63.999753, -21.181012 64.0000519)",2,377,,,
23848059,Reykjamörk,tertiary,50,False,True,85.236,"LINESTRING (-21.1818612 63.9993424, -21.181954 63.9992715, -21.1820561 63.9991935, -21.1827317 63.9986776)",2,377,,,
23848107,Fljótsmörk,residential,30,False,False,226.472,"LINESTRING (-21.1818612 63.9993424, -21.1819566 63.9993667, -21.1832111 63.9996867, -21.1833117 63.9997123, -21.1840942 63.9999119, -21.184762 64.0000822, -21.1847934 64.0000902, -21.1858771 64.0003666)",,,,,
"[23848059, 24933637, 24933638]",Reykjamörk,tertiary,"['30', '50']",False,True,104.10900000000001,"LINESTRING (-21.1805302 64.0012657, -21.1805088 64.0010552, -21.1805688 64.0007958, -21.1807126 64.0004561, -21.1807715 64.0003396)",2,377,,6,yes
33187089,Brúnaldaarhvammur,residential,30,False,False,51.186,"LINESTRING (-21.1805302 64.0012657, -21.1803531 64.0012626, -21.1800688 64.0012492, -21.1797875 64.0012047, -21.1795351 64.001144)",,,,3,
23848063,Heiðmörk,residential,30,False,False,71.026,"LINESTRING (-21.1876548 63.9990561, -21.1889178 63.9993746)",,,,,
688062083,Breiðamörk,tertiary,50,False,False,82.757,"LINESTRING (-21.1876548 63.9990561, -21.1867871 63.9996958)",2,376,,,
688062083,Breiðamörk,tertiary,50,False,True,82.125,"LINESTRING (-21.1876548 63.9990561, -21.1885159 63.9984213)",2,376,,,
23848063,Heiðmörk,residential,30,False,True,173.07000000000002,"LINESTRING (-21.1876548 63.9990561, -21.1850786 63.9984043, -21.1845798 63.9982781)",,,,,
23848063,Heiðmörk,residential,30,False,False,56.014,"LINESTRING (-21.1835846 63.9980263, -21.1845798 63.9982781)",,,,,
23848059,Reykjamörk,tertiary,50,False,False,83.50699999999999,"LINESTRING (-21.1835846 63.9980263, -21.1832199 63.9983048, -21.1827795 63.9986412, -21.1827317 63.9986776)",2,377,,,
23848059,Reykjamörk,tertiary,50,False,True,83.107,"LINESTRING (-21.1835846 63.9980263, -21.1840519 63.9976694, -21.1844333 63.9973781)",2,377,,,
23848063,Heiðmörk,residential,30,False,True,333.029,"LINESTRING (-21.1835846 63.9980263, -21.1823994 63.9977259, -21.1815841 63.9974519, -21.1805132 63.9971078, -21.1795725 63.9967904, -21.1790132 63.9966069, -21.1780784 63.996262)",,,,,
23848063,Heiðmörk,residential,30,False,False,333.029,"LINESTRING (-21.1780784 63.996262, -21.1790132 63.9966069, -21.1795725 63.9967904, -21.1805132 63.9971078, -21.1815841 63.9974519, -21.1823994 63.9977259, -21.1835846 63.9980263)",,,,,
38531503,Grænamörk,residential,30,False,False,92.751,"LINESTRING (-21.1780784 63.996262, -21.178208 63.9962169, -21.1794568 63.9957827, -21.1795687 63.9957435)",,,,,
38531503,Grænamörk,residential,30,False,True,61.69,"LINESTRING (-21.1780784 63.996262, -21.1773598 63.9964958, -21.1770592 63.9965908)",,,,,
673190929,Grænamörk,residential,15,False,True,82.822,"LINESTRING (-21.1780784 63.996262, -21.177942 63.9961815, -21.1777904 63.9960921, -21.1775116 63.9959276, -21.177255 63.9957763, -21.177065 63.9956642)",,,,,
23848063,Heiðmörk,residential,30,False,False,65.629,"LINESTRING (-21.1889178 63.9993746, -21.190089 63.9996657)",,,,,
23848063,Heiðmörk,residential,30,False,True,71.026,"LINESTRING (-21.1889178 63.9993746, -21.1876548 63.9990561)",,,,,
23848103,Hveramörk,residential,30,False,False,216.694,"LINESTRING (-21.1889178 63.9993746, -21.1873762 64.0005253, -21.1871076 64.0007258, -21.1868036 64.0009527, -21.1866665 64.001055)",,,,,
23848103,Hveramörk,residential,30,False,False,2.257,"LINESTRING (-21.1866665 64.001055, -21.1867068 64.001065)",,,,,
23848103,Hveramörk,residential,30,False,True,216.69400000000002,"LINESTRING (-21.1866665 64.001055, -21.1868036 64.0009527, -21.1871076 64.0007258, -21.1873762 64.0005253, -21.1889178 63.9993746)",,,,,
39818771,Hveramörk,unclassified,30,False,False,72.212,"LINESTRING (-21.1866665 64.001055, -21.1858111 64.0008431, -21.1855787 64.0007855, -21.1853767 64.0007355)",,,,,
688062083,Breiðamörk,tertiary,50,False,False,47.724,"LINESTRING (-21.1858771 64.0003666, -21.1853767 64.0007355)",2,376,,,
23848107,Fljótsmörk,residential,30,False,True,226.47199999999998,"LINESTRING (-21.1858771 64.0003666, -21.1847934 64.0000902, -21.184762 64.0000822, -21.1840942 63.9999119, -21.1833117 63.9997123, -21.1832111 63.9996867, -21.1819566 63.9993667, -21.1818612 63.9993424)",,,,,
688062083,Breiðamörk,tertiary,50,False,True,86.783,"LINESTRING (-21.1858771 64.0003666, -21.1861261 64.000183, -21.1867871 63.9996958)",2,376,,,
688062083,Breiðamörk,tertiary,50,False,True,78.704,"LINESTRING (-21.1844667 64.0013172, -21.1848617 64.0010271, -21.1849666 64.00095, -21.1850765 64.0008853, -21.1852466 64.0008057, -21.1853767 64.0007355)",2,376,,,
1180297757,Skólamörk,residential,50,False,True,77.513,"LINESTRING (-21.1844667 64.0013172, -21.1834596 64.0010508, -21.1831598 64.0009715, -21.1831052 64.000957)",,,,,
38531502,Grænamörk,residential,30,True,False,102.88300000000001,"LINESTRING (-21.1770592 63.9965908, -21.1769725 63.9966172, -21.1766398 63.9967277, -21.1766024 63.9967482, -21.1765795 63.9967683, -21.1765769 63.9967916, -21.1765771 63.9968228, -21.1765952 63.9968655, -21.1766253 63.9968883, -21.1767073 63.9969026, -21.1767845 63.9969079, -21.176899 63.9969068, -21.1770383 63.9969038, -21.1771318 63.9968687, -21.1771547 63.9968223, -21.177143 63.9967083, -21.1770592 63.9965908)",,,,,
38531503,Grænamörk,residential,30,False,False,61.69,"LINESTRING (-21.1770592 63.9965908, -21.1773598 63.9964958, -21.1780784 63.996262)",,,,,
150212901,Suðurlandsvegur,trunk,90,True,False,20.256999999999998,"LINESTRING (-21.1931413 63.9954022, -21.193245 63.9953619, -21.193315 63.9953095, -21.1933445 63.9952502)",1,1,roundabout,,
36951402,Suðurlandsvegur,trunk,90,True,False,28.692,"LINESTRING (-21.1920641 63.9950157, -21.1923769 63.9951583, -21.192472 63.9952017)",1,1,,,
150212901,Suðurlandsvegur,trunk,90,True,False,20.459999999999997,"LINESTRING (-21.192472 63.9952017, -21.1924636 63.9952379, -21.1924709 63.9952742, -21.1924921 63.9953075, -21.1925266 63.9953387, -21.1925844 63.9953721)",1,1,roundabout,,
23848063,Heiðmörk,residential,30,False,True,33.838,"LINESTRING (-21.1943904 64.0011478, -21.1938728 64.000945)",,,,,
23848063,Heiðmörk,residential,30,False,False,107.43199999999999,"LINESTRING (-21.1943904 64.0011478, -21.1950357 64.0013999, -21.1960357 64.0017907)",,,,,
23848063,Heiðmörk,residential,30,False,False,76.554,"LINESTRING (-21.1927142 64.0004802, -21.1938728 64.000945)",,,,,
23848063,Heiðmörk,residential,30,False,True,157.29899999999998,"LINESTRING (-21.1927142 64.0004802, -21.1919545 64.0001924, -21.1917151 64.0001017, -21.1914113 64.000013, -21.190089 63.9996657)",,,,,
37255066,Bláskógar,residential,30,False,False,80.644,"LINESTRING (-21.1927142 64.0004802, -21.193664 63.9999799, -21.1937784 63.999925)",,,,,
8107866,Þelamörk,tertiary,50,False,False,167.59300000000002,"LINESTRING (-21.1937784 63.999925, -21.1937979 63.9999322, -21.1944483 64.0001723, -21.1963739 64.0009134)",2,,,,
8107866,Þelamörk,tertiary,50,False,True,81.943,"LINESTRING (-21.1937784 63.999925, -21.1925858 63.999499, -21.1924752 63.9994595)",2,,,,
37255066,Bláskógar,residential,30,False,True,80.644,"LINESTRING (-21.1937784 63.999925, -21.193664 63.9999799, -21.1927142 64.0004802)",,,,,
23848063,Heiðmörk,residential,30,False,True,65.629,"LINESTRING (-21.190089 63.9996657, -21.1889178 63.9993746)",,,,,
23848063,Heiðmörk,residential,30,False,False,157.29899999999998,"LINESTRING (-21.190089 63.9996657, -21.1914113 64.000013, -21.1917151 64.0001017, -21.1919545 64.0001924, -21.1927142 64.0004802)",,,,,
"[37255064, 1262900715]",Litlamörk,residential,"['30', '50']",False,False,82.024,"LINESTRING (-21.190089 63.9996657, -21.190382 63.999424, -21.1905416 63.9992951, -21.1908982 63.999019)",,,,,
