osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry
157294757,1,470,Arnartorg,secondary,50,roundabout,True,False,8.372,"LINESTRING (-21.95311 64.0732935, -21.9531457 64.0733011, -21.9531842 64.0733056, -21.9532305 64.0733065, -21.953276 64.0733027)"
5188202,1,470,Reykjavíkurvegur,secondary,50,,True,False,182.204,"LINESTRING (-21.9533565 64.0731556, -21.9534111 64.0730935, -21.9537765 64.0726744, -21.954676 64.0720886, -21.954857 64.071984, -21.9549699 64.0719184, -21.9551661 64.0718074, -21.9552587 64.0717573)"
157294757,1,470,Arnartorg,secondary,50,roundabout,True,False,6.140000000000001,"LINESTRING (-21.9533565 64.0731556, -21.9533407 64.0731492, -21.9533089 64.0731402, -21.9532452 64.0731313)"
27168766,,,Austurgata,residential,,,True,False,7.018,"LINESTRING (-21.9580887 64.0702566, -21.9582169 64.0702856)"
22560673,1,470,Reykjavíkurvegur,secondary,50,,True,False,78.85,"LINESTRING (-21.9580887 64.0702566, -21.9577957 64.0704952, -21.9576075 64.0706202, -21.9573683 64.0707489, -21.9571795 64.0708398)"
22560671,1,470,Reykjavíkurvegur,secondary,50,,True,False,62.409,"LINESTRING (-21.9582169 64.0702856, -21.9586302 64.069918, -21.958677 64.0698908, -21.9587597 64.0698509, -21.9588732 64.0698109)"
512619656,1,470,Fjarðartorg,secondary,50,roundabout,True,False,18.993000000000002,"LINESTRING (-21.9564911 64.0666073, -21.9565149 64.0665748, -21.956518 64.0665406, -21.9565 64.0665074, -21.9564623 64.0664775, -21.9564078 64.066453)"
512619656,1,470,Fjarðartorg,secondary,50,roundabout,True,False,10.94,"LINESTRING (-21.9564078 64.066453, -21.9563431 64.0664364, -21.9562709 64.0664276, -21.9561959 64.0664272)"
"[512934540, 691667917]","['1', '2']",470,Strandgata,secondary,50,,True,False,33.69,"LINESTRING (-21.9564078 64.066453, -21.9563443 64.0663717, -21.9563279 64.0662956, -21.9563466 64.0661552)"
513661309,1,,Lækjargata,secondary,50,,True,False,16.27,"LINESTRING (-21.9559455 64.0665752, -21.9557349 64.0666889)"
