osmid,oneway,highway,reversed,length,geometry,junction,lanes,name,maxspeed
208427177,True,tertiary,False,16.537,"LINESTRING (31.0699139 -6.3443777, 31.0699726 -6.3442409)",,,,
278778913,False,tertiary,True,67.591,"LINESTRING (31.0699139 -6.3443777, 31.0694808 -6.3448069)",,,,
488299624,False,tertiary,False,92.98,"LINESTRING (31.0722076 -6.3466299, 31.0728282 -6.3460653)",,,,
208426995,False,tertiary,False,144.31400000000002,"LINESTRING (31.0722076 -6.3466299, 31.0721241 -6.3465143, 31.0720127 -6.346401, 31.07131 -6.3456893)",,,,
208426995,False,tertiary,True,73.82,"LINESTRING (31.0722076 -6.3466299, 31.0722917 -6.3468196, 31.0723829 -6.3470593, 31.0724084 -6.3471501, 31.0724115 -6.3472561)",,,,
208426995,False,tertiary,False,98.606,"LINESTRING (31.0706549 -6.3449777, 31.0700635 -6.3443137)",,,,
208426995,False,tertiary,True,107.249,"LINESTRING (31.0706549 -6.3449777, 31.07131 -6.3456893)",,,,
208428039,False,residential,False,87.23599999999999,"LINESTRING (31.0706549 -6.3449777, 31.0709908 -6.3446255, 31.0711995 -6.3444098)",,,,
208426995,False,tertiary,True,5.937,"LINESTRING (31.0724115 -6.3472561, 31.0724007 -6.3473084)",,,,
208426995,False,tertiary,False,73.82000000000001,"LINESTRING (31.0724115 -6.3472561, 31.0724084 -6.3471501, 31.0723829 -6.3470593, 31.0722917 -6.3468196, 31.0722076 -6.3466299)",,,,
208663480,False,residential,True,137.114,"LINESTRING (31.0724115 -6.3472561, 31.0725517 -6.3471562, 31.0729462 -6.3467929, 31.0733271 -6.3464261)",,,,
208426997,True,tertiary,False,4.948,"LINESTRING (31.0724107 -6.3419716, 31.0724288 -6.3419847, 31.0724425 -6.3420023)",roundabout,,,
208426997,True,tertiary,False,2.829,"LINESTRING (31.0723856 -6.3421203, 31.07236 -6.3421202)",roundabout,,,
208427001,False,tertiary,False,25.891,"LINESTRING (31.0735036 -6.3390748, 31.0733334 -6.3389148)",,,,
208427001,False,tertiary,True,393.009,"LINESTRING (31.0735036 -6.3390748, 31.0739191 -6.3395026, 31.0746064 -6.3402058, 31.0747281 -6.3403477, 31.0747495 -6.340497, 31.0746959 -6.3406143, 31.0736068 -6.3416431)",,,,
1051232298,False,residential,False,24.730999999999998,"LINESTRING (31.0735036 -6.3390748, 31.0734773 -6.3390088, 31.0734718 -6.3389635, 31.0734746 -6.3389155, 31.0735 -6.3388636)",,,,
208426994,True,tertiary,False,17.999,"LINESTRING (31.0700635 -6.3443137, 31.0699139 -6.3443777)",,,,
208426995,False,tertiary,False,12.901,"LINESTRING (31.0700635 -6.3443137, 31.0699726 -6.3442409)",,,,
208426995,False,tertiary,True,98.606,"LINESTRING (31.0700635 -6.3443137, 31.0706549 -6.3449777)",,,,
208427002,True,tertiary,False,38.044,"LINESTRING (31.0724425 -6.3420023, 31.0726242 -6.3422929)",,,,
208426997,True,tertiary,False,17.019,"LINESTRING (31.0724425 -6.3420023, 31.0724515 -6.3420262, 31.0724525 -6.3420517, 31.0724452 -6.3420761, 31.0724306 -6.3420971, 31.07241 -6.3421123, 31.0723856 -6.3421203)",roundabout,,,
208428023,False,residential,True,19.272,"LINESTRING (31.0735 -6.3388636, 31.0733334 -6.3389148)",,,,
1051232298,False,residential,True,24.731,"LINESTRING (31.0735 -6.3388636, 31.0734746 -6.3389155, 31.0734718 -6.3389635, 31.0734773 -6.3390088, 31.0735036 -6.3390748)",,,,
476727676,True,tertiary,False,19.645,"LINESTRING (31.0726242 -6.3422929, 31.0724767 -6.3421943)",,,,
208427001,False,tertiary,False,23.119,"LINESTRING (31.0726242 -6.3422929, 31.0727665 -6.3423444, 31.0728242 -6.3423418)",,,,
476727678,True,tertiary,False,28.609,"LINESTRING (31.0722979 -6.3420159, 31.0721962 -6.3417793)",,,,
208426997,True,tertiary,False,15.178999999999998,"LINESTRING (31.0722979 -6.3420159, 31.072309 -6.3419943, 31.0723296 -6.3419751, 31.0723556 -6.3419642, 31.0723838 -6.341963, 31.0724107 -6.3419716)",roundabout,,,
208428021,False,tertiary,True,122.43,"LINESTRING (31.0736068 -6.3416431, 31.0729191 -6.3407799)",,,,
208427001,False,tertiary,False,393.009,"LINESTRING (31.0736068 -6.3416431, 31.0746959 -6.3406143, 31.0747495 -6.340497, 31.0747281 -6.3403477, 31.0746064 -6.3402058, 31.0739191 -6.3395026, 31.0735036 -6.3390748)",,,,
208427001,False,tertiary,True,116.879,"LINESTRING (31.0736068 -6.3416431, 31.0734141 -6.3418291, 31.0733331 -6.3419068, 31.0729268 -6.3422911, 31.0728825 -6.3423211, 31.0728242 -6.3423418)",,,,
