osmid,name,highway,width,oneway,reversed,length,geometry,ref,junction,lanes,access
23331999,Allykhan Road,tertiary,6,False,True,202.87900000000002,"LINESTRING (39.2787786 -6.8150008, 39.2788176 -6.8149481, 39.2791829 -6.8143315, 39.2793188 -6.8140891, 39.2793407 -6.8140159, 39.2793468 -6.8139638, 39.2793472 -6.8138591, 39.2793731 -6.8133269)",,,,
"[25934941, 365844127]",Morogoro Road,trunk,,True,False,223.782,"LINESTRING (39.2787786 -6.8150008, 39.2790167 -6.8151246, 39.2795145 -6.815445, 39.2800984 -6.8158121, 39.2802101 -6.8158747, 39.2802536 -6.8158846, 39.2803012 -6.81589, 39.2803191 -6.8158902, 39.2803804 -6.8158741, 39.2804327 -6.8158494, 39.280524 -6.8157821)",T1,,,
25060863,DTV Round About,tertiary,,True,False,17.907,"LINESTRING (39.2844036 -6.8163767, 39.2844095 -6.816399, 39.2844118 -6.8164219, 39.2844105 -6.8164448, 39.2844056 -6.8164673, 39.2843972 -6.8164888, 39.2843856 -6.8165087, 39.284371 -6.8165265)",,roundabout,,
910915460,Mosque Street,residential,,True,False,94.459,"LINESTRING (39.2824139 -6.8188139, 39.2816674 -6.8183989)",,,,
25108395,Kitumbini Street,residential,,False,False,57.882000000000005,"LINESTRING (39.2824139 -6.8188139, 39.2822461 -6.8191113, 39.2821576 -6.819268)",,,,
25108395,Kitumbini Street,residential,,False,True,66.4,"LINESTRING (39.2824139 -6.8188139, 39.2825781 -6.8184804, 39.2826895 -6.8182834)",,,,
448720156,Aggrey Street,residential,,False,False,57.053,"LINESTRING (39.2816579 -6.8201973, 39.2811414 -6.8201815)",,,,
25108395,Kitumbini Street,residential,,False,True,81.596,"LINESTRING (39.2816579 -6.8201973, 39.2818227 -6.8198829, 39.2820119 -6.8195533)",,,,
448720156,Aggrey Street,residential,,False,True,69.926,"LINESTRING (39.2816579 -6.8201973, 39.2819738 -6.8202315, 39.2822873 -6.8202673)",,,,
910915460,Mosque Street,residential,,True,False,76.169,"LINESTRING (39.284763 -6.8200824, 39.2842313 -6.8198047, 39.2841533 -6.8197619)",,,,
23331999,Allykhan Road,tertiary,6,False,False,202.879,"LINESTRING (39.2793731 -6.8133269, 39.2793472 -6.8138591, 39.2793468 -6.8139638, 39.2793407 -6.8140159, 39.2793188 -6.8140891, 39.2791829 -6.8143315, 39.2788176 -6.8149481, 39.2787786 -6.8150008)",,,,
23332002,Fire Station Road,residential,4,False,False,273.11699999999996,"LINESTRING (39.2793731 -6.8133269, 39.2790301 -6.8133954, 39.2787905 -6.8134445, 39.2786564 -6.8134578, 39.278525 -6.8134525, 39.2784054 -6.8134359, 39.2782053 -6.8133725, 39.2780073 -6.8133007, 39.2777007 -6.8131463, 39.2774857 -6.8130618, 39.2773376 -6.8130076, 39.2770152 -6.8129054)",,,,
23332002,Fire Station Road,residential,4,False,False,38.253,"LINESTRING (39.2762806 -6.812674, 39.2759593 -6.8125453)",,,,
23332002,Fire Station Road,residential,4,False,True,85.091,"LINESTRING (39.2762806 -6.812674, 39.2770152 -6.8129054)",,,,
23332006,Swahili Street,residential,4,False,False,59.67,"LINESTRING (39.2762806 -6.812674, 39.2760412 -6.8131551)",,,,
418363079,Zanaki Street,tertiary,,False,False,80.555,"LINESTRING (39.2830128 -6.8148935, 39.2833945 -6.8155109)",,,,
418363079,Zanaki Street,tertiary,,False,True,99.40199999999999,"LINESTRING (39.2830128 -6.8148935, 39.2827345 -6.8145617, 39.2826559 -6.814493, 39.2825426 -6.8143941, 39.282505 -6.8143613, 39.2824051 -6.8142741, 39.282385 -6.8142565)",,,,
418363079,Zanaki Street,tertiary,,False,False,14.498,"LINESTRING (39.2833945 -6.8155109, 39.2834828 -6.8156074)",,,,
418363079,Zanaki Street,tertiary,,False,True,80.555,"LINESTRING (39.2833945 -6.8155109, 39.2830128 -6.8148935)",,,,
23350882,Libya Street,residential,,False,False,86.534,"LINESTRING (39.2833945 -6.8155109, 39.2832298 -6.8157567, 39.2829835 -6.8161732)",,,,
23350882,Libya Street,residential,,False,False,59.752,"LINESTRING (39.2812172 -6.8191602, 39.2809516 -6.8196284)",,,,
23350882,Libya Street,residential,,False,True,40.376000000000005,"LINESTRING (39.2812172 -6.8191602, 39.28134 -6.8189527, 39.2814024 -6.8188471)",,,,
23363548,Kitumbini Street,residential,,False,False,98.05600000000001,"LINESTRING (39.2812172 -6.8191602, 39.2816011 -6.8193622, 39.2820119 -6.8195533)",,,,
23363364,Mkunguni Street,secondary,,True,False,42.325,"LINESTRING (39.2799936 -6.8174368, 39.2799454 -6.8173186, 39.2799271 -6.8172876, 39.279905 -6.8172563, 39.2798494 -6.8172087, 39.2797616 -6.8171483)",,,,
392081802,Bibi Titi Mohamed Road,trunk,,True,False,60.525,"LINESTRING (39.2799936 -6.8174368, 39.2799827 -6.8172569, 39.2799761 -6.8171231, 39.2799885 -6.8168933)",T24,,2,
735125651,Ungoni Street,residential,,False,False,7.902,"LINESTRING (39.2777263 -6.8148662, 39.2776554 -6.8148759)",,,,
415754972,Lumumba Street,secondary,,True,False,49.870999999999995,"LINESTRING (39.2777263 -6.8148662, 39.2778345 -6.8152004, 39.2778645 -6.8152932)",,,,
"[376076096, 25929011]",Morogoro Road,trunk,,True,False,335.519,"LINESTRING (39.2801314 -6.8163348, 39.2801719 -6.8161833, 39.2801769 -6.8161614, 39.280172 -6.8160929, 39.2801189 -6.8160292, 39.2798767 -6.815874, 39.2796917 -6.8157568, 39.2785189 -6.8150138, 39.2782534 -6.814848, 39.2780576 -6.8147475, 39.2778095 -6.8146344)",T1,,,
392081800,Bibi Titi Mohamed Road,trunk,,True,False,75.405,"LINESTRING (39.2801314 -6.8163348, 39.2802371 -6.8161553, 39.2802558 -6.8161263, 39.2802929 -6.8160746, 39.2803431 -6.816012, 39.2803751 -6.8159814, 39.280524 -6.8157821)",T24,,,
