osmid,highway,oneway,reversed,length,geometry,ref,lanes
256726674,residential,False,False,364.143,"LINESTRING (19.0824829 5.7373922, 19.0833413 5.7370885, 19.0838657 5.7368064, 19.0841424 5.7366085, 19.0847513 5.736435, 19.0853146 5.7358559)",,
256726674,residential,False,True,209.498,"LINESTRING (19.0824829 5.7373922, 19.0817648 5.7376767, 19.0813506 5.73788, 19.0807484 5.7381457)",,
259850245,primary,False,False,261.428,"LINESTRING (19.0824829 5.7373922, 19.0822589 5.7368868, 19.0820557 5.7363363, 19.0815917 5.7352154)",RN 8,
256726633,primary,False,False,180.85,"LINESTRING (19.0815917 5.7352154, 19.0808807 5.7337509)",RN 2,2
240861024,primary,False,False,53.410999999999994,"LINESTRING (19.0815917 5.7352154, 19.081699 5.7353261, 19.0818371 5.7353982, 19.0819943 5.7354682)",RN 2,
259850245,primary,False,True,261.428,"LINESTRING (19.0815917 5.7352154, 19.0820557 5.7363363, 19.0822589 5.7368868, 19.0824829 5.7373922)",RN 8,
256726633,primary,False,True,180.85,"LINESTRING (19.0808807 5.7337509, 19.0815917 5.7352154)",RN 2,2
240861022,unclassified,False,False,222.503,"LINESTRING (19.0808807 5.7337509, 19.0812638 5.7338273, 19.0820919 5.7339004, 19.0827987 5.7342493)",,
240861024,primary,False,False,362.70599999999996,"LINESTRING (19.0841505 5.7342813, 19.0841827 5.7340251, 19.0841719 5.7338943, 19.0841572 5.7337822, 19.0841156 5.7336141, 19.0839171 5.7328829, 19.083901 5.7324105, 19.0839393 5.7322072, 19.0840459 5.7317099, 19.0841103 5.7314284, 19.0841277 5.7312816, 19.0841357 5.7310774)",RN 2,
240861024,primary,False,True,80.215,"LINESTRING (19.0841505 5.7342813, 19.0841076 5.7344468, 19.0839865 5.7346931, 19.0838542 5.734936)",RN 2,
254446111,unclassified,False,False,477.095,"LINESTRING (19.0841505 5.7342813, 19.0843051 5.7343084, 19.0849371 5.7342586, 19.0854906 5.7343775, 19.0863848 5.7345018, 19.0878268 5.7343802, 19.088431 5.7344096)",,
240861022,unclassified,False,False,192.416,"LINESTRING (19.0838542 5.734936, 19.0843999 5.7352714, 19.0852516 5.7357616, 19.0853146 5.7358559)",,
240861022,unclassified,False,True,139.555,"LINESTRING (19.0838542 5.734936, 19.0835094 5.7346976, 19.0827987 5.7342493)",,
240861024,primary,False,False,80.215,"LINESTRING (19.0838542 5.734936, 19.0839865 5.7346931, 19.0841076 5.7344468, 19.0841505 5.7342813)",RN 2,
240861024,primary,False,True,242.949,"LINESTRING (19.0838542 5.734936, 19.0836283 5.7352457, 19.0834823 5.735413, 19.0833154 5.7355344, 19.0829931 5.7356597, 19.0828241 5.7356891, 19.0826082 5.7356704, 19.0823695 5.735609, 19.0819943 5.7354682)",RN 2,
256726674,residential,False,False,209.498,"LINESTRING (19.0807484 5.7381457, 19.0813506 5.73788, 19.0817648 5.7376767, 19.0824829 5.7373922)",,
259281430,residential,False,True,162.143,"LINESTRING (19.0827987 5.7342493, 19.0819943 5.7354682)",,
240861022,unclassified,False,False,139.555,"LINESTRING (19.0827987 5.7342493, 19.0835094 5.7346976, 19.0838542 5.734936)",,
240861022,unclassified,False,True,222.503,"LINESTRING (19.0827987 5.7342493, 19.0820919 5.7339004, 19.0812638 5.7338273, 19.0808807 5.7337509)",,
259281430,residential,False,False,162.143,"LINESTRING (19.0819943 5.7354682, 19.0827987 5.7342493)",,
240861024,primary,False,False,242.949,"LINESTRING (19.0819943 5.7354682, 19.0823695 5.735609, 19.0826082 5.7356704, 19.0828241 5.7356891, 19.0829931 5.7356597, 19.0833154 5.7355344, 19.0834823 5.735413, 19.0836283 5.7352457, 19.0838542 5.734936)",RN 2,
240861024,primary,False,True,53.411,"LINESTRING (19.0819943 5.7354682, 19.0818371 5.7353982, 19.081699 5.7353261, 19.0815917 5.7352154)",RN 2,
240861024,primary,False,True,362.706,"LINESTRING (19.0841357 5.7310774, 19.0841277 5.7312816, 19.0841103 5.7314284, 19.0840459 5.7317099, 19.0839393 5.7322072, 19.083901 5.7324105, 19.0839171 5.7328829, 19.0841156 5.7336141, 19.0841572 5.7337822, 19.0841719 5.7338943, 19.0841827 5.7340251, 19.0841505 5.7342813)",RN 2,
254446111,unclassified,False,True,477.09499999999997,"LINESTRING (19.088431 5.7344096, 19.0878268 5.7343802, 19.0863848 5.7345018, 19.0854906 5.7343775, 19.0849371 5.7342586, 19.0843051 5.7343084, 19.0841505 5.7342813)",,
240861022,unclassified,False,True,192.416,"LINESTRING (19.0853146 5.7358559, 19.0852516 5.7357616, 19.0843999 5.7352714, 19.0838542 5.734936)",,
256726674,residential,False,True,364.14300000000003,"LINESTRING (19.0853146 5.7358559, 19.0847513 5.736435, 19.0841424 5.7366085, 19.0838657 5.7368064, 19.0833413 5.7370885, 19.0824829 5.7373922)",,
