osmid,lanes,ref,highway,oneway,reversed,length,geometry,junction,bridge
441903496,,,unclassified,False,False,411.87499999999994,"LINESTRING (17.9878393 3.8751365, 17.9878078 3.874871, 17.987764 3.8740331, 17.9877292 3.8732958, 17.9877225 3.8728984, 17.9877198 3.8727057, 17.9877305 3.8725311, 17.9877419 3.8724445, 17.9877694 3.8723411, 17.987821 3.8722421, 17.9878931 3.8721528, 17.9881063 3.8719367, 17.9883706 3.8716762)",,
620568434,2,RN 6,primary,False,False,299.406,"LINESTRING (17.9853923 3.8751818, 17.9853983 3.8750246, 17.9854037 3.8748466, 17.985401 3.8743315, 17.9853863 3.8739207, 17.9853105 3.8733226, 17.9852293 3.8727164, 17.9851945 3.8725026)",,
862727497,2,RN 6,primary,True,False,15.049,"LINESTRING (17.9853923 3.8751818, 17.9854188 3.8751877, 17.9854423 3.8752012, 17.9854608 3.875221, 17.9854725 3.8752454, 17.9854764 3.8752722)",roundabout,
441915089,,,residential,False,False,105.756,"LINESTRING (17.9837575 3.8693606, 17.9846768 3.8696122)",,
620568434,2,RN 6,primary,False,True,93.563,"LINESTRING (17.9837575 3.8693606, 17.984184 3.8700865)",,
441915081,,,residential,False,False,141.46699999999998,"LINESTRING (17.9837575 3.8693606, 17.9831552 3.8697097, 17.9826593 3.8700071)",,
441915089,,,residential,False,False,55.651,"LINESTRING (17.9855038 3.8698124, 17.9859875 3.869945)",,
441915089,,,residential,False,True,94.417,"LINESTRING (17.9855038 3.8698124, 17.9850049 3.8696966, 17.9846768 3.8696122)",,
441915081,,,residential,False,False,71.644,"LINESTRING (17.9826593 3.8700071, 17.9820934 3.8703175)",,
441915081,,,residential,False,True,141.46699999999998,"LINESTRING (17.9826593 3.8700071, 17.9831552 3.8697097, 17.9837575 3.8693606)",,
441915081,,,residential,False,True,71.644,"LINESTRING (17.9820934 3.8703175, 17.9826593 3.8700071)",,
441903496,,,unclassified,False,True,62.528,"LINESTRING (17.9892287 3.8707999, 17.9888179 3.8711849)",,
"[441903496, 441903497, 441903499]",,,unclassified,False,False,220.293,"LINESTRING (17.9892287 3.8707999, 17.9894545 3.8705856, 17.9896538 3.8703731, 17.9897326 3.870279, 17.9897798 3.8702204, 17.9898651 3.8701216, 17.9899527 3.8700186, 17.9900261 3.8699099, 17.9902146 3.8696222, 17.9903436 3.8694232, 17.9904472 3.8692472)",,yes
441915089,,,residential,False,True,372.097,"LINESTRING (17.9892287 3.8707999, 17.9886514 3.8706253, 17.9881114 3.8704712, 17.98751 3.8703321, 17.9871131 3.8702198, 17.9865892 3.8701073, 17.9859875 3.869945)",,
620568434,2,RN 6,primary,False,True,23.376,"LINESTRING (17.9845829 3.8708057, 17.9846929 3.870985)",,
441915083,,,residential,False,False,128.16500000000002,"LINESTRING (17.9845829 3.8708057, 17.9847541 3.8708193, 17.9851985 3.8709194, 17.9857058 3.8710652)",,
620568434,2,RN 6,primary,False,False,91.403,"LINESTRING (17.9845829 3.8708057, 17.9842819 3.8702698, 17.984184 3.8700865)",,
441915088,,,residential,False,False,74.111,"LINESTRING (17.9846929 3.870985, 17.9841068 3.8713048)",,
620568434,2,RN 6,primary,False,False,23.376,"LINESTRING (17.9846929 3.870985, 17.9845829 3.8708057)",,
620568434,2,RN 6,primary,False,True,52.86,"LINESTRING (17.9846929 3.870985, 17.9849269 3.8713991)",,
441903496,,,unclassified,False,False,73.821,"LINESTRING (17.9883706 3.8716762, 17.9884943 3.8715497, 17.9888179 3.8711849)",,
441903496,,,unclassified,False,True,411.87500000000006,"LINESTRING (17.9883706 3.8716762, 17.9881063 3.8719367, 17.9878931 3.8721528, 17.987821 3.8722421, 17.9877694 3.8723411, 17.9877419 3.8724445, 17.9877305 3.8725311, 17.9877198 3.8727057, 17.9877225 3.8728984, 17.9877292 3.8732958, 17.987764 3.8740331, 17.9878078 3.874871, 17.9878393 3.8751365)",,
441915083,,,residential,False,True,170.69400000000002,"LINESTRING (17.9883706 3.8716762, 17.9879102 3.8715604, 17.987296 3.8714333, 17.9868722 3.8713289)",,
264460055,,,unclassified,False,False,13.266,"LINESTRING (17.9879975 3.8752256, 17.9879905 3.8751065)",,
264460055,,,unclassified,False,True,117.44,"LINESTRING (17.9879975 3.8752256, 17.9879044 3.8756852, 17.9878058 3.8761303, 17.9877791 3.876259)",,
603086565,,,residential,False,False,56.399,"LINESTRING (17.9879975 3.8752256, 17.9880336 3.8753009, 17.9880586 3.8753868, 17.9880793 3.8755868, 17.9880988 3.8757186)",,
603086565,,,residential,False,False,69.547,"LINESTRING (17.9880988 3.8757186, 17.988127 3.8758752, 17.9881516 3.8760435, 17.9881757 3.8761579, 17.9882234 3.8762582, 17.9882664 3.8763114)",,
603086565,,,residential,False,True,56.399,"LINESTRING (17.9880988 3.8757186, 17.9880793 3.8755868, 17.9880586 3.8753868, 17.9880336 3.8753009, 17.9879975 3.8752256)",,
603016578,,,residential,False,False,150.209,"LINESTRING (17.9896422 3.8761604, 17.9891254 3.8762492, 17.9887182 3.8763097, 17.9885211 3.8763338, 17.988302 3.8763429)",,
603016578,,,residential,False,True,51.833,"LINESTRING (17.9896422 3.8761604, 17.9899468 3.876114, 17.9901039 3.876089)",,
603086565,,,residential,False,False,5.279,"LINESTRING (17.9882664 3.8763114, 17.988302 3.8763429)",,
603086565,,,residential,False,True,69.547,"LINESTRING (17.9882664 3.8763114, 17.9882234 3.8762582, 17.9881757 3.8761579, 17.9881516 3.8760435, 17.988127 3.8758752, 17.9880988 3.8757186)",,
603086565,,,residential,False,True,5.279,"LINESTRING (17.988302 3.8763429, 17.9882664 3.8763114)",,
603016578,,,residential,False,False,63.805,"LINESTRING (17.988302 3.8763429, 17.9881384 3.8763629, 17.9880091 3.8763844, 17.9879253 3.8763847, 17.9878673 3.8763539, 17.9877791 3.876259)",,
603016578,,,residential,False,True,150.209,"LINESTRING (17.988302 3.8763429, 17.9885211 3.8763338, 17.9887182 3.8763097, 17.9891254 3.8762492, 17.9896422 3.8761604)",,
441915089,,,residential,False,True,55.651,"LINESTRING (17.9859875 3.869945, 17.9855038 3.8698124)",,
441916111,,,residential,False,True,63.173,"LINESTRING (17.9859875 3.869945, 17.985864 3.8704996)",,
441915089,,,residential,False,False,372.097,"LINESTRING (17.9859875 3.869945, 17.9865892 3.8701073, 17.9871131 3.8702198, 17.98751 3.8703321, 17.9881114 3.8704712, 17.9886514 3.8706253, 17.9892287 3.8707999)",,
620568434,2,RN 6,primary,False,False,93.563,"LINESTRING (17.984184 3.8700865, 17.9837575 3.8693606)",,
441916112,,,residential,False,False,192.033,"LINESTRING (17.984184 3.8700865, 17.9846232 3.8701822, 17.9849444 3.8702741, 17.9852912 3.8703704, 17.985864 3.8704996)",,
620568434,2,RN 6,primary,False,True,91.403,"LINESTRING (17.984184 3.8700865, 17.9842819 3.8702698, 17.9845829 3.8708057)",,
441916111,,,residential,False,False,63.173,"LINESTRING (17.985864 3.8704996, 17.9859875 3.869945)",,
441916111,,,residential,False,True,65.295,"LINESTRING (17.985864 3.8704996, 17.9857058 3.8710652)",,
441916112,,,residential,False,False,140.55,"LINESTRING (17.985864 3.8704996, 17.986228 3.8705839, 17.9870946 3.8707998)",,
441916112,,,residential,False,True,192.033,"LINESTRING (17.985864 3.8704996, 17.9852912 3.8703704, 17.9849444 3.8702741, 17.9846232 3.8701822, 17.984184 3.8700865)",,
441916111,,,residential,False,False,65.295,"LINESTRING (17.9857058 3.8710652, 17.985864 3.8704996)",,
441916111,,,residential,False,True,53.458,"LINESTRING (17.9857058 3.8710652, 17.985599 3.871534)",,
441915083,,,residential,False,False,132.684,"LINESTRING (17.9857058 3.8710652, 17.9864184 3.8712234, 17.9868722 3.8713289)",,
441915083,,,residential,False,True,128.165,"LINESTRING (17.9857058 3.8710652, 17.9851985 3.8709194, 17.9847541 3.8708193, 17.9845829 3.8708057)",,
441903496,,,unclassified,False,False,62.528,"LINESTRING (17.9888179 3.8711849, 17.9892287 3.8707999)",,
441903496,,,unclassified,False,True,73.821,"LINESTRING (17.9888179 3.8711849, 17.9884943 3.8715497, 17.9883706 3.8716762)",,
441916112,,,residential,False,True,196.26999999999998,"LINESTRING (17.9888179 3.8711849, 17.9886816 3.8711827, 17.987785 3.8709605, 17.9873323 3.8708582, 17.9870946 3.8707998)",,
441916111,,,residential,False,False,53.458,"LINESTRING (17.985599 3.871534, 17.9857058 3.8710652)",,
603098108,,,residential,False,False,69.25,"LINESTRING (17.985599 3.871534, 17.9862043 3.8716861)",,
603098107,,,residential,False,True,76.114,"LINESTRING (17.985599 3.871534, 17.9853621 3.8714747, 17.9851006 3.8714252, 17.9849269 3.8713991)",,
603016578,,,residential,False,False,51.833,"LINESTRING (17.9901039 3.876089, 17.9899468 3.876114, 17.9896422 3.8761604)",,
264460055,,,unclassified,False,False,117.44,"LINESTRING (17.9877791 3.876259, 17.9878058 3.8761303, 17.9879044 3.8756852, 17.9879975 3.8752256)",,
603016578,,,residential,False,True,63.805,"LINESTRING (17.9877791 3.876259, 17.9878673 3.8763539, 17.9879253 3.8763847, 17.9880091 3.8763844, 17.9881384 3.8763629, 17.988302 3.8763429)",,
603098112,,,residential,False,False,149.201,"LINESTRING (17.9830568 3.8726536, 17.9831922 3.8726188, 17.9833008 3.8726181, 17.9834598 3.8726281, 17.9836683 3.8726455, 17.9838715 3.8726442, 17.9840767 3.8726288, 17.9842731 3.8725907, 17.9843871 3.8725572)",,
603098105,,,residential,False,False,53.864000000000004,"LINESTRING (17.9863523 3.8724549, 17.9864075 3.8725231, 17.9864632 3.8726147, 17.9865161 3.8727399, 17.9865537 3.872889)",,
603098105,,,residential,False,True,91.207,"LINESTRING (17.9863523 3.8724549, 17.9863143 3.872408, 17.9862338 3.8722669, 17.9861849 3.8721799, 17.9861641 3.8720548, 17.9861708 3.8719778, 17.9861829 3.8718347, 17.9862043 3.8716861)",,
603098106,,,residential,False,True,43.438,"LINESTRING (17.9863523 3.8724549, 17.9862499 3.8726897, 17.9861923 3.8728114)",,
603098105,,,residential,False,True,94.194,"LINESTRING (17.9872095 3.8733848, 17.9868031 3.873156, 17.9866395 3.8730556, 17.9865906 3.8729901, 17.9865698 3.8729499, 17.9865537 3.872889)",,
603098104,,,residential,False,True,41.012,"LINESTRING (17.9865537 3.872889, 17.9861923 3.8728114)",,
603098105,,,residential,False,False,94.19399999999999,"LINESTRING (17.9865537 3.872889, 17.9865698 3.8729499, 17.9865906 3.8729901, 17.9866395 3.8730556, 17.9868031 3.873156, 17.9872095 3.8733848)",,
603098105,,,residential,False,True,53.864000000000004,"LINESTRING (17.9865537 3.872889, 17.9865161 3.8727399, 17.9864632 3.8726147, 17.9864075 3.8725231, 17.9863523 3.8724549)",,
603098104,,,residential,False,False,41.012,"LINESTRING (17.9861923 3.8728114, 17.9865537 3.872889)",,
603098106,,,residential,False,False,43.438,"LINESTRING (17.9861923 3.8728114, 17.9862499 3.8726897, 17.9863523 3.8724549)",,
603098106,,,residential,False,True,294.371,"LINESTRING (17.9861923 3.8728114, 17.9861319 3.8730523, 17.986026 3.8734885, 17.9859924 3.8736678, 17.9859602 3.8738176, 17.9859254 3.8740177, 17.9859086 3.8741341, 17.9859106 3.874309, 17.9859173 3.8743897, 17.9859146 3.8744907, 17.985911 3.8745405, 17.9859214 3.8745897, 17.9859475 3.874666, 17.9859877 3.8747061, 17.9860642 3.8747616, 17.9861634 3.8748198, 17.9862526 3.8748914, 17.9863076 3.8749904, 17.9863371 3.8750854, 17.9863706 3.8752453)",,
603098108,,,residential,False,True,69.25,"LINESTRING (17.9862043 3.8716861, 17.985599 3.871534)",,
603098105,,,residential,False,False,91.207,"LINESTRING (17.9862043 3.8716861, 17.9861829 3.8718347, 17.9861708 3.8719778, 17.9861641 3.8720548, 17.9861849 3.8721799, 17.9862338 3.8722669, 17.9863143 3.872408, 17.9863523 3.8724549)",,
"[603098108, 603098109]",,,residential,False,False,108.53699999999999,"LINESTRING (17.9862043 3.8716861, 17.9866462 3.8717972, 17.9867253 3.8716728, 17.9867716 3.8715791, 17.98683 3.8714272, 17.9868722 3.8713289)",,
441916112,,,residential,False,False,196.26999999999998,"LINESTRING (17.9870946 3.8707998, 17.9873323 3.8708582, 17.987785 3.8709605, 17.9886816 3.8711827, 17.9888179 3.8711849)",,
441916112,,,residential,False,True,140.55,"LINESTRING (17.9870946 3.8707998, 17.986228 3.8705839, 17.985864 3.8704996)",,
603098110,,,residential,False,True,63.811,"LINESTRING (17.9870946 3.8707998, 17.9870076 3.8710211, 17.986946 3.871163, 17.9868722 3.8713289)",,
441915083,,,residential,False,False,170.69400000000002,"LINESTRING (17.9868722 3.8713289, 17.987296 3.8714333, 17.9879102 3.8715604, 17.9883706 3.8716762)",,
441915083,,,residential,False,True,132.684,"LINESTRING (17.9868722 3.8713289, 17.9864184 3.8712234, 17.9857058 3.8710652)",,
"[603098108, 603098109]",,,residential,False,True,108.537,"LINESTRING (17.9868722 3.8713289, 17.98683 3.8714272, 17.9867716 3.8715791, 17.9867253 3.8716728, 17.9866462 3.8717972, 17.9862043 3.8716861)",,
603098110,,,residential,False,False,63.811,"LINESTRING (17.9868722 3.8713289, 17.986946 3.871163, 17.9870076 3.8710211, 17.9870946 3.8707998)",,
441915088,,,residential,False,True,74.111,"LINESTRING (17.9841068 3.8713048, 17.9846929 3.870985)",,
603098111,,,residential,False,True,142.726,"LINESTRING (17.9841068 3.8713048, 17.9842517 3.8720166, 17.9843871 3.8725572)",,
603098112,,,residential,False,True,89.834,"LINESTRING (17.9851945 3.8725026, 17.9847439 3.8725251, 17.9845266 3.8725371, 17.9843871 3.8725572)",,
620568434,2,RN 6,primary,False,False,126.961,"LINESTRING (17.9851945 3.8725026, 17.9851314 3.872115, 17.9850617 3.8717303, 17.9849987 3.8715456, 17.9849269 3.8713991)",,
620568434,2,RN 6,primary,False,True,299.406,"LINESTRING (17.9851945 3.8725026, 17.9852293 3.8727164, 17.9853105 3.8733226, 17.9853863 3.8739207, 17.985401 3.8743315, 17.9854037 3.8748466, 17.9853983 3.8750246, 17.9853923 3.8751818)",,
603098111,,,residential,False,False,142.726,"LINESTRING (17.9843871 3.8725572, 17.9842517 3.8720166, 17.9841068 3.8713048)",,
603098112,,,residential,False,False,89.834,"LINESTRING (17.9843871 3.8725572, 17.9845266 3.8725371, 17.9847439 3.8725251, 17.9851945 3.8725026)",,
603098112,,,residential,False,True,149.201,"LINESTRING (17.9843871 3.8725572, 17.9842731 3.8725907, 17.9840767 3.8726288, 17.9838715 3.8726442, 17.9836683 3.8726455, 17.9834598 3.8726281, 17.9833008 3.8726181, 17.9831922 3.8726188, 17.9830568 3.8726536)",,
441915089,,,residential,False,True,105.756,"LINESTRING (17.9846768 3.8696122, 17.9837575 3.8693606)",,
441915089,,,residential,False,False,94.417,"LINESTRING (17.9846768 3.8696122, 17.9850049 3.8696966, 17.9855038 3.8698124)",,
