osmid,name,highway,oneway,reversed,length,geometry,access,ref
107616068,Vuka Karadžića,residential,False,True,173.355,"LINESTRING (18.4714732 45.0592014, 18.4694473 45.05982)",,
107616071,Kneza Miloša,residential,False,True,79.874,"LINESTRING (18.4714732 45.0592014, 18.4718706 45.0598626)",,
107616071,Kneza Miloša,residential,False,False,79.07300000000001,"LINESTRING (18.4714732 45.0592014, 18.4713203 45.0589288, 18.4711265 45.0585834, 18.4711023 45.0585403)",,
283389535,Obilićev vijenac,residential,False,True,17.985,"LINESTRING (18.4669156 45.0632106, 18.466813 45.063066)",yes,
294317574,Obilićev vijenac,residential,False,True,258.328,"LINESTRING (18.4669156 45.0632106, 18.468863 45.062644, 18.4699571 45.0623263)",yes,
"[107637201, 931018835]",Obilićev vijenac,residential,False,False,323.216,"LINESTRING (18.4669156 45.0632106, 18.4670041 45.063341, 18.4666048 45.0637464, 18.4664224 45.0639405, 18.4663906 45.0639692, 18.466331 45.0640131, 18.4653052 45.0644934, 18.4652362 45.0645192, 18.4647668 45.0646282, 18.4646551 45.0646356, 18.4645768 45.064627, 18.4645305 45.0646089, 18.4644914 45.0645859, 18.4644599 45.0645584, 18.4644319 45.0645283, 18.4641946 45.064182)",yes,
107616079,,residential,False,False,21.831,"LINESTRING (18.4723747 45.0565152, 18.4724724 45.056699)",,
107616047,,residential,False,True,59.66,"LINESTRING (18.4724724 45.056699, 18.4717635 45.0568916)",,
107616079,,residential,False,False,26.628,"LINESTRING (18.4724724 45.056699, 18.4726009 45.0569206)",,
107616079,,residential,False,True,21.831,"LINESTRING (18.4724724 45.056699, 18.4723747 45.0565152)",,
107616065,,residential,False,False,64.873,"LINESTRING (18.4749629 45.0568762, 18.4746513 45.0563359)",,
107616082,,residential,False,False,177.11599999999999,"LINESTRING (18.4749629 45.0568762, 18.4745094 45.0570082, 18.472878 45.0574829)",,
107637201,,residential,False,True,51.824,"LINESTRING (18.4638661 45.0637778, 18.4641946 45.064182)",,
107619230,Kralja Aleksandra I Karađorđevića,primary,False,False,243.78000000000003,"LINESTRING (18.4638661 45.0637778, 18.464843 45.0634851, 18.4667062 45.0628936)",,R-I 3102
107637201,,residential,False,False,84.512,"LINESTRING (18.4638661 45.0637778, 18.4634981 45.0631842, 18.4634875 45.0631442, 18.4634838 45.0631304, 18.4634987 45.0630741)",,
707092637,Kralja Aleksandra I Karađorđevića,residential,False,True,32.302,"LINESTRING (18.4702899 45.0618366, 18.4706752 45.061735)",yes,
"[707092637, 294317574]","['Kralja Aleksandra I Karađorđevića', 'Obilićev vijenac']",residential,False,False,85.461,"LINESTRING (18.4702899 45.0618366, 18.4700796 45.0618987, 18.4697556 45.0619975, 18.4698621 45.0621745, 18.4699571 45.0623263)",yes,
107616055,Gavrila Principa,residential,False,False,78.123,"LINESTRING (18.4706752 45.061735, 18.4702734 45.0610923)",,
707092637,Kralja Aleksandra I Karađorđevića,residential,False,False,32.302,"LINESTRING (18.4706752 45.061735, 18.4702899 45.0618366)",yes,
707092637,Kralja Aleksandra I Karađorđevića,residential,False,True,171.003,"LINESTRING (18.4706752 45.061735, 18.4726783 45.0611324)",yes,
107616049,Nikole Tesle,residential,False,False,236.574,"LINESTRING (18.4630807 45.0624523, 18.4658493 45.0616143)",,
107637201,,residential,False,True,76.54,"LINESTRING (18.4630807 45.0624523, 18.4634987 45.0630741)",,
283389537,,residential,False,False,231.674,"LINESTRING (18.4699571 45.0623263, 18.4700607 45.0625383, 18.4702138 45.0626452, 18.4720307 45.063593, 18.472158 45.0636594)",,
294317574,Obilićev vijenac,residential,False,False,258.328,"LINESTRING (18.4699571 45.0623263, 18.468863 45.062644, 18.4669156 45.0632106)",yes,
"[707092637, 294317574]","['Kralja Aleksandra I Karađorđevića', 'Obilićev vijenac']",residential,False,True,85.46100000000001,"LINESTRING (18.4699571 45.0623263, 18.4698621 45.0621745, 18.4697556 45.0619975, 18.4700796 45.0618987, 18.4702899 45.0618366)",yes,
107616048,Dositeja Obradovića,residential,False,False,168.556,"LINESTRING (18.4687085 45.0586931, 18.4667238 45.0592696)",,
107616048,Dositeja Obradovića,residential,False,True,181.197,"LINESTRING (18.4687085 45.0586931, 18.4696204 45.0584403, 18.4708475 45.058083)",,
107616055,Gavrila Principa,residential,False,False,269.672,"LINESTRING (18.4687085 45.0586931, 18.4686484 45.0585955, 18.4684255 45.0582335, 18.4681142 45.0576953, 18.4679057 45.0573394, 18.4673776 45.0564576)",,
107616055,Gavrila Principa,residential,False,True,57.637,"LINESTRING (18.4687085 45.0586931, 18.468764 45.0587479, 18.4688196 45.0588142, 18.469042 45.0591535)",,
199885178,Cara Dušana,primary,False,False,61.87,"LINESTRING (18.4649779 45.0603197, 18.4646472 45.0598147)",,R-I 3102
199885178,Cara Dušana,primary,False,True,82.788,"LINESTRING (18.4649779 45.0603197, 18.4654248 45.060994)",,R-I 3102
107616080,Nikole Pašića,residential,False,True,172.387,"LINESTRING (18.4649779 45.0603197, 18.4650921 45.0602856, 18.4669992 45.0597156)",,
