osmid,ref,highway,oneway,reversed,length,geometry,bridge,name
284562695,R453,secondary,False,False,164.82600000000002,"LINESTRING (19.3355741 44.1875679, 19.3344622 44.1872132, 19.3337214 44.186914)",,
"[284589592, 995894996, 284589604]",,residential,False,False,120.953,"LINESTRING (19.3355741 44.1875679, 19.335567 44.1877195, 19.335558 44.1878195, 19.3354735 44.1879684, 19.3351533 44.1884386, 19.3350887 44.1885296, 19.3350604 44.188575)",yes,
26426081,R453,secondary,False,False,159.034,"LINESTRING (19.3306054 44.1831057, 19.3303627 44.1826879, 19.329832 44.1817874)",,
26496556,M-II 504,primary,False,False,66.012,"LINESTRING (19.3306054 44.1831057, 19.3311833 44.1829041, 19.3312517 44.1828878, 19.3313026 44.1828839, 19.3313643 44.1828801)",,
26496598,M-II 504,primary,False,False,87.394,"LINESTRING (19.3306054 44.1831057, 19.3303052 44.183194, 19.3301311 44.1832181, 19.3298565 44.183241, 19.3295399 44.1832604)",,
26496598,M-II 504,primary,False,False,132.23,"LINESTRING (19.3295399 44.1832604, 19.3294315 44.1832631, 19.3287429 44.1832856, 19.3278833 44.1833136)",,
26496598,M-II 504,primary,False,True,87.394,"LINESTRING (19.3295399 44.1832604, 19.3298565 44.183241, 19.3301311 44.1832181, 19.3303052 44.183194, 19.3306054 44.1831057)",,
284803524,,residential,False,True,131.493,"LINESTRING (19.3295399 44.1832604, 19.3298408 44.1838946, 19.3300119 44.1842314, 19.3300884 44.1843755)",,Видовданска
775360599,,residential,False,True,229.19400000000002,"LINESTRING (19.3295399 44.1832604, 19.3293903 44.182925, 19.3293141 44.1827926, 19.3292358 44.1826565, 19.3291569 44.1825194, 19.3289027 44.1821678, 19.3288602 44.1820655, 19.3288878 44.1820227, 19.3289496 44.1819769, 19.329386 44.181838, 19.3297954 44.1817261)",,
26496548,,residential,False,False,68.852,"LINESTRING (19.3278833 44.1833136, 19.3278809 44.1826944)",,Сребреничког одреда
284803512,,residential,False,True,47.047,"LINESTRING (19.3278833 44.1833136, 19.3278841 44.1837367)",,
26496598,M-II 504,primary,False,True,132.23,"LINESTRING (19.3278833 44.1833136, 19.3287429 44.1832856, 19.3294315 44.1832631, 19.3295399 44.1832604)",,
26496548,,residential,False,True,108.004,"LINESTRING (19.3278835 44.1817231, 19.3278809 44.1826944)",,Сребреничког одреда
284475836,,residential,False,False,76.626,"LINESTRING (19.3278835 44.1817231, 19.3269244 44.1817656)",,Kosovska
995894992,,residential,False,False,67.394,"LINESTRING (19.3278835 44.1817231, 19.3286515 44.1814701)",,Косовска
26426081,R453,secondary,False,True,35.1,"LINESTRING (19.3294951 44.1812229, 19.3296683 44.1815131)",,
995894992,,residential,False,True,72.67,"LINESTRING (19.3294951 44.1812229, 19.3286515 44.1814701)",,Косовска
26496556,M-II 504,primary,False,False,105.416,"LINESTRING (19.3313643 44.1828801, 19.3314148 44.182896, 19.3314499 44.1829242, 19.3314989 44.1829968, 19.3319385 44.1837212)",,
26496556,M-II 504,primary,False,True,66.012,"LINESTRING (19.3313643 44.1828801, 19.3313026 44.1828839, 19.3312517 44.1828878, 19.3311833 44.1829041, 19.3306054 44.1831057)",,
284454119,,residential,False,False,271.166,"LINESTRING (19.3313643 44.1828801, 19.331433 44.1828555, 19.3326769 44.1824097, 19.3344559 44.1818671)",,Петра Кочића
284454130,,residential,False,False,62.244,"LINESTRING (19.3319385 44.1837212, 19.3326627 44.1835123)",,
844842088,,residential,False,True,64.949,"LINESTRING (19.3319385 44.1837212, 19.3311873 44.183947)",,
26496556,M-II 504,primary,False,True,105.416,"LINESTRING (19.3319385 44.1837212, 19.3314989 44.1829968, 19.3314499 44.1829242, 19.3314148 44.182896, 19.3313643 44.1828801)",,
26496557,M-II 504,primary,False,False,190.985,"LINESTRING (19.3319385 44.1837212, 19.332461 44.1846406, 19.3328409 44.1853122)",,
26496559,R453,secondary,False,True,62.61,"LINESTRING (19.3321489 44.1855555, 19.3321636 44.1855267, 19.3321945 44.1855075, 19.3322696 44.1854815, 19.3328409 44.1853122)",,
"[284803533, 26496599]",,residential,False,"[False, True]",143.016,"LINESTRING (19.3321489 44.1855555, 19.3319504 44.185242, 19.3317505 44.1849327, 19.3314902 44.1850092, 19.3309779 44.1851655)",,"['Светог Саве', 'Доситеја Обрадовића']"
87339482,R453,secondary,False,True,7.91,"LINESTRING (19.3321489 44.1855555, 19.3321663 44.1856132, 19.3321727 44.1856244)",,
"[284803506, 775339383]",,residential,False,False,400.3059999999999,"LINESTRING (19.3336996 44.188425, 19.3330749 44.1882659, 19.3326075 44.1881615, 19.3323978 44.1880667, 19.3322827 44.1879557, 19.3319965 44.1877459, 19.3315752 44.18759, 19.331402 44.1875576, 19.331211 44.1875252, 19.3306938 44.1875002, 19.3301287 44.1874702, 19.3297528 44.1874314, 19.3290725 44.187302)",,Обала II
995894994,,residential,False,True,124.574,"LINESTRING (19.3336996 44.188425, 19.3347227 44.1887292, 19.3348347 44.1887454, 19.3349006 44.1887321, 19.334936 44.1887078, 19.3350604 44.188575)",,Обала II
"[284589594, 995894995, 284589610]",,residential,False,True,104.29400000000001,"LINESTRING (19.3336996 44.188425, 19.333682 44.1882422, 19.3336544 44.1880818, 19.3336459 44.1879719, 19.3336565 44.1877277, 19.3335951 44.1874931)",yes,
284562701,,residential,False,False,68.899,"LINESTRING (19.3337214 44.186914, 19.3341409 44.1863723)",,
87339482,R453,secondary,False,False,195.802,"LINESTRING (19.3337214 44.186914, 19.333206 44.1867009, 19.3330413 44.1866102, 19.3327828 44.18646, 19.3326496 44.1863309, 19.332508 44.1861654, 19.3321811 44.1856392, 19.3321727 44.1856244)",,
284562695,R453,secondary,False,True,164.82600000000002,"LINESTRING (19.3337214 44.186914, 19.3344622 44.1872132, 19.3355741 44.1875679)",,
284589610,,residential,False,False,68.565,"LINESTRING (19.3337214 44.186914, 19.3336246 44.1869858, 19.3335863 44.1870636, 19.3335628 44.1871613, 19.3335479 44.1872926, 19.3335701 44.1873984, 19.3335951 44.1874931)",,
