osmid,highway,oneway,reversed,length,geometry,name,junction,lanes,maxspeed
169747405,residential,False,False,52.86,"LINESTRING (15.9373383 44.967037, 15.9374976 44.9669091, 15.9377839 44.9666812)",,,,
169747405,residential,False,True,133.376,"LINESTRING (15.9373383 44.967037, 15.9372307 44.9671854, 15.9371288 44.9672632, 15.937053 44.9673001, 15.9369604 44.9673295, 15.9368411 44.9673409, 15.9366372 44.9673675, 15.9365085 44.9674121, 15.9363864 44.9674813, 15.9362456 44.9676161, 15.9361111 44.9677667)",,,,
292292811,residential,False,False,98.261,"LINESTRING (15.9373383 44.967037, 15.9372045 44.9670268, 15.9370866 44.9670075, 15.9361842 44.9667136)",,,,
169747383,residential,False,True,196.843,"LINESTRING (15.939648 44.9676961, 15.9397473 44.9681122, 15.9397439 44.9681612, 15.9397361 44.9681868, 15.9397067 44.9682066, 15.9396071 44.9682174, 15.9394938 44.9682162, 15.9389244 44.9681947, 15.9386929 44.968166, 15.9385983 44.9681504, 15.9385594 44.9681253, 15.9385302 44.9680731, 15.9385121 44.9677123)",,,,
169747411,residential,False,True,89.744,"LINESTRING (15.939648 44.9676961, 15.9392786 44.9677323, 15.9388347 44.967733, 15.9385121 44.9677123)",,,,
169747411,residential,False,False,52.525000000000006,"LINESTRING (15.939648 44.9676961, 15.9398545 44.9676667, 15.940293 44.9675756)",,,,
169747383,residential,False,False,196.84300000000002,"LINESTRING (15.9385121 44.9677123, 15.9385302 44.9680731, 15.9385594 44.9681253, 15.9385983 44.9681504, 15.9386929 44.968166, 15.9389244 44.9681947, 15.9394938 44.9682162, 15.9396071 44.9682174, 15.9397067 44.9682066, 15.9397361 44.9681868, 15.9397439 44.9681612, 15.9397473 44.9681122, 15.939648 44.9676961)",,,,
169747411,residential,False,False,89.744,"LINESTRING (15.9385121 44.9677123, 15.9388347 44.967733, 15.9392786 44.9677323, 15.939648 44.9676961)",,,,
169747411,residential,False,True,147.59799999999998,"LINESTRING (15.9385121 44.9677123, 15.9382291 44.9677172, 15.9376862 44.9677059, 15.9373509 44.9676999, 15.9372296 44.9676976, 15.9371561 44.9677052, 15.9370806 44.967721, 15.937006 44.9677481, 15.9369362 44.9677999, 15.9367988 44.967952)",,,,
730288626,residential,False,True,106.21,"LINESTRING (15.9385121 44.9677123, 15.9384952 44.9675766, 15.9384682 44.967475, 15.9383922 44.9673507, 15.93826 44.9671967, 15.9379669 44.9668547)",,,,
