osmid,oneway,highway,reversed,length,geometry,name,lanes,ref,maxspeed,access,bridge
183782771,False,residential,True,13.402,"LINESTRING (17.9877621 44.6145853, 17.9877341 44.6145881, 17.9877101 44.6145866, 17.987597 44.6145654)",,,,,,
183782772,False,residential,False,26.871000000000002,"LINESTRING (17.9877621 44.6145853, 17.9877795 44.6146048, 17.9877857 44.6146227, 17.9877867 44.6146632, 17.9877707 44.6148224)",Ali-paše Hećimovića,,,,,
183842582,True,residential,False,56.903,"LINESTRING (17.9876895 44.613854, 17.9872539 44.6142611)",Kemala Brkića,,,,,
201322084,True,residential,False,63.736000000000004,"LINESTRING (17.9876895 44.613854, 17.9877364 44.613907, 17.9877833 44.6139599, 17.9878222 44.6140531, 17.9878695 44.6143015, 17.9878821 44.6144012)",Titova,,,,,
"[344438625, 344438629]",False,secondary,False,39.848,"LINESTRING (17.9908503 44.6145673, 17.990911 44.6148014, 17.9909438 44.6148808, 17.9909629 44.6149158)",Kralja Tvrtka,2,R-474,40,yes,
344438629,False,secondary,True,390.3640000000001,"LINESTRING (17.9908503 44.6145673, 17.9906929 44.6139413, 17.9906765 44.6138875, 17.9906258 44.6137048, 17.9905602 44.6135521, 17.9904938 44.6134683, 17.9903564 44.613329, 17.9903195 44.6132916, 17.9898353 44.6129491, 17.9895063 44.612759, 17.9894187 44.6127286, 17.9893096 44.6127032, 17.989217 44.61269, 17.9890991 44.6126785, 17.9889335 44.6126907, 17.9888092 44.6127171, 17.9886988 44.6127469, 17.9881068 44.6129122, 17.9876789 44.6130209)",Kralja Tvrtka,2,R-474,40,yes,
168795737,False,residential,False,68.731,"LINESTRING (17.98542 44.6148616, 17.9862869 44.6148262)",Enesa Galijaševića,,,,,
168795737,False,residential,True,95.641,"LINESTRING (17.98542 44.6148616, 17.9852006 44.6148713, 17.9843812 44.6148842, 17.9842917 44.6148781, 17.9842141 44.6148677)",Enesa Galijaševića,,,,,
185248969,False,residential,True,78.446,"LINESTRING (17.98542 44.6148616, 17.985391 44.6146274, 17.9853734 44.6146217, 17.9852412 44.6146207, 17.9851097 44.6145948, 17.9850086 44.614562, 17.9847949 44.6144545)",Rudolfa Zaplate,,,,,
168795761,False,residential,False,16.823999999999998,"LINESTRING (17.9866017 44.6131518, 17.9866265 44.6131913, 17.9866647 44.6132328, 17.9867226 44.6132742)",Titova,,,,,
"[344438627, 344438629, 169102198]",False,secondary,False,34.137,"LINESTRING (17.9866017 44.6131518, 17.9867239 44.6131506, 17.9867526 44.6131495, 17.9869083 44.613137, 17.9870312 44.6131275)",Kralja Tvrtka,2,R-474,40,yes,yes
183784766,False,secondary,True,79.539,"LINESTRING (17.9866017 44.6131518, 17.9865203 44.6130359, 17.9861346 44.6125185)",Trg Alije Izetbegovića,2,R-474,40,yes,
183840423,True,residential,False,112.981,"LINESTRING (17.9861515 44.6136157, 17.9872539 44.6142611)",Tabačka,,,,,
168795796,True,residential,False,59.088,"LINESTRING (17.9861515 44.6136157, 17.9863218 44.6135236, 17.9864806 44.6134312, 17.9866479 44.613326, 17.9867226 44.6132742)",Braće Mulabećirović,,,,,
168795796,True,residential,False,67.136,"LINESTRING (17.9853739 44.6138568, 17.9861515 44.6136157)",Braće Mulabećirović,,,,,
183844343,True,residential,False,18.752,"LINESTRING (17.9853739 44.6138568, 17.9853012 44.6136963)",Hamzalije Ajanovića,,,,,
183782771,False,residential,False,13.402,"LINESTRING (17.987597 44.6145654, 17.9877101 44.6145866, 17.9877341 44.6145881, 17.9877621 44.6145853)",,,,,,
183844344,True,residential,False,44.794,"LINESTRING (17.987597 44.6145654, 17.9874954 44.6145672, 17.9874512 44.6145748, 17.9874152 44.6145843, 17.9870724 44.6147017)",Enesa Galijaševića,,,,,
183782772,False,residential,False,55.134,"LINESTRING (17.9905556 44.6160249, 17.9909649 44.6164261)",Ali-paše Hećimovića,,,,,
