osmid,highway,oneway,reversed,length,name,maxspeed,geometry,ref,lanes,junction,bridge,tunnel
439454636,residential,False,False,46.091,,,"LINESTRING (18.4211041 44.8793949, 18.420545 44.879273)",,,,,
293412071,tertiary,False,False,114.845,Husein Kapetana Gradaščevića,50,"LINESTRING (18.4211041 44.8793949, 18.4211937 44.8792626, 18.4214651 44.8788803, 18.4216186 44.8786713, 18.4216793 44.8785887, 18.4217633 44.8784738)",,,,,
293412071,tertiary,False,True,172.67399999999998,Husein Kapetana Gradaščevića,50,"LINESTRING (18.4211041 44.8793949, 18.421023 44.8795673, 18.4209791 44.8797457, 18.4208802 44.8802042, 18.4207343 44.8806773, 18.4206913 44.880799, 18.420644 44.8809106)",,,,,
293412071,tertiary,False,True,114.845,Husein Kapetana Gradaščevića,50,"LINESTRING (18.4217633 44.8784738, 18.4216793 44.8785887, 18.4216186 44.8786713, 18.4214651 44.8788803, 18.4211937 44.8792626, 18.4211041 44.8793949)",,,,,
835216311,tertiary,True,False,44.67700000000001,Husein Kapetana Gradaščevića,,"LINESTRING (18.4217633 44.8784738, 18.4218721 44.8783036, 18.4219429 44.8782313, 18.421996 44.8781912, 18.4220367 44.8781699, 18.4220807 44.8781517)",,,,,
293412072,residential,False,False,57.903,Hasana Kikića,,"LINESTRING (18.4238024 44.8786258, 18.4236797 44.878755, 18.4233586 44.8790404)",,,,,
763497868,tertiary,False,False,154.601,Husein Kapetana Gradaščevića,50,"LINESTRING (18.4238024 44.8786258, 18.423889 44.8786459, 18.4244932 44.8787791, 18.4251526 44.878886, 18.42556 44.8789426, 18.4256333 44.8789485, 18.4257057 44.8789543)",,,,,
763497868,tertiary,False,True,90.535,Husein Kapetana Gradaščevića,50,"LINESTRING (18.4238024 44.8786258, 18.4233387 44.8784837, 18.4227576 44.8782873)",,,,,
293412064,primary,True,False,30.653000000000002,,,"LINESTRING (18.419774 44.8809947, 18.4198216 44.8811358, 18.4198532 44.88119, 18.4199166 44.8812462)",M 208;M 14.1,,,,
438440346,primary,False,True,285.577,Sviračka,50,"LINESTRING (18.419774 44.8809947, 18.4197008 44.8801611, 18.41964 44.8792679, 18.4196367 44.8791913, 18.4196248 44.8789123, 18.4195927 44.8784298)",M 208;M 14.1,2,,,
