osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,junction,bridge,tunnel
27514231,True,1,residential,False,128.31,"LINESTRING (18.3044646 43.8347228, 18.3035814 43.8337607)",,Tome Međe,50,,,
263228070,False,,residential,False,46.781,"LINESTRING (18.3044646 43.8347228, 18.3048949 43.8344388)",,Edhema Eke Džubura,40,,,
263228067,True,,residential,False,29.255,"LINESTRING (18.302736 43.8344013, 18.3024696 43.834581)",,Željeznička,,,,
27514093,True,,residential,False,121.393,"LINESTRING (18.3017394 43.8335797, 18.302736 43.8344013)",,Nasihe Kapidžić-Hadžić,,,,
679608727,False,4,secondary,True,72.08500000000001,"LINESTRING (18.3102642 43.8311678, 18.3101533 43.8312273, 18.3095214 43.8315325)",,Butmirska cesta,,,,
679824585,True,3,secondary,False,81.209,"LINESTRING (18.3102642 43.8311678, 18.3103375 43.831067, 18.3106931 43.8307898, 18.3109158 43.8306131)",,Butmirska cesta,60,,,
23697506,False,2,tertiary,True,174.864,"LINESTRING (18.302047 43.8303935, 18.3021226 43.830376, 18.3025912 43.8302603, 18.3028758 43.8301768, 18.3029225 43.8301601, 18.3029861 43.8301375, 18.3031822 43.8300675, 18.3034699 43.8299517, 18.3040231 43.8297392)",R 953,Samira Ćatovića Kobre,,,,
661893950,False,,residential,True,23.234,"LINESTRING (18.3035814 43.8337607, 18.3033602 43.8336258)",,Midhata Hujdura Hujke,,,,
263228068,False,,residential,False,98.64599999999999,"LINESTRING (18.3035814 43.8337607, 18.3040879 43.8337364, 18.3042764 43.8337258, 18.3043882 43.8336706, 18.3044699 43.8335903, 18.3046072 43.8334314)",,Midhata Hujdura Hujke,,,,
27514255,True,,residential,False,101.895,"LINESTRING (18.3046072 43.8334314, 18.3056832 43.8339185)",,Abdulaha Efendije Kantamirije,,,,
263228068,False,,residential,False,36.876,"LINESTRING (18.3046072 43.8334314, 18.3047877 43.8331264)",,Midhata Hujdura Hujke,,,,
263228068,False,,residential,True,98.646,"LINESTRING (18.3046072 43.8334314, 18.3044699 43.8335903, 18.3043882 43.8336706, 18.3042764 43.8337258, 18.3040879 43.8337364, 18.3035814 43.8337607)",,Midhata Hujdura Hujke,,,,
10127132,True,,residential,False,51.408,"LINESTRING (18.3049464 43.8327876, 18.3054462 43.8328773, 18.3055662 43.8329047)",,Bosanskih gazija,,,,
263228068,False,,residential,True,39.796,"LINESTRING (18.3049464 43.8327876, 18.3048265 43.8330608, 18.3047877 43.8331264)",,Midhata Hujdura Hujke,,,,
27514173,False,,residential,False,88.252,"LINESTRING (18.3055844 43.8350573, 18.3048949 43.8344388)",,Gliše Jankovića,,,,
27514212,False,,residential,False,104.176,"LINESTRING (18.3055844 43.8350573, 18.3057584 43.8349912, 18.3066011 43.8344788)",,Josipa Slavenskog,,,,
27514173,False,,residential,True,88.252,"LINESTRING (18.3048949 43.8344388, 18.3055844 43.8350573)",,Gliše Jankovića,,,,
263228070,False,,residential,False,85.704,"LINESTRING (18.3048949 43.8344388, 18.3056832 43.8339185)",,Edhema Eke Džubura,40,,,
263228070,False,,residential,True,46.781,"LINESTRING (18.3048949 43.8344388, 18.3044646 43.8347228)",,Edhema Eke Džubura,40,,,
27514255,True,,residential,False,96.448,"LINESTRING (18.3056832 43.8339185, 18.3066011 43.8344788)",,Abdulaha Efendije Kantamirije,,,,
263228070,False,,residential,True,85.704,"LINESTRING (18.3056832 43.8339185, 18.3048949 43.8344388)",,Edhema Eke Džubura,40,,,
263228070,False,,residential,False,94.01499999999999,"LINESTRING (18.3056832 43.8339185, 18.3058956 43.8337721, 18.3065305 43.8333343)",,Edhema Eke Džubura,40,,,
"[661893953, 27514212]",False,,residential,False,156.856,"LINESTRING (18.3066011 43.8344788, 18.307018 43.8342559, 18.3073879 43.8340036, 18.3067584 43.8335122)",,Josipa Slavenskog,,,,
27514212,False,,residential,True,104.176,"LINESTRING (18.3066011 43.8344788, 18.3057584 43.8349912, 18.3055844 43.8350573)",,Josipa Slavenskog,,,,
263228070,False,,residential,True,9.581,"LINESTRING (18.3066161 43.8332742, 18.3065305 43.8333343)",,Edhema Eke Džubura,40,,,
27514294,False,,residential,False,82.11799999999998,"LINESTRING (18.3066161 43.8332742, 18.3066674 43.8333114, 18.3070811 43.8330533, 18.3071529 43.8330049, 18.3072386 43.8329945, 18.3073603 43.8330015, 18.3074459 43.8330341)",,Zaima Topčića,,,,
263228070,False,,residential,False,73.72,"LINESTRING (18.3066161 43.8332742, 18.3070332 43.8329682, 18.3071257 43.8329191, 18.3072192 43.8328817, 18.3073127 43.8328516)",,Edhema Eke Džubura,40,,,
27514294,False,,residential,True,168.428,"LINESTRING (18.3091724 43.833895, 18.3082914 43.833432, 18.3078387 43.8332088, 18.3076716 43.8331341, 18.3075767 43.8330917, 18.3074459 43.8330341)",,Zaima Topčića,,,,
27514336,False,,residential,True,219.06099999999998,"LINESTRING (18.3062316 43.8307833, 18.305813 43.831233, 18.3051612 43.8319457, 18.3047898 43.8319354, 18.3046997 43.8321583, 18.3046696 43.8322293)",,Emira Bogunića Čarlija,,,,
170605435,False,,residential,False,88.477,"LINESTRING (18.3062316 43.8307833, 18.3057606 43.8305327, 18.3053412 43.8303137)",,Rustem-pašina,,,,
"[170605435, 679742908]",False,,residential,True,199.99200000000002,"LINESTRING (18.3062316 43.8307833, 18.3071648 43.8312958, 18.3074925 43.8314738, 18.3077042 43.8315888, 18.3077423 43.8316105, 18.3078307 43.8316608, 18.3082429 43.8318438)",,Rustem-pašina,,,,
679824589,False,,residential,True,17.433,"LINESTRING (18.3110617 43.8307293, 18.3109158 43.8306131)",,Dr. Mustafe Pintola,,,,
681989216,True,2,secondary,False,80.489,"LINESTRING (18.3110617 43.8307293, 18.3108102 43.8308776, 18.3107113 43.8309384, 18.3102642 43.8311678)",,Butmirska cesta,60,,,
27514540,False,,residential,False,147.777,"LINESTRING (18.3059656 43.8302829, 18.3064909 43.829737, 18.3069527 43.8291621)",,Dr. Mustafe Pintola,,,,
10061699,False,,residential,True,185.577,"LINESTRING (18.3069527 43.8291621, 18.3068484 43.8291838, 18.3067436 43.8292152, 18.3064413 43.8293527, 18.3061482 43.829541, 18.3057963 43.8298567, 18.3053412 43.8303137)",,,,,,
27514540,False,,residential,False,70.527,"LINESTRING (18.3069527 43.8291621, 18.3071945 43.8291094, 18.3074219 43.8291029, 18.3076027 43.8291002, 18.3078209 43.8290998)",,Dr. Mustafe Pintola,,,,
27514540,False,,residential,True,147.777,"LINESTRING (18.3069527 43.8291621, 18.3064909 43.829737, 18.3059656 43.8302829)",,Dr. Mustafe Pintola,,,,
"[27514540, 679824589]",False,,residential,False,300.67799999999994,"LINESTRING (18.3078209 43.8290998, 18.3080028 43.8291436, 18.3094858 43.82987, 18.3097756 43.8300274, 18.309816 43.8300462, 18.3098334 43.8300543, 18.3108456 43.8305622, 18.3109158 43.8306131)",,Dr. Mustafe Pintola,,,,
27514540,False,,residential,True,70.527,"LINESTRING (18.3078209 43.8290998, 18.3076027 43.8291002, 18.3074219 43.8291029, 18.3071945 43.8291094, 18.3069527 43.8291621)",,Dr. Mustafe Pintola,,,,
679824589,False,,residential,False,17.433,"LINESTRING (18.3109158 43.8306131, 18.3110617 43.8307293)",,Dr. Mustafe Pintola,,,,
"[27514540, 679824589]",False,,residential,True,300.67799999999994,"LINESTRING (18.3109158 43.8306131, 18.3108456 43.8305622, 18.3098334 43.8300543, 18.309816 43.8300462, 18.3097756 43.8300274, 18.3094858 43.82987, 18.3080028 43.8291436, 18.3078209 43.8290998)",,Dr. Mustafe Pintola,,,,
182919124,True,2,secondary,False,15.459,"LINESTRING (18.3092694 43.8320502, 18.3092226 43.8321109, 18.3091554 43.8321608)",,,30,circular,,
681989219,True,2,secondary,False,18.28,"LINESTRING (18.3092694 43.8320502, 18.3092988 43.8321605, 18.3093313 43.832207)",,Rustem-pašina,,,,
182919124,True,2,secondary,False,18.003,"LINESTRING (18.3091554 43.8321608, 18.3091115 43.8321822, 18.3090621 43.8321994, 18.3090063 43.8322115, 18.3089485 43.8322172)",,,30,circular,,
182919124,True,2,secondary,False,16.18,"LINESTRING (18.3087275 43.8321743, 18.3086749 43.832144, 18.3086308 43.8321074, 18.3085968 43.8320656)",,,30,circular,,
679753539,True,,secondary,False,23.259,"LINESTRING (18.3087275 43.8321743, 18.3085884 43.8322001, 18.3084602 43.832251)",,Edhema Eke Džubura,,,,
182919124,True,2,secondary,False,18.634,"LINESTRING (18.3089485 43.8322172, 18.3088712 43.8322143, 18.3087964 43.8321998, 18.3087275 43.8321743)",,,30,circular,,
764280922,True,,residential,False,44.951,"LINESTRING (18.3037104 43.8333102, 18.3033602 43.8336258)",,Željeznička,,,,
"[344961249, 28747117, 1039140110]",False,,residential,False,172.025,"LINESTRING (18.3037104 43.8333102, 18.3029266 43.8327711, 18.3028124 43.8327052, 18.3023978 43.8324377, 18.3023631 43.8324109, 18.3023555 43.8323938, 18.3023741 43.83237, 18.3025431 43.8322415)",,25. novembar,,,,
10061699,False,,residential,False,185.577,"LINESTRING (18.3053412 43.8303137, 18.3057963 43.8298567, 18.3061482 43.829541, 18.3064413 43.8293527, 18.3067436 43.8292152, 18.3068484 43.8291838, 18.3069527 43.8291621)",,,,,,
10061699,False,,residential,True,269.41100000000006,"LINESTRING (18.3053412 43.8303137, 18.3051683 43.8304708, 18.3048896 43.8306827, 18.3047453 43.830774, 18.3039545 43.8310808, 18.3032508 43.8312409, 18.3025663 43.8313848, 18.3024988 43.8314099, 18.3024486 43.8314323)",,,,,,
"[170605435, 10061446, 10061447]",False,,residential,False,117.14599999999999,"LINESTRING (18.3053412 43.8303137, 18.3052306 43.8302514, 18.3043615 43.8297959, 18.3042907 43.8297539, 18.3041716 43.8296833)",,Rustem-pašina,,,yes,
170605435,False,,residential,True,88.477,"LINESTRING (18.3053412 43.8303137, 18.3057606 43.8305327, 18.3062316 43.8307833)",,Rustem-pašina,,,,
666703416,True,2,primary_link,False,130.989,"LINESTRING (18.3086541 43.8335203, 18.307951 43.8331646, 18.3075355 43.8329818, 18.3074254 43.8329277, 18.3073127 43.8328516)",,,,,,
182919124,True,2,secondary,False,23.176000000000002,"LINESTRING (18.3092638 43.8318466, 18.3092907 43.8319133, 18.3092926 43.8319828, 18.3092694 43.8320502)",,,30,circular,,
182919124,True,2,secondary,False,22.778,"LINESTRING (18.3090639 43.8317076, 18.3091466 43.8317408, 18.3092147 43.8317882, 18.3092638 43.8318466)",,,30,circular,,
679608726,True,2,secondary,False,20.268,"LINESTRING (18.3090639 43.8317076, 18.3091917 43.8316896, 18.3093045 43.8316552)",,Butmirska cesta,,,,
182919124,True,2,secondary,False,41.319,"LINESTRING (18.3086144 43.831817, 18.3086617 43.831772, 18.3087211 43.8317353, 18.30879 43.8317085, 18.3088653 43.8316928, 18.3088937 43.8316901, 18.3089224 43.8316889, 18.3089945 43.8316932, 18.3090639 43.8317076)",,,30,circular,,
27514671,True,,residential,False,31.306,"LINESTRING (18.3082429 43.8318438, 18.308418 43.8318682, 18.308542 43.8318495, 18.3086144 43.831817)",,Rustem-pašina,,,,
"[170605435, 679742908]",False,,residential,False,199.992,"LINESTRING (18.3082429 43.8318438, 18.3078307 43.8316608, 18.3077423 43.8316105, 18.3077042 43.8315888, 18.3074925 43.8314738, 18.3071648 43.8312958, 18.3062316 43.8307833)",,Rustem-pašina,,,,
182919124,True,2,secondary,False,25.384,"LINESTRING (18.3085812 43.8320377, 18.3085623 43.8319628, 18.3085736 43.8318872, 18.3086144 43.831817)",,,30,circular,,
679742907,True,,residential,False,35.342999999999996,"LINESTRING (18.3085812 43.8320377, 18.308529 43.8319786, 18.3084041 43.8319048, 18.3082429 43.8318438)",,Rustem-pašina,,,,
681989219,True,2,secondary,False,15.169,"LINESTRING (18.3093313 43.832207, 18.3092354 43.8321716, 18.3091554 43.8321608)",,Rustem-pašina,,,,
753742917,False,2,secondary,False,280.47700000000003,"LINESTRING (18.3093313 43.832207, 18.3093946 43.8322448, 18.3095405 43.8323249, 18.3096999 43.8324124, 18.3098427 43.8324909, 18.3099753 43.8325637, 18.3101322 43.8326498, 18.3103065 43.8327455, 18.3105278 43.832867, 18.310905 43.8330741, 18.3113358 43.8333071, 18.311689 43.8335046, 18.3119986 43.8336748, 18.3121116 43.8337366)",,Rustem-pašina,,,,
10127132,True,,residential,False,159.502,"LINESTRING (18.3025431 43.8322415, 18.3031514 43.8323962, 18.3044433 43.8326622)",,Bosanskih gazija,,,,
"[344961249, 28747117, 1039140110]",False,,residential,True,172.02499999999998,"LINESTRING (18.3025431 43.8322415, 18.3023741 43.83237, 18.3023555 43.8323938, 18.3023631 43.8324109, 18.3023978 43.8324377, 18.3028124 43.8327052, 18.3029266 43.8327711, 18.3037104 43.8333102)",,25. novembar,,,,
10153761,True,2,secondary,False,21.921999999999997,"LINESTRING (18.3093045 43.8316552, 18.3092569 43.8317574, 18.3092638 43.8318466)",,Butmirska cesta,,,,
"[679608725, 679608727]",False,4,secondary,False,22.115000000000002,"LINESTRING (18.3093045 43.8316552, 18.3093477 43.8316286, 18.3095214 43.8315325)",,Butmirska cesta,,,,
23697506,False,2,tertiary,False,174.86399999999998,"LINESTRING (18.3040231 43.8297392, 18.3034699 43.8299517, 18.3031822 43.8300675, 18.3029861 43.8301375, 18.3029225 43.8301601, 18.3028758 43.8301768, 18.3025912 43.8302603, 18.3021226 43.830376, 18.302047 43.8303935)",R 953,Samira Ćatovića Kobre,,,,
679447217,True,1,tertiary,False,12.273,"LINESTRING (18.3040231 43.8297392, 18.3040847 43.8297003, 18.3041322 43.8296621)",R 953,Samira Ćatovića Kobre,,,,
10061447,False,,residential,False,3.943,"LINESTRING (18.3041716 43.8296833, 18.3041322 43.8296621)",,Rustem-pašina,,,,
"[170605435, 10061446, 10061447]",False,,residential,True,117.146,"LINESTRING (18.3041716 43.8296833, 18.3042907 43.8297539, 18.3043615 43.8297959, 18.3052306 43.8302514, 18.3053412 43.8303137)",,Rustem-pašina,,,yes,
679447218,True,1,tertiary,False,13.443,"LINESTRING (18.3041716 43.8296833, 18.304104 43.8297109, 18.3040231 43.8297392)",R 953,Samira Ćatovića Kobre,,,,
27452203,False,2,secondary,False,159.588,"LINESTRING (18.3044218 43.8321756, 18.3034925 43.8319707, 18.3028946 43.8317905, 18.3025573 43.8316811)",,Samira Ćatovića Kobre,,,,
1046136935,False,2,secondary,True,20.754,"LINESTRING (18.3044218 43.8321756, 18.304567 43.8322076, 18.3046696 43.8322293)",,Samira Ćatovića Kobre,,,,
1046136934,False,,residential,False,37.306,"LINESTRING (18.3046075 43.8323483, 18.3044433 43.8326622)",,Željeznička,,,,
10126981,False,,residential,True,14.142,"LINESTRING (18.3046075 43.8323483, 18.304636 43.8322976, 18.3046696 43.8322293)",,Željeznička,,,,
679529817,True,1,secondary_link,False,25.233999999999998,"LINESTRING (18.3046075 43.8323483, 18.3045749 43.8322831, 18.3045513 43.8322508, 18.3045042 43.8322127, 18.3044218 43.8321756)",,,,,,
995298100,True,1,primary_link,False,19.872,"LINESTRING (18.3075233 43.8327901, 18.30752 43.8328276, 18.3075362 43.8328629, 18.3075634 43.8328989, 18.3076213 43.832946)",,,,,,
995298101,True,2,secondary,False,18.613,"LINESTRING (18.3075233 43.8327901, 18.3074754 43.8328172, 18.3074271 43.8328346, 18.3073711 43.8328464, 18.3073127 43.8328516)",,Edhema Eke Džubura,,,,
10061367,True,2,primary_link,False,26.966,"LINESTRING (18.3073127 43.8328516, 18.3074518 43.8328846, 18.3075393 43.832914, 18.3076213 43.832946)",,,,,,
263228070,False,,residential,True,73.72,"LINESTRING (18.3073127 43.8328516, 18.3072192 43.8328817, 18.3071257 43.8329191, 18.3070332 43.8329682, 18.3066161 43.8332742)",,Edhema Eke Džubura,40,,,
679554462,True,1,secondary,False,45.253,"LINESTRING (18.3073127 43.8328516, 18.3073932 43.8327957, 18.3075479 43.8327117, 18.3076397 43.8326592, 18.3076928 43.8326447, 18.3077748 43.8326289)",,Edhema Eke Džubura,,,,
"[679554464, 680215257, 679554463]",False,"['2', '4', '3']",secondary,False,223.388,"LINESTRING (18.3073127 43.8328516, 18.307156 43.8328023, 18.3069528 43.8327383, 18.3066486 43.8326519, 18.3062084 43.8325373, 18.3056741 43.8324185, 18.3049806 43.8322898, 18.3047073 43.8322379, 18.3046696 43.8322293)",,Samira Ćatovića Kobre,,,,
308530734,True,3,secondary,False,26.986,"LINESTRING (18.3077748 43.8326289, 18.3075233 43.8327901)",,Edhema Eke Džubura,,,,
679753540,False,,secondary,True,69.204,"LINESTRING (18.3077748 43.8326289, 18.3080325 43.8324916, 18.3080956 43.8324561, 18.3081029 43.832452, 18.3081506 43.8324251, 18.3082516 43.8323683, 18.3084602 43.832251)",,Edhema Eke Džubura,,,,
182919124,True,2,secondary,False,3.345,"LINESTRING (18.3085968 43.8320656, 18.3085812 43.8320377)",,,30,circular,,
679554459,True,,secondary,False,23.548000000000002,"LINESTRING (18.3084602 43.832251, 18.3085777 43.832117, 18.3085968 43.8320656)",,Edhema Eke Džubura,,,,
679753540,False,,secondary,False,69.204,"LINESTRING (18.3084602 43.832251, 18.3082516 43.8323683, 18.3081506 43.8324251, 18.3081029 43.832452, 18.3080956 43.8324561, 18.3080325 43.8324916, 18.3077748 43.8326289)",,Edhema Eke Džubura,,,,
679887048,False,,residential,True,78.201,"LINESTRING (18.3103091 43.8319254, 18.3101521 43.831878, 18.3100207 43.8318267, 18.3099523 43.8317948, 18.3098464 43.8317445, 18.3097257 43.831699, 18.309672 43.831669, 18.3096305 43.8316361, 18.309593 43.8316104, 18.3095214 43.8315325)",,,,,,
679608727,False,4,secondary,False,72.08500000000001,"LINESTRING (18.3095214 43.8315325, 18.3101533 43.8312273, 18.3102642 43.8311678)",,Butmirska cesta,,,,
"[679608725, 679608727]",False,4,secondary,True,22.115000000000002,"LINESTRING (18.3095214 43.8315325, 18.3093477 43.8316286, 18.3093045 43.8316552)",,Butmirska cesta,,,,
679887048,False,,residential,False,78.20100000000001,"LINESTRING (18.3095214 43.8315325, 18.309593 43.8316104, 18.3096305 43.8316361, 18.309672 43.831669, 18.3097257 43.831699, 18.3098464 43.8317445, 18.3099523 43.8317948, 18.3100207 43.8318267, 18.3101521 43.831878, 18.3103091 43.8319254)",,,,,,
1206059497,False,,residential,False,76.598,"LINESTRING (18.3074459 43.8330341, 18.3067584 43.8335122)",,,,,,
27514294,False,,residential,False,168.428,"LINESTRING (18.3074459 43.8330341, 18.3075767 43.8330917, 18.3076716 43.8331341, 18.3078387 43.8332088, 18.3082914 43.833432, 18.3091724 43.833895)",,Zaima Topčića,,,,
27514294,False,,residential,True,82.11799999999998,"LINESTRING (18.3074459 43.8330341, 18.3073603 43.8330015, 18.3072386 43.8329945, 18.3071529 43.8330049, 18.3070811 43.8330533, 18.3066674 43.8333114, 18.3066161 43.8332742)",,Zaima Topčića,,,,
835511346,False,,living_street,False,26.268,"LINESTRING (18.3027201 43.835112, 18.3029653 43.8349554)",,,,,,
835511346,False,,living_street,True,26.268,"LINESTRING (18.3029653 43.8349554, 18.3027201 43.835112)",,,,,,
835511349,False,,living_street,False,28.615,"LINESTRING (18.3029653 43.8349554, 18.3027189 43.8347693)",,,,,,
835511350,False,,living_street,False,27.583,"LINESTRING (18.3022998 43.835048, 18.3020626 43.8348684)",,,,,,
835511351,False,,living_street,False,45.721,"LINESTRING (18.3022998 43.835048, 18.3027189 43.8347693)",,,,,,
263228067,True,,residential,False,17.92,"LINESTRING (18.3020626 43.8348684, 18.3019029 43.8349811)",,Željeznička,,,,
835511350,False,,living_street,True,27.583,"LINESTRING (18.3020626 43.8348684, 18.3022998 43.835048)",,,,,,
835511349,False,,living_street,False,28.953,"LINESTRING (18.3027189 43.8347693, 18.3024696 43.834581)",,,,,,
835511349,False,,living_street,True,28.615,"LINESTRING (18.3027189 43.8347693, 18.3029653 43.8349554)",,,,,,
835511351,False,,living_street,True,45.721,"LINESTRING (18.3027189 43.8347693, 18.3022998 43.835048)",,,,,,
1010379117,True,,secondary,False,12.756,"LINESTRING (18.3020138 43.8314645, 18.3020612 43.8314767, 18.3021045 43.8314834, 18.3021545 43.8315127)",,,,,,
934939989,True,,secondary,False,12.725,"LINESTRING (18.3022276 43.8315092, 18.3022581 43.8315155, 18.3022862 43.8315262, 18.3023106 43.8315408, 18.3023304 43.8315587, 18.3023447 43.8315791)",,,,roundabout,,
1039140108,True,,residential,False,19.7,"LINESTRING (18.3022276 43.8315092, 18.3023696 43.8314557, 18.3024486 43.8314323)",,,,,,
934939989,True,,secondary,False,26.665999999999997,"LINESTRING (18.3022827 43.8317126, 18.3022352 43.8317268, 18.3021838 43.8317289, 18.3021343 43.8317187, 18.3020923 43.8316973, 18.3020624 43.8316672, 18.3020479 43.8316315, 18.302047 43.8316144)",,,,roundabout,,
934939989,True,,secondary,False,5.928,"LINESTRING (18.3021545 43.8315127, 18.3021785 43.8315087, 18.3022031 43.8315075, 18.3022276 43.8315092)",,,,roundabout,,
934939989,True,,secondary,False,15.232,"LINESTRING (18.3023508 43.8315936, 18.3023547 43.8316209, 18.3023492 43.831648, 18.3023348 43.8316733, 18.3023121 43.8316953, 18.3022827 43.8317126)",,,,roundabout,,
934939991,True,,secondary,False,19.57,"LINESTRING (18.3023508 43.8315936, 18.3024134 43.8316039, 18.3024673 43.8316383, 18.3025573 43.8316811)",,,,,,
10061699,False,,residential,False,269.411,"LINESTRING (18.3024486 43.8314323, 18.3024988 43.8314099, 18.3025663 43.8313848, 18.3032508 43.8312409, 18.3039545 43.8310808, 18.3047453 43.830774, 18.3048896 43.8306827, 18.3051683 43.8304708, 18.3053412 43.8303137)",,,,,,
934939992,True,,residential,False,18.365000000000002,"LINESTRING (18.3024486 43.8314323, 18.302425 43.831457, 18.3023886 43.8315146, 18.3023447 43.8315791)",,,,,,
934939989,True,,secondary,False,1.686,"LINESTRING (18.3023447 43.8315791, 18.3023481 43.8315863, 18.3023508 43.8315936)",,,,roundabout,,
"[679554455, 679554456, 10061367]",True,"['1', '2']",primary_link,False,290.679,"LINESTRING (18.3076213 43.832946, 18.3080218 43.8331196, 18.3084879 43.8333426, 18.3093151 43.8337404, 18.3098122 43.833967, 18.309854 43.8339893, 18.3098921 43.834019, 18.3099271 43.8340548, 18.3099592 43.834109, 18.3099778 43.8341364, 18.3100002 43.8341572, 18.3100268 43.83417, 18.3100534 43.8341791, 18.3100864 43.834186, 18.3101283 43.8341893, 18.31018 43.8341869, 18.3102669 43.8341797, 18.3104214 43.8341772, 18.3104856 43.8341782, 18.3105348 43.8341844, 18.3105826 43.8341979, 18.310658 43.8342315)",,,,,,
10127132,True,,residential,False,92.688,"LINESTRING (18.3055662 43.8329047, 18.3058516 43.8329735, 18.3061624 43.8330777, 18.3065305 43.8333343)",,Bosanskih gazija,,,,
997591642,False,,residential,False,89.50200000000001,"LINESTRING (18.3055662 43.8329047, 18.3055259 43.8329537, 18.3051875 43.8332793, 18.305155 43.8332907, 18.3051199 43.8332889, 18.3047877 43.8331264)",,,,,,
263228068,False,,residential,True,36.876,"LINESTRING (18.3047877 43.8331264, 18.3046072 43.8334314)",,Midhata Hujdura Hujke,,,,
263228068,False,,residential,False,39.796,"LINESTRING (18.3047877 43.8331264, 18.3048265 43.8330608, 18.3049464 43.8327876)",,Midhata Hujdura Hujke,,,,
997591642,False,,residential,True,89.502,"LINESTRING (18.3047877 43.8331264, 18.3051199 43.8332889, 18.305155 43.8332907, 18.3051875 43.8332793, 18.3055259 43.8329537, 18.3055662 43.8329047)",,,,,,
