osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,bridge,tunnel
169710489,False,Milana Simovića,residential,False,31.953,"LINESTRING (18.5721742 43.8140622, 18.5724067 43.8142955)",,,,
169710489,False,Milana Simovića,residential,True,148.008,"LINESTRING (18.5721742 43.8140622, 18.5717845 43.8136682, 18.5717654 43.8136489, 18.5716882 43.8135736, 18.5714087 43.8132772, 18.5712592 43.8131136, 18.5711279 43.8129663)",,,,
1044731983,False,Milana Simovića,residential,True,25.921,"LINESTRING (18.5710173 43.8125088, 18.5710205 43.8122757)",,,,
104111250,False,Alekse Šantića,residential,False,86.431,"LINESTRING (18.5710173 43.8125088, 18.5711413 43.8125106, 18.5713462 43.8124895, 18.571516 43.8124599, 18.5717809 43.8123889, 18.5720333 43.8122875)",,,,
169710489,False,Milana Simovića,residential,False,52.348,"LINESTRING (18.5710173 43.8125088, 18.571022 43.8126355, 18.5710494 43.8128419, 18.5711279 43.8129663)",,,,
1044731986,False,Karađorđeva,primary,False,38.215,"LINESTRING (18.570585 43.811979, 18.5710466 43.8118944)",2,M-II 508,,
181484756,True,,primary_link,False,72.054,"LINESTRING (18.570585 43.811979, 18.5708284 43.8119143, 18.5708991 43.8118801, 18.5709514 43.8118356, 18.5709741 43.8117964, 18.571108 43.8115139)",,,,
"[1044731982, 737476847]",False,Karađorđeva,primary,True,213.83500000000004,"LINESTRING (18.570585 43.811979, 18.5701455 43.8120389, 18.568943 43.8122394, 18.5683159 43.8123461, 18.5679969 43.8124293)",2,M-II 508,,
23263618,False,Jovana Cvijića,primary,False,26.391,"LINESTRING (18.5730505 43.8106626, 18.5731746 43.8104428)",2,M-II 508,,
23263618,False,Jovana Cvijića,primary,True,22.834000000000003,"LINESTRING (18.5730505 43.8106626, 18.5730287 43.8107046, 18.5729156 43.8108428)",2,M-II 508,,
169712726,False,Univerzitetska,tertiary,False,23.902,"LINESTRING (18.5730505 43.8106626, 18.5731473 43.8106872, 18.5732034 43.8107138, 18.5732413 43.8107362, 18.5732924 43.8107798)",,,,
1044731987,False,Serdar-Janka Vukotića,residential,False,42.596,"LINESTRING (18.571108 43.8115139, 18.5710466 43.8118944)",,,,
181484753,True,,primary_link,False,44.427,"LINESTRING (18.571108 43.8115139, 18.571123 43.8116415, 18.5711514 43.8117147, 18.5712155 43.8117745, 18.5712735 43.8117976, 18.5713712 43.8118125)",,,,
"[169710546, 1044731981]",False,Serdar-Janka Vukotića,residential,True,61.831,"LINESTRING (18.571108 43.8115139, 18.5711095 43.811395, 18.5711183 43.8109579)",,,,
169710502,False,Nikole Tesle,residential,True,91.247,"LINESTRING (18.5673444 43.8148233, 18.5670393 43.8145137, 18.5666833 43.8141556)",2,,,
169710544,False,Boška Jugovića,residential,True,276.603,"LINESTRING (18.5673444 43.8148233, 18.5650051 43.8160643, 18.5647096 43.8163938)",,,,
181798722,False,Milutina Milankovića,residential,False,164.381,"LINESTRING (18.5673444 43.8148233, 18.5677877 43.8145902, 18.5683413 43.8143084, 18.5688093 43.8140678, 18.5690141 43.8139668)",,,,
224333328,False,Nikole Tesle,residential,False,205.159,"LINESTRING (18.5673444 43.8148233, 18.5676777 43.8151423, 18.5680824 43.8155358, 18.5681231 43.8155713, 18.5681544 43.8156024, 18.5686656 43.8161089, 18.5688265 43.8162634, 18.5688735 43.8163017)",,,,
169710496,False,Dobroslava Jevđevića,living_street,False,25.487,"LINESTRING (18.5654802 43.8162675, 18.5657315 43.8164077)",,,,
226261951,False,,residential,False,73.752,"LINESTRING (18.567035 43.8176841, 18.5669855 43.8170218)",,,,
169710548,False,Trifka Grabeža,tertiary,False,100.215,"LINESTRING (18.567035 43.8176841, 18.5677718 43.8176523, 18.5682821 43.8176339)",,,,
169710548,False,Trifka Grabeža,tertiary,True,40.765,"LINESTRING (18.567035 43.8176841, 18.5667872 43.8176665, 18.5665368 43.8176185)",,,,
767402450,False,,residential,False,145.115,"LINESTRING (18.567035 43.8176841, 18.5670441 43.8180399, 18.568164 43.8180465, 18.5683375 43.8181116)",,,,
169710544,False,Boška Jugovića,residential,False,276.603,"LINESTRING (18.5647096 43.8163938, 18.5650051 43.8160643, 18.5673444 43.8148233)",,,,
169710548,False,Trifka Grabeža,tertiary,False,200.202,"LINESTRING (18.5647096 43.8163938, 18.5655569 43.8170021, 18.5665368 43.8176185)",,,,
169710548,False,Trifka Grabeža,tertiary,True,42.036,"LINESTRING (18.5647096 43.8163938, 18.5645369 43.8162909, 18.5644757 43.8162769, 18.5644064 43.8162616, 18.5642437 43.8162518)",,,,
224333328,False,Nikole Tesle,residential,False,29.273,"LINESTRING (18.5697779 43.8171392, 18.570008 43.8173435)",,,,
169710553,False,Srpskih ratnika,tertiary,False,79.634,"LINESTRING (18.5697779 43.8171392, 18.5705141 43.8167323, 18.5705637 43.8167018)",,,,
169710553,False,Srpskih ratnika,tertiary,True,142.967,"LINESTRING (18.5697779 43.8171392, 18.5696367 43.8172218, 18.5694054 43.817355, 18.5688843 43.8176551, 18.5687997 43.8176907, 18.5687317 43.817711, 18.5686437 43.8176997, 18.5685795 43.8176739, 18.5684451 43.8176491, 18.5682821 43.8176339)",,,,
224333328,False,Nikole Tesle,residential,True,118.05999999999999,"LINESTRING (18.5697779 43.8171392, 18.5694225 43.8168079, 18.5690988 43.8165073, 18.5688735 43.8163017)",,,,
169710513,False,Jefta Dedijer,residential,False,71.566,"LINESTRING (18.5696914 43.809943, 18.570327 43.8103945)",,,,
169710513,False,Jefta Dedijer,residential,True,190.841,"LINESTRING (18.5696914 43.809943, 18.5683958 43.810343, 18.5683305 43.8104165, 18.568289 43.8109886, 18.5682862 43.8110277)",,,,
169710538,False,Dobroslava Jevđevića,residential,False,68.61,"LINESTRING (18.5688735 43.8163017, 18.5683977 43.8165798, 18.5682022 43.8166837)",,,,
"[226079177, 169710547]",True,Svetosavska,residential,False,190.608,"LINESTRING (18.5688735 43.8163017, 18.5693689 43.8160275, 18.5698359 43.8157638, 18.5703347 43.8154892, 18.5707612 43.8152611)",,,,
224333328,False,Nikole Tesle,residential,False,118.06,"LINESTRING (18.5688735 43.8163017, 18.5690988 43.8165073, 18.5694225 43.8168079, 18.5697779 43.8171392)",,,,
224333328,False,Nikole Tesle,residential,True,205.159,"LINESTRING (18.5688735 43.8163017, 18.5688265 43.8162634, 18.5686656 43.8161089, 18.5681544 43.8156024, 18.5681231 43.8155713, 18.5680824 43.8155358, 18.5676777 43.8151423, 18.5673444 43.8148233)",,,,
1044731986,False,Karađorđeva,primary,True,38.215,"LINESTRING (18.5710466 43.8118944, 18.570585 43.811979)",2,M-II 508,,
1044731987,False,Serdar-Janka Vukotića,residential,True,42.596,"LINESTRING (18.5710466 43.8118944, 18.571108 43.8115139)",,,,
1044731988,False,Jovana Cvijića,primary,False,27.592,"LINESTRING (18.5710466 43.8118944, 18.5713712 43.8118125)",2,M-II 508,,
1044731985,False,Milana Simovića,residential,False,42.467,"LINESTRING (18.5710466 43.8118944, 18.5710278 43.8120608, 18.5710205 43.8122757)",,,,
1044731988,False,Jovana Cvijića,primary,True,27.592,"LINESTRING (18.5713712 43.8118125, 18.5710466 43.8118944)",2,M-II 508,,
181484758,True,,primary_link,False,64.05600000000001,"LINESTRING (18.5713712 43.8118125, 18.5713421 43.8118333, 18.5713262 43.8118414, 18.5713041 43.8118511, 18.5711525 43.8119021, 18.5711348 43.8119103, 18.5711245 43.8119181, 18.571115 43.8119275, 18.5711053 43.8119432, 18.5710929 43.8119735, 18.5710825 43.8120076, 18.5710721 43.8120567, 18.5710205 43.8122757)",,,,
"[1044731984, 23263618]",False,Jovana Cvijića,primary,False,167.07,"LINESTRING (18.5713712 43.8118125, 18.5717991 43.8116636, 18.5720299 43.8115416, 18.5722257 43.8114177, 18.5723312 43.8113442, 18.5725716 43.8111768, 18.5727427 43.8110468, 18.572826 43.8109485, 18.5729156 43.8108428)",2,M-II 508,,
169710515,False,Gavrila Principa,residential,True,154.737,"LINESTRING (18.5738734 43.8157408, 18.572299 43.8165445)",,,,
504167040,False,,residential,False,27.348,"LINESTRING (18.5738734 43.8157408, 18.5741022 43.8159231)",,,,
1033457987,False,Gavrila Principa,residential,True,87.391,"LINESTRING (18.5738734 43.8157408, 18.5731704 43.8151405)",,,,
226261951,False,,residential,True,73.752,"LINESTRING (18.5669855 43.8170218, 18.567035 43.8176841)",,,,
169710496,False,Dobroslava Jevđevića,living_street,True,124.816,"LINESTRING (18.5669855 43.8170218, 18.5668079 43.8170216, 18.5666336 43.816963, 18.5657315 43.8164077)",,,,
224223115,False,Dobroslava Jevđevića,residential,True,109.28,"LINESTRING (18.5669855 43.8170218, 18.5675808 43.8170073, 18.5678993 43.8168456, 18.5682022 43.8166837)",,,,
169710548,False,Trifka Grabeža,tertiary,False,40.765,"LINESTRING (18.5665368 43.8176185, 18.5667872 43.8176665, 18.567035 43.8176841)",,,,
169710548,False,Trifka Grabeža,tertiary,True,200.202,"LINESTRING (18.5665368 43.8176185, 18.5655569 43.8170021, 18.5647096 43.8163938)",,,,
"[178375516, 178375517]",False,,residential,False,70.513,"LINESTRING (18.5665368 43.8176185, 18.5663526 43.8179273, 18.566173 43.8181956)",,,yes,
1033457987,False,Gavrila Principa,residential,False,87.391,"LINESTRING (18.5731704 43.8151405, 18.5738734 43.8157408)",,,,
169710489,False,Milana Simovića,residential,True,112.263,"LINESTRING (18.5731704 43.8151405, 18.5726529 43.8145346, 18.5724067 43.8142955)",,,,
169710553,False,Srpskih ratnika,tertiary,True,152.898,"LINESTRING (18.5731704 43.8151405, 18.572147 43.8157696, 18.5719645 43.8158786, 18.5717114 43.8160249)",,,,
1033457988,False,Srpskih ratnika,tertiary,False,174.103,"LINESTRING (18.5731704 43.8151405, 18.5741472 43.814593, 18.5748614 43.8141598)",,,,
169710515,False,Gavrila Principa,residential,False,200.141,"LINESTRING (18.5703466 43.8176648, 18.572299 43.8165445)",,,,
169785068,False,,residential,True,141.173,"LINESTRING (18.5703466 43.8176648, 18.5689949 43.8184776)",,,,
224333328,False,Nikole Tesle,residential,True,44.883,"LINESTRING (18.5703466 43.8176648, 18.570008 43.8173435)",,,,
169710489,False,Milana Simovića,residential,False,148.00799999999998,"LINESTRING (18.5711279 43.8129663, 18.5712592 43.8131136, 18.5714087 43.8132772, 18.5716882 43.8135736, 18.5717654 43.8136489, 18.5717845 43.8136682, 18.5721742 43.8140622)",,,,
169710489,False,Milana Simovića,residential,True,52.348,"LINESTRING (18.5711279 43.8129663, 18.5710494 43.8128419, 18.571022 43.8126355, 18.5710173 43.8125088)",,,,
181798722,False,Milutina Milankovića,residential,True,202.84099999999998,"LINESTRING (18.5711279 43.8129663, 18.5705054 43.8132604, 18.5701212 43.8134395, 18.569291 43.8138363, 18.5690141 43.8139668)",,,,
767408934,False,,living_street,True,90.211,"LINESTRING (18.5679969 43.8124293, 18.5675107 43.8116978)",,,,
"[1044731982, 737476847]",False,Karađorđeva,primary,False,213.835,"LINESTRING (18.5679969 43.8124293, 18.5683159 43.8123461, 18.568943 43.8122394, 18.5701455 43.8120389, 18.570585 43.811979)",2,M-II 508,,
737476847,False,Karađorđeva,primary,True,161.481,"LINESTRING (18.5679969 43.8124293, 18.5669346 43.8127371, 18.5661396 43.8129881)",2,M-II 508,,
776355922,False,Branka Ćopića,residential,True,115.524,"LINESTRING (18.5679969 43.8124293, 18.5684493 43.8132031, 18.5685484 43.8133889)",,,,
169710513,False,Jefta Dedijer,residential,True,71.566,"LINESTRING (18.570327 43.8103945, 18.5696914 43.809943)",,,,
169712725,False,Ive Andrića,residential,False,26.827,"LINESTRING (18.570327 43.8103945, 18.5706609 43.8103823)",,,,
169712725,False,Ive Andrića,residential,True,33.019,"LINESTRING (18.570327 43.8103945, 18.5699463 43.8105072)",,,,
737476847,False,Karađorđeva,primary,False,42.538,"LINESTRING (18.5656835 43.8131831, 18.5661396 43.8129881)",2,M-II 508,,
737476847,False,Karađorđeva,primary,True,33.349,"LINESTRING (18.5656835 43.8131831, 18.5653105 43.8133154)",2,M-II 508,,
1032955405,False,Ive Andrića,residential,False,37.074,"LINESTRING (18.5656835 43.8131831, 18.5653946 43.8129229)",,,,
169710502,False,Nikole Tesle,residential,False,48.759,"LINESTRING (18.5656835 43.8131831, 18.5658242 43.8133037, 18.5660656 43.813524)",2,,,
23263618,False,Jovana Cvijića,primary,False,22.834000000000003,"LINESTRING (18.5729156 43.8108428, 18.5730287 43.8107046, 18.5730505 43.8106626)",2,M-II 508,,
"[1044731984, 23263618]",False,Jovana Cvijića,primary,True,167.07,"LINESTRING (18.5729156 43.8108428, 18.572826 43.8109485, 18.5727427 43.8110468, 18.5725716 43.8111768, 18.5723312 43.8113442, 18.5722257 43.8114177, 18.5720299 43.8115416, 18.5717991 43.8116636, 18.5713712 43.8118125)",2,M-II 508,,
169710548,False,Trifka Grabeža,tertiary,True,100.215,"LINESTRING (18.5682821 43.8176339, 18.5677718 43.8176523, 18.567035 43.8176841)",,,,
169710549,False,,residential,False,54.065,"LINESTRING (18.5682821 43.8176339, 18.5683533 43.8178842, 18.5683693 43.8180194, 18.5683375 43.8181116)",,,,
169710553,False,Srpskih ratnika,tertiary,False,142.96699999999998,"LINESTRING (18.5682821 43.8176339, 18.5684451 43.8176491, 18.5685795 43.8176739, 18.5686437 43.8176997, 18.5687317 43.817711, 18.5687997 43.8176907, 18.5688843 43.8176551, 18.5694054 43.817355, 18.5696367 43.8172218, 18.5697779 43.8171392)",,,,
169710553,False,Srpskih ratnika,tertiary,True,27.756,"LINESTRING (18.570827 43.8165399, 18.5705637 43.8167018)",,,,
169710553,False,Srpskih ratnika,tertiary,False,80.118,"LINESTRING (18.570827 43.8165399, 18.5709123 43.8164862, 18.5716056 43.8160889)",,,,
"[776332307, 776319147]",False,Srpskih ratnika,residential,False,57.346000000000004,"LINESTRING (18.570827 43.8165399, 18.5710565 43.8167499, 18.5707854 43.8169028)",,,,
23263618,False,Jovana Cvijića,primary,True,26.391,"LINESTRING (18.5731746 43.8104428, 18.5730505 43.8106626)",2,M-II 508,,
23263618,False,Jovana Cvijića,primary,False,49.254999999999995,"LINESTRING (18.5731746 43.8104428, 18.5732325 43.8103223, 18.5732861 43.8101598, 18.5733204 43.8100135)",2,M-II 508,,
767408936,True,,primary_link,False,38.647,"LINESTRING (18.5731746 43.8104428, 18.5732219 43.8105828, 18.5732597 43.8106857, 18.5732924 43.8107798)",,,,
483664095,False,Njegoševa,residential,True,58.778,"LINESTRING (18.5672319 43.8104774, 18.5666059 43.8102029)",,,,
755149199,False,Lava Tolstoja,residential,True,105.968,"LINESTRING (18.5672319 43.8104774, 18.5661546 43.8110286)",,,,
169710537,False,Njegoševa,residential,False,143.058,"LINESTRING (18.5672319 43.8104774, 18.567418 43.8103681, 18.5684131 43.809784, 18.5686256 43.8096757)",,,,
737476847,False,Karađorđeva,primary,False,33.349,"LINESTRING (18.5653105 43.8133154, 18.5656835 43.8131831)",2,M-II 508,,
737476847,False,Karađorđeva,primary,True,45.191,"LINESTRING (18.5653105 43.8133154, 18.5648091 43.8135005)",2,M-II 508,,
181483720,True,,primary_link,False,48.096000000000004,"LINESTRING (18.5653105 43.8133154, 18.5654174 43.8132165, 18.5654495 43.8131478, 18.5654604 43.8130975, 18.5654603 43.813052, 18.5654433 43.8129994, 18.5653946 43.8129229)",,,,
169712708,False,Univerzitetska,residential,True,102.74,"LINESTRING (18.5753617 43.8119542, 18.5748209 43.8111167)",,,,
169712708,False,Univerzitetska,residential,False,81.062,"LINESTRING (18.5753617 43.8119542, 18.5755429 43.8124185, 18.5755485 43.8124479, 18.5755392 43.8124693, 18.5753301 43.8125921)",,,,
169712708,False,Univerzitetska,residential,False,102.74,"LINESTRING (18.5748209 43.8111167, 18.5753617 43.8119542)",,,,
169712708,False,Univerzitetska,residential,True,89.945,"LINESTRING (18.5748209 43.8111167, 18.5746584 43.8108271, 18.5746484 43.8103307)",,,,
169712719,False,Univerzitetska,residential,True,91.375,"LINESTRING (18.5748209 43.8111167, 18.5738793 43.8113855, 18.5737673 43.8114274)",,,,
169712734,False,,residential,True,96.543,"LINESTRING (18.5652162 43.8127973, 18.5660285 43.8121568)",,,,
1032955405,False,Ive Andrića,residential,False,39.863,"LINESTRING (18.5652162 43.8127973, 18.5648503 43.8125548)",,,,
1032955405,False,Ive Andrića,residential,True,19.999,"LINESTRING (18.5652162 43.8127973, 18.5653946 43.8129229)",,,,
755149201,False,Branka Radičevića,residential,False,45.345,"LINESTRING (18.5632254 43.8121538, 18.563224 43.8125616)",,,,
755149201,False,Branka Radičevića,residential,True,81.108,"LINESTRING (18.5632254 43.8121538, 18.5632761 43.8114253)",,,,
225074835,False,Lava Tolstoja,residential,False,160.84199999999998,"LINESTRING (18.5632254 43.8121538, 18.5637754 43.8121433, 18.5641747 43.812037, 18.5648797 43.8114964)",,,,
169712734,False,,residential,False,96.543,"LINESTRING (18.5660285 43.8121568, 18.5652162 43.8127973)",,,,
169712726,False,Univerzitetska,tertiary,False,5.838,"LINESTRING (18.5732924 43.8107798, 18.5733251 43.8108267)",,,,
169712726,False,Univerzitetska,tertiary,True,23.901999999999997,"LINESTRING (18.5732924 43.8107798, 18.5732413 43.8107362, 18.5732034 43.8107138, 18.5731473 43.8106872, 18.5730505 43.8106626)",,,,
169712712,False,Njegoševa,residential,True,9.537,"LINESTRING (18.5644452 43.8098911, 18.5643804 43.8098192)",,,,
483664095,False,Njegoševa,residential,False,54.408,"LINESTRING (18.5644452 43.8098911, 18.5651232 43.8098859)",,,,
225074839,False,Cetinjska,residential,True,175.91899999999998,"LINESTRING (18.5644452 43.8098911, 18.5646683 43.8101365, 18.5649681 43.8104645, 18.5654297 43.8112959)",,,,
169710546,False,Serdar-Janka Vukotića,residential,False,47.244,"LINESTRING (18.5711107 43.8103582, 18.5711111 43.8104405, 18.5711115 43.8105228, 18.5711239 43.8106647, 18.5711247 43.8107828)",,,,
169710546,False,Serdar-Janka Vukotića,residential,True,54.009,"LINESTRING (18.5711107 43.8103582, 18.5711084 43.810275, 18.5711108 43.8098725)",,,,
169712725,False,Ive Andrića,residential,True,36.199999999999996,"LINESTRING (18.5711107 43.8103582, 18.5710571 43.8103633, 18.5706609 43.8103823)",,,,
1032955405,False,Ive Andrića,residential,False,19.999,"LINESTRING (18.5653946 43.8129229, 18.5652162 43.8127973)",,,,
1032955405,False,Ive Andrića,residential,True,37.074,"LINESTRING (18.5653946 43.8129229, 18.5656835 43.8131831)",,,,
169710548,False,Trifka Grabeža,tertiary,False,42.036,"LINESTRING (18.5642437 43.8162518, 18.5644064 43.8162616, 18.5644757 43.8162769, 18.5645369 43.8162909, 18.5647096 43.8163938)",,,,
169712720,False,Trifka Grabeža,living_street,True,59.233000000000004,"LINESTRING (18.5642437 43.8162518, 18.5639209 43.8160106, 18.5638062 43.8158314)",,,,
483664095,False,Njegoševa,residential,False,42.531,"LINESTRING (18.5651232 43.8098859, 18.5656413 43.8098052)",,,,
483664095,False,Njegoševa,residential,True,54.408,"LINESTRING (18.5651232 43.8098859, 18.5644452 43.8098911)",,,,
755149201,False,Branka Radičevića,residential,True,41.09,"LINESTRING (18.5632173 43.8129311, 18.563224 43.8125616)",,,,
755149200,False,Isidore Sekulić,residential,False,140.54399999999998,"LINESTRING (18.5632173 43.8129311, 18.5643338 43.8128039, 18.5648503 43.8125548)",,,,
1032960539,False,Treći april,residential,False,25.698,"LINESTRING (18.5643809 43.813687, 18.5642155 43.8134891)",,,,
737476847,False,Karađorđeva,primary,False,40.187,"LINESTRING (18.5643809 43.813687, 18.5646468 43.8135605, 18.5648091 43.8135005)",2,M-II 508,,
1032960539,False,Treći april,residential,True,25.698,"LINESTRING (18.5642155 43.8134891, 18.5643809 43.813687)",,,,
225074836,False,Viktora Igoa,residential,False,117.397,"LINESTRING (18.5632761 43.8114253, 18.5647208 43.8112586)",,,,
225074837,False,Branka Radičevića,residential,False,50.296,"LINESTRING (18.5632761 43.8114253, 18.5632215 43.8109747)",,,,
755149201,False,Branka Radičevića,residential,False,81.108,"LINESTRING (18.5632761 43.8114253, 18.5632254 43.8121538)",,,,
169712725,False,Ive Andrića,residential,False,64.066,"LINESTRING (18.5675569 43.8112622, 18.5682862 43.8110277)",,,,
169712725,False,Ive Andrića,residential,True,146.507,"LINESTRING (18.5675569 43.8112622, 18.5658702 43.8117667)",,,,
169712722,False,Zmaj Jovina,residential,False,301.649,"LINESTRING (18.5675569 43.8112622, 18.5682106 43.8117023, 18.5683074 43.8117175, 18.5697175 43.8112601, 18.5699469 43.8111934, 18.5699871 43.8111605, 18.5700112 43.8111121, 18.5699656 43.8106427, 18.5699463 43.8105072)",,,,
169712725,False,Ive Andrića,residential,False,146.507,"LINESTRING (18.5658702 43.8117667, 18.5675569 43.8112622)",,,,
169712725,False,Ive Andrića,residential,True,119.903,"LINESTRING (18.5658702 43.8117667, 18.5648503 43.8125548)",,,,
182237920,False,Drinjska,residential,False,87.555,"LINESTRING (18.5658702 43.8117667, 18.5658275 43.8116062, 18.5661546 43.8110286)",,,,
169712725,False,Ive Andrića,residential,False,119.903,"LINESTRING (18.5648503 43.8125548, 18.5658702 43.8117667)",,,,
1032955405,False,Ive Andrića,residential,True,39.863,"LINESTRING (18.5648503 43.8125548, 18.5652162 43.8127973)",,,,
755149200,False,Isidore Sekulić,residential,True,140.54399999999998,"LINESTRING (18.5648503 43.8125548, 18.5643338 43.8128039, 18.5632173 43.8129311)",,,,
169712725,False,Ive Andrića,residential,False,33.019,"LINESTRING (18.5699463 43.8105072, 18.570327 43.8103945)",,,,
169712725,False,Ive Andrića,residential,True,145.239,"LINESTRING (18.5699463 43.8105072, 18.5682862 43.8110277)",,,,
169712722,False,Zmaj Jovina,residential,True,301.649,"LINESTRING (18.5699463 43.8105072, 18.5699656 43.8106427, 18.5700112 43.8111121, 18.5699871 43.8111605, 18.5699469 43.8111934, 18.5697175 43.8112601, 18.5683074 43.8117175, 18.5682106 43.8117023, 18.5675569 43.8112622)",,,,
169712720,False,Trifka Grabeža,living_street,False,205.52800000000002,"LINESTRING (18.5646704 43.8144327, 18.5644202 43.8143248, 18.5639287 43.8144638, 18.5637855 43.8149268, 18.5638041 43.8157094)",,,,
169712725,False,Ive Andrića,residential,False,145.239,"LINESTRING (18.5682862 43.8110277, 18.5699463 43.8105072)",,,,
