osmid,oneway,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge,lanes
1124707259,True,R-473,Karađorđeva,secondary,50,yes,False,18.28,"LINESTRING (17.8596259 44.6064375, 17.8596668 44.6062757)",,
1124707254,True,R-473,,secondary,50,yes,False,8.113,"LINESTRING (17.8596259 44.6064375, 17.8596747 44.606428, 17.8597265 44.6064302)",,
1124707254,True,R-473,,secondary,50,yes,False,8.018999999999998,"LINESTRING (17.8595534 44.6064865, 17.859584 44.6064578, 17.8596259 44.6064375)",,
195119384,False,,Svetog Save,tertiary,,,False,13.1,"LINESTRING (17.8543376 44.6078209, 17.8545012 44.6078032)",,
196950634,False,,Marka Pejića,residential,,,True,108.506,"LINESTRING (17.8543376 44.6078209, 17.8543546 44.6078914, 17.8544411 44.6082491, 17.8545551 44.6087843)",,
168774998,True,,Svetog Save,tertiary,,,False,139.176,"LINESTRING (17.8566145 44.6069804, 17.8565853 44.6068715, 17.8565937 44.6068436, 17.8566101 44.6068196, 17.8570196 44.6066187, 17.8571593 44.6065577, 17.8573565 44.6064769, 17.8575125 44.6064156, 17.8576431 44.6063995, 17.8577634 44.6063923, 17.8579679 44.6063965)",,
195119384,False,,Svetog Save,tertiary,,,True,191.781,"LINESTRING (17.8566145 44.6069804, 17.8560826 44.6072272, 17.8559101 44.6073072, 17.8552173 44.6076096, 17.8550246 44.6076797, 17.8548412 44.6077358, 17.8546427 44.6077797, 17.8545012 44.6078032)",,
"[195117161, 168788985, 1124684065]",False,R-473,Krajiška,secondary,50,yes,"[False, True]",87.239,"LINESTRING (17.8599985 44.6071621, 17.8600222 44.6072568, 17.8600204 44.6073295, 17.8600179 44.6074434, 17.8599482 44.6078606, 17.8599313 44.6079413)",yes,2
195117161,False,R-473,,secondary,50,yes,True,46.934,"LINESTRING (17.8599985 44.6071621, 17.8599743 44.6070922, 17.8599377 44.6069985, 17.8598151 44.6067612)",,
"[1124684069, 745404796, 193171557]",False,,,residential,,,"[False, True]",156.418,"LINESTRING (17.8599985 44.6071621, 17.8591977 44.6071732, 17.8587839 44.6071536, 17.8587283 44.6071455, 17.8586819 44.6071331, 17.8585737 44.607117, 17.8582946 44.6071169, 17.858199 44.6071359, 17.8580344 44.6071441)",,
