osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction
194212229,True,1,M-I 116,primary,False,27.795,"LINESTRING (18.1160186 43.2566347, 18.1161512 43.2565386, 18.1162283 43.2564397)",,
846961802,False,2,M-I 116,primary,False,102.045,"LINESTRING (18.1160186 43.2566347, 18.1159529 43.2566797, 18.1158254 43.2567403, 18.1152076 43.2570594, 18.1149998 43.2571735)",,
169558491,True,1,M-I 116,primary,False,107.665,"LINESTRING (18.1123265 43.2580977, 18.1121378 43.2580097, 18.1118428 43.2578959, 18.111523 43.2577549, 18.1112337 43.2575561)",Ulitsa Miloša Obilića,
182010953,False,,,residential,True,129.969,"LINESTRING (18.1123265 43.2580977, 18.1122922 43.2582625, 18.1122762 43.2584089, 18.1122897 43.2585613, 18.1123621 43.2587723, 18.1124532 43.2589374, 18.1124881 43.2590429, 18.1125069 43.2591121, 18.1125109 43.2591669, 18.1125135 43.2592401)",,
169558491,True,1,M-I 116,primary,False,114.184,"LINESTRING (18.1133918 43.2587634, 18.1132665 43.2587204, 18.1131345 43.2586475, 18.1129205 43.2585064, 18.1123265 43.2580977)",Ulitsa Miloša Obilića,
169558502,False,2,R-435,secondary,False,98.71400000000003,"LINESTRING (18.1133918 43.2587634, 18.1135757 43.2588307, 18.1137206 43.2588689, 18.1143898 43.2589998, 18.1144663 43.259034, 18.1145132 43.2590672, 18.1145219 43.2590721)",Немањића,
182010959,False,2,M-I 116,primary,False,81.432,"LINESTRING (18.1133918 43.2587634, 18.1134744 43.2585904, 18.1137192 43.2581686, 18.1137769 43.2580876)",,
846961806,True,1,M-I 116,primary,False,24.551000000000002,"LINESTRING (18.116768 43.2564, 18.1166302 43.2564721, 18.1165126 43.2565181)",,
182010959,False,2,M-I 116,primary,True,16.432,"LINESTRING (18.1138914 43.2579656, 18.1137769 43.2580876)",,
846961802,False,2,M-I 116,primary,True,73.89,"LINESTRING (18.1138914 43.2579656, 18.113966 43.2578913, 18.1142969 43.2576144, 18.114506 43.2574766)",,
846961809,True,1,R-435,secondary,False,15.739,"LINESTRING (18.1166369 43.2563095, 18.1165788 43.2563606, 18.1165068 43.2564145)",,
182010949,False,,,residential,False,11.313,"LINESTRING (18.1110264 43.2549416, 18.1110821 43.2548483)",,
182010949,False,,,residential,True,5.621,"LINESTRING (18.1110264 43.2549416, 18.1110005 43.2549885)",,
732670721,True,,,residential,False,16.689,"LINESTRING (18.1110264 43.2549416, 18.1112282 43.254972)",,
