osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,junction,maxspeed
48121579,Dobrovoljnih darivatelja krvi,residential,False,False,48.521,"LINESTRING (17.5464054 43.2004373, 17.546601 43.2004522, 17.5469939 43.2003904)",,,,
814342012,Hercega Stjepana Kosače,primary,False,False,199.18,"LINESTRING (17.5464054 43.2004373, 17.5465518 43.2003547, 17.5473069 43.1998465, 17.547536 43.1996835, 17.5477406 43.199518, 17.5478299 43.1994331, 17.5479886 43.1992082, 17.548065 43.1991361)",2,M-6,,
814342012,Hercega Stjepana Kosače,primary,False,True,87.475,"LINESTRING (17.5464054 43.2004373, 17.5462348 43.2005143, 17.5454425 43.200791)",2,M-6,,
39213948,Sv. Leopolda Mandića,residential,False,False,150.757,"LINESTRING (17.5447697 43.1919678, 17.5445974 43.1921095, 17.5444182 43.1922696, 17.5441732 43.1925086, 17.5438319 43.19284, 17.5436076 43.1930251)",,,,
39213948,Sv. Leopolda Mandića,residential,False,True,89.713,"LINESTRING (17.5422118 43.1938178, 17.5431222 43.1933591)",,,,
816676458,Kardinala Stepinca,residential,False,False,50.952999999999996,"LINESTRING (17.5422118 43.1938178, 17.5422184 43.1939771, 17.5422477 43.1941482, 17.5423154 43.1942646)",,,,
816676458,Kardinala Stepinca,residential,False,True,103.031,"LINESTRING (17.5422118 43.1938178, 17.5421995 43.193672, 17.5421597 43.193484, 17.5420862 43.1932706, 17.5419681 43.1929105)",,,,
48000041,Bleiburških žrtava,residential,False,False,43.874,"LINESTRING (17.5432051 43.1950333, 17.5428146 43.1953065)",,,,
168012309,Zrinskofrankopanska,tertiary,False,False,29.981,"LINESTRING (17.5432051 43.1950333, 17.5434649 43.1952252)",2,,,
168012309,Zrinskofrankopanska,tertiary,False,True,54.278000000000006,"LINESTRING (17.5432051 43.1950333, 17.542971 43.1948911, 17.5426905 43.194721)",2,,,
976095539,Zrinskofrankopanska,tertiary,False,True,73.658,"LINESTRING (17.5450963 43.1964546, 17.5457161 43.196939)",2,,,
48000028,Stjepana Radića,residential,False,False,271.01800000000003,"LINESTRING (17.5450963 43.1964546, 17.5451751 43.1964007, 17.5454662 43.1962013, 17.5455396 43.196151, 17.5458931 43.195909, 17.5459962 43.1958914, 17.546086 43.1959139, 17.546197 43.1960107, 17.5462721 43.1960431, 17.5464747 43.196054, 17.5480604 43.1960683)",,,,
976095539,Zrinskofrankopanska,tertiary,False,False,119.27200000000002,"LINESTRING (17.5450963 43.1964546, 17.5450385 43.1964118, 17.544837 43.1962623, 17.5447033 43.1961632, 17.5444545 43.195976, 17.5443034 43.1958622, 17.5440917 43.195672)",2,,,
165064608,Zrinskofrankopanska,tertiary,True,False,153.292,"LINESTRING (17.5464655 43.1976111, 17.5471459 43.1982583, 17.5474183 43.1985322, 17.5475993 43.1987143)",,,,
167956082,,residential,True,False,84.208,"LINESTRING (17.5464655 43.1976111, 17.5459316 43.197889, 17.5457311 43.1979933, 17.5456205 43.1980516)",,,,
168012375,Kasima Gujića,residential,False,False,120.64699999999999,"LINESTRING (17.548065 43.1991361, 17.5483238 43.199376, 17.5489794 43.1999922)",,,,
439998726,Tina Ujevića,primary,False,False,194.38799999999998,"LINESTRING (17.548065 43.1991361, 17.5481699 43.1990595, 17.5488345 43.1987415, 17.5488709 43.1987253, 17.5490524 43.1986446, 17.5495719 43.1984136, 17.5500766 43.1981896)",2,M-6,,
814342012,Hercega Stjepana Kosače,primary,False,True,199.18,"LINESTRING (17.548065 43.1991361, 17.5479886 43.1992082, 17.5478299 43.1994331, 17.5477406 43.199518, 17.547536 43.1996835, 17.5473069 43.1998465, 17.5465518 43.2003547, 17.5464054 43.2004373)",2,M-6,,
816676458,Kardinala Stepinca,residential,False,False,64.931,"LINESTRING (17.5417009 43.192365, 17.5418488 43.1925628, 17.541917 43.1927343, 17.5419393 43.1928135, 17.5419681 43.1929105)",,,,
168012309,Zrinskofrankopanska,tertiary,False,False,43.391,"LINESTRING (17.5400813 43.1931376, 17.5401565 43.1931835, 17.5402406 43.1932342, 17.5404933 43.1933867)",2,,,
168012309,Zrinskofrankopanska,tertiary,False,True,70.113,"LINESTRING (17.5400813 43.1931376, 17.5398447 43.1929943, 17.5395982 43.192845, 17.5395383 43.1928087, 17.539416 43.1927347)",2,,,
168012244,Kardinala Stepinca,residential,False,True,19.382,"LINESTRING (17.5421475 43.1943887, 17.5423154 43.1942646)",,,,
168012309,Zrinskofrankopanska,tertiary,False,False,35.172,"LINESTRING (17.5421475 43.1943887, 17.5424752 43.194596)",2,,,
168012309,Zrinskofrankopanska,tertiary,False,True,174.34699999999998,"LINESTRING (17.5421475 43.1943887, 17.5419077 43.1942427, 17.5411528 43.193789, 17.5404933 43.1933867)",2,,,
168012244,Kardinala Stepinca,residential,False,False,19.382,"LINESTRING (17.5423154 43.1942646, 17.5421475 43.1943887)",,,,
169308778,Kardinala Stepinca,residential,False,False,42.073,"LINESTRING (17.5423154 43.1942646, 17.5425906 43.1945854)",,,,
816676458,Kardinala Stepinca,residential,False,True,50.953,"LINESTRING (17.5423154 43.1942646, 17.5422477 43.1941482, 17.5422184 43.1939771, 17.5422118 43.1938178)",,,,
168012488,,residential,False,True,36.366,"LINESTRING (17.5392491 43.1919375, 17.5392343 43.192047, 17.5392584 43.192137, 17.5393724 43.1922308)",,,,
48000022,,residential,False,True,112.014,"LINESTRING (17.5427887 43.1922266, 17.5428628 43.1923044, 17.5429167 43.1923609, 17.5429749 43.1924613, 17.5430428 43.1925788, 17.5433656 43.1928265, 17.5436076 43.1930251)",,,,
48000052,,residential,False,False,81.00899999999999,"LINESTRING (17.5404933 43.1933867, 17.5407441 43.193262, 17.5408418 43.1932257, 17.5409519 43.1932021, 17.5412251 43.1931502, 17.5412891 43.193122, 17.5413603 43.1930569)",,,,
168012309,Zrinskofrankopanska,tertiary,False,False,174.34699999999998,"LINESTRING (17.5404933 43.1933867, 17.5411528 43.193789, 17.5419077 43.1942427, 17.5421475 43.1943887)",2,,,
168012309,Zrinskofrankopanska,tertiary,False,True,43.391,"LINESTRING (17.5404933 43.1933867, 17.5402406 43.1932342, 17.5401565 43.1931835, 17.5400813 43.1931376)",2,,,
48000049,,residential,False,True,77.76,"LINESTRING (17.5421011 43.1948391, 17.5428146 43.1953065)",,,,
48000053,Brune Bušića,residential,False,True,40.625,"LINESTRING (17.5421011 43.1948391, 17.5424752 43.194596)",,,,
48000053,Brune Bušića,residential,False,False,153.90599999999998,"LINESTRING (17.5421011 43.1948391, 17.5417436 43.1951201, 17.5413572 43.1954688, 17.5413627 43.1955196, 17.5417474 43.1959355)",,,,
48000053,Brune Bušića,residential,False,False,40.625,"LINESTRING (17.5424752 43.194596, 17.5421011 43.1948391)",,,,
168012309,Zrinskofrankopanska,tertiary,False,False,22.312,"LINESTRING (17.5424752 43.194596, 17.5426905 43.194721)",2,,,
168012309,Zrinskofrankopanska,tertiary,False,True,35.172,"LINESTRING (17.5424752 43.194596, 17.5421475 43.1943887)",2,,,
39213948,Sv. Leopolda Mandića,residential,False,False,54.254000000000005,"LINESTRING (17.5436076 43.1930251, 17.5434025 43.193189, 17.5432965 43.1932594, 17.5431222 43.1933591)",,,,
39213948,Sv. Leopolda Mandića,residential,False,True,150.757,"LINESTRING (17.5436076 43.1930251, 17.5438319 43.19284, 17.5441732 43.1925086, 17.5444182 43.1922696, 17.5445974 43.1921095, 17.5447697 43.1919678)",,,,
48000022,,residential,False,False,112.01400000000001,"LINESTRING (17.5436076 43.1930251, 17.5433656 43.1928265, 17.5430428 43.1925788, 17.5429749 43.1924613, 17.5429167 43.1923609, 17.5428628 43.1923044, 17.5427887 43.1922266)",,,,
39213948,Sv. Leopolda Mandića,residential,False,False,89.713,"LINESTRING (17.5431222 43.1933591, 17.5422118 43.1938178)",,,,
39213948,Sv. Leopolda Mandića,residential,False,True,54.254000000000005,"LINESTRING (17.5431222 43.1933591, 17.5432965 43.1932594, 17.5434025 43.193189, 17.5436076 43.1930251)",,,,
48000055,,residential,False,False,119.19800000000001,"LINESTRING (17.5431222 43.1933591, 17.5434078 43.1934706, 17.5436278 43.1935502, 17.5437685 43.1936133, 17.5438893 43.1936523, 17.5439957 43.1936639, 17.5441797 43.1936449, 17.5442227 43.1936389, 17.5442518 43.1936455, 17.5443885 43.1937856)",,,,
48000055,,residential,False,True,119.198,"LINESTRING (17.5443885 43.1937856, 17.5442518 43.1936455, 17.5442227 43.1936389, 17.5441797 43.1936449, 17.5439957 43.1936639, 17.5438893 43.1936523, 17.5437685 43.1936133, 17.5436278 43.1935502, 17.5434078 43.1934706, 17.5431222 43.1933591)",,,,
48000058,,residential,False,False,34.955,"LINESTRING (17.5439447 43.1941198, 17.5436126 43.1943203)",,,,
48000050,,residential,False,True,29.704,"LINESTRING (17.5434913 43.1939718, 17.5432318 43.1941604)",,,,
48000058,,residential,False,True,34.955,"LINESTRING (17.5436126 43.1943203, 17.5439447 43.1941198)",,,,
48000051,,residential,False,True,99.381,"LINESTRING (17.5436126 43.1943203, 17.5437187 43.1943994, 17.5439191 43.1945724, 17.5439771 43.1946218, 17.5442081 43.1948181, 17.544419 43.1949932)",,,,
48000058,,residential,False,False,41.975,"LINESTRING (17.5436126 43.1943203, 17.5435548 43.194349, 17.5434949 43.1943555, 17.5434505 43.1943528, 17.5432318 43.1941604)",,,,
48000050,,residential,False,False,29.704,"LINESTRING (17.5432318 43.1941604, 17.5434913 43.1939718)",,,,
48000050,,residential,False,True,70.258,"LINESTRING (17.5432318 43.1941604, 17.5426271 43.194564, 17.5425906 43.1945854)",,,,
48000058,,residential,False,True,41.974999999999994,"LINESTRING (17.5432318 43.1941604, 17.5434505 43.1943528, 17.5434949 43.1943555, 17.5435548 43.194349, 17.5436126 43.1943203)",,,,
48000041,Bleiburških žrtava,residential,False,False,111.247,"LINESTRING (17.5428146 43.1953065, 17.5417474 43.1959355)",,,,
48000041,Bleiburških žrtava,residential,False,True,43.874,"LINESTRING (17.5428146 43.1953065, 17.5432051 43.1950333)",,,,
48000049,,residential,False,False,77.76,"LINESTRING (17.5428146 43.1953065, 17.5421011 43.1948391)",,,,
48000026,Fra Petra Bakule,residential,False,True,18.604,"LINESTRING (17.544419 43.1949932, 17.5442531 43.1951088)",,,,
48000026,Fra Petra Bakule,residential,False,False,235.178,"LINESTRING (17.544419 43.1949932, 17.5444879 43.1949471, 17.5450064 43.194556, 17.5450675 43.1945149, 17.5454356 43.1942694, 17.5455147 43.1942612, 17.5455958 43.194278, 17.5456931 43.1943509, 17.5463422 43.1950656)",,,,
48000051,,residential,False,False,99.381,"LINESTRING (17.544419 43.1949932, 17.5442081 43.1948181, 17.5439771 43.1946218, 17.5439191 43.1945724, 17.5437187 43.1943994, 17.5436126 43.1943203)",,,,
48000041,Bleiburških žrtava,residential,False,True,83.04599999999999,"LINESTRING (17.5402999 43.1968359, 17.5404136 43.1968, 17.5405435 43.1967507, 17.5406583 43.1966987, 17.5407603 43.1966145, 17.5408622 43.1965371, 17.5410918 43.196377)",,,,
48000041,Bleiburških žrtava,residential,False,False,83.04599999999999,"LINESTRING (17.5410918 43.196377, 17.5408622 43.1965371, 17.5407603 43.1966145, 17.5406583 43.1966987, 17.5405435 43.1967507, 17.5404136 43.1968, 17.5402999 43.1968359)",,,,
48000041,Bleiburških žrtava,residential,False,True,72.565,"LINESTRING (17.5410918 43.196377, 17.5413596 43.1961662, 17.541418 43.1961262, 17.5414665 43.1960929, 17.5417474 43.1959355)",,,,
48000068,Fra Lea Petrovića,residential,False,False,248.89000000000001,"LINESTRING (17.5410918 43.196377, 17.5417851 43.1970944, 17.5422317 43.1975803, 17.5427763 43.1982469)",,,,
48000041,Bleiburških žrtava,residential,False,True,111.247,"LINESTRING (17.5417474 43.1959355, 17.5428146 43.1953065)",,,,
1202790605,Silvija Strahimira Kranjčevića,residential,False,False,86.556,"LINESTRING (17.5417474 43.1959355, 17.5423607 43.1965727)",,,,
48000041,Bleiburških žrtava,residential,False,False,72.565,"LINESTRING (17.5417474 43.1959355, 17.5414665 43.1960929, 17.541418 43.1961262, 17.5413596 43.1961662, 17.5410918 43.196377)",,,,
48000053,Brune Bušića,residential,False,True,153.906,"LINESTRING (17.5417474 43.1959355, 17.5413627 43.1955196, 17.5413572 43.1954688, 17.5417436 43.1951201, 17.5421011 43.1948391)",,,,
1202790605,Silvija Strahimira Kranjčevića,residential,False,True,86.556,"LINESTRING (17.5423607 43.1965727, 17.5417474 43.1959355)",,,,
48000070,Silvija Strahimira Kranjčevića,tertiary,False,False,193.573,"LINESTRING (17.5423607 43.1965727, 17.542885 43.1971385, 17.5436168 43.1980522)",2,,,
48000071,Dr. Isidora Pape,tertiary,False,True,136.81500000000003,"LINESTRING (17.5423607 43.1965727, 17.5429447 43.1961521, 17.5431537 43.1960015, 17.5431846 43.1959792, 17.5433727 43.1958442, 17.5435713 43.1957157)",2,,,
976095538,Zrinskofrankopanska,tertiary,True,False,6.612,"LINESTRING (17.5437882 43.1954011, 17.5438107 43.19539, 17.5438363 43.1953832, 17.5438633 43.1953811)",2,,roundabout,
48000048,Petra Barbarića,tertiary,False,False,307.40200000000004,"LINESTRING (17.5427763 43.1982469, 17.5425387 43.1982976, 17.5422879 43.1983656, 17.5422357 43.1983798, 17.5420247 43.1984613, 17.5418362 43.1985342, 17.5417766 43.1985624, 17.541541 43.1986742, 17.5414886 43.198699, 17.5413737 43.1987549, 17.5413252 43.1987786, 17.5410871 43.1988946, 17.5409128 43.198978, 17.540843 43.1990046, 17.5406595 43.1990746, 17.5406349 43.1990806, 17.5403312 43.1991541, 17.5399552 43.1992304, 17.5398201 43.1992592, 17.5393465 43.1993769)",2,,,
48000048,Petra Barbarića,tertiary,False,True,71.811,"LINESTRING (17.5427763 43.1982469, 17.5432474 43.1981688, 17.5433593 43.1981385, 17.5436168 43.1980522)",2,,,
48000068,Fra Lea Petrovića,residential,False,True,248.89,"LINESTRING (17.5427763 43.1982469, 17.5422317 43.1975803, 17.5417851 43.1970944, 17.5410918 43.196377)",,,,
48000048,Petra Barbarića,tertiary,False,False,71.811,"LINESTRING (17.5436168 43.1980522, 17.5433593 43.1981385, 17.5432474 43.1981688, 17.5427763 43.1982469)",2,,,
48000070,Silvija Strahimira Kranjčevića,tertiary,False,True,193.573,"LINESTRING (17.5436168 43.1980522, 17.542885 43.1971385, 17.5423607 43.1965727)",2,,,
"[837525995, 1202790604]",Petra Barbarića,residential,False,True,51.399,"LINESTRING (17.5436168 43.1980522, 17.5440784 43.1978238, 17.5441455 43.1977975)",2,,,
