osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,access,tunnel
"[1139050433, 678283732, 678283733, 220278975]",Kolonija,primary,False,False,461.4799999999999,"LINESTRING (17.954612 43.6558498, 17.9548929 43.6557458, 17.954928 43.6557328, 17.9550787 43.655677, 17.9552429 43.6556133, 17.9556634 43.65545, 17.9567148 43.6550366, 17.9576058 43.6547185, 17.957756 43.6546639, 17.9578182 43.6546432, 17.957895 43.6546152, 17.9581295 43.6545469, 17.958157 43.6545389, 17.9582169 43.6545215, 17.9583767 43.6544815, 17.9585173 43.6544463, 17.9585498 43.65444, 17.9589216 43.6543673, 17.959397 43.6542798, 17.9596974 43.6542565, 17.9598062 43.654259, 17.9598563 43.6542632)",2,M 115;M-17,,,,
"[347769194, 347769917, 220278973, 220278974]",Luka,residential,False,True,307.463,"LINESTRING (17.961022 43.6561063, 17.9610463 43.656078, 17.9612393 43.6558327, 17.9613571 43.6556756, 17.9613765 43.6556305, 17.9613443 43.6555742, 17.9612531 43.6554713, 17.9612077 43.6554393, 17.9611431 43.6553937, 17.9610325 43.6553161, 17.9608969 43.6552223, 17.9608577 43.6551725, 17.9608087 43.6550901, 17.9608334 43.655009, 17.9610094 43.6547444, 17.961068 43.6546563, 17.9611044 43.6546117, 17.961221 43.6544687, 17.9613651 43.6542882, 17.9615422 43.6540654, 17.9616256 43.6539543, 17.9616987 43.6538314, 17.9617632 43.6537241)",,,,yes,,
347763400,Luka,secondary,False,True,79.024,"LINESTRING (17.961022 43.6561063, 17.9617457 43.6563868, 17.961792 43.6564038, 17.9618452 43.656416, 17.9618984 43.6564204)",,R 418b,,,,
435442412,Maršala Tita,tertiary,False,False,17.485,"LINESTRING (17.9633953 43.6520335, 17.9633741 43.651877)",,,,,,
220282951,,residential,False,True,25.424999999999997,"LINESTRING (17.9633953 43.6520335, 17.9634544 43.6520182, 17.9635161 43.6520004, 17.9635507 43.651989, 17.9635786 43.6519797, 17.9636259 43.6519656, 17.9636851 43.651943)",,,,,,
435442412,Maršala Tita,tertiary,False,True,87.831,"LINESTRING (17.9633953 43.6520335, 17.9633964 43.6520942, 17.963397 43.6521606, 17.9633909 43.652245, 17.9633741 43.6523348, 17.9633589 43.6524173, 17.9633446 43.6524815, 17.9633243 43.6525518, 17.9632981 43.6526233, 17.9632146 43.652786, 17.9632043 43.6528046)",,,,,,
298417465,Stara čaršija,secondary,False,False,94.544,"LINESTRING (17.961714 43.6514191, 17.9619007 43.6512553, 17.9619827 43.6511489, 17.962018 43.6510969, 17.9620428 43.6510491, 17.9620841 43.650957, 17.9621086 43.6508781, 17.962112 43.6507968, 17.9621052 43.6507265, 17.9621027 43.6506489)",2,R-435,,,,
"[347764965, 172701037]","['Stara čaršija', 'Varda']",secondary,False,True,223.694,"LINESTRING (17.961714 43.6514191, 17.9615918 43.6515057, 17.961551 43.6515346, 17.9613803 43.6516306, 17.9611024 43.6517755, 17.9609621 43.6518586, 17.9607932 43.6520127, 17.9606985 43.6521423, 17.9606402 43.6522651, 17.9606081 43.6523721, 17.9605794 43.6525127, 17.96057 43.6525327, 17.9605157 43.6526483, 17.9604484 43.652778, 17.9603465 43.6529435, 17.9603223 43.6529827, 17.9602669 43.6530526)",2,R-435,,,,
435442412,Maršala Tita,tertiary,False,True,17.485,"LINESTRING (17.9633741 43.651877, 17.9633953 43.6520335)",,,,,,
220282951,,residential,False,False,26.684,"LINESTRING (17.9633741 43.651877, 17.963402 43.6518892, 17.9634341 43.6519033, 17.9634789 43.6519222, 17.9635279 43.6519344, 17.9635499 43.6519367, 17.9635803 43.6519399, 17.9636851 43.651943)",,,,,,
435442412,Maršala Tita,tertiary,False,False,52.983999999999995,"LINESTRING (17.9633741 43.651877, 17.9633572 43.6517049, 17.9633426 43.6516023, 17.9633226 43.651402)",,,,,,
220282951,,residential,False,False,25.425,"LINESTRING (17.9636851 43.651943, 17.9636259 43.6519656, 17.9635786 43.6519797, 17.9635507 43.651989, 17.9635161 43.6520004, 17.9634544 43.6520182, 17.9633953 43.6520335)",,,,,,
220282951,,residential,False,True,26.684,"LINESTRING (17.9636851 43.651943, 17.9635803 43.6519399, 17.9635499 43.6519367, 17.9635279 43.6519344, 17.9634789 43.6519222, 17.9634341 43.6519033, 17.963402 43.6518892, 17.9633741 43.651877)",,,,,,
327295771,Musala,residential,False,True,17.289,"LINESTRING (17.9636851 43.651943, 17.9637266 43.6519365, 17.9637793 43.6519261, 17.9638166 43.6519192, 17.9638522 43.6519096, 17.9638858 43.6518922)",,,,,,
347764662,Kasima Prohića,residential,False,True,140.23799999999997,"LINESTRING (17.9607575 43.6512761, 17.9605021 43.6516153, 17.9603197 43.6517589, 17.960132 43.651885, 17.960022 43.6519646, 17.9597162 43.652213, 17.959668 43.6522479)",,,,,,
220282962,3. mart,residential,False,True,35.938,"LINESTRING (17.9579271 43.6538026, 17.9577274 43.6535135)",,,,,,
172701037,Varda,secondary,False,False,142.813,"LINESTRING (17.9579271 43.6538026, 17.9581826 43.6537075, 17.9589075 43.6534718, 17.959397 43.6533281, 17.9595505 43.6532847)",2,R-435,,,,
172701037,Varda,secondary,False,True,79.122,"LINESTRING (17.9579271 43.6538026, 17.9575288 43.6539574, 17.9570648 43.6541447)",2,R-435,,,,
"[347764965, 172701037]","['Varda', 'Stara čaršija']",secondary,False,False,223.69400000000002,"LINESTRING (17.9602669 43.6530526, 17.9603223 43.6529827, 17.9603465 43.6529435, 17.9604484 43.652778, 17.9605157 43.6526483, 17.96057 43.6525327, 17.9605794 43.6525127, 17.9606081 43.6523721, 17.9606402 43.6522651, 17.9606985 43.6521423, 17.9607932 43.6520127, 17.9609621 43.6518586, 17.9611024 43.6517755, 17.9613803 43.6516306, 17.961551 43.6515346, 17.9615918 43.6515057, 17.961714 43.6514191)",2,R-435,,,,
172701037,Varda,secondary,False,True,63.336999999999996,"LINESTRING (17.9602669 43.6530526, 17.9600702 43.653138, 17.9598583 43.6531981, 17.9595821 43.6532757, 17.9595505 43.6532847)",2,R-435,,,,
"[1068248120, 220282947]",Huseinbegova,residential,False,False,130.636,"LINESTRING (17.9602669 43.6530526, 17.96032 43.653146, 17.9603657 43.6532199, 17.9603919 43.6532713, 17.960402 43.6533349, 17.9604138 43.6534424, 17.9604079 43.6535354, 17.9603968 43.6535966, 17.9603826 43.6536753, 17.9603276 43.653819, 17.9603009 43.6538674, 17.9602626 43.653937, 17.960222 43.6540085, 17.9601832 43.6540733, 17.9600887 43.6541569)",,,,,no,
220282949,,residential,False,False,17.781,"LINESTRING (17.9600887 43.6541569, 17.9600791 43.654212, 17.9600845 43.6542507, 17.9600948 43.6542848, 17.9601154 43.6543115)",,,,,,
1068248120,Huseinbegova,residential,False,False,23.055,"LINESTRING (17.9600887 43.6541569, 17.9600259 43.6541764, 17.9599587 43.6541939, 17.9599166 43.6542078, 17.9598821 43.6542253, 17.9598563 43.6542632)",,,,,,
"[1068248120, 220282947]",Huseinbegova,residential,False,True,130.636,"LINESTRING (17.9600887 43.6541569, 17.9601832 43.6540733, 17.960222 43.6540085, 17.9602626 43.653937, 17.9603009 43.6538674, 17.9603276 43.653819, 17.9603826 43.6536753, 17.9603968 43.6535966, 17.9604079 43.6535354, 17.9604138 43.6534424, 17.960402 43.6533349, 17.9603919 43.6532713, 17.9603657 43.6532199, 17.96032 43.653146, 17.9602669 43.6530526)",,,,,no,
194212230,Suhi do,residential,False,True,285.772,"LINESTRING (17.9668539 43.6510447, 17.9667603 43.6511856, 17.9666927 43.6512507, 17.9665043 43.6513416, 17.9663574 43.651412, 17.9662637 43.6514459, 17.9661334 43.6514577, 17.9660115 43.651453, 17.9658734 43.6514128, 17.9657575 43.6513856, 17.9656351 43.6513843, 17.9655239 43.6514236, 17.9654618 43.6514741, 17.9654244 43.6515322, 17.965401 43.6516315, 17.9653797 43.6516593, 17.9653536 43.6516808, 17.9652935 43.6517043, 17.9651572 43.6517448, 17.9649257 43.6518056, 17.9646601 43.651878, 17.9645856 43.6518976, 17.9645031 43.6519161, 17.9644212 43.6519334, 17.9643286 43.6519435, 17.9642525 43.6519411, 17.9641582 43.6519377, 17.9640688 43.6519273, 17.9639869 43.6519146, 17.9638858 43.6518922)",,,,,,
"[220282953, 326755948]","['Omladinska', 'Pleha']",residential,False,True,657.9080000000001,"LINESTRING (17.9668539 43.6510447, 17.9669151 43.651196, 17.9669354 43.6512361, 17.9669535 43.6512592, 17.9669481 43.6512861, 17.9669173 43.6513169, 17.9668406 43.6513839, 17.966764 43.6514448, 17.9666352 43.6515449, 17.9664926 43.6516312, 17.9663733 43.6516951, 17.9662296 43.6517482, 17.9660881 43.6518091, 17.966004 43.6518391, 17.9659296 43.6518838, 17.9658892 43.6519232, 17.9658433 43.6519877, 17.9657741 43.6521048, 17.9657389 43.6521941, 17.9657182 43.6522184, 17.9656841 43.6522353, 17.9656421 43.6522423, 17.9655803 43.6522353, 17.9655064 43.6522069, 17.9654255 43.6521841, 17.9653595 43.652176, 17.9652913 43.6521745, 17.9652344 43.6521795, 17.9651429 43.6522011, 17.9650385 43.6522265, 17.9647052 43.652304, 17.964467 43.6523636, 17.964404 43.6523859, 17.9643376 43.6524228, 17.9642873 43.6524587, 17.9642444 43.6525038, 17.9642223 43.6525664, 17.9642009 43.6526716, 17.964174 43.6528153, 17.9641613 43.6528968, 17.9641579 43.6529832, 17.9641753 43.6530943, 17.9642042 43.6532025, 17.964225 43.6532704, 17.9642531 43.6533281, 17.9642746 43.6533699, 17.9643926 43.6535229, 17.9644744 43.6536209, 17.9645613 43.6536702, 17.9646214 43.653702, 17.9646544 43.6537395, 17.9646462 43.6537662, 17.9646138 43.6537845, 17.9645709 43.6537741, 17.9644215 43.6537157, 17.9642136 43.6536397, 17.9638123 43.6535311, 17.9635731 43.6534707, 17.9635409 43.6534626, 17.9632996 43.6534011, 17.9631244 43.6533494, 17.9630909 43.6533328, 17.96308 43.6533045, 17.9631047 43.6532448, 17.963161 43.6531237, 17.9632484 43.6529502, 17.9632604 43.6528916, 17.9632496 43.6528538, 17.9632043 43.6528046)",,,,,,
298417465,Stara čaršija,secondary,False,False,48.906,"LINESTRING (17.9621027 43.6506489, 17.9621415 43.6505584, 17.9622345 43.6504062, 17.9623536 43.6502497)",2,R-435,,,,
298417465,Stara čaršija,secondary,False,True,94.54400000000001,"LINESTRING (17.9621027 43.6506489, 17.9621052 43.6507265, 17.962112 43.6507968, 17.9621086 43.6508781, 17.9620841 43.650957, 17.9620428 43.6510491, 17.962018 43.6510969, 17.9619827 43.6511489, 17.9619007 43.6512553, 17.961714 43.6514191)",2,R-435,,,,
220282962,3. mart,residential,False,False,24.366999999999997,"LINESTRING (17.9575798 43.6533223, 17.9576777 43.6534415, 17.9577274 43.6535135)",,,,,,
347764662,Kasima Prohića,residential,False,False,146.335,"LINESTRING (17.9575798 43.6533223, 17.9577367 43.6532515, 17.9579392 43.6531438, 17.958241 43.6530281, 17.9585736 43.6528651, 17.9590081 43.6526574, 17.9591037 43.6526066)",,,,,,
298417465,Stara čaršija,secondary,False,True,48.906000000000006,"LINESTRING (17.9623536 43.6502497, 17.9622345 43.6504062, 17.9621415 43.6505584, 17.9621027 43.6506489)",2,R-435,,,,
347767567,Žabljak,residential,False,False,88.761,"LINESTRING (17.9623536 43.6502497, 17.9622172 43.6502144, 17.9620557 43.6501655, 17.9618716 43.650145, 17.9616557 43.6501425, 17.961277 43.6501732)",,,,,,
266816190,Pave Anđelića,residential,False,False,122.19800000000001,"LINESTRING (17.9653314 43.6577963, 17.9653475 43.6578749, 17.9653622 43.6579409, 17.9654078 43.6580205, 17.9654695 43.6580952, 17.9655822 43.6582135, 17.966096 43.6587293)",,,,,,
"[266816187, 266816189, 266816190]",Pave Anđelića,residential,False,True,93.607,"LINESTRING (17.9653314 43.6577963, 17.9653327 43.6576644, 17.9653488 43.6575596, 17.9654481 43.6572491, 17.9655548 43.6569809, 17.9655575 43.6569745)",,,,yes,,
266817502,Željeznička,residential,False,False,48.029999999999994,"LINESTRING (17.9653314 43.6577963, 17.9652172 43.6577985, 17.9651373 43.6578034, 17.9650579 43.6578125, 17.9649874 43.6578336, 17.9647755 43.6579239)",,,,,,
347766456,Prkanj,residential,True,False,96.43799999999999,"LINESTRING (17.9609044 43.6506539, 17.961469 43.6506417, 17.9621027 43.6506489)",,,,,,
347766929,Prkanj,residential,False,False,27.134,"LINESTRING (17.9609044 43.6506539, 17.9607828 43.6506751, 17.960666 43.6507033, 17.9605918 43.6507389)",1,,,,,
347766916,Šehidska,residential,True,False,123.52500000000002,"LINESTRING (17.9605918 43.6507389, 17.9605879 43.6507916, 17.960606 43.6508353, 17.960663 43.6508935, 17.9607247 43.6509421, 17.9609118 43.6510139, 17.9612531 43.6511119, 17.9613818 43.6511685, 17.9614883 43.6512457, 17.961714 43.6514191)",1,,,,,
347766929,Prkanj,residential,False,True,27.134,"LINESTRING (17.9605918 43.6507389, 17.960666 43.6507033, 17.9607828 43.6506751, 17.9609044 43.6506539)",1,,,,,
220277984,Trg državnosti,primary,False,False,42.411,"LINESTRING (17.9624544 43.6549187, 17.9624778 43.6549293, 17.9626693 43.6550165, 17.9627169 43.6550403, 17.9627739 43.6550699, 17.9628825 43.6551397)",3,M 115;M-17,,,,
"[220277984, 64394609, 678281280, 678283733]","['Kolonija', 'Trg državnosti', 'Most Jurij Gagarin']",primary,False,True,200.36700000000002,"LINESTRING (17.9624544 43.6549187, 17.9623647 43.6548821, 17.9623111 43.6548629, 17.9622014 43.6548216, 17.9621385 43.654799, 17.9620806 43.6547781, 17.9619697 43.6547447, 17.9619087 43.6547259, 17.9617338 43.6546819, 17.9616997 43.6546738, 17.9613026 43.6545803, 17.9612284 43.6545617, 17.9610926 43.6545308, 17.9601603 43.6543202, 17.9601154 43.6543115)","['2', '3']","['M 115;M17', 'M 115;M-17']",,yes,,
347761657,,primary_link,True,False,46.309,"LINESTRING (17.9624544 43.6549187, 17.9626015 43.6549528, 17.962717 43.6549828, 17.9627837 43.654991, 17.9628389 43.6549798, 17.9628937 43.654949, 17.9629462 43.654884)",1,,,,,
220282975,Trg državnosti,tertiary,False,True,28.892,"LINESTRING (17.9629462 43.654884, 17.9629248 43.6549641, 17.9628825 43.6551397)",,,,,,
"[347763978, 435442412]",Maršala Tita,tertiary,False,False,236.95999999999995,"LINESTRING (17.9629462 43.654884, 17.9629482 43.6548588, 17.9629543 43.6548239, 17.9629643 43.6547011, 17.9629536 43.6545692, 17.9628664 43.6542359, 17.9628503 43.6541714, 17.9628228 43.654021, 17.9628121 43.6538832, 17.962815 43.6538302, 17.9628175 43.6537852, 17.962833 43.6537155, 17.9628624 43.6535831, 17.9629027 43.6534368, 17.9629136 43.6534076, 17.9629576 43.653314, 17.9630757 43.6530633, 17.9631401 43.6529208, 17.9632043 43.6528046)",,,,,,
347765446,Pomolska,residential,False,False,40.44,"LINESTRING (17.959668 43.6522479, 17.9592774 43.652019)",,,,,,
854134862,,residential,False,False,52.852,"LINESTRING (17.959668 43.6522479, 17.960295 43.6523897)",,,,,,
347764662,Kasima Prohića,residential,False,False,140.238,"LINESTRING (17.959668 43.6522479, 17.9597162 43.652213, 17.960022 43.6519646, 17.960132 43.651885, 17.9603197 43.6517589, 17.9605021 43.6516153, 17.9607575 43.6512761)",,,,,,
347764662,Kasima Prohića,residential,False,True,60.604,"LINESTRING (17.959668 43.6522479, 17.9593622 43.6524692, 17.9591394 43.6525876, 17.9591037 43.6526066)",,,,,,
347765446,Pomolska,residential,False,True,79.556,"LINESTRING (17.9599605 43.6515017, 17.9592774 43.652019)",,,,,,
347765446,Pomolska,residential,False,False,79.556,"LINESTRING (17.9592774 43.652019, 17.9599605 43.6515017)",,,,,,
347765446,Pomolska,residential,False,True,40.44,"LINESTRING (17.9592774 43.652019, 17.959668 43.6522479)",,,,,,
347765447,Pomolska,residential,False,False,29.498,"LINESTRING (17.9592774 43.652019, 17.9589978 43.6521906)",,,,,,
347765447,Pomolska,residential,False,True,29.498,"LINESTRING (17.9589978 43.6521906, 17.9592774 43.652019)",,,,,,
347767567,Žabljak,residential,False,True,88.76100000000001,"LINESTRING (17.961277 43.6501732, 17.9616557 43.6501425, 17.9618716 43.650145, 17.9620557 43.6501655, 17.9622172 43.6502144, 17.9623536 43.6502497)",,,,,,
"[220282971, 220278963]",Maršala Tita,residential,False,True,295.716,"LINESTRING (17.9617632 43.6537241, 17.9619561 43.6533156, 17.9620739 43.6530591, 17.9621812 43.6528224, 17.9622939 43.6526065, 17.9623826 43.6524617, 17.9624471 43.6523566, 17.9625731 43.6521628, 17.9627032 43.6519349, 17.9627997 43.6517911, 17.9629005 43.651638, 17.9630077 43.6514998, 17.9630964 43.6514426, 17.9631966 43.6514155, 17.9632305 43.6514119, 17.9633226 43.651402)",,,,,,
347769185,Maršala Tita,residential,False,False,101.32300000000001,"LINESTRING (17.9617632 43.6537241, 17.9619781 43.6537774, 17.9622553 43.6538165, 17.9622702 43.6538616, 17.962279 43.6540012, 17.9623682 43.6542252, 17.9623848 43.6543479)",,,,,,
"[347769194, 347769917, 220278974, 220278973]",Luka,residential,False,False,307.463,"LINESTRING (17.9617632 43.6537241, 17.9616987 43.6538314, 17.9616256 43.6539543, 17.9615422 43.6540654, 17.9613651 43.6542882, 17.961221 43.6544687, 17.9611044 43.6546117, 17.961068 43.6546563, 17.9610094 43.6547444, 17.9608334 43.655009, 17.9608087 43.6550901, 17.9608577 43.6551725, 17.9608969 43.6552223, 17.9610325 43.6553161, 17.9611431 43.6553937, 17.9612077 43.6554393, 17.9612531 43.6554713, 17.9613443 43.6555742, 17.9613765 43.6556305, 17.9613571 43.6556756, 17.9612393 43.6558327, 17.9610463 43.656078, 17.961022 43.6561063)",,,,yes,,
425605941,,residential,False,True,41.027,"LINESTRING (17.9645611 43.6575442, 17.9648489 43.6572396)",,,,,,
347770073,Civilnih žrtava rata,residential,False,True,143.654,"LINESTRING (17.9645611 43.6575442, 17.9639637 43.6572838, 17.9638629 43.6572495, 17.9637037 43.6571623, 17.9633312 43.6570059, 17.9631082 43.6569193, 17.9630342 43.6568781)",,,,,,
425605942,,residential,False,False,27.803,"LINESTRING (17.9645611 43.6575442, 17.9645263 43.6575812, 17.9643605 43.6577478)",,,,,,
347771111,Repovica,residential,False,True,37.661,"LINESTRING (17.9616561 43.6584198, 17.9621199 43.6584659)",,,,,,
734919644,,residential,False,False,100.068,"LINESTRING (17.9616561 43.6584198, 17.9616464 43.6583634, 17.9616316 43.6583417, 17.9616111 43.6583116, 17.9615327 43.6582543, 17.9615223 43.6582198, 17.9615461 43.6581857, 17.9616121 43.6581503, 17.9617407 43.6581295, 17.9618418 43.6581561, 17.9619359 43.6581842, 17.9619878 43.6582176, 17.962013 43.658265, 17.9620153 43.6583514, 17.9620736 43.6584226, 17.9621199 43.6584659)",,,,,,
347771111,Repovica,residential,False,False,136.136,"LINESTRING (17.9616561 43.6584198, 17.9615146 43.6584454, 17.9614274 43.6584784, 17.9613 43.6585221, 17.9611418 43.6585531, 17.9610136 43.65856, 17.9609258 43.6585648, 17.9606751 43.6585638, 17.960498 43.658556, 17.9603693 43.6585784, 17.9602365 43.6586123, 17.9600957 43.6586211, 17.9600209 43.6585937)",,,,,,
266816190,Pave Anđelića,residential,False,True,12.93,"LINESTRING (17.9661647 43.6588336, 17.9661494 43.6587959, 17.966096 43.6587293)",,,,,,
"[347771050, 347771046, 347771111]","['Repovica', 'Pave Anđelića']",residential,False,False,501.79100000000005,"LINESTRING (17.9661647 43.6588336, 17.9660819 43.6589155, 17.9660582 43.6589784, 17.9660557 43.6590512, 17.9660966 43.6591141, 17.9661773 43.6591734, 17.9663083 43.6592425, 17.9664925 43.6593134, 17.9665913 43.6593568, 17.96662 43.6593769, 17.9666391 43.6594093, 17.9666218 43.6594529, 17.9664978 43.6595943, 17.9664069 43.6596029, 17.9663144 43.6595952, 17.9662205 43.6595554, 17.9660864 43.6594652, 17.9657793 43.6593381, 17.9654078 43.6592003, 17.9651342 43.6591188, 17.9649907 43.6590819, 17.9648486 43.659079, 17.964744 43.659111, 17.9646206 43.6591304, 17.9644302 43.6591091, 17.9643001 43.6590683, 17.9642183 43.6590179, 17.964111 43.6589888, 17.96395 43.6589383, 17.9637958 43.6589131, 17.9635893 43.6588403, 17.9633559 43.6587627, 17.9631923 43.6586608, 17.9630703 43.6585638, 17.962916 43.6585075, 17.9627444 43.6584794, 17.9625432 43.6584658, 17.9623618 43.658465, 17.9622267 43.6584697, 17.9621199 43.6584659)",,,,,,yes
347769185,Maršala Tita,residential,False,True,101.323,"LINESTRING (17.9623848 43.6543479, 17.9623682 43.6542252, 17.962279 43.6540012, 17.9622702 43.6538616, 17.9622553 43.6538165, 17.9619781 43.6537774, 17.9617632 43.6537241)",,,,,,
425605941,,residential,False,False,41.027,"LINESTRING (17.9648489 43.6572396, 17.9645611 43.6575442)",,,,,,
425605943,,residential,False,False,38.704,"LINESTRING (17.9643605 43.6577478, 17.9647755 43.6579239)",,,,,,
425605942,,residential,False,False,163.286,"LINESTRING (17.9643605 43.6577478, 17.9638968 43.6575695, 17.9636834 43.6574639, 17.9629509 43.6571301, 17.9629213 43.657105, 17.9629289 43.6570653, 17.9630342 43.6568781)",,,,,,
