osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,tunnel,ref,junction,access
27692074,False,Đorđa Mihajlovića,residential,True,28.575,"LINESTRING (18.6800599 44.5385019, 18.6800125 44.5384586, 18.6799253 44.5383751, 18.6798941 44.5383462, 18.6798416 44.5382974)",,,,,,,
28171497,False,Džafer Mahala,secondary,True,159.155,"LINESTRING (18.6689906 44.5399188, 18.6693545 44.5399451, 18.6700428 44.5400381, 18.6705917 44.5401159, 18.6709665 44.5401691)",3,50,,,,,
27691797,False,Mihajla i Živka Crnogorčevića,residential,False,71.947,"LINESTRING (18.6806365 44.5368609, 18.6806174 44.5368959, 18.680604 44.5375053)",,,,,,,
"[28175857, 410881158]",True,"['Turalibegova', 'Klosterska']",residential,False,248.675,"LINESTRING (18.6806365 44.5368609, 18.6801438 44.5368554, 18.6794388 44.5368352, 18.6793054 44.536814, 18.6788624 44.5366983, 18.678828 44.53669, 18.6788192 44.5366817, 18.6788084 44.5366716, 18.6788105 44.5366504, 18.6788218 44.5366336, 18.6796258 44.5359929)",,,,,,,
408920228,False,Mihajla i Živka Crnogorčevića,residential,False,62.362,"LINESTRING (18.680604 44.5375053, 18.6813908 44.5375023)",,,,,,,
27691797,False,Mihajla i Živka Crnogorčevića,residential,False,106.41499999999999,"LINESTRING (18.680604 44.5375053, 18.6805118 44.5375168, 18.680393 44.537541, 18.6802622 44.5375607, 18.6800863 44.5376088, 18.679832 44.5376812, 18.679356 44.5378466)",,,,,,,
27691797,False,Mihajla i Živka Crnogorčevića,residential,True,71.947,"LINESTRING (18.680604 44.5375053, 18.6806174 44.5368959, 18.6806365 44.5368609)",,,,,,,
27692074,False,Đorđa Mihajlovića,residential,False,63.198,"LINESTRING (18.679356 44.5378466, 18.6798416 44.5382974)",,,,,,,
27691797,False,Mihajla i Živka Crnogorčevića,residential,True,106.415,"LINESTRING (18.679356 44.5378466, 18.679832 44.5376812, 18.6800863 44.5376088, 18.6802622 44.5375607, 18.680393 44.537541, 18.6805118 44.5375168, 18.680604 44.5375053)",,,,,,,
27692074,False,Đorđa Mihajlovića,residential,True,70.46099999999998,"LINESTRING (18.679356 44.5378466, 18.6792874 44.5377808, 18.6792067 44.5377014, 18.6788719 44.5373718, 18.6788277 44.5373373)",,,,,,,
28176682,False,Hendek,residential,True,60.382999999999996,"LINESTRING (18.6719629 44.5379154, 18.6719826 44.5379639, 18.672059 44.5380625, 18.6721462 44.5381832, 18.6723267 44.5383907)",,,,,,,
148650098,False,Franjevačka,residential,True,96.459,"LINESTRING (18.6719629 44.5379154, 18.67203 44.5379201, 18.673086 44.5379211, 18.6731792 44.537915)",,,,,,,
"[219136992, 28176777, 408629981, 28176808]",False,Obala Zmaja od Bosne,residential,"[False, True]",49.916000000000004,"LINESTRING (18.6719629 44.5379154, 18.6719404 44.5378397, 18.6718864 44.5376526, 18.6718805 44.5375485, 18.6718867 44.5374723)",,,yes,,,,
508434403,False,6. bosanske brigade,residential,False,20.206,"LINESTRING (18.6717655 44.5413804, 18.6719524 44.5412568)",,,,,,,
508434403,False,6. bosanske brigade,residential,True,113.576,"LINESTRING (18.6717655 44.5413804, 18.6705938 44.5419685)",,,,,,,
33487751,False,Kicelj,residential,False,65.957,"LINESTRING (18.6717655 44.5413804, 18.671701 44.5414659, 18.6715141 44.5417751, 18.671431 44.5419231)",,,,,,,
508434403,False,6. bosanske brigade,residential,True,61.805,"LINESTRING (18.6727344 44.5405926, 18.6727171 44.540611, 18.6722318 44.5410174)",,,,,,,
900544975,True,,residential,False,10.994,"LINESTRING (18.6727344 44.5405926, 18.6727395 44.5405614, 18.6727396 44.5405268, 18.6727247 44.5404957)",,,,,,,
28176682,False,Hendek,residential,False,221.99,"LINESTRING (18.6728044 44.540181, 18.6727901 44.540169, 18.6727431 44.5401345, 18.6724089 44.5398839, 18.6723923 44.5398451, 18.6723903 44.5398073, 18.6724467 44.5395783, 18.6725287 44.5393359, 18.6726231 44.5391123, 18.6726754 44.5389867, 18.6726888 44.5389327, 18.6726948 44.5388931, 18.6726726 44.538848, 18.6726354 44.5387937, 18.6723267 44.5383907)",,,,,,,
900544973,True,,residential,False,12.501999999999999,"LINESTRING (18.6728044 44.540181, 18.6728514 44.5402161, 18.6728844 44.5402383, 18.6729205 44.5402566)",,,,,,,
27692074,False,Đorđa Mihajlovića,residential,False,70.461,"LINESTRING (18.6788277 44.5373373, 18.6788719 44.5373718, 18.6792067 44.5377014, 18.6792874 44.5377808, 18.679356 44.5378466)",,,,,,,
"[28176034, 28176054]",True,"['Tuzlanskog odreda', 'Patriotske lige']",residential,False,257.323,"LINESTRING (18.6782745 44.5393794, 18.6782302 44.5393459, 18.6779567 44.5391903, 18.6778769 44.5391496, 18.6777804 44.5390972, 18.6776496 44.5390125, 18.6774458 44.5387596, 18.6774066 44.5387169, 18.6772541 44.5388379, 18.6770117 44.5390367, 18.676686 44.5392567, 18.6764182 44.5394214, 18.676161 44.539557, 18.6760879 44.539591, 18.6760685 44.5396129, 18.6760659 44.5396413, 18.6761088 44.5396822)",,,,,,,
263045458,True,Kulina bana,secondary,False,172.10299999999998,"LINESTRING (18.6782745 44.5393794, 18.6793962 44.5388168, 18.679715 44.5386453, 18.6798442 44.5385835, 18.6798993 44.5385571, 18.679998 44.5385201, 18.6800599 44.5385019)",2,50,,,,,
28176525,False,Džindić Mahala,residential,False,7.884,"LINESTRING (18.6798672 44.5397865, 18.679788 44.5398294)",,,,,,,
906583292,False,Prof. dr. Ibre Pašića,tertiary,True,6.101,"LINESTRING (18.6777097 44.5411203, 18.6777644 44.5411589)",2,,,,,,
28176525,False,Džindić Mahala,residential,True,106.45700000000001,"LINESTRING (18.6777097 44.5411203, 18.6783363 44.5407141, 18.6787054 44.5404777)",,,,,,,
"[396285193, 405645795, 195922103]",False,Most Pannonica,tertiary,"[False, True]",159.438,"LINESTRING (18.6777097 44.5411203, 18.6776711 44.5410899, 18.6768581 44.5403254, 18.676622 44.5401308, 18.6764571 44.5399994)",2,,yes,,,,
835240814,False,Džindić Mahala,tertiary,False,116.479,"LINESTRING (18.6777097 44.5411203, 18.6770776 44.5413367, 18.6765238 44.5415128, 18.6763689 44.5415467)",2,,,,,,
148303470,False,Ludviga Kube,tertiary,True,96.97399999999999,"LINESTRING (18.6763689 44.5415467, 18.6762764 44.5415347, 18.6762086 44.5415204, 18.6756179 44.5413331, 18.6755186 44.5412905, 18.6754335 44.5412499, 18.6752783 44.5411669)",2,,,,,,
835240813,False,Džindić Mahala,residential,False,83.44800000000001,"LINESTRING (18.6763689 44.5415467, 18.6758749 44.5418698, 18.6755464 44.5420094)",,,,,,,
835240814,False,Džindić Mahala,tertiary,True,116.479,"LINESTRING (18.6763689 44.5415467, 18.6765238 44.5415128, 18.6770776 44.5413367, 18.6777097 44.5411203)",2,,,,,,
835240813,False,Džindić Mahala,residential,False,112.128,"LINESTRING (18.6749956 44.5421909, 18.6736215 44.5424311)",,,,,,,
406731070,False,Borić,residential,True,95.47800000000001,"LINESTRING (18.6749956 44.5421909, 18.6747625 44.5422919, 18.67468 44.542367, 18.6745604 44.5424658, 18.6744095 44.5425861, 18.6743398 44.542705, 18.6742917 44.5428491)",,,,,,,
835240813,False,Džindić Mahala,residential,True,48.104,"LINESTRING (18.6749956 44.5421909, 18.6752983 44.5420964, 18.6755464 44.5420094)",,,,,,,
28176682,False,Hendek,residential,False,60.382999999999996,"LINESTRING (18.6723267 44.5383907, 18.6721462 44.5381832, 18.672059 44.5380625, 18.6719826 44.5379639, 18.6719629 44.5379154)",,,,,,,
28176682,False,Hendek,residential,True,221.98999999999998,"LINESTRING (18.6723267 44.5383907, 18.6726354 44.5387937, 18.6726726 44.538848, 18.6726948 44.5388931, 18.6726888 44.5389327, 18.6726754 44.5389867, 18.6726231 44.5391123, 18.6725287 44.5393359, 18.6724467 44.5395783, 18.6723903 44.5398073, 18.6723923 44.5398451, 18.6724089 44.5398839, 18.6727431 44.5401345, 18.6727901 44.540169, 18.6728044 44.540181)",,,,,,,
28176726,True,Fra Grge Martića,residential,False,87.369,"LINESTRING (18.6723267 44.5383907, 18.6722704 44.5383904, 18.6719916 44.5385084, 18.6713631 44.5387614)",,,,,,,
51003749,True,Franjevačka,residential,False,238.25400000000002,"LINESTRING (18.6691848 44.5382639, 18.6693978 44.5381507, 18.6699215 44.5379085, 18.6702578 44.5377704, 18.6703178 44.5377657, 18.6705507 44.5377461, 18.6710689 44.5378, 18.6714481 44.5378629, 18.6719629 44.5379154)",,,,,,,
29292772,False,Musala,residential,False,63.285,"LINESTRING (18.679825 44.535867, 18.6798063 44.5358432, 18.6794899 44.5354408, 18.6794347 44.5353705)",,,,,,,
410883207,False,Turalibegova,residential,False,85.52799999999999,"LINESTRING (18.679825 44.535867, 18.6798984 44.5358219, 18.6806779 44.5354413, 18.6807074 44.535425)",2,40,,,,,
29292772,False,Musala,residential,True,63.285,"LINESTRING (18.6794347 44.5353705, 18.6794899 44.5354408, 18.6798063 44.5358432, 18.679825 44.535867)",,,,,,,
193106384,False,,residential,True,232.63400000000001,"LINESTRING (18.6794347 44.5353705, 18.6793706 44.5353897, 18.6790216 44.5354939, 18.6785855 44.5356075, 18.6777302 44.5359016, 18.6773172 44.5360564, 18.67697 44.5362178, 18.6768085 44.5362919)",,,,,,,
