osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,tunnel,bridge,junction
40559459,2,Kralja Aleksandra,primary,False,True,93.713,"LINESTRING (16.7137078 44.9774091, 16.7129084 44.9767842)",,,,,
414437062,,,residential,False,True,118.356,"LINESTRING (16.7137078 44.9774091, 16.7124451 44.977988)",,,,,
191298426,2,Rudnička,tertiary,False,False,85.68700000000001,"LINESTRING (16.7137078 44.9774091, 16.7142179 44.976794, 16.7142567 44.9767435)",,,,,
1253785614,2,Kralja Aleksandra,primary,False,False,177.70799999999997,"LINESTRING (16.7137078 44.9774091, 16.7140954 44.977715, 16.7142661 44.9778492, 16.7149053 44.978352, 16.7152157 44.9785992)",,,,,
40428934,2,Nikole Pašića,secondary,False,False,75.467,"LINESTRING (16.7081209 44.977717, 16.7084731 44.9775042, 16.7088655 44.9772893)",M-II 501,,,,
417213347,,,residential,False,False,49.404999999999994,"LINESTRING (16.7081209 44.977717, 16.708046 44.9777647, 16.7078491 44.9778903, 16.7077017 44.9779877, 16.7076575 44.9780169)",,,,,
40430255,,Miloša Obrenovića,residential,False,False,33.556,"LINESTRING (16.7105999 44.9787556, 16.7106615 44.9787298, 16.7107094 44.9787098, 16.7109672 44.9786021)",,,,,
105359695,,Академика Јована Рашковића,secondary,False,False,212.60999999999999,"LINESTRING (16.7105999 44.9787556, 16.7105653 44.9787257, 16.7105323 44.9786972, 16.7100743 44.9783012, 16.7097498 44.9780172, 16.7088655 44.9772893)",M-II 501,,,,
105359695,,Академика Јована Рашковића,secondary,False,True,139.99,"LINESTRING (16.7105999 44.9787556, 16.7106364 44.9787879, 16.7106677 44.9788156, 16.7111257 44.9792216, 16.7117101 44.9797396)",M-II 501,,,,
417213332,,,residential,False,False,155.62099999999998,"LINESTRING (16.7105999 44.9787556, 16.7105496 44.9787761, 16.7105063 44.9787937, 16.7103127 44.9788727, 16.7098287 44.9790832, 16.709679 44.9791495, 16.7091417 44.9786368)",,,,,
763999163,,Miloša Obrenovića,residential,True,False,89.332,"LINESTRING (16.7109672 44.9786021, 16.7119454 44.9781939)",,,,,
40430255,,Miloša Obrenovića,residential,False,True,33.556,"LINESTRING (16.7109672 44.9786021, 16.7107094 44.9787098, 16.7106615 44.9787298, 16.7105999 44.9787556)",,,,,
763999162,,Miloša Obrenovića,residential,False,False,45.487,"LINESTRING (16.7119454 44.9781939, 16.7124451 44.977988)",,,,,
40563251,,Petra Petrovića Njegoša,residential,False,False,178.95,"LINESTRING (16.7152157 44.9785992, 16.7160669 44.9780448, 16.7167824 44.9775781, 16.7168932 44.9775122)",,,,,
"[417213442, 1253785612]",,Petra Petrovića Njegoša,primary,False,True,115.408,"LINESTRING (16.7152157 44.9785992, 16.7148077 44.978838, 16.714678 44.9789139, 16.7140809 44.9792571)",,,,,
1253785614,2,Kralja Aleksandra,primary,False,True,177.708,"LINESTRING (16.7152157 44.9785992, 16.7149053 44.978352, 16.7142661 44.9778492, 16.7140954 44.977715, 16.7137078 44.9774091)",,,,,
40559459,2,Kralja Aleksandra,primary,False,False,93.713,"LINESTRING (16.7129084 44.9767842, 16.7137078 44.9774091)",,,,,
417213373,,,residential,False,True,81.723,"LINESTRING (16.7129084 44.9767842, 16.7135215 44.9764003, 16.7135979 44.9763462, 16.7136569 44.9762788)",,,,,
385679967,,,primary,True,False,22.811999999999998,"LINESTRING (16.7165242 44.9814132, 16.7164064 44.9814068, 16.7163269 44.9814112, 16.716237 44.9814255)",M-II 501,,,,
416858870,2,Kozarska,primary,False,True,173.649,"LINESTRING (16.7165242 44.9814132, 16.7182967 44.9818405, 16.7186064 44.9819312)",M-II 501,50,,,
177052489,2,Petra Petrovića Njegoša,primary,True,False,18.211,"LINESTRING (16.7127417 44.9800239, 16.7126872 44.9800595, 16.7126577 44.9800754, 16.7126329 44.9800893, 16.7126098 44.9801009, 16.7125593 44.9801242)",,,,,
417213442,,Petra Petrovića Njegoša,primary,False,False,135.643,"LINESTRING (16.7127417 44.9800239, 16.7130279 44.9798861, 16.7133099 44.9797109, 16.7140809 44.9792571)",,,,,
416866995,2,,primary,False,False,23.838,"LINESTRING (16.7125945 44.9803764, 16.7128305 44.9805109)",M-II 501,,,,
163988784,2,,primary,True,False,24.634,"LINESTRING (16.7125945 44.9803764, 16.712552 44.9803591, 16.7124775 44.9803248, 16.7124305 44.9803004, 16.7123896 44.9802784, 16.7123371 44.9802506)",M-II 501,,,,
105359695,,Академика Јована Рашковића,secondary,False,False,9.637,"LINESTRING (16.7119809 44.9799002, 16.7118832 44.9798479)",M-II 501,,,,
177052490,,Akademika Jovana Raškovića,secondary,True,False,31.828,"LINESTRING (16.7119809 44.9799002, 16.7120466 44.9799272, 16.7121272 44.9799499, 16.7121909 44.9799686, 16.7122394 44.9799786, 16.7122799 44.9799869, 16.7123579 44.9800003)",M-II 501,,,,
"[416851725, 416795877]",1,,residential,True,False,63.263,"LINESTRING (16.7125471 44.981427, 16.7127082 44.9815486, 16.712837 44.9816501, 16.7129265 44.9817455, 16.7129789 44.9818923)",,,yes,,
1136029799,,Branislava Nušića,residential,False,True,105.663,"LINESTRING (16.7125471 44.981427, 16.7125188 44.9814107, 16.7123877 44.9813495, 16.7119162 44.9811663, 16.7113927 44.9809422)",,,,,
40428934,2,Nikole Pašića,secondary,False,True,75.467,"LINESTRING (16.7088655 44.9772893, 16.7084731 44.9775042, 16.7081209 44.977717)",M-II 501,,,,
