osmid,oneway,ref,name,highway,reversed,length,bridge,lanes,geometry,maxspeed,width
176635298,True,M-II 510,Kralja Petra I,primary,False,18.748,,,"LINESTRING (18.7716259 43.5082012, 18.7714489 43.5083105)",,
"[26626801, 169507613]",False,M-II 510,Kralja Petra I,primary,"[False, True]",140.442,yes,2,"LINESTRING (18.7716259 43.5082012, 18.772645 43.5077374, 18.7730924 43.5075203)",,
169507605,False,,Kragujevačka,residential,False,58.743,,,"LINESTRING (18.771414 43.5041158, 18.7720227 43.5038257)",,
169507605,False,,Kragujevačka,residential,True,47.215,,,"LINESTRING (18.771414 43.5041158, 18.7709143 43.504337)",,
169507630,False,,Janka Vukotića,residential,False,88.744,,,"LINESTRING (18.771414 43.5041158, 18.7709976 43.5037099, 18.7709245 43.5036247, 18.7708092 43.5034521)",,
169507613,False,M-II 510,Kralja Petra I,primary,False,20.538,,2,"LINESTRING (18.7763442 43.5060731, 18.7761259 43.5061682)",,
169507645,False,,Mome Kočovića,residential,True,98.72499999999998,,,"LINESTRING (18.7763442 43.5060731, 18.7762428 43.5056816, 18.7762358 43.5055978, 18.7762389 43.5055169, 18.7762512 43.5054436, 18.7762907 43.5053419, 18.7763128 43.5053063, 18.776349 43.5052655, 18.7764013 43.5052222)",,
303336507,False,M-II 510,Kralja Petra I,primary,True,80.028,,,"LINESTRING (18.7763442 43.5060731, 18.7768142 43.5059115, 18.7769696 43.5058698, 18.7770741 43.5058618, 18.7771034 43.5058595, 18.777274 43.5058748)",,
169507627,False,,Vuka Karadžića,residential,False,222.62299999999993,,,"LINESTRING (18.7752434 43.5040463, 18.7752951 43.5040327, 18.7754935 43.5039362, 18.775624 43.503903, 18.7758709 43.5038547, 18.7759395 43.5038308, 18.7759904 43.5038078, 18.776048 43.5037722, 18.7761003 43.5037385, 18.7761194 43.5037125, 18.7761308 43.5036814, 18.7761547 43.5035885, 18.7761768 43.5033971, 18.7762052 43.5033346, 18.7762612 43.5032698, 18.776464 43.503062, 18.7766363 43.5028627, 18.776754 43.5027287, 18.7768328 43.5026446, 18.7768674 43.5026242, 18.7768989 43.5026127)",,
169507627,False,,Vuka Karadžića,residential,True,179.547,,,"LINESTRING (18.7752434 43.5040463, 18.7751822 43.5040722, 18.7750962 43.5041337, 18.7749086 43.5042621, 18.7747708 43.5043492, 18.7746226 43.5044123, 18.7745376 43.5044398, 18.7744633 43.5044699, 18.7744111 43.5044941, 18.7743659 43.5045312, 18.7742048 43.504667, 18.7738807 43.5049847, 18.7737707 43.5051065, 18.7737117 43.5051831)",,
169507633,False,,,residential,False,70.291,,,"LINESTRING (18.7752434 43.5040463, 18.7755772 43.5043695, 18.7756955 43.5044816, 18.7757749 43.504547)",,
169507633,False,,,residential,True,46.867,,,"LINESTRING (18.7752434 43.5040463, 18.7751599 43.5039509, 18.7750425 43.5038297, 18.7749936 43.5037616, 18.7749568 43.5036824)",,
832660008,False,,Svetosavska,tertiary,True,47.577,,,"LINESTRING (18.778341 43.5061614, 18.7781503 43.5065663)",,
