osmid,highway,oneway,reversed,length,ref,geometry,name,junction
584735067,residential,False,False,46.868,,"LINESTRING (44.6793282 32.3006816, 44.6797726 32.3008728)",,
222908617,trunk,True,False,88.271,8,"LINESTRING (44.6793282 32.3006816, 44.6790375 32.3013649, 44.6790147 32.3014298)",,
222908616,trunk,True,False,30.654,8,"LINESTRING (44.6814201 32.294741, 44.6815066 32.2944752)",,
1262031937,residential,False,False,135.18599999999998,,"LINESTRING (44.6814201 32.294741, 44.6810022 32.2946649, 44.6800287 32.2944351)",,
222908616,trunk,True,False,86.799,8,"LINESTRING (44.680857 32.2963362, 44.6811203 32.295588)",,
597751951,unclassified,False,True,92.053,,"LINESTRING (44.680857 32.2963362, 44.6799346 32.296058)",,
222908617,trunk,True,False,67.493,8,"LINESTRING (44.6810314 32.2962357, 44.6808425 32.2968213)",,
1262031933,residential,False,False,81.101,,"LINESTRING (44.6810314 32.2962357, 44.6817338 32.2966593)",,
222908616,trunk,True,False,27.164,8,"LINESTRING (44.6793766 32.3002669, 44.6794872 32.3000412)",,
618835360,residential,False,False,33.423,,"LINESTRING (44.6793766 32.3002669, 44.6792065 32.3001709, 44.6790998 32.3000805)",,
222908617,trunk,True,False,60.27,8,"LINESTRING (44.6795712 32.30018, 44.6793282 32.3006816)",,
584735072,residential,False,False,29.807,,"LINESTRING (44.6795712 32.30018, 44.6798758 32.3001054)",,
222908616,trunk,True,False,60.211,8,"LINESTRING (44.6786537 32.3018959, 44.6788713 32.3013866)",,
618644941,unclassified,False,False,110.394,,"LINESTRING (44.6786537 32.3018959, 44.6775024 32.3016993)",,
584734122,tertiary,False,False,3.702,,"LINESTRING (44.6823815 32.3020229, 44.6824061 32.3019969)",,
584734120,tertiary,True,False,36.695,,"LINESTRING (44.6823815 32.3020229, 44.6823054 32.3021516, 44.6822807 32.3022428, 44.6822588 32.3023335)",,
584734122,tertiary,False,False,84.598,,"LINESTRING (44.6870676 32.2971146, 44.6877836 32.2966536)",,
584734122,tertiary,False,True,77.131,,"LINESTRING (44.6870676 32.2971146, 44.6867565 32.2973568, 44.6865075 32.2976189)",,
584738730,residential,False,False,130.674,,"LINESTRING (44.6870676 32.2971146, 44.6867656 32.2968162, 44.6865407 32.2965583, 44.6864175 32.2964359, 44.6860955 32.2963065)",,
584734122,tertiary,False,False,21.737,,"LINESTRING (44.6863655 32.2977732, 44.6865075 32.2976189)",,
584734122,tertiary,False,True,38.343,,"LINESTRING (44.6863655 32.2977732, 44.6861172 32.2980468)",,
