osmid,oneway,name,highway,reversed,length,geometry,bridge,ref
729877964,True,الشارع العام,trunk,False,25.875,"LINESTRING (40.994705 34.3963189, 40.9949801 34.3962677)",,
290145387,True,,trunk_link,False,15.631999999999998,"LINESTRING (40.994705 34.3963189, 40.9947261 34.3963289, 40.994743 34.3963433, 40.9947543 34.3963611, 40.9947591 34.3963808, 40.994757 34.3964008, 40.9947482 34.3964196, 40.9947334 34.3964355)",,
289832381,False,,residential,False,49.978,"LINESTRING (40.9890947 34.3944594, 40.9896393 34.3944511)",,
289962555,False,,residential,False,52.184,"LINESTRING (40.9890947 34.3944594, 40.9890941 34.3949287)",,
289962555,False,,residential,True,50.694,"LINESTRING (40.9890947 34.3944594, 40.9890953 34.3940035)",,
289962514,False,,residential,True,50.62,"LINESTRING (40.9890928 34.3958493, 40.9896445 34.3958479)",,
289962555,False,,residential,False,63.014,"LINESTRING (40.9890928 34.3958493, 40.989092 34.396416)",,
289962555,False,,residential,True,50.694,"LINESTRING (40.9890928 34.3958493, 40.9890934 34.3953934)",,
289832678,False,,residential,True,50.089,"LINESTRING (40.9890934 34.3953934, 40.9896393 34.3953965)",,
289962555,False,,residential,False,50.694,"LINESTRING (40.9890934 34.3953934, 40.9890928 34.3958493)",,
289962555,False,,residential,True,51.672,"LINESTRING (40.9890934 34.3953934, 40.9890941 34.3949287)",,
289962555,False,,residential,True,63.014,"LINESTRING (40.989092 34.396416, 40.9890928 34.3958493)",,
729877964,True,الشارع العام,trunk,False,51.678,"LINESTRING (40.989092 34.396416, 40.9896552 34.396421)",,
289832387,False,,residential,True,51.084,"LINESTRING (40.9890941 34.3949287, 40.9896503 34.3949083)",,
289962555,False,,residential,False,51.672,"LINESTRING (40.9890941 34.3949287, 40.9890934 34.3953934)",,
289962555,False,,residential,True,52.184,"LINESTRING (40.9890941 34.3949287, 40.9890947 34.3944594)",,
289832513,False,,residential,True,49.653,"LINESTRING (40.9890983 34.391799, 40.9896392 34.391786)",,
289962555,False,,residential,False,50.205,"LINESTRING (40.9890983 34.391799, 40.9890977 34.3922505)",,
289962555,False,,residential,True,54.141,"LINESTRING (40.9890983 34.391799, 40.989099 34.3913121)",,
289832378,False,,residential,True,49.921,"LINESTRING (40.9890959 34.3935623, 40.9896393 34.3935402)",,
289962555,False,,residential,False,49.059,"LINESTRING (40.9890959 34.3935623, 40.9890953 34.3940035)",,
289962555,False,,residential,True,46.557,"LINESTRING (40.9890959 34.3935623, 40.9890965 34.3931436)",,
289832376,False,,residential,True,51.219,"LINESTRING (40.9890971 34.3927198, 40.9896553 34.3927197)",,
289962555,False,,residential,False,47.125,"LINESTRING (40.9890971 34.3927198, 40.9890965 34.3931436)",,
289962555,False,,residential,True,52.184,"LINESTRING (40.9890971 34.3927198, 40.9890977 34.3922505)",,
289832311,False,,residential,True,50.179,"LINESTRING (40.9890977 34.3922505, 40.9896445 34.3922434)",,
289962555,False,,residential,False,52.184,"LINESTRING (40.9890977 34.3922505, 40.9890971 34.3927198)",,
289962555,False,,residential,True,50.205,"LINESTRING (40.9890977 34.3922505, 40.9890983 34.391799)",,
289962555,False,,residential,False,50.694,"LINESTRING (40.9890953 34.3940035, 40.9890947 34.3944594)",,
289962555,False,,residential,True,49.059,"LINESTRING (40.9890953 34.3940035, 40.9890959 34.3935623)",,
289964008,False,,residential,True,49.433,"LINESTRING (40.9890953 34.3940035, 40.9896338 34.3939901)",,
289832510,False,,residential,True,50.575,"LINESTRING (40.989099 34.3913121, 40.9896499 34.3912978)",,
289962555,False,,residential,False,54.141,"LINESTRING (40.989099 34.3913121, 40.9890983 34.391799)",,
289964525,False,,residential,False,65.172,"LINESTRING (40.9907845 34.396431, 40.9907872 34.3958449)",,
729877964,True,الشارع العام,trunk,False,80.478,"LINESTRING (40.9907845 34.396431, 40.9916616 34.3964265)",,
289964008,False,,residential,False,49.433,"LINESTRING (40.9896338 34.3939901, 40.9890953 34.3940035)",,
289964008,False,,residential,True,51.709,"LINESTRING (40.9896338 34.3939901, 40.9901971 34.3939761)",,
289964516,False,,residential,False,50.029,"LINESTRING (40.9896338 34.3939901, 40.9896393 34.3935402)",,
289964516,False,,residential,True,51.263,"LINESTRING (40.9896338 34.3939901, 40.9896393 34.3944511)",,
289832311,False,,residential,False,50.711,"LINESTRING (40.9907711 34.3922287, 40.9902185 34.3922359)",,
289832311,False,,residential,True,64.486,"LINESTRING (40.9907711 34.3922287, 40.9914738 34.3922195)",,
289964525,False,,residential,False,52.238,"LINESTRING (40.9907711 34.3922287, 40.9907604 34.391759)",,
289964525,False,,residential,True,52.144,"LINESTRING (40.9907711 34.3922287, 40.9907632 34.3926976)",,
289832510,False,,residential,False,50.703,"LINESTRING (40.9902022 34.3912836, 40.9896499 34.3912978)",,
289964526,False,,residential,True,54.343,"LINESTRING (40.9902022 34.3912836, 40.9902078 34.3917723)",,
