osmid,highway,oneway,reversed,length,ref,name,geometry,width,junction,maxspeed,lanes,access
46964496,secondary,False,True,32.215,,,"LINESTRING (43.0153745 37.1775244, 43.0153045 37.1772401)",,,,,
1131195657,trunk,False,True,53.659,77,رێکا زاخۆ - باتیفا,"LINESTRING (43.0153745 37.1775244, 43.015795 37.1778717)",,,,,
1131195657,trunk,False,False,42.992999999999995,77,رێکا زاخۆ - باتیفا,"LINESTRING (43.0153745 37.1775244, 43.0150934 37.1773942, 43.0149463 37.1773438)",,,,,
795819568,residential,False,False,24.024,,,"LINESTRING (43.015795 37.1778717, 43.016065 37.1778517)",,,,,
1131195657,trunk,False,False,53.659,77,رێکا زاخۆ - باتیفا,"LINESTRING (43.015795 37.1778717, 43.0153745 37.1775244)",,,,,
1131195657,trunk,False,True,38.864,77,رێکا زاخۆ - باتیفا,"LINESTRING (43.015795 37.1778717, 43.0159159 37.1780149, 43.0160366 37.1781634)",,,,,
46964483,tertiary,False,True,75.524,,,"LINESTRING (43.012275 37.17266, 43.0129057 37.1731169)",,,,,
1146614604,tertiary,False,False,64.935,,,"LINESTRING (43.012275 37.17266, 43.0117627 37.1730776)",,,,,
46964482,residential,False,False,54.43,,,"LINESTRING (43.012275 37.17266, 43.0122103 37.1725048, 43.0121731 37.1723889, 43.0121528 37.1721832)",,,,,
404202729,tertiary,False,True,20.061,,,"LINESTRING (43.0134623 37.1715977, 43.0135402 37.1714283)",,,,,
46964482,residential,False,True,55.724000000000004,,,"LINESTRING (43.0134623 37.1715977, 43.0131092 37.1715763, 43.0128344 37.1715757)",,,,,
1131227991,tertiary,False,False,159.389,,,"LINESTRING (43.0134623 37.1715977, 43.013675 37.1716398, 43.0139292 37.1717173, 43.0140856 37.171799, 43.0142439 37.1719135, 43.0144032 37.1720542, 43.0147935 37.1724871)",,,,,
1131227989,tertiary,False,True,71.011,,bazzar Street,"LINESTRING (43.0147935 37.1724871, 43.0141173 37.1728299)",,,,,
46964501,tertiary,False,False,85.94399999999999,,,"LINESTRING (43.0147935 37.1724871, 43.0149746 37.1723929, 43.0156478 37.172663)",,,,,
1131227991,tertiary,False,True,159.389,,,"LINESTRING (43.0147935 37.1724871, 43.0144032 37.1720542, 43.0142439 37.1719135, 43.0140856 37.171799, 43.0139292 37.1717173, 43.013675 37.1716398, 43.0134623 37.1715977)",,,,,
46964496,secondary,False,False,14.631,,,"LINESTRING (43.0139813 37.173097, 43.0140369 37.1732209)",,,,,
607311191,secondary,False,True,67.071,,bazzar Street,"LINESTRING (43.0139813 37.173097, 43.0133715 37.1734544)",,,,,
1131227989,tertiary,False,False,32.052,,bazzar Street,"LINESTRING (43.0139813 37.173097, 43.0141173 37.1728299)",,,,,
46964483,tertiary,False,False,55.782,,,"LINESTRING (43.0133715 37.1734544, 43.0129057 37.1731169)",,,,,
607311191,secondary,False,False,67.071,,bazzar Street,"LINESTRING (43.0133715 37.1734544, 43.0139813 37.173097)",,,,,
607311191,secondary,False,True,25.788,,bazzar Street,"LINESTRING (43.0133715 37.1734544, 43.0131352 37.1735898)",,,,,
607311191,secondary,False,False,13.131,,bazzar Street,"LINESTRING (43.0120885 37.1741746, 43.0122073 37.174104)",,,,,
