osmid,name,highway,oneway,reversed,length,geometry,ref,junction,lanes,bridge
280026744,شارع النهر,secondary,False,False,17.714,"LINESTRING (46.2443054 31.0448464, 46.2441425 31.0449232)",,,,
280026744,شارع النهر,secondary,False,True,17.714,"LINESTRING (46.2441425 31.0449232, 46.2443054 31.0448464)",,,,
280026744,شارع النهر,secondary,False,False,165.30399999999997,"LINESTRING (46.2441425 31.0449232, 46.2434925 31.0452791, 46.2427352 31.0457898)",,,,
362769188,,secondary,True,False,67.573,"LINESTRING (46.2407184 31.0470642, 46.2412791 31.046692)",,,,
362769216,شارع الزيتون,secondary,True,False,61.230000000000004,"LINESTRING (46.2407184 31.0470642, 46.2408406 31.047152, 46.2409607 31.0472549, 46.2410616 31.0473494, 46.2411586 31.0474626)",,,,
362769153,,trunk,True,False,15.869,"LINESTRING (46.2409864 31.0397455, 46.2411106 31.0398406)",7,roundabout,,
362769153,,trunk,True,False,50.736,"LINESTRING (46.2411106 31.0398406, 46.2412249 31.0399262, 46.2413143 31.0399997, 46.2413673 31.040052, 46.2413897 31.0400783, 46.2414709 31.0401739)",7,roundabout,,
437260086,,residential,True,False,35.234,"LINESTRING (46.2411106 31.0398406, 46.2412712 31.0398763, 46.2413726 31.0398647, 46.2414687 31.0398364)",,,,
362769153,,trunk,True,False,49.041999999999994,"LINESTRING (46.240682 31.0399421, 46.2406767 31.0398492, 46.2406874 31.039801, 46.2407293 31.039752, 46.2407577 31.0397363, 46.2407768 31.0397257, 46.240838 31.0397103, 46.2408999 31.0397102, 46.2409864 31.0397455)",7,roundabout,,
362769153,,trunk,True,False,14.633,"LINESTRING (46.2414709 31.0401739, 46.2415171 31.0402994)",7,roundabout,,
362769153,,trunk,True,False,32.41,"LINESTRING (46.2408674 31.0403106, 46.2408192 31.0402307, 46.2407742 31.0401596, 46.2407207 31.040048)",7,roundabout,,
448264142,,residential,True,False,41.943,"LINESTRING (46.2408674 31.0403106, 46.2407524 31.0402347, 46.2406176 31.0401711, 46.2404882 31.0401227)",,,,
362769153,,trunk,True,False,20.046,"LINESTRING (46.2415171 31.0402994, 46.2415323 31.0404118, 46.2415346 31.0404789)",7,roundabout,,
437260068,,tertiary,True,False,50.51700000000001,"LINESTRING (46.2415171 31.0402994, 46.2415633 31.0403549, 46.2415947 31.0403797, 46.2416716 31.0404094, 46.2417677 31.0404043, 46.2418649 31.040417, 46.2419772 31.0404714)",,,,
362769153,,trunk,True,False,14.55,"LINESTRING (46.2409571 31.0404165, 46.2408909 31.0403383, 46.2408674 31.0403106)",7,roundabout,,
362769153,,trunk,True,False,41.190000000000005,"LINESTRING (46.2415346 31.0404789, 46.2414905 31.0405991, 46.2414472 31.0406489, 46.2414032 31.0406649, 46.2413333 31.0406846, 46.2412421 31.04069)",7,roundabout,,
362769154,,trunk,True,False,53.265,"LINESTRING (46.2415346 31.0404789, 46.2415448 31.0407185, 46.2415646 31.0408308, 46.2416086 31.0409507)",7,,,
362769153,,trunk,True,False,40.905,"LINESTRING (46.2412421 31.04069, 46.2411776 31.040642, 46.2410706 31.0405457, 46.2409571 31.0404165)",7,roundabout,,
1153963201,,trunk,True,False,45.382,"LINESTRING (46.2416086 31.0409507, 46.2412421 31.04069)",7,,,
"[244829889, 362769149, 244829887]","['جسر النصر', 'شارع المصطفى']",trunk,False,False,639.202,"LINESTRING (46.2416086 31.0409507, 46.2423145 31.042046, 46.2448713 31.0459095, 46.2449073 31.0459562)",7,,2,yes
467589152,شارع المصطفى,trunk,True,False,28.580000000000002,"LINESTRING (46.2451082 31.0463633, 46.2450198 31.0461709, 46.2450171 31.0461207)",7,,,
467589153,,unclassified,True,False,184.85899999999998,"LINESTRING (46.2451082 31.0463633, 46.2449969 31.0462402, 46.2449247 31.04613, 46.2441425 31.0449232)",,,,
244829887,شارع المصطفى,trunk,False,True,21.071,"LINESTRING (46.2450171 31.0461207, 46.2449073 31.0459562)",7,,2,
362779939,شارع المصطفى,trunk,True,False,21.042,"LINESTRING (46.2450171 31.0461207, 46.2450972 31.0461648, 46.2451636 31.0462562)",7,,2,
280026744,شارع النهر,secondary,False,True,171.192,"LINESTRING (46.2412791 31.046692, 46.2427352 31.0457898)",,,,
362769232,,secondary_link,True,False,63.06,"LINESTRING (46.2412791 31.046692, 46.2412077 31.0467875, 46.2411557 31.0468918, 46.2411246 31.0470021, 46.2411153 31.0471152, 46.2411281 31.0472281)",,,,
362769216,شارع الزيتون,secondary,True,False,84.215,"LINESTRING (46.2413059 31.0476615, 46.241368 31.0477989, 46.2415608 31.0482352, 46.2416201 31.0483694)",,,,
437260899,,unclassified,False,False,19.995,"LINESTRING (46.239317 31.0450667, 46.2391323 31.0451521)",,,,
"[842213160, 362769216, 362769199]","['شارع الزيتون', 'جسر الزيتون']",secondary,True,False,261.604,"LINESTRING (46.239317 31.0450667, 46.2393837 31.0452464, 46.2395045 31.0455734, 46.2406082 31.0469781, 46.2407184 31.0470642)",,,,yes
1022502797,شارع النهر,tertiary,False,False,217.00100000000003,"LINESTRING (46.239317 31.0450667, 46.2402493 31.0444956, 46.2408521 31.0441457, 46.2412226 31.0440086)",,,2,
1245170293,,residential,False,False,46.616,"LINESTRING (46.2419772 31.0404714, 46.242415 31.0402842)",,,,
437260068,,tertiary,True,False,158.60899999999998,"LINESTRING (46.2419772 31.0404714, 46.2421341 31.0405846, 46.2422579 31.0407862, 46.2423025 31.0408932, 46.2423198 31.0409347, 46.2423198 31.0411434, 46.2423316 31.0417998)",,,,
535366233,شارع النهر,secondary,False,True,117.271,"LINESTRING (46.2436422 31.0431789, 46.2429356 31.0435055, 46.2428068 31.0435582, 46.2426748 31.0436046, 46.24254 31.0436446)",,,2,
437260083,,residential,False,False,64.336,"LINESTRING (46.2414687 31.0398364, 46.2421027 31.0396372)",,,,
437260088,,residential,True,False,40.212,"LINESTRING (46.2414687 31.0398364, 46.2414038 31.0399461, 46.2414028 31.040006, 46.2414165 31.040067, 46.2414709 31.0401739)",,,,
362769179,شارع الامام علي,secondary,True,False,11.24,"LINESTRING (46.2378986 31.0423436, 46.2380122 31.0423709)",,,,
478906071,,residential,False,True,11.854,"LINESTRING (46.2378986 31.0423436, 46.2379238 31.0422392)",,,,
850744331,,tertiary,True,False,83.198,"LINESTRING (46.2412226 31.0440086, 46.241511 31.043845, 46.2418159 31.0437033, 46.2418706 31.0436818, 46.2419275 31.043665, 46.241986 31.0436529)",,,,
1022502797,شارع النهر,tertiary,False,True,217.001,"LINESTRING (46.2412226 31.0440086, 46.2408521 31.0441457, 46.2402493 31.0444956, 46.239317 31.0450667)",,,2,
437260096,,tertiary,True,False,133.8,"LINESTRING (46.2412582 31.0415295, 46.2411403 31.0414213, 46.2410645 31.0413321, 46.2410169 31.0412762, 46.2409407 31.0411179, 46.240923 31.0409434, 46.2409407 31.0407368, 46.2409678 31.0405698, 46.2409571 31.0404165)",,,,
437261712,,residential,False,False,69.673,"LINESTRING (46.2350552 31.0452458, 46.2357548 31.0454284)",,,,
437261712,,residential,False,False,164.827,"LINESTRING (46.2360181 31.0454982, 46.2376052 31.0460884)",,,,
437261712,,residential,False,True,26.257,"LINESTRING (46.2360181 31.0454982, 46.2357548 31.0454284)",,,,
479706888,,residential,False,False,62.457,"LINESTRING (46.2360181 31.0454982, 46.236322 31.0459959)",,,,
479706888,,residential,False,True,47.059,"LINESTRING (46.2360181 31.0454982, 46.2358107 31.0451141)",,,,
437261712,,residential,False,True,164.827,"LINESTRING (46.2376052 31.0460884, 46.2360181 31.0454982)",,,,
842213159,,unclassified,False,False,107.138,"LINESTRING (46.2376052 31.0460884, 46.2374772 31.046167, 46.2374648 31.0461746, 46.2366917 31.0466504)",,,,
842213159,,unclassified,False,True,178.899,"LINESTRING (46.2376052 31.0460884, 46.2383418 31.0456341, 46.2391323 31.0451521)",,,,
