osmid,oneway,highway,reversed,length,geometry,name,junction,lanes
432579062,True,secondary_link,False,120.437,"LINESTRING (47.1492842 31.8494525, 47.1499652 31.8485368)",,,
432579060,True,secondary,False,78.92,"LINESTRING (47.1492842 31.8494525, 47.1494038 31.8493732, 47.1495897 31.8493052, 47.1496859 31.8492862, 47.1497561 31.8492802, 47.1498411 31.849281, 47.1498976 31.849287, 47.149952 31.8493012, 47.1500023 31.8493231, 47.1500475 31.8493522)",,,
432643159,True,secondary,False,90.907,"LINESTRING (47.1501531 31.8494718, 47.150204 31.8502882)",شارع دجلة,,
432614816,True,secondary,False,11.407,"LINESTRING (47.1501531 31.8494718, 47.1501235 31.8494768, 47.1500936 31.8494735, 47.1500666 31.849462, 47.1500454 31.8494437)",,roundabout,
432614816,True,secondary,False,8.265999999999998,"LINESTRING (47.1500333 31.849423, 47.1500289 31.8493985, 47.1500338 31.8493741, 47.1500475 31.8493522)",,roundabout,
446601827,True,secondary,False,47.20700000000001,"LINESTRING (47.1500333 31.849423, 47.1498193 31.8493467, 47.1497553 31.8493303, 47.1496883 31.8493286, 47.1496232 31.8493418, 47.1495644 31.8493689)",,,
432614816,True,secondary,False,2.705,"LINESTRING (47.1500475 31.8493522, 47.1500681 31.8493353)",,roundabout,
432614816,True,secondary,False,8.128,"LINESTRING (47.1500681 31.8493353, 47.150094 31.8493247, 47.1501224 31.8493214, 47.1501506 31.8493257)",,roundabout,
432642216,True,secondary,False,111.12,"LINESTRING (47.1500681 31.8493353, 47.150068 31.8486365, 47.1500727 31.848336)",شارع دجلة,,
432614816,True,secondary,False,7.4830000000000005,"LINESTRING (47.1502068 31.8494249, 47.1501946 31.8494448, 47.1501762 31.8494608, 47.1501531 31.8494718)",,roundabout,
432614817,True,tertiary,False,120.20500000000001,"LINESTRING (47.1502068 31.8494249, 47.1506864 31.8494742, 47.1514705 31.8495528)",شارع بغداد,,
432614817,True,tertiary,False,60.387,"LINESTRING (47.1514705 31.8495528, 47.1521001 31.8496472)",شارع بغداد,,
446744106,False,residential,False,43.841,"LINESTRING (47.1514705 31.8495528, 47.1514793 31.849947)",شارع التربية,,
446744106,False,residential,True,200.61499999999998,"LINESTRING (47.1514705 31.8495528, 47.1514472 31.8490117, 47.1515184 31.8486676, 47.1515386 31.8485735, 47.1513091 31.8477794)",شارع التربية,,
432621743,True,secondary,False,64.527,"LINESTRING (47.151189 31.8528509, 47.15121 31.8529535, 47.1512936 31.8530083, 47.1513975 31.8530261, 47.1517429 31.8530685)",,,
446744121,False,residential,True,85.73499999999999,"LINESTRING (47.151189 31.8528509, 47.1512956 31.8526356, 47.1513682 31.8524318, 47.1514329 31.8521893, 47.1514487 31.8521146)",,,
432621747,False,tertiary,True,46.961,"LINESTRING (47.1533558 31.8498446, 47.1532287 31.8502529)",,,
446744137,False,residential,False,147.155,"LINESTRING (47.1533558 31.8498446, 47.1536403 31.8489294, 47.1537468 31.8485636)",,,
432642216,True,secondary,False,194.78599999999997,"LINESTRING (47.1500727 31.848336, 47.1500577 31.8478882, 47.1500484 31.8475586, 47.149929 31.8467556, 47.1499047 31.8465922)",شارع دجلة,,
867813600,False,residential,False,46.067,"LINESTRING (47.1510053 31.851672, 47.151489 31.8517252)",,,
"[432621743, 432643159]",True,secondary,False,134.359,"LINESTRING (47.1510053 31.851672, 47.1510714 31.8517539, 47.1511107 31.8518201, 47.1511365 31.8519017, 47.1511476 31.8520174, 47.1511582 31.852155, 47.1511664 31.8524054, 47.1511806 31.8526544, 47.151189 31.8528509)",شارع دجلة,,
446601720,True,secondary,False,20.985,"LINESTRING (47.1500535 31.8496323, 47.1500454 31.8494437)",شارع دجلة,,
432643162,True,secondary,False,58.333999999999996,"LINESTRING (47.1500535 31.8496323, 47.1500279 31.8495848, 47.1499951 31.8495405, 47.1499557 31.8495004, 47.1499103 31.8494651, 47.1498692 31.8494402, 47.1498251 31.8494193, 47.1497109 31.8493795, 47.1495644 31.8493689)",,,
446744137,False,residential,False,64.436,"LINESTRING (47.1541429 31.847476, 47.1543937 31.8469371)",,,
446921227,False,residential,False,41.608,"LINESTRING (47.1541429 31.847476, 47.1537353 31.8473341)",,,
446744137,False,residential,True,80.515,"LINESTRING (47.1541429 31.847476, 47.153998 31.8477973, 47.1538687 31.8481611)",,,
446921240,False,residential,False,127.811,"LINESTRING (47.152036 31.8486858, 47.1520357 31.8482654, 47.1520716 31.847537)",,,
446744106,False,residential,False,30.314,"LINESTRING (47.1514793 31.849947, 47.1514835 31.8502196)",شارع التربية,,
446744106,False,residential,True,43.841,"LINESTRING (47.1514793 31.849947, 47.1514705 31.8495528)",شارع التربية,,
446744122,False,residential,True,168.705,"LINESTRING (47.1514793 31.849947, 47.152757 31.8501759, 47.1532287 31.8502529)",,,
432621747,False,tertiary,False,46.961,"LINESTRING (47.1532287 31.8502529, 47.1533558 31.8498446)",,,
446744122,False,residential,True,106.608,"LINESTRING (47.1532287 31.8502529, 47.1543259 31.8504778)",,,
432621747,False,tertiary,True,56.086,"LINESTRING (47.1532287 31.8502529, 47.1532123 31.8502948, 47.1531134 31.8507473)",,,
