osmid,oneway,lanes,name,highway,maxspeed,access,width,reversed,length,geometry,ref
262085701,False,2,شارع المدينة العام,secondary,80,yes,10,True,16.46,"LINESTRING (47.2880403 30.9302972, 47.2881451 30.9301796)",
1227667874,True,,,secondary,,,,False,96.437,"LINESTRING (47.2880403 30.9302972, 47.2880303 30.9303276, 47.28802 30.9303504, 47.2880045 30.9303776, 47.2879879 30.9304002, 47.2874262 30.9309805)",
262085701,False,2,شارع المدينة العام,secondary,80,yes,10,False,16.46,"LINESTRING (47.2881451 30.9301796, 47.2880403 30.9302972)",
262085701,False,2,شارع المدينة العام,secondary,80,yes,10,True,382.32399999999996,"LINESTRING (47.2881451 30.9301796, 47.2886348 30.929718, 47.2892296 30.9291452, 47.289458 30.9289176, 47.2902101 30.9283135, 47.2906726 30.9280232, 47.2906873 30.9280148, 47.291007 30.9278314, 47.2910328 30.9278172)",
580900479,False,2,الطوفة,tertiary,60,yes,,False,212.238,"LINESTRING (47.2881451 30.9301796, 47.2878987 30.9302313, 47.2878397 30.930241, 47.2878042 30.9302397, 47.2877687 30.930234, 47.287729 30.9302226, 47.2876923 30.9302095, 47.2874249 30.9300964, 47.2871575 30.9299833, 47.2868697 30.9298083, 47.2865955 30.9296194, 47.2864049 30.9295096, 47.2862035 30.9294183)",
693587832,False,2,الطوفة,tertiary,60,yes,,False,275.786,"LINESTRING (47.2881451 30.9301796, 47.2881403 30.9302526, 47.2881455 30.930301, 47.2881707 30.930339, 47.2882143 30.9303787, 47.2882621 30.930409, 47.2883828 30.9304523, 47.2885465 30.9305035, 47.288897 30.9306181, 47.2889845 30.9306381, 47.289131 30.9306527, 47.2892895 30.9306402, 47.2895251 30.9306215, 47.2897637 30.9306222, 47.2900159 30.9306336, 47.2902705 30.9306447, 47.290592 30.9306492, 47.2907606 30.9306411, 47.2907855 30.930639)",شارع الطوفة
619559392,False,,,residential,,,,True,93.731,"LINESTRING (47.2872914 30.9246306, 47.2877249 30.9245427, 47.2880272 30.9245, 47.2881704 30.9245003, 47.2882575 30.9245084)",
619559392,False,,,residential,,,,False,93.731,"LINESTRING (47.2882575 30.9245084, 47.2881704 30.9245003, 47.2880272 30.9245, 47.2877249 30.9245427, 47.2872914 30.9246306)",
619559394,False,,,residential,,,,False,17.881,"LINESTRING (47.2882575 30.9245084, 47.2883353 30.9244742, 47.2883978 30.9244072)",
"[619559395, 1215329662]",False,1,,residential,20,yes,,"[False, True]",338.3880000000001,"LINESTRING (47.2882575 30.9245084, 47.2882624 30.9246853, 47.2882381 30.9250116, 47.2882263 30.9250919, 47.2881384 30.9251977, 47.2876627 30.9255459, 47.2873408 30.925745, 47.2873132 30.925763, 47.2872814 30.9257823, 47.2872122 30.9258383, 47.2870998 30.925907, 47.2869501 30.9259833, 47.2868962 30.9260254, 47.2868496 30.9260779, 47.2867273 30.9261451, 47.2866362 30.9262161, 47.2865782 30.9262972, 47.2865467 30.9263682, 47.2865352 30.9264277, 47.2864829 30.9264833, 47.2863837 30.9265117, 47.2862419 30.9265402, 47.286154 30.9265499, 47.2860982 30.926551, 47.2860607 30.9265415, 47.2860547 30.92654)",
262085701,False,2,شارع المدينة العام,secondary,80,yes,10,True,8.195,"LINESTRING (47.2913512 30.9276473, 47.2914261 30.9276112)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,True,56.375,"LINESTRING (47.2913512 30.9276473, 47.2910411 30.9272157)",
262085701,False,2,شارع المدينة العام,secondary,80,yes,10,False,35.771,"LINESTRING (47.2913512 30.9276473, 47.2911879 30.9277319, 47.2910328 30.9278172)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,True,7.837,"LINESTRING (47.2883978 30.9244072, 47.2883239 30.9243764)",
619559394,False,,,residential,,,,True,17.881,"LINESTRING (47.2883978 30.9244072, 47.2883353 30.9244742, 47.2882575 30.9245084)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,False,33.174,"LINESTRING (47.2883978 30.9244072, 47.2885419 30.9244856, 47.2886124 30.9245471, 47.288655 30.9246017)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,False,7.811,"LINESTRING (47.2854368 30.9232523, 47.2855094 30.9232848)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,True,29.461,"LINESTRING (47.2854368 30.9232523, 47.2851282 30.9232416)",
"[619559403, 619559399]",False,,,residential,,,,False,34.069,"LINESTRING (47.2854368 30.9232523, 47.2854961 30.923119, 47.2855162 30.9230801, 47.2855039 30.9230405, 47.2854879 30.9229615)",
693587832,False,2,الطوفة,tertiary,60,yes,,False,8.394,"LINESTRING (47.2915272 30.9305651, 47.2916152 30.9305653)",شارع الطوفة
693587832,False,2,الطوفة,tertiary,60,yes,,True,71.23400000000001,"LINESTRING (47.2915272 30.9305651, 47.2911638 30.9306077, 47.2907855 30.930639)",شارع الطوفة
1215985063,False,,,residential,,,,False,71.50999999999999,"LINESTRING (47.2915272 30.9305651, 47.2915958 30.9304205, 47.291682 30.9302951, 47.2917909 30.9301209, 47.2918316 30.9300326, 47.2918496 30.9299863)",
739920810,False,,,residential,,,,True,36.716,"LINESTRING (47.2925914 30.9299612, 47.2923331 30.929805, 47.2922705 30.9297803)",
739920810,False,,,residential,,,,False,26.664,"LINESTRING (47.2920212 30.9296722, 47.2921384 30.9297281, 47.2922705 30.9297803)",
739920810,False,,,residential,,,,True,26.332,"LINESTRING (47.2920212 30.9296722, 47.2920639 30.9296108, 47.2920997 30.92952, 47.2921151 30.9294518)",
1215985063,False,,,residential,,,,True,38.661,"LINESTRING (47.2920212 30.9296722, 47.2919536 30.9297741, 47.2918731 30.9299259, 47.2918496 30.9299863)",
739920810,False,,,residential,,,,False,26.331999999999997,"LINESTRING (47.2921151 30.9294518, 47.2920997 30.92952, 47.2920639 30.9296108, 47.2920212 30.9296722)",
739920810,False,,,residential,,,,True,32.816,"LINESTRING (47.2921151 30.9294518, 47.2920948 30.9294174, 47.2920584 30.9293848, 47.2918624 30.9292566)",
1197878875,False,,,residential,,,,False,56.39,"LINESTRING (47.2921151 30.9294518, 47.2922284 30.9293386, 47.2923229 30.9292305, 47.2924739 30.9290492)",
739920810,False,,,residential,,,,True,3.36,"LINESTRING (47.2913008 30.9285314, 47.2913019 30.9285012)",
739920810,False,,,residential,,,,False,49.629999999999995,"LINESTRING (47.2913008 30.9285314, 47.2914057 30.9287249, 47.291574 30.9289077)",
1215965773,False,,,residential,,,,False,90.227,"LINESTRING (47.2913008 30.9285314, 47.2911832 30.9285716, 47.2910482 30.9286387, 47.2909505 30.9286768, 47.2908652 30.9286935, 47.2907249 30.9287347, 47.290565 30.928817, 47.2904633 30.9288915)",
739920811,False,,,residential,,,,False,43.352999999999994,"LINESTRING (47.2934269 30.9276656, 47.2935232 30.9279403, 47.2935552 30.9280396)",
739920811,False,,,residential,,,,True,41.628,"LINESTRING (47.2934269 30.9276656, 47.2933072 30.9273906, 47.2932605 30.9273204)",
1197878873,False,,,residential,,,,False,138.186,"LINESTRING (47.2934269 30.9276656, 47.2936013 30.9276351, 47.2939229 30.927638, 47.2940554 30.9276118, 47.2942263 30.927497, 47.2944504 30.9274295, 47.2944936 30.927393, 47.2945149 30.9273184, 47.2945237 30.9271398)",
262085701,False,2,شارع المدينة العام,secondary,80,yes,10,False,9.997,"LINESTRING (47.2929325 30.9268852, 47.2928411 30.9269292)",
262085701,False,2,شارع المدينة العام,secondary,80,yes,10,True,70.581,"LINESTRING (47.2929325 30.9268852, 47.2935741 30.926569)",
739920811,False,,,residential,,,,False,57.669,"LINESTRING (47.2929325 30.9268852, 47.2931591 30.9271681, 47.2932605 30.9273204)",
1197878874,False,,,residential,,,,False,79.485,"LINESTRING (47.292987 30.9285324, 47.2930847 30.928444, 47.2931627 30.9283507, 47.2932003 30.9282662, 47.2932565 30.9281896, 47.2933036 30.9281697, 47.2933665 30.9281423, 47.2935552 30.9280396)",
1197878872,False,,,residential,,,,True,41.615,"LINESTRING (47.2927579 30.9293333, 47.2924739 30.9290492)",
739920811,False,,,residential,,,,False,157.205,"LINESTRING (47.2935552 30.9280396, 47.2936108 30.9282769, 47.2936649 30.9286775, 47.2937097 30.9289326, 47.2938121 30.9291107, 47.293893 30.9292585, 47.2939897 30.9293348, 47.2940075 30.9293673)",
739920811,False,,,residential,,,,True,43.352999999999994,"LINESTRING (47.2935552 30.9280396, 47.2935232 30.9279403, 47.2934269 30.9276656)",
1197878874,False,,,residential,,,,True,79.485,"LINESTRING (47.2935552 30.9280396, 47.2933665 30.9281423, 47.2933036 30.9281697, 47.2932565 30.9281896, 47.2932003 30.9282662, 47.2931627 30.9283507, 47.2930847 30.928444, 47.292987 30.9285324)",
1197878872,False,,,residential,,,,False,41.615,"LINESTRING (47.2924739 30.9290492, 47.2927579 30.9293333)",
1197878875,False,,,residential,,,,False,53.897,"LINESTRING (47.2924739 30.9290492, 47.2925614 30.9289127, 47.2925924 30.9288435, 47.2925924 30.928789, 47.2925617 30.9287393, 47.2924481 30.9286332)",
1197878875,False,,,residential,,,,True,56.39,"LINESTRING (47.2924739 30.9290492, 47.2923229 30.9292305, 47.2922284 30.9293386, 47.2921151 30.9294518)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,False,65.994,"LINESTRING (47.2897067 30.9256895, 47.290119 30.9261661)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,True,98.453,"LINESTRING (47.2897067 30.9256895, 47.2894141 30.9253904, 47.2892676 30.9252505, 47.2891099 30.9250996, 47.2890355 30.9250172)",
1215345749,False,2,شارع المكسر,residential,20,yes,7,False,76.52,"LINESTRING (47.2897067 30.9256895, 47.2899248 30.9255529, 47.2902227 30.9253664, 47.2903396 30.9252685)",
1215345749,False,2,شارع المكسر,residential,20,yes,7,True,14.303,"LINESTRING (47.2921911 30.9236615, 47.2920856 30.9237529)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,False,58.766,"LINESTRING (47.288655 30.9246017, 47.2888504 30.9248238, 47.2890355 30.9250172)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,True,33.174,"LINESTRING (47.288655 30.9246017, 47.2886124 30.9245471, 47.2885419 30.9244856, 47.2883978 30.9244072)",
1215272908,False,2,شارع الثانوية,residential,20,yes,,False,213.67,"LINESTRING (47.288655 30.9246017, 47.2888777 30.9244039, 47.2890357 30.9242345, 47.2891289 30.9241021, 47.2891997 30.9239853, 47.2893039 30.923808, 47.2895306 30.9234678, 47.2897398 30.9231766, 47.2897683 30.923162, 47.2898107 30.9231622, 47.2898133 30.9231622, 47.2898791 30.9231999, 47.2899526 30.9232421)",
1215272908,False,2,شارع الثانوية,residential,20,yes,,True,213.67000000000002,"LINESTRING (47.2899526 30.9232421, 47.2898791 30.9231999, 47.2898133 30.9231622, 47.2898107 30.9231622, 47.2897683 30.923162, 47.2897398 30.9231766, 47.2895306 30.9234678, 47.2893039 30.923808, 47.2891997 30.9239853, 47.2891289 30.9241021, 47.2890357 30.9242345, 47.2888777 30.9244039, 47.288655 30.9246017)",
1215329642,False,1,,residential,20,yes,,False,35.777,"LINESTRING (47.2903396 30.9252685, 47.2901035 30.9250185)",
1215345749,False,2,شارع المكسر,residential,20,yes,7,False,32.054,"LINESTRING (47.2903396 30.9252685, 47.2905807 30.9250677)",
1215345749,False,2,شارع المكسر,residential,20,yes,7,True,76.52,"LINESTRING (47.2903396 30.9252685, 47.2902227 30.9253664, 47.2899248 30.9255529, 47.2897067 30.9256895)",
1215329642,False,1,,residential,20,yes,,True,35.777,"LINESTRING (47.2901035 30.9250185, 47.2903396 30.9252685)",
1215329643,False,1,,residential,20,yes,,False,111.065,"LINESTRING (47.2905807 30.9250677, 47.2913779 30.9257957)",
1215345749,False,2,شارع المكسر,residential,20,yes,7,True,32.054,"LINESTRING (47.2905807 30.9250677, 47.2903396 30.9252685)",
1215345749,False,2,شارع المكسر,residential,20,yes,7,False,64.506,"LINESTRING (47.2905807 30.9250677, 47.2906766 30.9249864, 47.2907543 30.9249258, 47.2908518 30.9248498, 47.2908947 30.9248164, 47.2910088 30.9247274, 47.2910785 30.9246752)",
1215329643,False,1,,residential,20,yes,,True,111.065,"LINESTRING (47.2913779 30.9257957, 47.2905807 30.9250677)",
"[1228259052, 1215329646]",False,1,,residential,20,yes,,"[False, True]",218.73899999999998,"LINESTRING (47.2910785 30.9246752, 47.291757 30.9253248, 47.2917718 30.9253509, 47.2917751 30.9253863, 47.2917696 30.9254342, 47.2917807 30.9254954, 47.2918122 30.9255798, 47.2920537 30.9257933, 47.291966 30.9258671, 47.2919371 30.925916, 47.2919354 30.9259621, 47.2919552 30.9260082, 47.2920826 30.9261373, 47.2921472 30.9262319)",
1215345749,False,2,شارع المكسر,residential,20,yes,7,False,140.872,"LINESTRING (47.2910785 30.9246752, 47.2912731 30.9245293, 47.2914626 30.9243609, 47.2914733 30.9243514, 47.2915603 30.9242417, 47.2916805 30.9241188, 47.2918328 30.9239721, 47.2920856 30.9237529)",
1215345749,False,2,شارع المكسر,residential,20,yes,7,True,64.506,"LINESTRING (47.2910785 30.9246752, 47.2910088 30.9247274, 47.2908947 30.9248164, 47.2908518 30.9248498, 47.2907543 30.9249258, 47.2906766 30.9249864, 47.2905807 30.9250677)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,False,98.453,"LINESTRING (47.2890355 30.9250172, 47.2891099 30.9250996, 47.2892676 30.9252505, 47.2894141 30.9253904, 47.2897067 30.9256895)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,True,58.766,"LINESTRING (47.2890355 30.9250172, 47.2888504 30.9248238, 47.288655 30.9246017)",
1215329647,False,2,,residential,20,yes,,False,288.769,"LINESTRING (47.2890355 30.9250172, 47.2891771 30.924934, 47.2892915 30.9248318, 47.289422 30.9247185, 47.2895653 30.924572, 47.289648 30.924452, 47.289736 30.9243323, 47.2898164 30.9242294, 47.2900383 30.9239065, 47.2903033 30.9235916, 47.2906839 30.9231761, 47.2908416 30.9229528)",
1215329647,False,2,,residential,20,yes,,True,288.769,"LINESTRING (47.2908416 30.9229528, 47.2906839 30.9231761, 47.2903033 30.9235916, 47.2900383 30.9239065, 47.2898164 30.9242294, 47.289736 30.9243323, 47.289648 30.924452, 47.2895653 30.924572, 47.289422 30.9247185, 47.2892915 30.9248318, 47.2891771 30.924934, 47.2890355 30.9250172)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,True,65.994,"LINESTRING (47.290119 30.9261661, 47.2897067 30.9256895)",
619559406,False,2,شارع الحلاف,residential,60,yes,2,False,147.037,"LINESTRING (47.290119 30.9261661, 47.2903885 30.9264381, 47.2904207 30.9264796, 47.2906879 30.9268319, 47.2907942 30.926895, 47.2910411 30.9272157)",
1215329648,False,2,شارع الخضر,residential,40,yes,,False,108.199,"LINESTRING (47.290119 30.9261661, 47.2900558 30.9262351, 47.2899282 30.9263638, 47.289814 30.9264926, 47.2897194 30.9265948, 47.2896791 30.9266428, 47.2896782 30.9266439, 47.2896313 30.926678, 47.2895844 30.926716, 47.2895316 30.9267441, 47.2894711 30.9267739, 47.2894222 30.9267936, 47.289395 30.9268063, 47.2893239 30.9268394)",
1215329648,False,2,شارع الخضر,residential,40,yes,,True,108.19900000000001,"LINESTRING (47.2893239 30.9268394, 47.289395 30.9268063, 47.2894222 30.9267936, 47.2894711 30.9267739, 47.2895316 30.9267441, 47.2895844 30.926716, 47.2896313 30.926678, 47.2896782 30.9266439, 47.2896791 30.9266428, 47.2897194 30.9265948, 47.289814 30.9264926, 47.2899282 30.9263638, 47.2900558 30.9262351, 47.290119 30.9261661)",
580900479,False,2,الطوفة,tertiary,60,yes,,False,102.246,"LINESTRING (47.2862035 30.9294183, 47.2860099 30.9293248, 47.2856632 30.9291401, 47.2853011 30.9289232)",
580900479,False,2,الطوفة,tertiary,60,yes,,True,212.238,"LINESTRING (47.2862035 30.9294183, 47.2864049 30.9295096, 47.2865955 30.9296194, 47.2868697 30.9298083, 47.2871575 30.9299833, 47.2874249 30.9300964, 47.2876923 30.9302095, 47.287729 30.9302226, 47.2877687 30.930234, 47.2878042 30.9302397, 47.2878397 30.930241, 47.2878987 30.9302313, 47.2881451 30.9301796)",
1215329659,False,1,,residential,20,yes,,False,259.2200000000001,"LINESTRING (47.2862035 30.9294183, 47.2863099 30.929277, 47.2863831 30.9292219, 47.2865276 30.9291454, 47.2867036 30.9290765, 47.2868067 30.9290089, 47.2868915 30.9289374, 47.2869871 30.9288672, 47.2870889 30.9288132, 47.2871593 30.9287974, 47.2872542 30.928772, 47.2874955 30.9287209, 47.2875573 30.9287044, 47.287615 30.9286975, 47.2877572 30.9286943, 47.2878576 30.9286832, 47.2879426 30.9286526, 47.2880295 30.9286094, 47.2880609 30.9286133, 47.2880803 30.9286295, 47.2881032 30.9286657, 47.2883036 30.9290399)",
1215329659,False,1,,residential,20,yes,,True,259.22,"LINESTRING (47.2883036 30.9290399, 47.2881032 30.9286657, 47.2880803 30.9286295, 47.2880609 30.9286133, 47.2880295 30.9286094, 47.2879426 30.9286526, 47.2878576 30.9286832, 47.2877572 30.9286943, 47.287615 30.9286975, 47.2875573 30.9287044, 47.2874955 30.9287209, 47.2872542 30.928772, 47.2871593 30.9287974, 47.2870889 30.9288132, 47.2869871 30.9288672, 47.2868915 30.9289374, 47.2868067 30.9290089, 47.2867036 30.9290765, 47.2865276 30.9291454, 47.2863831 30.9292219, 47.2863099 30.929277, 47.2862035 30.9294183)",
580900479,False,2,الطوفة,tertiary,60,yes,,False,108.07,"LINESTRING (47.2853011 30.9289232, 47.2850165 30.9287636, 47.2846434 30.9285035, 47.2843984 30.9283375)",
