osmid,highway,oneway,reversed,length,ref,lanes,name,geometry
322508026,residential,False,False,10.432,,,,"LINESTRING (45.687579 35.1133727, 45.6874644 35.1133763)"
832229378,trunk,True,False,19.453,4,,,"LINESTRING (45.687579 35.1133727, 45.6875959 35.1135471)"
322505201,residential,False,False,33.493,,,,"LINESTRING (45.6822024 35.119459, 45.6821531 35.1197575)"
437575235,primary,True,False,99.526,,2,شارع 30 متر,"LINESTRING (45.6822024 35.119459, 45.6817551 35.119383, 45.681131 35.119277)"
322508055,residential,False,True,105.544,,,,"LINESTRING (45.6793279 35.116662, 45.6793874 35.11669, 45.6804596 35.1168582)"
541110094,secondary,True,False,89.76400000000001,,2,شارع 30 متر,"LINESTRING (45.6793279 35.116662, 45.6791348 35.117171, 45.6790755 35.117441)"
442849523,primary,True,False,123.577,,2,شارع 30 متر,"LINESTRING (45.6820036 35.1193184, 45.6829567 35.1194567, 45.683341 35.1195144)"
759797227,primary,True,False,8.883,,,شارع 30 متر,"LINESTRING (45.6788944 35.1188405, 45.6789903 35.1188556)"
245269852,secondary,True,False,100.186,,2,شارع 30 متر,"LINESTRING (45.6788944 35.1188405, 45.678905 35.1188138, 45.678913 35.1187847, 45.6789187 35.1187537, 45.6789207 35.1187266, 45.67891 35.1182664, 45.6789125 35.1179421)"
437332197,tertiary,True,False,13.644,,,Hawara Barza Street,"LINESTRING (45.6789903 35.1188556, 45.6789182 35.1189632)"
442849523,primary,True,False,270.485,,2,شارع 30 متر,"LINESTRING (45.6789903 35.1188556, 45.6817733 35.1192833, 45.6819127 35.1193063)"
245269852,secondary,True,False,137.40800000000002,,2,شارع 30 متر,"LINESTRING (45.6789396 35.1174654, 45.6789949 35.1171431, 45.6791921 35.1166235, 45.6793519 35.1162814)"
360706154,residential,False,True,102.682,,,,"LINESTRING (45.6789396 35.1174654, 45.678765 35.1174651, 45.6786286 35.1166925)"
322508101,residential,False,True,33.857,,,,"LINESTRING (45.6875741 35.1145071, 45.6872019 35.1145105)"
436581009,trunk,True,False,44.618,4,,,"LINESTRING (45.6875741 35.1145071, 45.6875353 35.1141071)"
541110094,secondary,True,False,149.75399999999996,,2,شارع 30 متر,"LINESTRING (45.6790597 35.1175132, 45.6790259 35.1187247, 45.6790233 35.1187548, 45.6790186 35.1187856, 45.6790072 35.1188165, 45.6789903 35.1188556)"
322508026,residential,False,False,34.263,,,,"LINESTRING (45.6874644 35.1133763, 45.6870878 35.1133828)"
322508026,residential,False,True,10.432,,,,"LINESTRING (45.6874644 35.1133763, 45.687579 35.1133727)"
436581009,trunk,True,False,90.957,4,,,"LINESTRING (45.6874644 35.1133763, 45.6874796 35.1125584)"
297186750,tertiary,True,False,117.653,,,,"LINESTRING (45.6790755 35.117441, 45.6803579 35.1175795)"
541110094,secondary,True,False,8.156,,2,شارع 30 متر,"LINESTRING (45.6790755 35.117441, 45.6790597 35.1175132)"
322508043,residential,False,False,39.478,,,,"LINESTRING (45.6828603 35.1179146, 45.6827889 35.1182648)"
541111966,tertiary,True,False,63.885999999999996,,,,"LINESTRING (45.6828603 35.1179146, 45.6824814 35.1178759, 45.6821622 35.1178518)"
322508021,residential,False,True,51.891,,,,"LINESTRING (45.6861189 35.1179103, 45.686376 35.1183269)"
322508022,residential,False,False,9.066,,,,"LINESTRING (45.6861189 35.1179103, 45.6860639 35.1178423)"
297186751,tertiary,True,False,95.166,,,,"LINESTRING (45.6861189 35.1179103, 45.6858671 35.1179904, 45.6855525 35.1180483, 45.685249 35.1180711, 45.6851008 35.1180594)"
297186751,tertiary,True,False,110.96100000000001,,,,"LINESTRING (45.684078 35.1179737, 45.6836777 35.1179478, 45.6828603 35.1179146)"
"[322508042, 541111964]",residential,False,False,38.204,,,,"LINESTRING (45.684078 35.1179737, 45.6839888 35.1181119, 45.6837625 35.1181405)"
297186750,tertiary,True,False,87.59899999999999,,,,"LINESTRING (45.6851361 35.1179982, 45.6853414 35.1180046, 45.6855968 35.1179842, 45.6858838 35.1179196, 45.6860639 35.1178423)"
322508094,residential,False,False,85.33500000000001,,,,"LINESTRING (45.6851361 35.1179982, 45.6851725 35.1178741, 45.6853313 35.1177824, 45.6858252 35.1175217)"
297186752,residential,True,False,56.732,,,,"LINESTRING (45.6870111 35.1190679, 45.6864786 35.1193336)"
322508021,residential,False,False,42.389,,,,"LINESTRING (45.6864608 35.1192639, 45.686333 35.1188973)"
322508021,residential,False,True,7.918,,,,"LINESTRING (45.6864608 35.1192639, 45.6864786 35.1193336)"
297186753,residential,True,False,94.165,,,,"LINESTRING (45.6864608 35.1192639, 45.6868531 35.11907, 45.6872269 35.1188932, 45.6873438 35.1188228)"
322505180,residential,False,False,34.502,,,,"LINESTRING (45.681131 35.119277, 45.6810613 35.119582)"
437575235,primary,True,False,105.527,,2,شارع 30 متر,"LINESTRING (45.681131 35.119277, 45.6799879 35.1191145)"
322505181,residential,False,False,51.872,,,,"LINESTRING (45.67882 35.1192725, 45.679382 35.1193519)"
322505180,residential,False,False,22.003,,,,"LINESTRING (45.6810613 35.119582, 45.6810168 35.1197765)"
322505180,residential,False,True,34.502,,,,"LINESTRING (45.6810613 35.119582, 45.681131 35.119277)"
322505181,residential,False,False,48.713,,,,"LINESTRING (45.6810613 35.119582, 45.6815884 35.1196597)"
322505181,residential,False,True,105.933,,,,"LINESTRING (45.6810613 35.119582, 45.6799126 35.1194246)"
322505181,residential,False,False,105.933,,,,"LINESTRING (45.6799126 35.1194246, 45.6810613 35.119582)"
322505181,residential,False,True,48.932,,,,"LINESTRING (45.6799126 35.1194246, 45.679382 35.1193519)"
322505196,residential,False,False,19.322,,,,"LINESTRING (45.6799126 35.1194246, 45.6798716 35.1195951)"
322505196,residential,False,True,35.155,,,,"LINESTRING (45.6799126 35.1194246, 45.6799879 35.1191145)"
322505181,residential,False,False,48.932,,,,"LINESTRING (45.679382 35.1193519, 45.6799126 35.1194246)"
322505181,residential,False,True,51.872,,,,"LINESTRING (45.679382 35.1193519, 45.67882 35.1192725)"
322505196,residential,False,True,19.322,,,,"LINESTRING (45.6798716 35.1195951, 45.6799126 35.1194246)"
322505199,residential,False,False,51.494,,,,"LINESTRING (45.6798716 35.1195951, 45.6804283 35.1196794)"
322505180,residential,False,True,22.003,,,,"LINESTRING (45.6810168 35.1197765, 45.6810613 35.119582)"
322505199,residential,False,True,54.603,,,,"LINESTRING (45.6810168 35.1197765, 45.6804283 35.1196794)"
322505199,residential,False,False,54.603,,,,"LINESTRING (45.6804283 35.1196794, 45.6810168 35.1197765)"
322505199,residential,False,True,51.494,,,,"LINESTRING (45.6804283 35.1196794, 45.6798716 35.1195951)"
322505181,residential,False,True,52.499,,,,"LINESTRING (45.6821531 35.1197575, 45.6815884 35.1196597)"
322505201,residential,False,True,33.493,,,,"LINESTRING (45.6821531 35.1197575, 45.6822024 35.119459)"
437575235,primary,True,False,99.892,,2,شارع 30 متر,"LINESTRING (45.6832833 35.1196182, 45.6822024 35.119459)"
322505181,residential,False,False,52.499,,,,"LINESTRING (45.6815884 35.1196597, 45.6821531 35.1197575)"
322505181,residential,False,True,48.713,,,,"LINESTRING (45.6815884 35.1196597, 45.6810613 35.119582)"
437575235,primary,True,False,49.573,,2,شارع 30 متر,"LINESTRING (45.6838197 35.1196973, 45.6832833 35.1196182)"
322508019,residential,False,False,55.311,,,,"LINESTRING (45.6876849 35.1178091, 45.6871401 35.1180301)"
322508035,residential,False,True,66.561,,,,"LINESTRING (45.6876849 35.1178091, 45.6874313 35.1172476)"
322508019,residential,False,True,76.936,,,,"LINESTRING (45.686376 35.1183269, 45.6871401 35.1180301)"
322508021,residential,False,False,51.891,,,,"LINESTRING (45.686376 35.1183269, 45.6861189 35.1179103)"
322508021,residential,False,True,13.269,,,,"LINESTRING (45.686376 35.1183269, 45.686367 35.118446)"
322508020,residential,False,False,63.158,,,,"LINESTRING (45.6848619 35.1197192, 45.6849431 35.1191551)"
322508020,residential,False,True,38.023,,,,"LINESTRING (45.6851008 35.1180594, 45.6850519 35.118399)"
297186751,tertiary,True,False,54.506,,,,"LINESTRING (45.6851008 35.1180594, 45.6849232 35.1180453, 45.6846235 35.1180209, 45.6845046 35.1180099)"
322508021,residential,False,False,50.278,,,,"LINESTRING (45.686333 35.1188973, 45.686367 35.118446)"
322508021,residential,False,True,42.389,,,,"LINESTRING (45.686333 35.1188973, 45.6864608 35.1192639)"
322508036,residential,False,True,83.721,,,,"LINESTRING (45.686333 35.1188973, 45.6866978 35.1187262, 45.6871149 35.1185007)"
322508022,residential,False,False,41.74,,,,"LINESTRING (45.6860639 35.1178423, 45.6858252 35.1175217)"
322508022,residential,False,True,9.066,,,,"LINESTRING (45.6860639 35.1178423, 45.6861189 35.1179103)"
297186750,tertiary,True,False,99.05799999999999,,,,"LINESTRING (45.6860639 35.1178423, 45.68618 35.1177925, 45.6864841 35.1176417, 45.6870002 35.1173876)"
322508022,residential,False,False,50.825,,,,"LINESTRING (45.6858252 35.1175217, 45.685425 35.1172027)"
322508022,residential,False,True,41.74,,,,"LINESTRING (45.6858252 35.1175217, 45.6860639 35.1178423)"
322508034,residential,False,True,98.356,,,,"LINESTRING (45.6858252 35.1175217, 45.6867213 35.1170266)"
322508094,residential,False,True,85.33500000000001,,,,"LINESTRING (45.6858252 35.1175217, 45.6853313 35.1177824, 45.6851725 35.1178741, 45.6851361 35.1179982)"
322508022,residential,False,True,50.825,,,,"LINESTRING (45.685425 35.1172027, 45.6858252 35.1175217)"
322508023,residential,False,True,115.875,,,,"LINESTRING (45.685425 35.1172027, 45.6865154 35.1166638)"
322508022,residential,False,False,48.834,,,,"LINESTRING (45.685425 35.1172027, 45.6853353 35.1171597, 45.6850982 35.1168634)"
322508092,residential,False,True,72.129,,,,"LINESTRING (45.685425 35.1172027, 45.6850605 35.117389, 45.6847268 35.1175063)"
322508029,residential,False,False,24.018,,,,"LINESTRING (45.6837351 35.1158434, 45.6837431 35.1160593)"
322508029,residential,False,True,44.799,,,,"LINESTRING (45.6837351 35.1158434, 45.6837202 35.1154407)"
322508022,residential,False,True,68.66,,,,"LINESTRING (45.6837351 35.1158434, 45.6841243 35.1158247, 45.6841745 35.1158267, 45.6842255 35.1158371, 45.684265 35.1158569, 45.6842959 35.1158839, 45.6843908 35.1159999)"
322508023,residential,False,False,49.164,,,,"LINESTRING (45.6881209 35.1159876, 45.6876457 35.1161983)"
436581009,trunk,True,False,111.71199999999999,4,,,"LINESTRING (45.6881209 35.1159876, 45.6878062 35.1154132, 45.6876969 35.1150488)"
322508023,residential,False,False,115.875,,,,"LINESTRING (45.6865154 35.1166638, 45.685425 35.1172027)"
322508023,residential,False,True,68.463,,,,"LINESTRING (45.6865154 35.1166638, 45.6871911 35.1163925)"
322508024,residential,False,False,42.875,,,,"LINESTRING (45.6865154 35.1166638, 45.6862879 35.1163261)"
322508024,residential,False,True,44.477,,,,"LINESTRING (45.6865154 35.1166638, 45.6867213 35.1170266)"
322508024,residential,False,False,47.485,,,,"LINESTRING (45.6870002 35.1173876, 45.6867213 35.1170266)"
