osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,lanes
248035572,secondary,False,False,26.51,,,,"LINESTRING (44.6238135 36.0819735, 44.6238108 36.0817351)",
324897518,primary,True,False,13.477,59,Baha Muhamad,40,"LINESTRING (44.6238135 36.0819735, 44.6238698 36.0818987, 44.6238986 36.0818744)",
316077679,primary_link,True,False,45.36,,,,"LINESTRING (44.6306706 36.0807051, 44.630815 36.0808097, 44.6308406 36.0808946, 44.6308278 36.0809795, 44.63079 36.0810516)",
324897518,primary,True,False,27.002,59,Baha Muhamad,40,"LINESTRING (44.6306706 36.0807051, 44.6308893 36.0808053, 44.6309354 36.0808189)",
324897518,primary,True,False,61.324,59,Baha Muhamad,40,"LINESTRING (44.6322487 36.0815724, 44.6324589 36.0817142, 44.6325796 36.0817964, 44.6327392 36.0819527)",
490678579,residential,False,False,49.44200000000001,,,,"LINESTRING (44.6322487 36.0815724, 44.6323172 36.0814914, 44.6323897 36.0814127, 44.632466 36.0813364, 44.6325461 36.0812626, 44.6325908 36.081225)",
399737369,residential,False,False,28.68,,,,"LINESTRING (44.6327392 36.0819527, 44.6330228 36.0818344)",
324897518,primary,True,False,29.311,59,Baha Muhamad,40,"LINESTRING (44.6327392 36.0819527, 44.6328521 36.0821029, 44.6329124 36.082176)",
323791194,secondary,False,False,79.086,,,80,"LINESTRING (44.62542 36.0810983, 44.6253471 36.0810341, 44.6252801 36.0809657, 44.6252195 36.0808936, 44.6249065 36.0805218)",
324897518,primary,True,False,101.85900000000001,59,Baha Muhamad,40,"LINESTRING (44.62542 36.0810983, 44.62621 36.0807487, 44.6264152 36.0806599)",
248035572,secondary,False,True,50.216,,,,"LINESTRING (44.6237692 36.080675, 44.6238014 36.080842, 44.6238323 36.0810284, 44.6238403 36.0811227)",
490318532,residential,False,False,106.05,,,,"LINESTRING (44.6237692 36.080675, 44.6236087 36.0806938, 44.6232063 36.0807155, 44.6229274 36.080748, 44.622605 36.0808148)",
248035580,residential,False,False,43.046,,,,"LINESTRING (44.623142 36.0836304, 44.6227986 36.0833605)",
490318536,residential,False,False,52.544,,,,"LINESTRING (44.623142 36.0836304, 44.6230333 36.0831661)",
248035580,residential,False,True,71.824,,,,"LINESTRING (44.623142 36.0836304, 44.6232595 36.0837427, 44.6234996 36.0841039, 44.623596 36.0841466)",
303248885,residential,False,False,325.041,,شه‌قامی هایكو,,"LINESTRING (44.6223969 36.0880949, 44.6228283 36.0851926)",
316071201,tertiary,False,False,66.759,,,,"LINESTRING (44.6223969 36.0880949, 44.6229251 36.0885171)",
324897518,primary,True,False,26.925,59,Baha Muhamad,40,"LINESTRING (44.6320081 36.0814281, 44.6322487 36.0815724)",
323791194,secondary,False,True,79.08599999999998,,,80,"LINESTRING (44.6249065 36.0805218, 44.6252195 36.0808936, 44.6252801 36.0809657, 44.6253471 36.0810341, 44.62542 36.0810983)",
303248885,residential,False,True,325.041,,شه‌قامی هایكو,,"LINESTRING (44.6228283 36.0851926, 44.6223969 36.0880949)",
316067314,secondary,True,False,82.773,,شەقامی حاجی قادر,20,"LINESTRING (44.631364 36.0830939, 44.6312163 36.0831615, 44.6311714 36.0831825, 44.6305659 36.0834655)",2
511097785,residential,False,False,35.962,,,,"LINESTRING (44.631364 36.0830939, 44.631485 36.0832097, 44.6316222 36.083341)",
490119017,residential,False,False,18.079,,301-2,,"LINESTRING (44.6247552 36.085121, 44.6247238 36.0849604)",
521932998,secondary,True,False,109.31299999999999,,شەقامی حاجی قادر,20,"LINESTRING (44.6247552 36.085121, 44.6243758 36.0851689, 44.6237509 36.0852132, 44.6235462 36.0852243)",2
535043252,primary,True,False,6.211,59,,,"LINESTRING (44.6312636 36.081055, 44.6312057 36.0810245)",
401852423,primary_link,True,False,9.945,,,,"LINESTRING (44.6312636 36.081055, 44.631254 36.0810245, 44.6312728 36.0810072, 44.6313157 36.0810028)",
