osmid,oneway,lanes,ref,name,highway,maxspeed,width,reversed,length,geometry
840189055,True,2,33,شێلادزێ- بو دهوکێ,trunk,50,30,False,52.513,"LINESTRING (43.7794849 37.0308672, 43.7789096 37.0309772)"
513298434,False,,,,residential,,,True,157.547,"LINESTRING (43.7794849 37.0308672, 43.7796402 37.0312392, 43.7797834 37.0316369, 43.7798476 37.0317897, 43.779921 37.031945, 43.7800712 37.0322022)"
505810458,False,,,Ertis Sokağ,tertiary,,,False,54.581,"LINESTRING (43.7764111 37.0314025, 43.7763132 37.0309179)"
838841557,True,2,33,ڕێگای دهۆک - شێلادزێ,trunk,50,30,False,201.651,"LINESTRING (43.7764111 37.0314025, 43.7771083 37.0312468, 43.778547 37.0309308, 43.7786006 37.0309192)"
513298433,False,,,جادا تاخئ بیریا,residential,,,True,58.0,"LINESTRING (43.7741718 37.0319966, 43.7743329 37.0325021)"
840189055,True,2,33,شێلادزێ- بو دهوکێ,trunk,50,30,False,40.328,"LINESTRING (43.7741718 37.0319966, 43.7738534 37.0320681, 43.7737364 37.0320998)"
513301990,False,2,,,trunk_link,,,False,14.057,"LINESTRING (43.7808314 37.0305739, 43.7807943 37.030451)"
513298438,False,,,,residential,,,True,61.309,"LINESTRING (43.7808314 37.0305739, 43.7810712 37.0308837, 43.7812008 37.0310397)"
840189055,True,2,33,شێلادزێ- بو دهوکێ,trunk,50,30,False,45.376999999999995,"LINESTRING (43.7808314 37.0305739, 43.7805737 37.0306277, 43.7803369 37.0306773)"
513304847,False,,,تاخئ بیریا,residential,,,False,60.82,"LINESTRING (43.7757732 37.0366025, 43.7764041 37.0363891)"
513298433,False,,,جادا تاخئ بیریا,residential,,,False,182.40900000000002,"LINESTRING (43.7757732 37.0366025, 43.7755409 37.0360477, 43.775164 37.0350801, 43.7751493 37.0350396)"
513298433,False,,,جادا تاخئ بیریا,residential,,,True,82.518,"LINESTRING (43.7757732 37.0366025, 43.7758967 37.0368351, 43.7761457 37.0372824)"
513298434,False,,,,residential,,,False,121.397,"LINESTRING (43.7812076 37.0349714, 43.7808682 37.0339138)"
513304844,False,,,,residential,,,False,52.178,"LINESTRING (43.7812076 37.0349714, 43.7815813 37.0349212, 43.7817894 37.0349068)"
513304844,False,,,,residential,,,True,60.00000000000001,"LINESTRING (43.7812076 37.0349714, 43.7808118 37.0350142, 43.7807656 37.0350198, 43.780719 37.0350178, 43.7806738 37.0350085, 43.7806319 37.0349921, 43.7805949 37.0349694, 43.7805822 37.0349555, 43.7805641 37.0349461)"
513298434,False,,,,residential,,,False,52.422,"LINESTRING (43.7805669 37.0330474, 43.7803234 37.0326179)"
513298434,False,,,,residential,,,True,3.639,"LINESTRING (43.7805669 37.0330474, 43.780578 37.0330789)"
513298445,False,,,Tekya,residential,,,True,50.222,"LINESTRING (43.7805669 37.0330474, 43.7800208 37.0331655)"
513298434,False,,,,residential,,,True,51.36,"LINESTRING (43.7800712 37.0322022, 43.7803234 37.0326179)"
513298436,False,,,مالێت بیریا,residential,,,True,52.646,"LINESTRING (43.7800712 37.0322022, 43.7795071 37.0323484)"
513298434,False,,,,residential,,,False,157.547,"LINESTRING (43.7800712 37.0322022, 43.779921 37.031945, 43.7798476 37.0317897, 43.7797834 37.0316369, 43.7796402 37.0312392, 43.7794849 37.0308672)"
513298436,False,,,مالێت بیریا,residential,,,False,63.039,"LINESTRING (43.7800712 37.0322022, 43.7805246 37.0319977, 43.780687 37.0319199)"
513298436,False,,,مالێت بیریا,residential,,,False,105.983,"LINESTRING (43.7774782 37.03277, 43.7786332 37.0325285)"
513298442,False,,,,residential,,,False,48.759,"LINESTRING (43.7774782 37.03277, 43.7776301 37.0331914)"
513298463,False,,,,residential,,,False,27.989,"LINESTRING (43.7774782 37.03277, 43.7771637 37.0327881)"
513298436,False,,,مالێت بیریا,residential,,,False,75.04,"LINESTRING (43.7786332 37.0325285, 43.7794524 37.0323619)"
513298436,False,,,مالێت بیریا,residential,,,True,105.983,"LINESTRING (43.7786332 37.0325285, 43.7774782 37.03277)"
513298443,False,,,Takya,residential,,,True,48.71,"LINESTRING (43.7786332 37.0325285, 43.7787786 37.0329509)"
513298436,False,,,مالێت بیریا,residential,,,False,5.082,"LINESTRING (43.7794524 37.0323619, 43.7795071 37.0323484)"
